Ciclo,Edad,Carrera,Genero,Cursos,tiempo,anxiety_before_ex,anxiety_after_ex,time_mayor_anxiety,ESF_angustia,ESF_intranquilidad,ESF_palpitaciones,ESF_fatiga,ESF_sueño_alterado,ESF_tension_muscular,ESC_dificil_concentracion,ESC_bloqueo_mental,ESC_acontencimientos_negativos,ESC_falta_memoria,ESC_pensamientos_desagradables,ESC_dificultad_decisiones,ESCCA_comer_beber,ESCCA_escapar,ESCCA_movimientos_repetitivos,ESCCA_moverse_mucho,ESCCA_movimientos_torpe,ESCCA_llanto,cause_ansiedad_U,help_ansiedad,stress_before_ex,stress_after_ex,time_mayor_stress,ESFCE_cansancio,ESFCE_relajarse,ESFCE_dificultad_tomar_decisiones,ESFCE_pensar_claridad,ESFCE_pensar_problemas,ESFCE_comer_demasiado,ESFCE__dificultad_sueño,ESFCE_dolor_cuerpo,ESFCE_caefeina_nicotina,ESFCE_tics_nervous,ESFCE_dolor_estomacal,ESFCE_irritacion,ESFCE_cambios_humor,ESFCE_dificultad_concentrarse,ESFCE_alcohol_droga,ESFCE_disminuye_desempeño_U,ESFCE_sudar_palpitar,ESFCE_levantarse_tarde,FS_no_afrontar_actividades,FS_todo_controlado,FS_enfadado_fueradecontrol,FS_controlar_tiempo,FS_dificultades_acumulan,FS_afectado_imprevistos,FS_manejar_problemas_vida,FS_afrontar_cambios_vida,cause_estres_U,help_estres
4,18,Ingeniería Civil,Masculino,4,2.5,8,1,Exámenes parciales,A menudo,Casi todos los días,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,Mucho ruido,Sí,10,10,Exámenes finales,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Demasiado frío,Sí
3,19,Ciencia de la computación,Masculino,4,1.5,9,4,Exámenes parciales,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,En alguna ocasión,A menudo,Casi todos los días,A menudo,Nunca,Nunca,A menudo,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,En alguna ocasión,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",Sí,8,9,7,Siempre,Frecuentemente,Siempre,Siempre,Siempre,Frecuentemente,Siempre,Siempre,Nunca,Frecuentemente,Seguido,Siempre,Siempre,Siempre,Siempre,Aveces,Siempre,Siempre,Muy a menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,Nunca,Muy a menudo,Muy a menudo,Grabaciones,Sí
3,18,Ingeniería Civil,Femenino,5,2.5,8,9,Entrega de notas parciales,Casi todos los días,Casi todos los días,Nunca,Nunca,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Nunca,Nunca,A menudo,A menudo,A menudo,Casi todos los días,Mucha ventilación,No,10,10,Exámenes finales,Siempre,Siempre,Siempre,Siempre,Siempre,Seguido,Siempre,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Siempre,Nunca,Siempre,Nunca,Siempre,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,No entender a los profesores,No
4,22,Bioingeniería,Femenino,5,1.5,9,7,Semana de Entrega de Notas Finales,Casi todos los días,A menudo,Casi todos los días,En alguna ocasión,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Casi todos los días,Casi todos los días,Nunca,En alguna ocasión,A menudo,Casi todos los días,A menudo,Casi todos los días,Que no respeten tu espacio personal,Sí,10,6,Semana de Entrega de Notas Finales,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Siempre,Siempre,Siempre,Frecuentemente,Frecuentemente,Siempre,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Frecuentemente,Frecuentemente,De vez en cuando,Nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,A menudo,Época de exámenes,No
2,18,Bioingeniería,Masculino,6,3.5,5,3,Exámenes parciales,Nunca,Nunca,Nunca,A menudo,Nunca,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,A menudo,Nunca,Nunca,No tener espacio para estudiar,No,8,1,Exámenes finales,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Seguido,Casi nunca,Nunca,Nunca,A menudo,Casi nunca,Nunca,De vez en cuando,Nunca,No tener espacio para estudiar - No alcanzar cubículo,No
3,18,Bioingeniería,Masculino,4,6,3,9,Entrega de notas parciales,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,Nunca,Nunca,A menudo,A menudo,A menudo,Mucho ruido,Sí,6,8,Semana de Entrega de Notas Finales,Seguido,Frecuentemente,Seguido,Frecuentemente,Seguido,Seguido,Seguido,Frecuentemente,Seguido,Seguido,Frecuentemente,Seguido,Frecuentemente,Seguido,Seguido,Frecuentemente,Seguido,Seguido,A menudo,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,Sí
4,20,Ciencia de la computación,Femenino,4,2.5,8,5,Exámenes parciales,A menudo,A menudo,A menudo,Casi todos los días,A menudo,A menudo,Casi todos los días,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,No,10,4,Exámenes finales,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Frecuentemente,Siempre,Frecuentemente,Seguido,Seguido,Seguido,Siempre,Seguido,Frecuentemente,Frecuentemente,Nunca,Frecuentemente,Frecuentemente,Siempre,Muy a menudo,De vez en cuando,A menudo,Casi nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,No entender a los profesores,No
2,17,Ingeniería Mecánica,Masculino,6,1.5,8,3,Semana de Entrega de Notas Finales,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,Casi todos los días,En alguna ocasión,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,7,1,Semana de Entrega de Notas Finales,Aveces,Aveces,Aveces,Seguido,Seguido,Aveces,Nunca,Seguido,Nunca,Aveces,Nunca,Siempre,Aveces,Seguido,Nunca,Seguido,Aveces,Aveces,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Grabaciones,No
2,17,Bioingeniería,Femenino,6,1,10,10,7,A menudo,Casi todos los días,Casi todos los días,A menudo,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,A menudo,Casi todos los días,A menudo,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,No tener espacio para estudiar,Sí,8,4,7,Aveces,Seguido,Seguido,Seguido,Seguido,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Seguido,Seguido,Seguido,Seguido,Siempre,Aveces,Siempre,Seguido,Seguido,A menudo,Casi nunca,De vez en cuando,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Mal olor,Sí
2,18,Ingeniería Mecánica,Femenino,6,2,9,10,Entrega de notas parciales,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,Casi todos los días,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,Casi todos los días,Casi todos los días,A menudo,Casi todos los días,En alguna ocasión,En alguna ocasión,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,9,8,Entrega de notas parciales,Seguido,Seguido,Siempre,Seguido,Siempre,Frecuentemente,Seguido,Seguido,Nunca,Nunca,Seguido,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Seguido,Frecuentemente,Frecuentemente,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,Grabaciones,No
2,17,Ingeniería Mecatrónica,Masculino,6,0.5,10,2,Exámenes finales,A menudo,A menudo,Nunca,A menudo,Nunca,A menudo,Casi todos los días,A menudo,En alguna ocasión,Casi todos los días,Nunca,Casi todos los días,En alguna ocasión,En alguna ocasión,Casi todos los días,A menudo,A menudo,Nunca,Mucho ruido,No,10,2,Exámenes finales,Seguido,Frecuentemente,Seguido,Seguido,Seguido,Aveces,Nunca,Seguido,Frecuentemente,Seguido,Frecuentemente,Siempre,Frecuentemente,Frecuentemente,Nunca,Nunca,Nunca,Nunca,De vez en cuando,Casi nunca,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,De vez en cuando,Grabaciones,No
2,19,Ingeniería de la Energía,Masculino,6,2,8,4,1,Casi todos los días,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,Nunca,A menudo,En alguna ocasión,Casi todos los días,Nunca,En alguna ocasión,En alguna ocasión,Nunca,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,No tener espacio para estudiar,Sí,10,4,Exámenes finales,Aveces,Seguido,Nunca,Nunca,Siempre,Seguido,Frecuentemente,Aveces,Nunca,Aveces,Seguido,Seguido,Aveces,Aveces,Siempre,Aveces,Siempre,Frecuentemente,A menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,Sí
4,18,Ingeniería Ambiental,Femenino,6,2.5,10,3,Exámenes finales,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,Casi todos los días,A menudo,A menudo,A menudo,A menudo,A menudo,Casi todos los días,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",Sí,10,9,Semana de Entrega de Notas Finales,Frecuentemente,Seguido,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Seguido,Seguido,Seguido,Seguido,Frecuentemente,Seguido,Seguido,Seguido,Seguido,Aveces,Muy a menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,NA,A menudo,A menudo,Mal olor,Sí
3,18,Ingeniería Ambiental,Masculino,6,1,9,8,Semana de Entrega de Notas Finales,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Mucho ruido,Sí,8,9,Exámenes parciales,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Seguido,Seguido,Seguido,Seguido,Aveces,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,Época de exámenes,Sí
3,19,Bioingeniería,Femenino,5,2.5,8,8,Exámenes finales,A menudo,Casi todos los días,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,Casi todos los días,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,Que no respeten tu espacio personal,No,9,8,Exámenes finales,Seguido,Aveces,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Seguido,Aveces,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Aveces,Seguido,Casi nunca,Casi nunca,NA,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
3,21,Ingeniería Industrial,Femenino,6,2.5,10,8,Exámenes parciales,A menudo,A menudo,Casi todos los días,A menudo,Casi todos los días,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Mucho ruido,No,8,8,Semana de Entrega de Notas Finales,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
3,17,Ingeniería Industrial,Masculino,7,6.5,3,3,Exámenes parciales,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No tener espacio para estudiar,No,1,1,7,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No tener espacio para estudiar - No alcanzar cubículo,No
3,19,Ingeniería Civil,Femenino,6,1,10,10,Semana de Entrega de Notas Finales,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No tener espacio para estudiar,Sí,10,10,Semana de Entrega de Notas Finales,Siempre,Siempre,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Siempre,Frecuentemente,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Época de exámenes,Sí
3,18,Ingeniería Industrial,Femenino,5,4.5,5,7,Entrega de notas parciales,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,Que no respeten tu espacio personal,Sí,7,8,Exámenes parciales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Seguido,Nunca,Nunca,Nunca,Aveces,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,Sí
3,19,Ingeniería Civil,Femenino,4,1.5,9,8,Exámenes parciales,En alguna ocasión,A menudo,Casi todos los días,A menudo,Casi todos los días,A menudo,A menudo,A menudo,En alguna ocasión,Casi todos los días,Casi todos los días,Casi todos los días,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,A menudo,Mucha ventilación,No,9,8,Semana de Entrega de Notas Finales,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Siempre,Siempre,Siempre,Nunca,Aveces,Frecuentemente,Frecuentemente,Siempre,Siempre,Nunca,Seguido,Frecuentemente,Frecuentemente,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Demasiado frío,No
3,18,Ingeniería Industrial,Femenino,5,5.5,2,1,Entrega de notas parciales,Nunca,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,A menudo,No tener espacio para estudiar,No,7,5,Exámenes finales,Aveces,Nunca,Nunca,Nunca,Nunca,Aveces,Aveces,Seguido,Aveces,Aveces,NA,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,De vez en cuando,Casi nunca,Casi nunca,Nunca,De vez en cuando,No tener espacio para estudiar - No alcanzar cubículo,No
7,24,Bioingeniería,Masculino,6,1.5,10,10,Entrega de notas parciales,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,En alguna ocasión,En alguna ocasión,Casi todos los días,A menudo,Casi todos los días,En alguna ocasión,Nunca,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,Mucho ruido,Sí,10,10,Semana de Entrega de Notas Finales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A menudo,De vez en cuando,Muy a menudo,Nunca,Nunca,Muy a menudo,Muy a menudo,Muy a menudo,Época de exámenes,Sí
3,17,Ingeniería Civil,Femenino,7,3,6,4,Exámenes parciales,En alguna ocasión,Nunca,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Nunca,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,En alguna ocasión,A menudo,Nunca,En alguna ocasión,Nunca,A menudo,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",No,9,7,Semana de Entrega de Notas Finales,Aveces,Aveces,NA,Nunca,Nunca,Aveces,Nunca,Nunca,Nunca,Aveces,Aveces,Nunca,Nunca,Aveces,Aveces,Aveces,Nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
5,22,Ingeniería Industrial,Masculino,6,3.5,7,4,Entrega de notas parciales,En alguna ocasión,En alguna ocasión,Nunca,Nunca,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,Nunca,Nunca,En alguna ocasión,No tener espacio para estudiar,No,5,7,Exámenes finales,Aveces,Seguido,Aveces,Seguido,Seguido,Aveces,Frecuentemente,Seguido,Seguido,Nunca,Aveces,Aveces,Seguido,NA,Seguido,Aveces,Seguido,Seguido,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,Demasiado frío,No
3,18,Ingeniería Ambiental,Femenino,5,1,8,9,Exámenes parciales,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,A menudo,Casi todos los días,Casi todos los días,A menudo,A menudo,A menudo,Demasiadas personas,No,9,9,Exámenes parciales,Seguido,Seguido,Aveces,Aveces,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Seguido,Aveces,Aveces,Seguido,Nunca,Aveces,Nunca,Aveces,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Época de exámenes,No
3,18,Ingeniería Mecatrónica,Femenino,6,3.5,7,5,Exámenes finales,Nunca,A menudo,Nunca,A menudo,Nunca,Nunca,En alguna ocasión,En alguna ocasión,En alguna ocasión,Nunca,En alguna ocasión,Casi todos los días,Nunca,En alguna ocasión,A menudo,Nunca,En alguna ocasión,En alguna ocasión,Que no respeten tu espacio personal,No,7,6,7,Seguido,Nunca,Siempre,Nunca,Seguido,Nunca,Nunca,Aveces,Aveces,Aveces,Seguido,Nunca,Nunca,Aveces,Nunca,Aveces,Nunca,Aveces,Casi nunca,A menudo,De vez en cuando,De vez en cuando,Nunca,De vez en cuando,De vez en cuando,A menudo,Mal olor,No
4,18,Ingeniería Civil,Masculino,6,2,8,4,Exámenes finales,A menudo,En alguna ocasión,Nunca,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,No tener espacio para estudiar,No,5,7,1,Aveces,Aveces,Aveces,NA,Seguido,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Seguido,Nunca,Aveces,Nunca,Nunca,Casi nunca,De vez en cuando,Nunca,Nunca,Nunca,Nunca,De vez en cuando,Casi nunca,No tener espacio para estudiar - No alcanzar cubículo,No
1,18,Ingeniería Industrial,Femenino,7,2.5,9,6,Exámenes finales,A menudo,En alguna ocasión,En alguna ocasión,A menudo,Nunca,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,Nunca,A menudo,Nunca,En alguna ocasión,En alguna ocasión,A menudo,Nunca,A menudo,No tener espacio para estudiar,Sí,9,7,Entrega de notas parciales,Frecuentemente,Frecuentemente,Seguido,Seguido,Seguido,Aveces,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Siempre,Aveces,Seguido,Nunca,Seguido,Nunca,Seguido,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,A menudo,Época de exámenes,Sí
9,21,Bioingeniería,Masculino,5,3.5,7,7,Exámenes finales,Casi todos los días,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,Casi todos los días,En alguna ocasión,A menudo,En alguna ocasión,A menudo,En alguna ocasión,Nunca,En alguna ocasión,Nunca,A menudo,Casi todos los días,A menudo,Mucho ruido,No,7,7,Exámenes finales,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Frecuentemente,Frecuentemente,Siempre,Siempre,Siempre,Nunca,Seguido,Frecuentemente,Siempre,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,No tener espacio para estudiar - No alcanzar cubículo,No
3,19,Ingeniería Civil,Femenino,6,2,8,3,Exámenes finales,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Nunca,En alguna ocasión,A menudo,Casi todos los días,En alguna ocasión,En alguna ocasión,No tener espacio para estudiar,No,9,3,Semana de Entrega de Notas Finales,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Época de exámenes,No
1,19,Ingeniería Industrial,Masculino,7,3,6,6,Exámenes finales,En alguna ocasión,En alguna ocasión,Nunca,Nunca,En alguna ocasión,A menudo,En alguna ocasión,A menudo,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,Que no respeten tu espacio personal,No,7,7,Semana de Entrega de Notas Finales,Aveces,Aveces,Nunca,Aveces,Seguido,Aveces,Aveces,Seguido,Aveces,Aveces,Nunca,Nunca,Nunca,Aveces,Nunca,Aveces,Aveces,Aveces,Casi nunca,Nunca,Nunca,Casi nunca,Nunca,Casi nunca,Nunca,Casi nunca,Demasiado frío,No
1,17,Ingeniería Industrial,Femenino,7,2.5,7,8,7,A menudo,En alguna ocasión,Nunca,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,Nunca,En alguna ocasión,En alguna ocasión,Nunca,A menudo,En alguna ocasión,Nunca,Nunca,No tener espacio para estudiar,No,8,7,Exámenes finales,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Nunca,Nunca,Nunca,Aveces,Aveces,Aveces,Nunca,Aveces,Nunca,Nunca,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,Nunca,Casi nunca,De vez en cuando,Época de exámenes,No
3,20,Ingeniería Civil,Masculino,6,4.5,5,4,Exámenes parciales,A menudo,Casi todos los días,Nunca,Nunca,Casi todos los días,Casi todos los días,Casi todos los días,En alguna ocasión,Nunca,Casi todos los días,Nunca,A menudo,En alguna ocasión,En alguna ocasión,Casi todos los días,En alguna ocasión,En alguna ocasión,Nunca,"Mal funcionamiento de los servicios (ascensores, reconocimiento facial)",Sí,6,3,Exámenes parciales,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Frecuentemente,Siempre,Siempre,Seguido,Seguido,Seguido,Seguido,Seguido,Siempre,Siempre,Seguido,Seguido,Aveces,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,Nunca,Nunca,Nunca,Casi nunca,No tener donde descansar,No
3,18,Ingeniería Ambiental,Femenino,7,2,9,9,Entrega de notas parciales,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,A menudo,A menudo,En alguna ocasión,A menudo,A menudo,Mucho ruido,No,9,8,7,Siempre,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Seguido,Seguido,Siempre,Aveces,Seguido,Frecuentemente,Seguido,Frecuentemente,Seguido,Nunca,Seguido,Aveces,Frecuentemente,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Grabaciones,No
5,20,Ingeniería Industrial,Masculino,6,3,8,4,Exámenes parciales,En alguna ocasión,En alguna ocasión,A menudo,A menudo,En alguna ocasión,Casi todos los días,A menudo,A menudo,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,En alguna ocasión,En alguna ocasión,A menudo,En alguna ocasión,En alguna ocasión,Nunca,No tener espacio para estudiar,No,8,4,Entrega de notas parciales,Frecuentemente,Frecuentemente,Aveces,Aveces,Aveces,Frecuentemente,Aveces,Siempre,Nunca,Aveces,Aveces,Aveces,Aveces,Aveces,Nunca,Aveces,Aveces,Aveces,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,No tener espacio para estudiar - No alcanzar cubículo,No
6,20,Ciencia de la computación,Masculino,4,3.5,6,3,Exámenes finales,Casi todos los días,A menudo,En alguna ocasión,A menudo,A menudo,A menudo,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,Casi todos los días,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Demasiadas personas,Sí,7,3,Semana de Entrega de Notas Finales,Siempre,Siempre,Siempre,Siempre,Siempre,Frecuentemente,Frecuentemente,Siempre,Frecuentemente,Siempre,Siempre,Siempre,Siempre,Siempre,Frecuentemente,Siempre,Siempre,Siempre,Muy a menudo,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,Casi nunca,Época de exámenes,Sí
1,19,Ingeniería Industrial,Femenino,7,3,6,5,Exámenes finales,En alguna ocasión,Nunca,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,En alguna ocasión,Nunca,A menudo,Nunca,Nunca,Nunca,Nunca,En alguna ocasión,Nunca,Nunca,Nunca,No tener espacio para estudiar,No,7,7,Exámenes finales,Seguido,Nunca,Aveces,Aveces,Nunca,Aveces,Nunca,Aveces,Nunca,Nunca,Nunca,Nunca,Aveces,Aveces,Nunca,Nunca,Aveces,Nunca,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,A menudo,De vez en cuando,No entender a los profesores,No
