"UBIGEO","VIVIENDA","PERSONA","P1172$01","P1172$02","P1172$13","P1172$14","P408F5","P408G4","IT","P300A","P301C","P301A","P301D","P302","P314A","P315A"
"070101","154",3,NA,NA,NA,NA,NA,NA,6000,4,NA,10,"Estatal",NA,"Si",NA
"070101","157",1,40,160,70,70,NA,NA,400,4,NA,8,"Privado",NA,"Si",NA
"070101","157",2,85,63,80,40,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"070101","157",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"070101","157",4,NA,NA,NA,NA,NA,10,NA,4,NA,8,"Privado",NA,"Si",NA
"070101","172",1,30,60,NA,50,NA,NA,1200,4,NA,5,"Estatal",NA,"Si",NA
"070101","172",2,NA,0,20,60,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070101","172",3,NA,NA,NA,NA,NA,NA,1300,4,NA,5,"Estatal",NA,"No",NA
"070101","172",4,NA,NA,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA
"070101","172",5,NA,NA,NA,NA,360,900,NA,4,NA,5,"Estatal",NA,"Si",NA
"070101","172",6,NA,NA,NA,NA,NA,NA,1300,4,NA,5,"Estatal",NA,"Si",NA
"070101","172",7,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"No",NA
"070101","172",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070101","172",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070101","175",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070101","182",1,30,30,NA,35,168,10,NA,4,NA,6,"Estatal",NA,"Si",NA
"070101","182",2,30,20,NA,30,0.08,15,NA,4,1,3,"Estatal",1,"Si",NA
"070101","182",3,NA,NA,NA,NA,0.08,10,600,4,NA,2,"Estatal",2,"Si",NA
"070101","182",4,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"070101","182",5,NA,NA,NA,NA,168,15,NA,4,NA,5,"Estatal",NA,"Si",NA
"070101","182",6,NA,NA,NA,NA,0.25,15,NA,4,NA,6,"Estatal",NA,"No",NA
"070101","193",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070101","196",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070101","204",1,NA,40,NA,NA,NA,NA,909,4,NA,6,"Estatal",NA,"No",NA
"070101","204",2,NA,NA,NA,NA,NA,NA,18,4,5,3,"Estatal",1,"No",NA
"070101","204",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070102","006",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070102","010",1,100,150,52,100,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070102","010",2,60,123,114,NA,NA,NA,1150,4,6,4,"Privado",NA,"Si",NA
"070102","010",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Privado",NA,"Si",NA
"070102","010",4,NA,NA,NA,NA,NA,NA,300,4,NA,2,"Privado",1,"No",NA
"070102","010",5,NA,NA,NA,NA,NA,NA,300,4,NA,5,"Estatal",NA,"No",NA
"070102","010",6,NA,NA,NA,NA,NA,NA,NA,4,NA,3,"Estatal",1,"No",NA
"070102","010",7,NA,NA,NA,NA,168,15,NA,4,NA,6,"Estatal",NA,"No",NA
"070102","017",1,70,192,40,140,NA,15,NA,4,NA,10,"Estatal",NA,"No",NA
"070102","017",2,NA,NA,NA,NA,168,20,NA,4,NA,11,"Privado",NA,"Si",NA
"070102","017",3,NA,NA,NA,NA,NA,NA,5800,4,NA,10,"Estatal",NA,"Si",NA
"070102","017",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070102","017",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070102","020",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070102","025",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070102","026",1,40,30,0,65,NA,NA,960,4,NA,8,"Estatal",NA,"Si",NA
"070102","026",2,30,45,30,25,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070102","026",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070102","026",4,NA,NA,NA,NA,0.5,10,1029,4,NA,6,"Estatal",NA,"Si",NA
"070102","026",5,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"070102","026",6,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"070102","028",1,70,130,77,100,NA,NA,3500,4,NA,10,"Estatal",NA,"Si",NA
"070102","028",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070102","028",3,NA,NA,NA,NA,NA,NA,3000,4,NA,10,"Estatal",NA,"Si",NA
"070102","028",4,NA,NA,NA,NA,NA,NA,2258,4,NA,10,"Privado",NA,"Si",NA
"070102","028",5,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"070102","035",1,NA,0,NA,100,NA,NA,1500,4,NA,6,"Estatal",NA,"No",NA
"070102","035",2,NA,NA,NA,NA,0.17,10,NA,4,NA,6,"Estatal",NA,"Si",NA
"070102","035",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"070102","035",4,NA,NA,NA,NA,0.5,8,NA,NA,NA,NA,NA,NA,NA,NA
"070102","042",1,NA,NA,NA,NA,NA,NA,1200,4,NA,9,"Privado",NA,"Si",NA
"070102","042",2,43,120,NA,NA,NA,15,NA,4,NA,6,"Estatal",NA,"No",NA
"070102","042",3,NA,NA,NA,NA,NA,NA,200,4,NA,6,"Estatal",NA,"No",NA
"070102","042",4,NA,NA,NA,NA,NA,NA,1050,4,NA,9,"Privado",NA,"Si",NA
"070102","042",5,NA,NA,NA,NA,NA,NA,700,4,NA,5,"Estatal",NA,"No",NA
"070102","042",6,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"No",NA
"070102","042",7,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"070102","042",8,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",1,"No",NA
"070102","042",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070102","046",1,60,180,50,50,NA,NA,NA,4,NA,10,"Estatal",NA,"Si",NA
"070102","046",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070102","049",1,56,30,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"Si",NA
"070102","049",2,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,"No",NA
"070102","049",3,NA,NA,NA,NA,NA,NA,403,4,6,4,"Estatal",NA,"Si",NA
"070102","049",4,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"070102","049",5,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"Si",NA
"070102","059",1,25,120,NA,NA,NA,20,197,4,NA,8,"Privado",NA,"Si",NA
"070102","059",2,NA,NA,NA,NA,NA,NA,NA,4,NA,3,"Estatal",1,"No",NA
"070102","061",1,72,365,72,100,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070102","061",2,NA,NA,NA,NA,NA,20,NA,4,NA,6,"Estatal",NA,"Si",NA
"070102","061",3,NA,NA,NA,NA,NA,60,2000,4,NA,6,"Estatal",NA,"Si",NA
"070102","061",4,NA,NA,NA,NA,NA,NA,1600,4,NA,10,"Privado",NA,"Si",NA
"070102","061",5,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"070102","072",1,130,0,60,70,NA,NA,1350,4,NA,6,"Estatal",NA,"No",NA
"070102","072",2,NA,NA,NA,NA,168,10,1205,4,NA,7,"Estatal",NA,"Si",NA
"070102","072",3,NA,NA,NA,NA,NA,NA,1200,4,NA,6,"Privado",NA,"Si",NA
"070102","072",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070102","072",5,NA,NA,NA,NA,0.5,10,NA,4,NA,5,"Privado",NA,"Si",NA
"070102","072",6,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Privado",1,"Si",NA
"070102","075",1,50,150,40,155,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070102","075",2,51,70,40,45,0.5,15,1800,4,NA,8,"Privado",NA,"Si",NA
"070102","075",3,NA,NA,NA,NA,NA,NA,1300,4,NA,6,"Estatal",NA,"No",NA
"070102","075",4,NA,NA,NA,NA,NA,15,50,4,NA,5,"Estatal",NA,"Si",NA
"070102","075",5,NA,NA,NA,NA,NA,20,1095,4,NA,9,"Privado",NA,"Si",NA
"070102","075",6,NA,NA,NA,NA,NA,NA,800,4,NA,9,"Privado",NA,"Si",NA
"070102","075",7,NA,NA,NA,NA,NA,5,NA,4,NA,6,"Privado",NA,"Si",NA
"070102","075",8,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,1,"No",NA
"070102","082",1,50,100,50,50,NA,NA,5000,4,NA,10,"Estatal",NA,"Si",NA
"070102","082",2,NA,NA,NA,NA,NA,NA,800,4,NA,8,"Privado",NA,"Si",NA
"070102","082",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"070102","091",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070102","092",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070102","100",1,60,200,60,100,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"070102","100",2,NA,NA,NA,NA,NA,NA,2469,4,NA,11,"Privado",NA,"Si",NA
"070102","100",3,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"070102","100",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070102","107",1,NA,0,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070102","107",2,NA,NA,NA,NA,NA,NA,NA,4,NA,3,"Estatal",1,"No",NA
"070102","107",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070102","110",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070102","117",1,78,88,49,110,NA,NA,3000,4,NA,6,"Estatal",NA,"Si",NA
"070102","117",2,NA,NA,NA,NA,NA,NA,300,4,NA,6,"Estatal",NA,"Si",NA
"070102","117",3,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Privado",NA,"Si",NA
"070102","140",1,130,250,NA,100,NA,NA,2300,4,NA,11,"Privado",NA,"Si",NA
"070102","140",2,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"070102","140",3,NA,NA,NA,NA,NA,NA,3000,4,NA,10,"Privado",NA,"Si",NA
"070102","140",4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"070102","152",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070102","153",1,17,10,NA,NA,NA,NA,500,4,NA,6,"Estatal",NA,"No",NA
"070102","153",2,NA,NA,NA,NA,NA,NA,NA,4,NA,3,"Estatal",1,"No",NA
"070102","153",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"070102","158",1,200,250,50,160,NA,NA,NA,4,NA,10,"Estatal",NA,"Si",NA
"070102","158",2,NA,NA,NA,NA,NA,NA,3000,4,NA,6,"Privado",NA,"Si",NA
"070102","158",3,NA,NA,NA,NA,NA,NA,2100,4,NA,9,"Estatal",NA,"Si",NA
"070102","158",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"070102","158",5,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"070102","170",1,53,190,60,80,NA,NA,1300,4,NA,6,"Estatal",NA,"Si",NA
"070102","170",2,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"070102","170",3,NA,NA,NA,NA,NA,NA,800,4,NA,6,"Estatal",NA,"Si",NA
"070104","001",1,NA,NA,NA,NA,NA,NA,1299,4,NA,4,"Estatal",NA,"No",NA
"070104","001",2,120,128,25,55,NA,NA,4100,4,6,4,"Estatal",NA,"Si",NA
"070104","001",3,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"070104","001",4,NA,NA,NA,NA,NA,NA,1250,4,NA,7,"Privado",NA,"No",NA
"070104","001",5,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Privado",1,"Si",NA
"070104","001",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070104","002",1,89,120,80,120,0.33,15,3500,4,NA,10,"Privado",NA,"Si",NA
"070104","002",2,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"070104","002",3,NA,NA,NA,NA,NA,NA,850,4,NA,10,"Privado",NA,"Si",NA
"070104","002",4,NA,NA,NA,NA,NA,NA,1300,4,NA,6,"Estatal",NA,"Si",NA
"070104","002",5,NA,NA,NA,NA,NA,NA,NA,4,6,4,"Estatal",NA,"Si",NA
"070104","011",1,NA,0,0,0,NA,NA,477,4,NA,6,"Privado",NA,"Si",NA
"070104","013",1,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Privado",NA,"Si",NA
"070104","013",2,36,130,NA,70,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"070104","013",3,NA,NA,NA,NA,NA,NA,480,4,NA,9,"Privado",NA,"Si",NA
"070104","019",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070104","024",1,50,70,NA,75,NA,NA,4100,4,NA,11,"Estatal",NA,"Si",NA
"070104","024",2,NA,NA,NA,NA,NA,NA,480,4,NA,10,"Estatal",NA,"Si",NA
"070104","024",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"070104","024",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070104","029",1,40,350,0,0,NA,NA,NA,4,NA,10,"Estatal",NA,"Si",NA
"070104","029",2,NA,NA,NA,NA,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"070104","029",3,NA,NA,NA,NA,0.33,10,NA,4,NA,12,"Privado",1,"Si",NA
"070104","035",1,140,240,0,0,NA,NA,NA,4,NA,6,"Privado",NA,"Si",NA
"070104","035",2,58,100,60,60,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070104","035",3,NA,NA,NA,NA,0.02,20,1800,4,NA,9,"Privado",NA,"Si",NA
"070104","035",4,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070104","035",5,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Privado",2,NA,NA
"070104","035",6,NA,NA,NA,NA,NA,NA,900,4,NA,10,"Estatal",NA,"Si",NA
"070104","035",7,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070104","037",1,20,40,30,NA,NA,NA,NA,4,NA,4,"Estatal",NA,"No",NA
"070104","044",1,40,100,NA,50,NA,NA,3100,7,NA,9,"Privado",NA,"Si",NA
"070104","046",1,65,122,NA,100,NA,NA,157,4,NA,7,"Privado",NA,"Si",NA
"070104","046",2,NA,NA,NA,NA,NA,NA,600,4,NA,8,"Privado",NA,"Si",NA
"070104","046",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"070104","055",1,NA,0,NA,NA,NA,NA,453,4,NA,5,"Estatal",NA,"Si",NA
"070104","055",2,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"Si",NA
"070104","055",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070104","056",1,65,122,NA,100,NA,NA,1212,4,NA,7,"Privado",NA,"Si",NA
"070104","056",2,NA,NA,NA,NA,NA,NA,600,4,NA,8,"Privado",NA,"Si",NA
"070104","056",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Privado",NA,"Si",NA
"070104","058",1,50,170,50,95,NA,NA,2500,4,NA,10,"Estatal",NA,"Si",NA
"070104","058",2,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Privado",1,"Si",NA
"070104","067",1,80,110,NA,100,0.33,5,4200,4,NA,8,"Privado",NA,"Si",NA
"070104","067",2,NA,NA,NA,NA,0.25,10,1800,4,NA,8,"Privado",NA,"Si",NA
"070104","067",3,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"070104","068",1,35,130,0,40,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070104","068",2,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"070104","068",3,NA,NA,NA,NA,NA,NA,1039,4,NA,8,"Privado",NA,"Si",NA
"070104","069",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070104","073",1,39,68,0,NA,NA,NA,80,4,NA,6,"Estatal",NA,"Si",NA
"070104","073",2,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"Si",NA
"070104","073",3,NA,NA,NA,NA,12,10,NA,NA,NA,NA,NA,NA,NA,NA
"070104","083",1,60,100,50,80,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"070104","083",2,NA,NA,NA,NA,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"070104","087",1,50,130,65,NA,NA,NA,900,4,NA,10,"Privado",NA,"Si",NA
"070104","087",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070104","090",1,60,130,NA,90,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070104","090",2,NA,NA,NA,NA,NA,NA,NA,4,NA,8,"Privado",NA,"Si",NA
"070104","090",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070104","090",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070104","090",5,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"Si",NA
"070104","092",1,100,180,50,50,NA,NA,2400,4,NA,6,"Estatal",NA,"Si",NA
"070104","092",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070104","092",3,NA,NA,NA,NA,NA,NA,1025,4,NA,7,"Privado",NA,"Si",NA
"070104","092",4,NA,NA,NA,NA,NA,NA,1500,4,0,1,NA,2,NA,NA
"070104","092",5,NA,NA,NA,NA,NA,NA,1050,4,NA,9,"Privado",NA,"Si",NA
"070104","092",6,NA,NA,NA,NA,NA,NA,NA,4,NA,10,"Privado",NA,"Si",NA
"070104","092",7,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Privado",1,"No",NA
"070104","094",1,70,300,NA,80,NA,NA,3400,7,NA,6,"Estatal",NA,"Si",NA
"070104","094",2,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"070104","094",3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"070104","106",1,NA,0,NA,0,NA,NA,NA,4,NA,10,"Estatal",NA,"Si",NA
"070104","110",1,35,105,NA,NA,NA,10,680,4,NA,4,"Estatal",NA,"Si",NA
"070104","110",2,NA,NA,NA,NA,NA,NA,1200,4,NA,9,"Privado",NA,"Si",NA
"070104","114",1,20,10,NA,25,NA,NA,5000,4,NA,10,"Privado",NA,"Si",NA
"070104","126",1,90,240,0,0,NA,NA,NA,4,NA,11,"Privado",NA,"Si",NA
"070104","126",2,NA,NA,NA,NA,NA,NA,7000,4,NA,9,"Privado",NA,"Si",NA
"070104","163",1,45,212,NA,0,NA,NA,NA,4,NA,6,"Privado",NA,"Si",NA
"070104","182",1,50,50,155,70,NA,NA,NA,4,NA,6,"Privado",NA,"Si",NA
"070106","001",1,60,80,NA,NA,NA,NA,1126,4,NA,6,"Estatal",NA,"No",NA
"070106","001",2,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"No",NA
"070106","001",3,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",8
"070106","001",4,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",8
"070106","001",5,NA,NA,NA,NA,0.25,5,NA,4,5,3,"Estatal",1,"No",NA
"070106","002",1,30,70,NA,130,NA,NA,1355,4,NA,8,"Estatal",NA,"Si",NA
"070106","002",2,NA,NA,NA,NA,NA,NA,1180,4,NA,8,"Privado",NA,"Si",NA
"070106","003",1,22,30,NA,40,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"070106","003",2,NA,NA,NA,NA,NA,NA,1000,4,NA,7,"Privado",NA,"Si",NA
"070106","003",3,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"070106","004",1,NA,NA,NA,NA,0.08,20,NA,1,NA,4,"Estatal",NA,"No",NA
"070106","004",2,60,39,NA,40,NA,NA,NA,1,NA,4,"Estatal",NA,"Si",NA
"070106","004",3,NA,NA,NA,NA,NA,NA,1300,4,NA,6,"Estatal",NA,"Si",NA
"070106","004",4,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Privado",NA,"Si",NA
"070106","004",5,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070106","004",6,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070106","004",7,NA,NA,NA,NA,NA,NA,NA,4,5,3,"Estatal",1,"Si",NA
"070106","005",1,NA,30,0,0,NA,NA,1025,4,NA,6,"Estatal",NA,"Si",NA
"070106","005",2,NA,NA,NA,NA,NA,NA,1301,4,NA,6,"Estatal",NA,"Si",NA
"070106","005",3,NA,NA,NA,NA,NA,NA,NA,4,3,3,"Estatal",1,"Si",NA
"070106","005",4,NA,NA,NA,NA,0.5,30,NA,4,1,3,"Estatal",1,"Si",NA
"070106","005",5,NA,NA,NA,NA,0.17,10,NA,NA,NA,NA,NA,NA,NA,NA
"070106","006",1,35,6,NA,NA,NA,NA,130,4,NA,4,"Estatal",NA,"No",NA
"070106","007",1,40,55,NA,NA,NA,25,600,4,NA,6,"Estatal",NA,"Si",NA
"070106","007",2,NA,NA,NA,NA,NA,NA,NA,4,1,3,"Estatal",1,"No",NA
"070106","008",1,25,48,NA,NA,NA,NA,1000,4,NA,6,"Estatal",NA,"Si",NA
"070106","008",2,NA,NA,NA,NA,NA,NA,750,4,NA,9,"Privado",NA,"Si",NA
"070106","008",3,NA,NA,NA,NA,NA,NA,127,4,NA,2,"Privado",2,NA,NA
"070106","008",4,NA,NA,NA,NA,NA,NA,NA,1,NA,6,"Estatal",NA,"Si",NA
"070106","008",5,NA,NA,NA,NA,NA,NA,NA,1,NA,5,"Estatal",NA,"Si",NA
"070106","009",1,NA,NA,NA,NA,NA,NA,173,4,NA,7,"Privado",NA,"Si",NA
"070106","009",2,45,80,NA,0,NA,NA,336,4,NA,5,"Estatal",NA,"Si",NA
"070106","009",3,49,60,NA,50,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070106","009",4,NA,NA,NA,NA,NA,NA,1400,4,NA,2,"Estatal",2,NA,NA
"070106","009",5,NA,NA,NA,NA,NA,NA,360,4,0,1,NA,2,NA,NA
"070106","009",6,NA,NA,NA,NA,NA,NA,880,1,3,3,"Estatal",2,"No",NA
"070106","009",7,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,2,"No",NA
"070106","009",8,NA,NA,NA,NA,NA,NA,NA,4,NA,7,"Privado",NA,"Si",NA
"070106","009",9,NA,NA,NA,NA,7,30,NA,4,NA,5,"Estatal",NA,"Si",NA
"070106","009",10,NA,NA,NA,NA,2,120,NA,4,6,4,"Estatal",NA,"Si",NA
"070106","012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070106","014",1,25,96,25,68,NA,NA,2600,4,NA,6,"Estatal",NA,"Si",NA
"070106","014",2,NA,NA,NA,NA,NA,NA,1025,4,NA,6,"Privado",NA,"Si",NA
"070106","014",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070106","014",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070106","015",1,25,80,NA,43,NA,NA,NA,4,NA,8,"Estatal",NA,"Si",NA
"070106","015",2,NA,NA,NA,NA,NA,NA,800,4,NA,6,"Estatal",NA,"Si",NA
"070106","015",3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070106","015",4,NA,NA,NA,NA,NA,NA,NA,4,NA,2,"Estatal",2,NA,NA
"070106","016",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"070106","017",1,NA,30,NA,30,NA,NA,2500,4,NA,9,"Privado",NA,"Si",NA
"070106","017",2,NA,NA,NA,NA,4,30,NA,4,NA,7,"Privado",NA,"Si",NA
"070106","018",1,28,65,30,85,NA,NA,1225,4,NA,6,"Privado",NA,"Si",NA
"070106","018",2,16,60,NA,NA,NA,NA,800,4,NA,8,"Privado",NA,"Si",NA
"070106","018",3,30,40,30,20,NA,NA,600,4,NA,7,"Privado",NA,"Si",NA
"070106","018",4,50,23,NA,50,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070106","018",5,50,57,NA,NA,NA,NA,800,4,NA,6,"Estatal",NA,"Si",NA
"070106","018",6,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"No",NA
"070106","018",7,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"No",NA
"070106","018",8,NA,NA,NA,NA,NA,NA,880,4,NA,3,"Estatal",1,"No",NA
"070106","018",9,NA,NA,NA,NA,NA,NA,1200,4,NA,6,"Estatal",NA,"Si",NA
"070106","018",10,NA,NA,NA,NA,NA,NA,430,4,6,4,"Estatal",NA,"Si",NA
"070106","018",11,NA,NA,NA,NA,NA,NA,NA,4,NA,9,"Estatal",NA,"Si",NA
"070106","018",12,NA,NA,NA,NA,NA,NA,1000,4,NA,7,"Privado",NA,"Si",NA
"070106","018",13,NA,NA,NA,NA,NA,NA,NA,4,NA,5,"Estatal",NA,"Si",NA
"070106","018",14,NA,NA,NA,NA,NA,NA,NA,4,4,3,"Estatal",1,"Si",NA
"070106","018",15,NA,NA,NA,NA,NA,NA,NA,4,2,3,"Estatal",1,"Si",NA
"070106","018",16,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,2,NA,NA
"070106","018",17,NA,NA,NA,NA,NA,NA,NA,4,NA,6,"Estatal",NA,"Si",NA
"070106","022",1,30,90,NA,82,168,5,836,4,NA,6,"Estatal",NA,"Si",NA
"070106","022",2,NA,NA,NA,NA,168,10,180,4,NA,6,"Estatal",NA,"Si",NA
"070106","022",3,NA,NA,NA,NA,168,5,800,4,NA,9,"Privado",NA,"Si",NA
"070106","022",4,NA,NA,NA,NA,NA,NA,1050,4,NA,9,"Privado",NA,"Si",NA
"070106","024",1,42,70,15,50,NA,NA,1500,4,NA,6,"Estatal",NA,"Si",NA
"070106","024",2,NA,NA,NA,NA,NA,NA,125,4,NA,6,"Estatal",NA,"Si",NA
