NOMBRE EMPRESA,RUC,SECTOR,TIPO DE ENTIDAD OTORGANTE DEL BCP,NOMBRE ENTIDAD OTORGANTE DEL BCP,MONTO PRESTAMO,MONTO COBERTURA,DEPARTAMENTO,Tipo Empresa,Condición,Fecha Inicio Actividades,Años Actividad,categoria_antiguedad
DIRSA INGENIEROS E.I.R.L.,20450777219,CONSTRUCCION,CMAC,CMAC CUSCO,78200,74290,APURIMAC,Empresa Individual de Resp. Ltda,Activo,6/12/2009,10,tier1
SERVICIOS MULTIPLES MASAL IM S.R.L,20490088211,COMERCIO,BANCA MULTIPLE,BCP,5858,5740.84,APURIMAC,Soc.Com.Respons. Ltda,Activo,10/19/2009,10,tier1
CABCODI S.A.C.,20490125435,COMERCIO,BANCA MULTIPLE,SCOTIABANK,280000,266000,APURIMAC,Sociedad Anonima Cerrada,Activo,12/14/2009,10,tier1
APU PACHAMAMA CONSULTORA Y CONSTRUCTORA S.R.LTDA.,20450746097,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,20226,19821.48,APURIMAC,Soc.Com.Respons. Ltda,Activo,12/15/2010,9,tier2
SERVICENTRO EL ARCO S.C.R.L. - SERVICENTRO EL ARCO S.R.L.,20490575554,OTROS SERVICIOS,CMAC,CMAC CUSCO,210000,199500,APURIMAC,Soc.Com.Respons. Ltda,Activo,6/1/2011,8,tier2
CORPORACION E INVERSIONES GENERALES APUS E.I.R.L.,20490676237,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,48795,46355.25,APURIMAC,Empresa Individual de Resp. Ltda,Activo,9/22/2011,8,tier2
INVERSIONES FERRETERIA DE L SUR E.I.R.L.,20490666606,COMERCIO,BANCA MULTIPLE,BCP,59307,56341.65,APURIMAC,Empresa Individual de Resp. Ltda,Activo,3/19/2012,8,tier2
MEGA INVERSIONES RODAS S. A.C,20490909274,COMERCIO,BANCA MULTIPLE,BCP,117799,111909.05,APURIMAC,Sociedad Anonima Cerrada,Activo,4/24/2012,8,tier2
REPRESENTACIONES CHASKA E .I.R.L.,20491221870,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,31661,30077.95,APURIMAC,Empresa Individual de Resp. Ltda,Activo,1/1/2013,7,tier2
GEOLEF LABORATORIO DE SUE LOS Y CONCRETO EMPRESA IN DIVIDUAL DE RESPONSABILID,20563890321,CONSTRUCCION,BANCA MULTIPLE,BCP,6735,6600.3,APURIMAC,Empresa Individual de Resp. Ltda,Activo,3/27/2013,7,tier2
FERRETERIA NACHO S.R.L.,20563945169,COMERCIO,BANCA MULTIPLE,BCP,152424,144802.8,APURIMAC,Soc.Com.Respons. Ltda,Activo,5/6/2013,6,tier2
M & D INVERSIONES URRUTIA SRL,20564013006,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,19553,19161.94,APURIMAC,Soc.Com.Respons. Ltda,Activo,6/25/2013,6,tier2
REPRESENTACIONES CCASANI EIRL,20564081001,COMERCIO,BANCA MULTIPLE,BCP,176795,167955.25,APURIMAC,Empresa Individual de Resp. Ltda,Activo,9/1/2013,6,tier2
INVERSIONES DISTRIBUCIONES E INDUSTRIAS AZURIN S.R.L.,20563983176,COMERCIO,BANCA MULTIPLE,BCP,7000000,5600000,APURIMAC,Soc.Com.Respons. Ltda,Activo,9/3/2013,6,tier2
TENORVIT S.R.L,20564357783,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,57000,54150,APURIMAC,Soc.Com.Respons. Ltda,Activo,7/1/2014,5,tier2
REPRESENTACIONES ARONI E. I.R.L.,20564424561,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,518906,467015.4,APURIMAC,Empresa Individual de Resp. Ltda,Activo,9/1/2014,5,tier2
COVIC CONSTRUCTORA ASOCIADOS SAC,20494775621,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,MIBANCO,40053,38050.35,APURIMAC,Sociedad Anonima Cerrada,Activo,9/20/2014,5,tier2
ADUNI MAS S.A.C.,20564504751,ENSENANZA,BANCA MULTIPLE,BANCO BBVA PERU,35000,33250,APURIMAC,Sociedad Anonima Cerrada,Activo,11/12/2014,5,tier2
INVERSIONES ANDREITA THALIA E.I.R.L.,20564534669,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,75000,71250,APURIMAC,Empresa Individual de Resp. Ltda,Activo,12/12/2014,5,tier2
CORPORACION SUNSET CLOUDS SAC,20553852979,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,190000,180500,APURIMAC,Sociedad Anonima Cerrada,Activo,2/16/2015,5,tier2
MEHYWAQ S.A.C,20600151127,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,69462,65988.9,APURIMAC,Sociedad Anonima Cerrada,Activo,3/1/2015,5,tier2
INVERSIONE PUMITA EL UNIC O E.I.R.L,20600567773,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,BCP,29058,28476.84,APURIMAC,Empresa Individual de Resp. Ltda,Activo,8/4/2015,4,tier3
BRADJUR EIRL,20600515498,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,121454,115381.3,APURIMAC,Empresa Individual de Resp. Ltda,Activo,9/1/2015,4,tier3
CORPORACION INVERSIONES M ERCANTIL S.A.C.,20600858689,COMERCIO,BANCA MULTIPLE,BCP,82448,78325.6,APURIMAC,Sociedad Anonima Cerrada,Activo,12/4/2015,4,tier3
COMERCIAL Y SERVICIOS VIR GEN DE LA NIEVEZ EMPRESA INDIVIDUAL DE RESPONSABIL,20600124260,COMERCIO,BANCA MULTIPLE,BCP,62224,59112.8,APURIMAC,Empresa Individual de Resp. Ltda,Activo,1/1/2016,4,tier3
LOS DELFINES CONTRATISTAS GENERALES E.I.R.L.,20528003401,OTROS SERVICIOS,CMAC,CMAC CUSCO,95000,90250,APURIMAC,Empresa Individual de Resp. Ltda,Activo,1/1/2016,4,tier3
CASABLANCA HOTEL RESTAURANT & BAR E.I.R.L.,20601466458,OTROS SERVICIOS,CMAC,CMAC CUSCO,11000,10780,APURIMAC,Empresa Individual de Resp. Ltda,Activo,9/1/2016,3,tier3
MULTISERVIS SAN ANTONIO SCRL,20490036335,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,900000,810000,APURIMAC,Soc.Com.Respons. Ltda,Activo,6/1/2017,2,tier4
LOS ANDES COURIER SAC,20602147364,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,35313,33547.35,APURIMAC,Sociedad Anonima Cerrada,Activo,7/1/2017,2,tier4
KORPORACION Y REPRESENTAC IONES DEL SUR SOCIEDAD AN ONIMA CERRADA,20602388833,COMERCIO,BANCA MULTIPLE,BCP,241521,229444.95,APURIMAC,Sociedad Anonima Cerrada,Activo,9/1/2017,2,tier4
LIMCOS PERU S.R.L.,20602363261,MINERIA,BANCA MULTIPLE,BCP,42667,40533.65,APURIMAC,Soc.Com.Respons. Ltda,Activo,9/1/2017,2,tier4
PERU QUIMICOS S.A.C.,20120876083,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,365662,329095.8,AREQUIPA,Sociedad Anonima Cerrada,Activo,8/1/1988,31,tier1
SERVICIO INDUSTRIAL Y MANTENIMIENTO S.A.C.,20121022169,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,1381876,1243688.4,AREQUIPA,Sociedad Anonima Cerrada,Activo,9/1/1993,26,tier1
SERVICENTRO RIGO S SRL,20272858480,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,271388,257818.6,AREQUIPA,Soc.Com.Respons. Ltda,Activo,4/5/1995,25,tier1
AGM INGENIEROS S.R.L.,20312904650,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,106515,101189.25,AREQUIPA,Soc.Com.Respons. Ltda,Activo,6/1/1996,23,tier1
ASOC. DE PRODUCTORES AGROPECUARIOS MAJES,20326818756,OTROS SERVICIOS,CMAC,CMAC CUSCO,250000,237500,AREQUIPA,Asociacion,Activo,7/25/1996,23,tier1
EMPRESA DE TURSIMO RAYAL TOUR E.I.R.L.,20327528611,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",CMAC,CMAC CUSCO,12400,12152,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,12/1/1996,23,tier1
AREQUIPA FIBER GLASS S.R. L.,20327762720,COMERCIO,BANCA MULTIPLE,BCP,214994,204244.3,AREQUIPA,Soc.Com.Respons. Ltda,Activo,1/2/1997,23,tier1
EMPRESA DE SERVICIOS AUTO MOTORES Y SERVICIOS GENER ALES J.V.V EIRL,20371087151,COMERCIO,BANCA MULTIPLE,BCP,15699,15385.02,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,6/10/1998,21,tier1
INDUSTRIAL O & S EMPRESA INDIVIDUAL DE RESPONSABIL IDAD LIMITADA,20371226291,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,8315,8148.7,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,8/1/1998,21,tier1
AGRICOLA PAMPA BAJA S.A.C.,20411808972,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,BCP,10000000,8000000,AREQUIPA,Sociedad Anonima Cerrada,Activo,12/21/1998,21,tier1
TRANSP. DE CARGA PESADA EL ANGEL S.C.R.L,20411898432,MINERIA,BANCA MULTIPLE,SCOTIABANK,118000,112100,AREQUIPA,Soc.Com.Respons. Ltda,Activo,1/15/1999,21,tier1
TRANSPORTES GARCIA CALDER ON S.R.L.,20497728071,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,74352,70634.4,AREQUIPA,Soc.Com.Respons. Ltda,Activo,10/25/2000,19,tier1
CAROL INDU SPORT EIRL,20498254803,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BANCO BBVA PERU,36600,34770,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,5/1/2002,18,tier1
TRANSPORTES Y TURISMO REYNA,20498455370,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,INTERBANK,4019000,3617100,AREQUIPA,Soc.Com.Respons. Ltda,Activo,5/1/2003,17,tier1
GOLETA MAQUINARIA E.I.R.L .,20453853293,COMERCIO,BANCA MULTIPLE,BCP,9265,9079.7,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,7/19/2004,15,tier1
CONSTRUCTORA NAVARRO Y MUÑOZ SAC,20453877800,CONSTRUCCION,BANCA MULTIPLE,BANCO BBVA PERU,558000,502200,AREQUIPA,Sociedad Anonima Cerrada,Activo,9/8/2004,15,tier1
DISTRIBUIDORA FARMACEUTIC A KAR LUIS SRL.,20453881238,COMERCIO,BANCA MULTIPLE,BCP,29927,29328.46,AREQUIPA,Soc.Com.Respons. Ltda,Activo,9/13/2004,15,tier1
MYG SAC DISTRIBUCIONES,20453884687,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,192701,183065.95,AREQUIPA,Sociedad Anonima Cerrada,Activo,11/4/2004,15,tier1
VALTOP SRL,20454232128,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,48157,45749.15,AREQUIPA,Soc.Com.Respons. Ltda,Activo,5/1/2006,13,tier1
VILTONY RENT A CAR EIRL,20454375310,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,57767,54878.65,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,1/8/2007,13,tier1
CALICAMPO S.A.C.,20454519761,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,17896,17538.08,AREQUIPA,Sociedad Anonima Cerrada,Activo,6/1/2007,12,tier1
TECNOLOGIAS OLEOHIDRAULICAS APLICADAS S A C,20454580240,COMERCIO,BANCA MULTIPLE,MIBANCO,21199,20775.02,AREQUIPA,Sociedad Anonima Cerrada,Activo,8/4/2007,12,tier1
NEGOCIACIONES Y SERVICIOS EL SABER E.I.R.L,20454601344,COMERCIO,BANCA MULTIPLE,BCP,2997,2937.06,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,10/8/2007,12,tier1
NEGOCIOS Y ESTRATEGIAS COMERCIALES SRL,20454977557,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,39599,37619.05,AREQUIPA,Soc.Com.Respons. Ltda,Activo,9/19/2008,11,tier1
PLASTICOS DIANA EIRL,20454714467,COMERCIO,BANCA MULTIPLE,BCP,30938,29391.1,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,9/30/2008,11,tier1
PERUANITA E.I.R.L.,20455005869,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,320329,288296.1,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,10/28/2008,11,tier1
TRANSPORTES & SERVICIOS QUILCA E.I.R.L.,20455097615,OTROS SERVICIOS,CMAC,CMAC CUSCO,50000,47500,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,2/1/2009,11,tier1
CORPORACION SISTEL S.A.C,20455117667,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,2443,2394.14,AREQUIPA,Sociedad Anonima Cerrada,Activo,2/11/2009,11,tier1
COMERCIALIZADORA CASALINO SAC,20455305234,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,420000,378000,AREQUIPA,Sociedad Anonima Cerrada,Activo,8/3/2009,10,tier1
MAQUIPUNTO   E.I.R.L.,20455369127,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,201471,191397.45,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,10/15/2009,10,tier1
ACUARIUS VISION CENTER EIRL,20455408556,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,32170,30561.5,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,11/20/2009,10,tier1
SOLUCIONES INTEGRALES PRA CTICAS RAPIDAS,20455388857,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,11881,11643.38,AREQUIPA,Sociedad Anonima Cerrada,Activo,1/28/2010,10,tier1
HOSTAL  VERONA  CENTER SOCIEDAD  COMERCIAL  DE RESPONSABILIDAD  LIMITADA,20455500444,SERVICIOS SOCIALES Y DE SALUD,BANCA MULTIPLE,BCP,17032,16691.36,AREQUIPA,Soc.Com.Respons. Ltda,Activo,2/17/2010,10,tier1
CONSULTORIA & MONITOREO PERU SAC,20455494967,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,843687,759318.3,AREQUIPA,Sociedad Anonima Cerrada,Activo,3/1/2010,10,tier1
KINGDOM SOLUTIONS S.R.L.,20455573328,OTROS SERVICIOS,BANCA MULTIPLE,BCP,167633,159251.35,AREQUIPA,Soc.Com.Respons. Ltda,Activo,4/26/2010,10,tier1
SOLUCIONES L & F S.A.C.,20455628084,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,233000,221350,AREQUIPA,Sociedad Anonima Cerrada,Activo,9/1/2010,9,tier2
DISTRIBUCIONES HUAYA S.A. C.,20455712468,COMERCIO,BANCA MULTIPLE,BCP,28871,28293.58,AREQUIPA,Sociedad Anonima Cerrada,Activo,9/4/2010,9,tier2
DISTRIBUCIONES ABRIL E.I.R.L.,20455737967,COMERCIO,CMAC,CMAC CUSCO,46000,43700,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,9/27/2010,9,tier2
RENZO PLAST E.I.R.L.,20455738858,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,15000,14700,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,10/1/2010,9,tier2
INVERSIONES Y SERVICIOS TURISTICOS ARAGON E.I.R.L.,20455787042,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BANCO BBVA PERU,55966,53167.7,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,11/11/2010,9,tier2
CANGURITO S.R.L.,20455842167,OTROS SERVICIOS,BANCA MULTIPLE,BCP,51070,48516.5,AREQUIPA,Soc.Com.Respons. Ltda,Activo,1/3/2011,9,tier2
GRUPO KHUJAQ TRAVEL TOURS S.R.L.,20455971218,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,62267,59153.65,AREQUIPA,Soc.Com.Respons. Ltda,Activo,4/7/2011,9,tier2
AGUILAR CARGO PERU EXPRES S S.R.L,20454464762,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,1710,1675.8,AREQUIPA,Soc.Com.Respons. Ltda,Activo,4/14/2011,9,tier2
LABORATORIO ESPECIALISTA DIESEL SAC,20455984468,COMERCIO,BANCA MULTIPLE,BCP,22141,21698.18,AREQUIPA,Sociedad Anonima Cerrada,Activo,4/15/2011,9,tier2
DHB IMPRESORES E.I.R.L.,20456020870,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,3538,3467.24,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,5/17/2011,8,tier2
TRANSPORTES FANDEL E.I.R.L.,20456131272,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,88000,83600,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,8/12/2011,8,tier2
CORPOMASUR S.R.L.,20456144412,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,43145,40987.75,AREQUIPA,Soc.Com.Respons. Ltda,Activo,9/1/2011,8,tier2
GEOTERMIN E.I.R.L.,20456316566,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,123568,117389.6,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,3/8/2012,8,tier2
PRODELCOM E.I.R.L.,20539520548,COMERCIO,BANCA MULTIPLE,BCP,40668,38634.6,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,7/7/2012,7,tier2
EMPRESA MINERA ILUZMA E.I .R.L.,20539603834,COMERCIO,BANCA MULTIPLE,BCP,111876,106282.2,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,9/14/2012,7,tier2
BAUM INGENIEROS E.I.R.L.,20539600657,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,SCOTIABANK,178000,169100,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,10/1/2012,7,tier2
B J C SAC,20558086191,COMERCIO,BANCA MULTIPLE,BCP,64879,61635.05,AREQUIPA,Sociedad Anonima Cerrada,Activo,2/5/2013,7,tier2
GRUPO TTN SAC,20558105756,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,1090000,981000,AREQUIPA,Sociedad Anonima Cerrada,Activo,2/20/2013,7,tier2
GRUPO SAMESA S.R.L.,20558276305,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,SCOTIABANK,26000,25480,AREQUIPA,Soc.Com.Respons. Ltda,Activo,6/13/2013,6,tier2
TRANSPORTES MIZU S.R.L.,20558329867,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO PICHINCHA,487000,438300,AREQUIPA,Soc.Com.Respons. Ltda,Activo,8/1/2013,6,tier2
INTEGRACION LDCH S.A.C. - ILDCH S.A.C.,20558566567,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,80400,76380,AREQUIPA,Sociedad Anonima Cerrada,Activo,9/17/2013,6,tier2
VANCOUVER SAC,20558376946,COMERCIO,BANCA MULTIPLE,BCP,156537,148710.15,AREQUIPA,Sociedad Anonima Cerrada,Activo,10/1/2013,6,tier2
COMERCIAL FERRETERA F&P E.I.R.L.,20559094669,COMERCIO,BANCA MULTIPLE,SCOTIABANK,27000,26460,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,3/6/2014,6,tier2
BOTICA DENTAL SONRISAS AQP SRL,20559174000,SERVICIOS SOCIALES Y DE SALUD,BANCA MULTIPLE,MIBANCO,138274,131360.3,AREQUIPA,Soc.Com.Respons. Ltda,Activo,5/5/2014,5,tier2
ESTACION DE SERVICIOS CORZO EIRL,20559193136,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,2198000,1978200,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,6/1/2014,5,tier2
OMC DISTRIBUCIONES EL TORITO E.I.R.L.,20434828661,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,38000,36100,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,10/2/2014,5,tier2
HAROLINE COMPANY E.I.R.L.,20600081757,CONSTRUCCION,BANCA MULTIPLE,BCP,130081,123576.95,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,1/24/2015,5,tier2
MILLMA & QAYTU SAC,20600343328,COMERCIO,BANCA MULTIPLE,BCP,101023,95971.85,AREQUIPA,Sociedad Anonima Cerrada,Activo,5/2/2015,4,tier3
ANBER S DISTRIBUCIONES E. I.R.L.,20600588207,COMERCIO,BANCA MULTIPLE,BCP,95611,90830.45,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,8/12/2015,4,tier3
EMPRESA DE TRANSPORTES CHOQUE JFS,20600906471,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,MIBANCO,71315.83,677.500.385,AREQUIPA,Soc.Com.Respons. Ltda,Activo,1/2/2016,4,tier3
TRANSPORTES KALEPO EIRL,20600981782,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,13712,13437.76,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,2/8/2016,4,tier3
ARLLENSA CONSTRUCCIONES S .A.C.,20455890307,CONSTRUCCION,BANCA MULTIPLE,BCP,84791,80551.45,AREQUIPA,Sociedad Anonima Cerrada,Activo,3/1/2016,4,tier3
TRANSPERU SUR E.I.R.L.,20601060991,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,54014,51313.3,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,3/4/2016,4,tier3
CASA AGROVETERRINARIA EIR L,20601093678,COMERCIO,BANCA MULTIPLE,BCP,6755,6619.9,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,3/28/2016,4,tier3
CENTRO ESPECIALIZADO DE B ELLEZA S.A. C ERRADA,20601431191,OTROS SERVICIOS,BANCA MULTIPLE,BCP,35351,33583.45,AREQUIPA,Sociedad Anonima Cerrada,Activo,8/16/2016,3,tier3
TRANS ALE SERVICIOS DE CARGA SOCIEDAD CO,20601444241,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,25000,24500,AREQUIPA,Soc.Com.Respons. Ltda,Activo,8/22/2016,3,tier3
REANO AUTOMOTRIZ E.I.R.L.,20601597820,COMERCIO,BANCA MULTIPLE,BCP,41951,39853.45,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,10/1/2016,3,tier3
DISTRIBUIDORA CASANORTE SOCIEDAD COMERCIAL DE RESP,20601850860,COMERCIO,BANCA MULTIPLE,MIBANCO,59634.58,56.652.851,AREQUIPA,Soc.Com.Respons. Ltda,Activo,2/3/2017,3,tier3
BEFLIP SAC,20601935717,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,BCP,147856,140463.2,AREQUIPA,Sociedad Anonima Cerrada,Activo,3/3/2017,3,tier3
GRUPO LOGISTICO CONSTRUCT OR AREQUIPA EMPRESA INDIV IDUAL DE RESPONSABILIDAD,20601928249,CONSTRUCCION,BANCA MULTIPLE,BCP,11200,10976,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,3/3/2017,3,tier3
EMPRESA PROVEEDORA DE SER VICIOS LOGISTICOS EN MINE RIA E INDUSTRIA DEL PERU,20601994543,COMERCIO,BANCA MULTIPLE,BCP,92205,87594.75,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,4/1/2017,3,tier3
MULTIMOTRIZ DEL SUR EIRL,20602539742,CONSTRUCCION,BANCA MULTIPLE,BCP,5577,5465.46,AREQUIPA,Empresa Individual de Resp. Ltda,Activo,12/1/2017,2,tier4
CONSTRUCTORA GOMEZ EIRL,20134483611,CONSTRUCCION,BANCA MULTIPLE,BCP,78777,74838.15,AYACUCHO,Empresa Individual de Resp. Ltda,Activo,1/4/1993,27,tier1
DISTRIBUIDORES Y REPRESENTACIONES DEL SUR S.R.LTDA.,20263317573,COMERCIO,BANCA MULTIPLE,BCP,5000000,4500000,AYACUCHO,Soc.Com.Respons. Ltda,Activo,2/21/1995,25,tier1
FERRETERIA Y REPRESENTACIONES UNION E.I.R.L.,20287303492,COMERCIO,BANCA MULTIPLE,BCP,1028568,925711.2,AYACUCHO,Empresa Individual de Resp. Ltda,Activo,2/18/1996,24,tier1
COLCHONERIA Y MUEBLERIA O MAR E.I.R.L.,20449564112,COMERCIO,BANCA MULTIPLE,BCP,49393,46923.35,AYACUCHO,Empresa Individual de Resp. Ltda,Activo,11/15/1999,20,tier1
INDUSTRIAS SAN JUAN EL BA UTISTA E.I.R.L.,20452649129,OTROS SERVICIOS,BANCA MULTIPLE,BCP,91667,87083.65,AYACUCHO,Empresa Individual de Resp. Ltda,Activo,4/12/2005,15,tier1
SAGITTA-INGENIERIA Y CONSTRUCCIoN S.A.C.,20452836409,OTROS SERVICIOS,BANCA MULTIPLE,BANCO BBVA PERU,105800,100510,AYACUCHO,Sociedad Anonima Cerrada,Activo,10/5/2006,13,tier1
MULTISERVICIOS JOSELITO E IRL,20494258642,COMERCIO,BANCA MULTIPLE,BCP,24181,23697.38,AYACUCHO,Empresa Individual de Resp. Ltda,Activo,3/14/2007,13,tier1
INVERSIONES GAMA S.A.C..,20494306558,OTROS SERVICIOS,CMAC,CMAC CUSCO,40700,38665,AYACUCHO,Sociedad Anonima Cerrada,Activo,6/13/2007,12,tier1
DIPETRO SRL,20516843897,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,150793,143253.35,AYACUCHO,Soc.Com.Respons. Ltda,Activo,9/1/2007,12,tier1
M&N DISTRIBUCIONES S.A.C.,20494402433,COMERCIO,BANCA MULTIPLE,BCP,1357634,1221870.6,AYACUCHO,Sociedad Anonima Cerrada,Activo,12/14/2007,12,tier1
J & C INVERSIONES SRL,20494664802,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BANCO BBVA PERU,23279,22813.42,AYACUCHO,Soc.Com.Respons. Ltda,Activo,2/19/2009,11,tier1
TRANSPORTES LULLAGO  EIRL,20494707544,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,47200,44840,AYACUCHO,Empresa Individual de Resp. Ltda,Activo,4/23/2009,11,tier1
GRUPO DROFAR SAC,20494961254,COMERCIO,BANCA MULTIPLE,BCP,17496,17146.08,AYACUCHO,Sociedad Anonima Cerrada,Activo,5/3/2010,9,tier2
R GOMEZ CONSTRUCTORES SRL,20495059813,CONSTRUCCION,BANCA MULTIPLE,BCP,33271,31607.45,AYACUCHO,Soc.Com.Respons. Ltda,Activo,10/1/2010,9,tier2
LLANTA CENTRO HUAMANGA SR L,20495090141,COMERCIO,BANCA MULTIPLE,BCP,111765,106176.75,AYACUCHO,Soc.Com.Respons. Ltda,Activo,11/1/2010,9,tier2
