"GENERO","EDAD","MERITO","UNIVERSIDAD","UBICACION_U","PRACTICAS","NUMERO_DE_PERSONAS","ETNIA","BECADO","VIVIENDA","P_SUELDO","INGRESO_SECU_IND","INGRESO_SECU_DEP","INGRESO_OCUPACIÓN_IND","INGRESO_OCUPACIÓN_DEP","FINANCIAMIENTO_F","PRESTAMO_BANCO","CARRERA","NOMBRE_U","T_TRABAJO","CAR_TRA","EMPLEO"
"Masculino","Sí","Tercio Superior","Privada","LIMA",4,1,"Mestizo","No","Independiente","751 a 1000",1000,0,0,4000,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD PRIVADA DE TRUJILLO","Menos de un mes","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","ANCASH",2,1,"Mestizo","No","Independiente","1001 a 1500",0,0,3500,0,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN","No busco trabajo","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","PUNO",2,2,"Aymara","No","Independiente",NA,0,0,0,1100,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DEL SANTA",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LAMBAYEQUE",3,3,"Mestizo","No","Independiente",NA,145,0,0,1250,"Sí","No","CIENCIAS FÍSICO MATEMÁTICA  (FÍSICO – MATEMÁTICAS)","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","PASCO",2,4,"Mestizo","No","Independiente","Hasta 750",1000,0,0,1500,"Sí","No","INGENIERÍA DE SISTEMAS Y COMPUTACIÓN  (INGENIERÍA DE COMPUTACIÓN Y SISTEMAS E INGENIERÍA DE SISTEMAS Y CÓMPUTO)","UNIVERSIDAD NACIONAL DE BARRANCA","Entre 3 a 6 meses","Sí","Sí"
"Masculino","Sí","NO","Privada","PIURA",5,5,"Mestizo","No","Independiente","Hasta 750",0,1299,0,900,"Sí","Si","PSICOLOGÍA","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN","No busco trabajo","Sí","Sí"
"Masculino","Sí","NO","Pública","AREQUIPA",2,5,"Mestizo","No","Independiente","1001 a 1500",0,0,0,1500,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL DE FRONTERA","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","LA LIBERTAD",2,1,"Mestizo","No","Departamento",NA,0,0,0,0,"Sí","No","CIENCIAS BIOLÓGICAS","UNIVERSIDAD ALAS PERUANAS",NA,NA,"No"
"Masculino","Sí","NO","Privada","LIMA",3,1,"Mestizo","No","Independiente","1501 a 2500",0,0,0,900,"Sí","No","PERIODISMO","UNIVERSIDAD NACIONAL DE PIURA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","HUANCAVELICA",2,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,1400,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DE MOQUEGUA","Entre 1 a 3 meses","No","Sí"
"Masculino","Sí","NO","Pública","LIMA",1,1,"Mestizo","Si","Departamento","2501 a 3500",4000,0,0,4000,"No","No","INGENIERÍA ELECTRÓNICA","UNIVERSIDAD NACIONAL DE TUMBES","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","JUNIN",1,1,"Mestizo","No","casa_vecinda",NA,0,700,0,995.9,"Sí","No","INGENIERÍA AGROINDUSTRIAL","UNIVERSIDAD NACIONAL FEDERICO VILLARREAL",NA,"No","Sí"
"Femenino","Sí","NO","Pública","HUANUCO",1,5,"Mestizo","No","Independiente","Hasta 750",0,0,350,0,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA","Entre 1 a 3 meses","Sí","No"
"Masculino","Sí","NO","Pública","LIMA",2,5,"Mestizo","No","Independiente","751 a 1000",0,0,0,3600,"Sí","No","INGENIERÍA DE GEOLOGÍA - GEOTECNIA","UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Privada","MOQUEGUA",3,1,"Mestizo","No","Independiente",NA,433,0,0,1500,"Sí","No","DERECHO","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","AREQUIPA",1,1,"No sabe","No","Independiente",NA,0,0,0,0,"Sí","No","DERECHO","UNIVERSIDAD CIENTÍFICA DEL SUR",NA,NA,"No"
"Masculino","Sí","NO","Pública","CAJAMARCA",1,5,"Mestizo","No","Independiente",NA,0,0,0,4400,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LAMBAYEQUE",2,1,"Blanco","No","Independiente",NA,0,0,2500,0,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","LA LIBERTAD",2,3,"Mestizo","No","Independiente",NA,0,0,1000,0,"Sí","No","EDUCACIÓN SECUNDARIA - LENGUA Y LITERATURA","UNIVERSIDAD ALAS PERUANAS",NA,"No","Sí"
"Femenino","Sí","NO","Pública","ICA",1,1,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","ODONTOLOGÍA","UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO",NA,NA,"No"
"Femenino","Sí","Decimo superior","Pública","PUNO",1,4,"Aymara","No","Independiente","1001 a 1500",1500,0,0,2300,"Sí","No","INGENIERÍA AGRÍCOLA","UNIVERSIDAD NACIONAL DEL SANTA","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","PIURA",2,5,"Blanco","No","Independiente",NA,200,0,0,2000,"Sí","Si","DERECHO","UNIVERSIDAD DE LIMA",NA,"No","Sí"
"Femenino","Sí","NO","Pública","PUNO",1,1,"Aymara","No","Independiente","1001 a 1500",0,320,0,5000,"Sí","No","INGENIERÍA ECONÓMICA","UNIVERSIDAD NACIONAL DEL SANTA","Entre 1 a 3 meses","No","Sí"
"Masculino","Sí","NO","Privada","LIMA",4,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,3500,"Sí","No","CONTABILIDAD Y FINANZAS","UNIVERSIDAD PRIVADA CÉSAR VALLEJO","No busco trabajo","Sí","No"
"Masculino","Sí","Tercio Superior","Privada","PUNO",1,5,"Quechua","No","Independiente",NA,0,0,0,2000,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD CATÓLICA SANTA MARÍA",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","AREQUIPA",NA,NA,"Mestizo","No","Independiente",NA,0,0,1500,0,"Sí","No","MEDICINA","UNIVERSIDAD NACIONAL DEL ALTIPLANO",NA,"No","Sí"
"Femenino","Sí","NO","Privada","AREQUIPA",NA,NA,"Blanco","No","Departamento","1001 a 1500",0,0,0,2000,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD NACIONAL DEL ALTIPLANO","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","LIMA",1,4,"Mestizo","No","Departamento","2501 a 3500",0,0,0,4100,"Sí","No","PERIODISMO","UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LIMA",1,3,"Mestizo","No","Independiente","1501 a 2500",0,550,0,5500,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA","Entre uno a dos años","Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",2,3,"Mestizo","No","Departamento","Hasta 750",500,0,0,750,"Sí","No","CIENCIAS ADMINISTRATIVAS   (CIENCIAS DE LA ADMINISTRACION)","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","LORETO",2,2,"Mestizo","No","Independiente","751 a 1000",0,0,0,1700,"Sí","No","TURISMO Y HOTELERÍA","UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","LIMA",5,3,"No sabe","No","Independiente","751 a 1000",0,0,0,0,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL DE TUMBES","Menos de un mes",NA,"No"
"Femenino","Sí","NO","Privada","LIMA",3,2,"Mestizo","No","Independiente",NA,0,0,0,2500,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD DE SAN MARTÍN DE PORRES",NA,"Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","LIMA",2,3,"Mestizo","No","Quinta","751 a 1000",0,0,0,4700,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL DE TRUJILLO","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","Quinto Superior","Pública","CAJAMARCA",1,4,"Mestizo","No","Independiente","1501 a 2500",0,0,0,2700,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","HUANCAVELICA",1,4,"Aymara","No","Independiente",NA,0,0,0,5500,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD NACIONAL DE MOQUEGUA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","CAJAMARCA",1,5,"Mestizo","No","Independiente","751 a 1000",0,0,0,1660,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",NA,NA,"Mestizo","No","Independiente","1501 a 2500",0,0,0,0,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD PRIVADA DE HUÁNUCO","Entre 1 a 3 meses",NA,"No"
"Masculino","Sí","Tercio Superior","Pública","LIMA",2,3,"Mestizo","No","Independiente","1001 a 1500",0,0,0,2500,"Sí","No","ESTADÍSTICA E INFORMÁTICA","UNIVERSIDAD NACIONAL DE JULIACA","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LIMA",3,3,"Mestizo","No","Independiente",NA,0,850,0,1500,"Sí","No","CIENCIAS FORESTALES","UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURÍMAC",NA,"Sí","No"
"Masculino","Sí","Tercio Superior","Pública","LIMA",3,5,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD NACIONAL TECNOLÓGICA DEL CONO SUR DE LIMA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","HUANUCO",3,4,"Mestizo","No","Independiente","Hasta 750",500,0,0,1200,"Sí","No","INGENIERÍA AGRÓNOMA","FACULTAD DE TEOLOGÍA PONTIFICIA Y CIVIL DE LIMA","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Pública","CUSCO",2,1,"Quechua","No","Independiente","751 a 1000",0,600,0,1200,"Sí","No","EDUCACIÓN (CIENCIAS DE LA EDUCACION)","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ","Menos de un mes","Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","CAJAMARCA",1,5,"Mestizo","No","Independiente",NA,0,0,3000,0,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",2,3,"Mestizo","No","Departamento",NA,0,0,0,4300,"Sí","No","GESTIÓN Y ALTA DIRECCIÓN","UNIVERSIDAD NACIONAL DE CAÑETE",NA,"Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","LIMA",1,3,"Mestizo","No","Departamento","751 a 1000",0,0,0,1800,"Sí","No","CIENCIAS DE LA COMUNICACIÓN","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS","Menos de un mes","No","Sí"
"Femenino","Sí","NO","Pública","LIMA",8,1,"Mestizo","No","Independiente",NA,0,0,0,1200,"Sí","No","MEDICINA VETERINARIA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","AREQUIPA",2,4,"Mestizo","No","Independiente",NA,0,0,0,1500,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD NACIONAL DEL ALTIPLANO",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","TUMBES",1,5,"Mestizo","No","Departamento","1001 a 1500",0,0,0,2000,"Sí","No","CONTABILIDAD","UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE","Menos de un mes","Sí","Sí"
"Masculino","Sí","Quinto Superior","Pública","CUSCO",2,1,"Quechua","No","Independiente","Hasta 750",0,3000,0,700,"Sí","No","ZOOTECNIA","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Pública","HUANUCO",1,1,"Mestizo","No","Independiente",NA,0,0,0,1600,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","CAJAMARCA",1,3,"Mestizo","No","Independiente",NA,500,0,0,1600,"Sí","No","INGENIERÍA FORESTAL","UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",1,1,"Blanco","No","Departamento","2501 a 3500",0,0,0,4200,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","CUSCO",2,5,"Mestizo","No","Independiente","Hasta 750",0,0,0,4200,"Sí","No","BIOLOGÍA","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,2,"Mestizo","No","Independiente",NA,0,0,0,0,"No","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMAN Y VALLE",NA,NA,"No"
"Masculino","Sí","Tercio Superior","Pública","PUNO",2,1,"Quechua","No","Independiente",NA,0,0,0,0,"Sí","No","INGENIERÍA TOPOGRÁFICA Y AGRIMENSURA","UNIVERSIDAD NACIONAL DEL SANTA",NA,NA,"No"
"Femenino","Sí","Tercio Superior","Pública","LIMA",3,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,1900,"Sí","No","CIENCIAS CONTABLES Y FINANCIERAS","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","APURIMAC",1,1,"Mestizo","No","Independiente",NA,0,0,0,1500,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD MARIA AUXILIADORA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","ANCASH",1,4,"Mestizo","No","Independiente","1001 a 1500",0,2500,0,1200,"Sí","No","INGENIERÍA AGROINDUSTRIAL","UNIVERSIDAD NACIONAL SAN LUIS GONZAGA","No busco trabajo","Sí","No"
"Masculino","Sí","Quinto Superior","Pública","LIMA",2,2,"Mestizo","No","Independiente","751 a 1000",0,0,0,2000,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO","Menos de un mes","Sí","Sí"
"Masculino","Sí","Quinto Superior","Pública","LIMA",1,5,"Mestizo","No","Independiente",NA,0,0,0,2500,"Sí","No","INGENIERÍA ESTADÍSTICA","UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","JUNIN",1,1,"Mestizo","No","Independiente","751 a 1000",0,0,0,0,"Sí","No","EDUCACIÓN PRIMARIA","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN","Entre 1 a 3 meses",NA,"No"
"Masculino","Sí","Quinto Superior","Privada","AREQUIPA",1,3,"Mestizo","No","Independiente","1001 a 1500",0,0,0,5800,"Sí","No","OBSTETRICIA","UNIVERSIDAD NACIONAL DEL ALTIPLANO","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Pública","LORETO",2,1,"Mestizo","No","Habitación_Humana",NA,0,0,1800,0,"Sí","No","ECONOMÍA","UNIVERSIDAD CATÓLICA SAN PABLO",NA,"No","Sí"
"Masculino","Sí","Tercio Superior","Privada","MOQUEGUA",2,4,"Quechua","No","Independiente",NA,0,0,0,2000,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO",NA,"No","Sí"
"Femenino","Sí","NO","Pública","HUANUCO",1,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,1400,"Sí","No","TURISMO Y HOTELERÍA","FACULTAD DE TEOLOGÍA PONTIFICIA Y CIVIL DE LIMA","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","JUNIN",1,2,"Quechua","No","Independiente","751 a 1000",0,0,0,1200,"Sí","No","INGENIERÍA MECÁNICA","UNIVERSIDAD NACIONAL FEDERICO VILLARREAL","No busco trabajo","Sí","Sí"
"Femenino","Sí","NO","Privada","CALLAO",2,5,"Mestizo","No","Quinta",NA,0,0,0,0,"Sí","No","DERECHO","UNIVERSIDAD PRIVADA DE TRUJILLO",NA,NA,"No"
"Masculino","Sí","Tercio Superior","Privada","PUNO",3,5,"Mestizo","No","Independiente",NA,0,0,0,1600,"Sí","No","DERECHO","UNIVERSIDAD CATÓLICA SANTA MARÍA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","CALLAO",3,1,"Mestizo","No","Independiente",NA,0,0,0,5000,"No","No","CONTABILIDAD","UNIVERSIDAD NACIONAL DE TUMBES",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",1,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,1400,"Sí","No","PERIODISMO","UNIVERSIDAD NACIONAL DE PIURA","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Pública","PIURA",1,1,"Quechua","No","Independiente","Hasta 750",0,0,0,2100,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD ANDINA DEL CUSCO","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","PIURA",1,1,"Mestizo","No","Independiente","1501 a 2500",0,0,0,4500,"Sí","No","INGENIERÍA PESQUERA","UNIVERSIDAD ANDINA DEL CUSCO","Entre 1 a 3 meses","No","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,1,"Mestizo","No","Departamento","1501 a 2500",0,0,0,1800,"Sí","No","NUTRICIÓN Y DIETÉTICA","UNIVERSIDAD INCA GARCILASO DE LA VEGA","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","LA LIBERTAD",2,1,"Blanco","No","Independiente",NA,0,0,0,600,"Sí","No","EDUCACIÓN PRIMARIA","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","PIURA",1,1,"Mestizo","No","Independiente",NA,0,0,0,3000,"Sí","No","ECONOMÍA","UNIVERSIDAD ANDINA DEL CUSCO",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","PUNO",NA,NA,"Aymara","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","ADMINISTRACIÓN Y MARKETING","UNIVERSIDAD CATÓLICA SANTA MARÍA","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","TACNA",4,1,"Aymara","No","Independiente",NA,1000,0,0,1300,"Sí","No","EDUCACIÓN (CIENCIAS DE LA EDUCACION)","UNIVERSIDAD NACIONAL DE INGENIERÍA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","PIURA",1,1,"Mestizo","No","Independiente","Hasta 750",240,0,0,750,"Sí","No","EDUCACIÓN PRIMARIA","UNIVERSIDAD ANDINA DEL CUSCO","Entre 3 a 6 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","SAN MARTIN",1,3,"Mestizo","No","Independiente",NA,0,0,0,3000,"No","No","INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","UNIVERSIDAD NACIONAL DE CHOTA",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","CALLAO",2,2,"Mestizo","No","Independiente","1001 a 1500",0,0,0,4000,"Sí","No","TURISMO Y HOTELERÍA","UNIVERSIDAD NACIONAL DE TRUJILLO","Menos de un mes","No","Sí"
"Femenino","Sí","Tercio Superior","Pública","CUSCO",NA,NA,"Mestizo","No","Independiente","2501 a 3500",0,0,0,4000,"No","No","ARQUITECTURA, URBANISMO Y ARTES","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Privada","TACNA",1,1,"Mestizo","No","Independiente",NA,0,0,1500,0,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL DE INGENIERÍA",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","TACNA",1,4,"Mestizo","No","Independiente","1501 a 2500",0,0,0,0,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD NACIONAL DE INGENIERÍA","Entre 1 a 3 meses",NA,"No"
"Femenino","Sí","NO","Privada","LAMBAYEQUE",6,5,"Negro/mulato/zambo","No","Independiente","Hasta 750",0,0,0,800,"Sí","Si","ENFERMERÍA","UNIVERSIDAD ESAN","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Privada","LAMBAYEQUE",1,4,"Mestizo","No","Independiente","1001 a 1500",0,0,0,2600,"Sí","No","INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE","Entre uno a dos años","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LIMA",2,4,"Mestizo","No","Independiente","2501 a 3500",0,0,0,2800,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA","Entre 3 a 6 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","CUSCO",11,5,"Mestizo","No","Independiente",NA,0,350,0,2085,"Sí","No","ENFERMERÍA","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ",NA,"Sí","No"
"Femenino","Sí","NO","Pública","LIMA",2,5,"Quechua","No","Independiente","Hasta 750",0,0,0,1800,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Pública","AREQUIPA",2,4,"Mestizo","No","Independiente",NA,0,0,0,2600,"Sí","No","CIENCIAS DE LA NUTRICIÓN","UNIVERSIDAD NACIONAL DE FRONTERA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LAMBAYEQUE",6,1,"Mestizo","No","Independiente",NA,0,0,560,0,"Sí","No","CIENCIAS DE LA COMUNICACIÓN","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","APURIMAC",1,2,"Quechua","No","Independiente","1501 a 2500",3000,0,0,2100,"Sí","No","INGENIERÍA AGROINDUSTRIAL","UNIVERSIDAD MARIA AUXILIADORA","Menos de un mes","No","Sí"
"Masculino","Sí","NO","Pública","LIMA",2,2,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","COMUNICACIONES (COMUNICACIÓN)","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,NA,"No"
"Masculino","Sí","NO","Pública","LIMA",NA,NA,"Mestizo","No","Independiente","1501 a 2500",0,0,0,3700,"Sí","No","INGENIERÍA DE MINAS","UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA","Menos de un mes","Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","ANCASH",1,5,"Quechua","No","Independiente","Hasta 750",0,0,1000,0,"Sí","No","INGENIERÍA DE INDUSTRIAS ALIMENTARIAS (INGENIERÍA DE INDUSTRIA ALIMENTARIA E INGENIERÍA INDUSTRIAS ALIMENTARIAS)","UNIVERSIDAD NACIONAL DE JULIACA","Menos de un mes","No","No"
"Masculino","Sí","Tercio Superior","Pública","PUNO",2,1,"Quechua","No","Independiente",NA,0,1500,1500,0,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL DEL SANTA",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LAMBAYEQUE",2,5,"Mestizo","No","Independiente",NA,0,0,0,2602,"Sí","No","DERECHO","UNIVERSIDAD PRIVADA MARCELINO CHAMPAGNAT",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LAMBAYEQUE",1,4,"Mestizo","No","Independiente",NA,0,0,2000,0,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD NACIONAL DEL CALLAO",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","AREQUIPA",2,5,"Mestizo","No","Independiente","Hasta 750",0,0,0,2700,"Sí","No","INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","UNIVERSIDAD CIENTÍFICA DEL SUR","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Pública","HUANUCO",1,4,"No sabe","No","Independiente",NA,0,0,800,0,"Sí","No","ECONOMÍA","ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","PUNO",6,5,"Aymara","No","Independiente",NA,0,0,200,0,"Sí","No","EDUCACIÓN SECUNDARIA","UNIVERSIDAD NACIONAL DEL SANTA",NA,"No","No"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,2,"Blanco","No","Independiente","3501 a 4500",0,0,0,4000,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS","Entre uno a dos años","Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",2,2,"Mestizo","No","Independiente","Hasta 750",0,0,0,2500,"Sí","No","COMUNICACIONES (COMUNICACIÓN)","UNIVERSIDAD NACIONAL DE PIURA","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",2,1,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","QUÍMICA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Femenino","Sí","Quinto Superior","Pública","APURIMAC",2,2,"Quechua","No","Independiente","1001 a 1500",0,0,0,1800,"Sí","No","INGENIERÍA AGROINDUSTRIAL","UNIVERSIDAD MARIA AUXILIADORA","Menos de un mes","No","Sí"
"Masculino","Sí","NO","Pública","LAMBAYEQUE",3,4,"No sabe","No","Independiente","1001 a 1500",0,0,0,0,"Sí","No","INGENIERÍA AGRÍCOLA","UNIVERSIDAD NACIONAL AGRARIA LA MOLINA","Meses a menos de un año",NA,"No"
