"GENERO","MINEDAD","CAP300P324A","SELECT_UNI_GESTION","NOMBRECCDD","CAP300P351","CAP300P353","CAP400P473","CAP300P319_4","CAP100P101","CAP400P472","CAP400P441_MONE","CAP400P440_MONE","CAP400P437_MONE","CAP400P436_MONE","CAP300P319_2","CAP300P319_5","CAP300P312","SELECT_UNI","CAP400P469","CAP400P406","CAP400P401"
2,1,1,1,"LIMA",2,4,6,2,1,5,0,0,0,2800,1,2,"INGENIERÍA INDUSTRIAL","U0039",3,1,1
2,1,NA,1,"CUSCO",11,5,6,2,1,NA,0,350,0,2085,1,2,"ENFERMERÍA","U0044",NA,1,2
2,1,NA,1,"LIMA",2,5,1,2,1,1,0,0,0,1800,1,2,"CONTABILIDAD","U0027",1,1,1
1,1,NA,1,"AREQUIPA",2,4,6,2,1,NA,0,0,0,2600,1,2,"CIENCIAS DE LA NUTRICIÓN","U0035",NA,1,1
1,1,NA,1,"LAMBAYEQUE",6,1,6,2,1,NA,0,0,560,0,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0002",NA,1,1
1,1,NA,1,"APURIMAC",1,2,1,2,1,4,3000,0,0,2100,1,2,"INGENIERÍA AGROINDUSTRIAL","U0105",1,2,1
1,1,NA,1,"LIMA",2,2,6,2,1,NA,0,0,0,0,1,2,"COMUNICACIONES (COMUNICACIÓN)","U0027",NA,NA,2
1,1,NA,1,"LIMA",NA,NA,6,2,1,4,0,0,0,3700,1,2,"INGENIERÍA DE MINAS","U0039",1,1,1
1,1,1,1,"ANCASH",1,5,1,2,1,1,0,0,1000,0,1,2,"INGENIERÍA DE INDUSTRIAS ALIMENTARIAS (INGENIERÍA DE INDUSTRIA ALIMENTARIA E INGENIERÍA INDUSTRIAS ALIMENTARIAS)","U0037",1,2,2
1,1,1,1,"PUNO",2,1,1,2,1,NA,0,1500,1500,0,1,2,"DERECHO","U0020",NA,1,1
1,1,NA,2,"LAMBAYEQUE",2,5,6,2,1,NA,0,0,0,2602,1,2,"DERECHO","U0079",NA,1,1
1,1,1,2,"LAMBAYEQUE",1,4,6,2,1,NA,0,0,2000,0,1,2,"MEDICINA HUMANA","U0018",NA,1,1
1,1,NA,2,"AREQUIPA",2,5,6,2,1,1,0,0,0,2700,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0056",1,1,1
2,1,NA,1,"HUANUCO",1,4,8,2,1,NA,0,0,800,0,1,2,"ECONOMÍA","U0042",NA,1,1
2,1,1,1,"PUNO",6,5,2,2,1,NA,0,0,200,0,1,2,"EDUCACIÓN SECUNDARIA","U0020",NA,2,2
2,1,1,2,"LIMA",1,2,5,2,1,6,0,0,0,4000,1,2,"PSICOLOGÍA","U0003",5,1,1
1,1,NA,2,"LIMA",2,2,6,2,1,1,0,0,0,2500,1,2,"COMUNICACIONES (COMUNICACIÓN)","U0010",1,1,1
1,1,NA,1,"LIMA",2,1,6,2,1,NA,0,0,0,2000,1,2,"QUÍMICA","U0027",NA,1,1
2,1,2,1,"APURIMAC",2,2,1,2,1,3,0,0,0,1800,1,2,"INGENIERÍA AGROINDUSTRIAL","U0105",1,2,1
1,1,NA,1,"LAMBAYEQUE",3,4,8,2,1,3,0,0,0,0,1,2,"INGENIERÍA AGRÍCOLA","U0002",4,NA,2
2,1,NA,1,"AYACUCHO",4,1,1,2,1,NA,85.7142857142857,0,0,800,1,2,"EDUCACIÓN INICIAL","U0038",NA,1,1
1,1,NA,2,"AREQUIPA",2,1,6,2,1,NA,750,0,0,500,1,2,"DERECHO","U0017",NA,1,2
1,1,NA,1,"AMAZONAS",3,1,6,2,1,NA,0,0,0,950,2,2,"INGENIERÍA AGROINDUSTRIAL","U0078",NA,2,1
1,1,NA,1,"LIMA",1,1,6,2,1,NA,0,0,1300,0,1,2,"INGENIERÍA METALÚRGICA (INGENIERÍA DE METALÚRGIA)","U0039",NA,2,1
1,1,NA,1,"LIMA",1,4,6,2,1,NA,0,0,0,5600,1,2,"INGENIERÍA DE SISTEMAS","U0039",NA,1,1
1,1,NA,1,"AREQUIPA",2,5,6,2,3,1,0,0,0,1700,1,2,"CONTABILIDAD","U0035",2,1,1
1,1,NA,2,"LIMA",1,5,6,2,1,NA,0,0,0,1000,1,2,"CONTABILIDAD","U0014",NA,1,1
1,1,NA,2,"LIMA",1,5,5,2,1,5,0,0,0,6000,1,2,"INGENIERÍA CIVIL","U0126",3,1,1
1,1,3,1,"LORETO",3,1,6,2,1,1,0,0,0,2000,1,2,"CIENCIAS FORESTALES","U0051",2,2,1
1,1,NA,1,"HUANUCO",2,3,6,2,1,2,300,0,0,1500,1,2,"CIENCIAS CONTABLES Y FINANCIERAS","U0043",3,1,1
2,1,NA,2,"HUANCAVELICA",1,4,1,2,1,2,0,0,0,0,1,2,"INGENIERÍA INFORMÁTICA","U0091",1,NA,2
2,1,NA,1,"PUNO",10,1,1,2,1,NA,0,0,0,1300,1,2,"EDUCACIÓN INICIAL","U0020",NA,1,1
2,1,1,1,"PUNO",7,1,1,2,1,1,140,0,0,1306,1,2,"EDUCACIÓN PRIMARIA","U0020",4,1,1
1,1,1,1,"LIMA",1,5,1,2,2,1,0,0,0,2200,1,2,"GENÉTICA Y BIOTECNOLOGÍA","U0027",3,1,1
1,1,NA,1,"LIMA",1,1,6,2,1,NA,0,0,0,4000,1,2,"INGENIERÍA PETROQUÍMICA","U0039",NA,1,1
1,1,2,2,"LIMA",3,3,7,2,1,3,0,0,0,0,1,2,"MEDICINA HUMANA","U0005",1,NA,2
1,1,NA,1,"LORETO",3,1,6,2,1,2,0,0,0,1537,1,2,"EDUCACIÓN PRIMARIA","U0051",1,2,1
2,1,1,2,"LIMA",1,4,6,2,2,NA,0,0,0,4000,1,2,"INGENIERÍA INFORMÁTICA","U0033",NA,1,1
2,1,NA,2,"MADRE DE DIOS",1,1,6,2,1,NA,0,0,0,2100,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0049",NA,1,1
2,1,NA,1,"LA LIBERTAD",5,2,6,2,1,1,0,0,0,1100,1,1,"EDUCACIÓN SECUNDARIA - HISTORIA Y GEOGRAFÍA","U0045",1,1,1
2,1,NA,1,"AYACUCHO",1,3,6,2,1,NA,0,0,1000,0,1,2,"INGENIERÍA QUÍMICA","U0019",NA,1,1
1,1,1,1,"SAN MARTIN",1,1,6,2,1,1,0,0,0,3000,1,2,"INGENIERÍA AGROINDUSTRIAL","U0034",1,1,1
1,1,NA,2,"PUNO",1,3,1,2,1,NA,0,0,800,0,1,2,"ADMINISTRACIÓN Y MARKETING","U0052",NA,2,2
1,1,NA,1,"HUANUCO",1,1,6,2,1,NA,0,0,0,860,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0043",NA,1,2
1,1,1,1,"ANCASH",1,4,6,2,1,1,0,0,0,649.5,1,2,"INGENIERÍA EN ENERGÍA","U0029",1,2,1
1,1,1,1,"PIURA",1,1,6,2,1,1,0,0,0,1600,1,2,"INGENIERÍA DE PETRÓLEO","U0046",2,1,1
1,1,2,1,"LIMA",1,5,1,2,1,NA,0,0,0,1600,1,2,"INGENIERÍA MECÁNICA","U0015",NA,1,2
2,1,NA,2,"LIMA",2,5,5,2,2,NA,0,0,0,5000,1,2,"DERECHO","U0003",NA,1,1
1,1,NA,2,"LIMA",1,6,6,2,1,NA,0,0,0,2500,1,2,"INGENIERÍA DE SISTEMAS","U0003",NA,1,1
1,1,NA,1,"AREQUIPA",5,1,6,2,1,3,0,500,3000,0,1,2,"ARQUITECTURA","U0035",2,1,1
1,1,NA,1,"CUSCO",1,1,6,2,1,2,0,0,0,2500,1,2,"INGENIERÍA AGRONÓMICA TROPICAL","U0044",2,1,2
1,1,NA,1,"CALLAO",1,2,6,2,1,NA,0,0,0,1200,1,2,"CONTABILIDAD","U0015",NA,1,1
1,1,1,2,"JUNIN",1,5,6,2,1,NA,700,0,0,1500,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0011",NA,1,1
1,1,NA,1,"AYACUCHO",1,5,1,2,3,NA,0,0,0,3450,1,2,"AGRONOMÍA","U0019",NA,1,1
1,1,3,1,"AREQUIPA",2,5,6,2,1,NA,0,0,0,2700,1,2,"DERECHO","U0035",NA,1,1
1,1,NA,1,"LIMA",1,2,5,2,1,1,0,0,0,4400,1,2,"ECONOMÍA","U0015",2,1,1
1,1,NA,1,"LIMA",1,1,6,2,1,NA,0,0,0,0,1,2,"EDUCACIÓN SECUNDARIA","U0041",NA,NA,2
2,1,NA,2,"CUSCO",1,1,6,2,1,NA,0,0,0,1300,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0125",NA,1,1
1,1,NA,1,"LAMBAYEQUE",2,2,6,2,1,1,260,0,0,1300,1,2,"EDUCACIÓN PRIMARIA","U0002",1,1,1
2,1,1,1,"LIMA",1,1,6,2,1,3,0,0,0,700,1,2,"INGENIERÍA QUÍMICA","U0015",2,2,2
2,1,NA,1,"PUNO",1,1,8,2,1,5,400,0,0,1650,1,2,"CIENCIAS CONTABLES","U0020",1,1,1
2,1,NA,2,"CUSCO",4,5,6,2,1,2,0,0,0,1600,1,2,"TURISMO","U0049",2,1,1
2,1,NA,1,"LAMBAYEQUE",3,2,6,2,1,NA,0,450,0,850,1,2,"EDUCACIÓN SECUNDARIA - LENGUA Y LITERATURA","U0002",NA,1,1
1,1,2,1,"LIMA",NA,NA,6,2,1,NA,0,8000,0,2400,1,2,"INGENIERÍA MECÁNICA","U0015",NA,1,1
1,1,1,1,"LIMA",1,4,6,2,1,NA,0,0,0,2000,2,2,"INGENIERÍA AGRÓNOMA","U0037",NA,1,1
2,1,2,1,"LAMBAYEQUE",4,1,6,2,1,3,0,0,0,1690,1,2,"INGENIERÍA ZOOTECNIA   ( INGENIERÍA DE ZOOTECNIA, INGENIERÍA ZOOTÉCNICA E INGENIERÍA DE ZOOTECNISTA )","U0002",3,2,1
2,1,NA,1,"APURIMAC",2,2,6,2,1,NA,0,0,0,5700,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0103",NA,2,1
1,1,1,1,"LA LIBERTAD",1,6,8,2,1,NA,0,0,3500,0,1,2,"ARQUEOLOGÍA","U0045",NA,1,1
2,1,NA,1,"AMAZONAS",5,2,6,2,1,3,0,0,0,1300,1,2,"EDUCACIÓN PRIMARIA","U0078",2,2,2
1,1,NA,1,"PUNO",1,5,1,2,1,NA,0,0,0,2967,1,2,"INGENIERÍA CIVIL","U0020",NA,1,1
1,1,1,1,"LIMA",1,1,6,2,1,3,0,0,0,4500,1,2,"INGENIERÍA CIVIL","U0039",1,1,1
1,1,NA,2,"TACNA",2,3,6,2,1,NA,0,0,0,1400,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0008",NA,1,1
2,1,1,2,"AREQUIPA",1,5,6,2,1,4,0,0,0,3500,1,2,"MEDICINA HUMANA","U0017",1,1,1
1,1,1,2,"AREQUIPA",4,1,6,2,1,1,0,0,0,0,1,2,"DERECHO","U0059",2,NA,2
2,1,NA,2,"AREQUIPA",3,2,6,2,1,NA,0,0,0,1000,1,2,"DERECHO","U0059",NA,2,2
2,1,NA,2,"CUSCO",4,1,1,2,1,1,0,0,0,915,1,2,"TURISMO","U0049",6,2,2
2,1,1,2,"LAMBAYEQUE",1,4,6,2,1,4,0,0,0,2000,1,2,"MEDICINA HUMANA","U0054",2,1,1
1,1,NA,1,"LORETO",1,5,6,2,1,3,0,0,0,0,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0051",2,NA,2
1,1,NA,1,"PASCO",1,1,6,2,1,3,0,0,0,0,1,2,"AGRONOMÍA","U0032",2,NA,2
2,1,NA,1,"CALLAO",1,1,6,2,1,NA,0,0,0,1100,1,2,"ECONOMÍA","U0015",NA,1,2
2,1,1,1,"LIMA",1,3,5,2,2,NA,0,0,0,1600,1,2,"BIOLOGÍA","U0026",NA,1,1
2,1,1,2,"LIMA",2,2,5,2,1,NA,0,0,0,1650,1,2,"DERECHO","U0016",NA,1,1
2,1,NA,1,"LIMA",1,3,6,2,1,NA,0,0,400,0,1,2,"INGENIERÍA CIVIL","U0039",NA,1,1
2,1,1,1,"LIMA",3,1,6,2,2,4,0,0,0,2800,1,2,"ESTADÍSTICA","U0039",2,1,1
2,1,NA,2,"CALLAO",3,2,6,2,1,2,0,0,0,1200,1,2,"ENFERMERÍA","U0014",3,1,1
2,1,NA,1,"HUANUCO",3,1,5,2,1,1,0,0,0,0,1,2,"EDUCACIÓN PRIMARIA","U0043",3,NA,2
2,1,NA,1,"LORETO",3,3,3,2,1,NA,420,0,0,1015,1,2,"EDUCACIÓN INICIAL","U0051",NA,1,1
1,1,NA,1,"LIMA",5,5,6,2,2,NA,0,0,0,4000,1,2,"MEDICINA HUMANA","U0027",NA,1,1
2,1,1,2,"LIMA",1,1,4,2,1,5,0,0,0,2500,1,2,"CONTABILIDAD","U0092",1,1,1
2,1,1,1,"LIMA",1,1,6,2,2,3,1100,0,0,4000,1,2,"INGENIERÍA ESTADÍSTICA","U0039",1,1,1
2,1,1,2,"LIMA",1,3,5,2,2,NA,0,0,0,0,1,2,"INGENIERÍA DE SISTEMAS","U0065",NA,NA,2
1,1,NA,2,"CALLAO",1,5,6,2,1,NA,0,0,0,4200,1,1,"MEDICINA HUMANA","U0025",NA,1,1
1,1,1,1,"LIMA",5,2,5,2,1,1,0,0,0,1600,1,2,"ARQUITECTURA Y DISEÑO DE INTERIORES","U0048",1,1,1
1,1,NA,1,"HUANCAVELICA",2,1,1,2,1,3,0,0,0,0,1,2,"INGENIERÍA ZOOTECNIA   ( INGENIERÍA DE ZOOTECNIA, INGENIERÍA ZOOTÉCNICA E INGENIERÍA DE ZOOTECNISTA )","U0038",1,2,2
2,1,NA,2,"HUANCAVELICA",2,4,1,2,1,3,0,0,0,1700,1,2,"INGENIERÍA AGRÓNOMA","U0091",1,1,1
2,1,NA,2,"LIMA",1,2,6,2,1,2,0,0,0,1000,1,2,"PERIODISMO","U0010",2,2,1
2,1,NA,2,"CALLAO",1,2,6,2,2,3,0,0,0,0,1,2,"PERIODISMO","U0010",2,NA,2
2,1,NA,1,"LA LIBERTAD",2,2,6,2,1,1,0,433,0,800,1,2,"EDUCACIÓN PRIMARIA","U0045",2,1,1
2,1,NA,1,"LIMA",4,1,6,2,1,1,0,0,0,800,1,2,"MEDICINA VETERINARIA","U0027",3,1,1
2,1,2,1,"CUSCO",2,2,6,2,1,2,350,0,0,3000,1,2,"CIENCIAS CONTABLES Y FINANCIERAS","U0044",1,1,1
1,1,1,1,"LIMA",1,2,4,2,1,2,0,0,0,1500,1,2,"ZOOTECNIA","U0041",1,1,1
1,1,NA,1,"TACNA",1,5,1,2,1,NA,0,2000,0,2500,1,2,"MEDICINA HUMANA","U0024",NA,1,1
2,1,1,2,"LIMA",12,4,6,2,1,2,0,0,0,2200,1,2,"OBSTETRICIA","U0077",1,1,1
1,1,NA,1,"LIMA",1,4,6,2,1,3,0,0,0,3500,1,2,"INGENIERÍA INDUSTRIAL","U0039",2,1,1
2,1,1,1,"PIURA",1,1,6,2,1,2,0,0,0,3500,1,2,"INGENIERÍA GEOLÓGICA","U0046",4,2,1
1,1,1,2,"AREQUIPA",2,1,6,2,2,1,0,0,0,3300,1,2,"CONTABILIDAD","U0017",4,1,1
2,1,2,1,"LIMA",2,5,7,2,1,3,0,0,0,4536,1,2,"INGENIERÍA CIVIL","U0039",1,1,1
2,1,1,1,"CUSCO",1,5,5,2,3,3,0,800,0,1300,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0044",1,1,1
1,1,NA,2,"LIMA",1,1,6,2,1,3,0,0,0,0,1,2,"CONTABILIDAD","U0124",1,NA,2
2,1,2,2,"LA LIBERTAD",3,2,6,2,1,1,0,0,850,0,1,2,"EDUCACIÓN PRIMARIA","U0066",2,1,1
2,1,1,2,"PUNO",4,2,6,2,1,2,0,0,0,0,1,2,"CONTABILIDAD","U0052",1,NA,2
2,1,1,1,"LIMA",NA,NA,6,2,1,1,1000,0,0,1740,1,2,"CONTABILIDAD","U0040",2,1,1
1,1,NA,1,"PUNO",1,3,1,2,1,3,0,0,0,2680,1,2,"SOCIOLOGÍA","U0020",3,2,1
1,1,1,2,"PIURA",3,2,6,2,1,3,0,0,0,0,1,2,"EDUCACIÓN SECUNDARIA - HISTORIA Y CIENCIAS SOCIALES","U0047",6,NA,2
1,1,1,2,"JUNIN",1,1,6,2,1,NA,0,0,0,2500,1,2,"ADMINISTRACIÓN","U0057",NA,1,1
2,1,NA,1,"JUNIN",1,1,6,2,1,NA,0,0,0,2200,1,2,"SOCIOLOGÍA","U0021",NA,1,1
2,1,NA,2,"LIMA",2,1,6,2,2,NA,0,0,0,2500,1,2,"DERECHO","U0033",NA,1,1
1,1,3,1,"JUNIN",1,5,6,2,1,6,0,0,0,5500,1,2,"MEDICINA HUMANA","U0021",6,1,1
1,1,NA,1,"CAJAMARCA",2,1,6,2,1,NA,500,0,0,2000,1,2,"CONTABILIDAD","U0028",NA,1,1
1,1,1,1,"CAJAMARCA",1,5,6,2,1,NA,0,0,0,0,1,2,"INGENIERÍA GEOLÓGICA","U0028",NA,NA,2
1,1,NA,2,"LAMBAYEQUE",2,2,6,2,1,2,0,0,0,1250,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0063",2,1,1
2,1,NA,1,"AYACUCHO",1,2,1,2,1,3,200,0,0,1000,1,2,"CONTABILIDAD Y AUDITORIA","U0019",6,1,1
2,1,1,2,"LIMA",12,5,6,2,1,3,0,0,0,1700,1,2,"ENFERMERÍA","U0005",2,1,1
2,1,NA,1,"UCAYALI",1,1,6,2,1,NA,0,0,0,1500,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0031",NA,1,1
2,1,1,2,"LIMA",2,4,6,2,1,NA,0,0,0,3500,1,2,"MEDICINA HUMANA","U0005",1,1,1
2,1,NA,2,"AREQUIPA",2,1,6,2,1,2,0,0,0,1200,1,2,"DERECHO","U0017",2,1,1
1,1,NA,2,"LIMA",2,5,6,2,1,NA,0,0,0,3900,1,2,"ECONOMÍA","U0004",NA,1,1
2,1,NA,1,"MADRE DE DIOS",2,4,8,2,1,NA,0,0,0,1300,2,2,"ECOTURISMO","U0102",NA,2,1
2,1,NA,1,"JUNIN",3,3,1,2,4,3,0,0,0,2500,1,2,"INGENIERÍA CIVIL","U0038",6,1,1
2,1,1,2,"LIMA",1,5,6,2,1,1,0,0,0,1000,1,2,"TURISMO, HOTELERÍA Y GESTIÓN CULTURAL","U0060",1,2,1
2,1,1,1,"JUNIN",2,1,6,2,1,NA,350,0,0,800,1,2,"EDUCACIÓN SECUNDARIA - LENGUA Y LITERATURA","U0021",NA,1,1
1,1,2,1,"LIMA",2,1,6,2,1,NA,0,0,0,2500,1,2,"INGENIERÍA AMBIENTAL","U0015",NA,1,1
2,1,NA,1,"LIMA",2,1,6,2,1,1,0,0,700,0,1,2,"ARTES  (ARTES)","U0027",1,2,1
1,1,NA,1,"LORETO",3,3,6,2,1,3,0,0,0,1800,1,2,"EDUCACIÓN SECUNDARIA - CIENCIAS SOCIALES","U0051",3,2,1
1,1,2,1,"ANCASH",3,1,6,2,1,4,5000,0,0,2500,1,2,"INGENIERÍA CIVIL","U0037",1,1,1
2,1,1,1,"ANCASH",4,5,6,2,1,3,0,50,0,1200,1,2,"ENFERMERÍA","U0037",1,1,1
2,1,1,1,"LIMA",5,2,6,2,1,NA,0,0,0,1200,1,2,"EDUCACIÓN SECUNDARIA - CIENCIAS MATEMÁTICAS, FÍSICAS E INFORMÁTICA","U0041",NA,1,1
1,1,1,1,"CALLAO",2,2,6,2,1,2,0,800,0,5000,2,2,"INGENIERÍA INDUSTRIAL","U0015",1,1,1
2,1,1,1,"LIMA",3,1,6,2,1,4,0,0,0,3000,1,2,"ARQUITECTURA","U0039",2,1,1
1,1,NA,2,"LIMA",1,6,6,2,1,3,0,0,0,0,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0076",2,NA,2
1,1,2,1,"AREQUIPA",2,2,6,2,1,3,0,0,0,500,1,2,"CIENCIAS DE LA COMUNICACIÓN","U0035",6,1,1
1,1,1,1,"JUNIN",1,2,8,2,1,NA,0,400,0,2200,1,2,"INGENIERÍA METALÚRGICA Y DE MATERIALES  (INGENIERÍA METALÚRGIA Y DE MATERIALES)","U0021",NA,2,1
1,1,1,2,"LIMA",1,2,5,2,1,NA,0,0,0,3800,1,2,"ECONOMÍA","U0004",NA,1,1
1,1,NA,1,"PIURA",1,1,6,2,1,2,0,0,0,1500,1,2,"AGRONOMÍA","U0046",2,1,1
2,1,NA,1,"LIMA",2,1,8,2,1,NA,0,0,4000,0,1,2,"INGENIERÍA ZOOTECNIA   ( INGENIERÍA DE ZOOTECNIA, INGENIERÍA ZOOTÉCNICA E INGENIERÍA DE ZOOTECNISTA )","U0026",NA,1,1
1,1,NA,1,"LIMA",1,1,5,2,1,4,0,0,0,3000,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0015",1,1,1
2,1,1,1,"LIMA",4,4,6,2,4,NA,150,0,636,0,1,2,"EDUCACIÓN (CIENCIAS DE LA EDUCACION)","U0037",NA,1,1
1,1,NA,2,"LIMA",NA,NA,6,2,1,2,3000,0,0,4500,1,2,"INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","U0093",2,1,1
2,1,NA,2,"JUNIN",3,4,6,2,1,1,0,0,0,0,1,2,"EDUCACIÓN SECUNDARIA","U0011",2,NA,2
1,1,NA,1,"LIMA",2,4,1,2,1,NA,0,0,0,2500,1,2,"INGENIERÍA INDUSTRIAL","U0039",NA,1,1
2,1,NA,1,"LIMA",2,5,5,2,2,6,0,0,0,6000,1,2,"INGENIERÍA DE SISTEMAS","U0039",6,1,1
1,1,NA,2,"LIMA",4,4,6,2,1,NA,2500,0,0,1500,1,2,"PERIODISMO","U0005",NA,1,1
1,1,NA,1,"CAJAMARCA",1,1,6,2,1,3,0,2500,400,0,1,2,"INGENIERÍA FORESTAL","U0028",3,2,1
1,1,NA,1,"LA LIBERTAD",1,5,8,2,1,NA,0,0,0,1100,1,2,"INGENIERÍA ZOOTECNIA   ( INGENIERÍA DE ZOOTECNIA, INGENIERÍA ZOOTÉCNICA E INGENIERÍA DE ZOOTECNISTA )","U0045",NA,1,1
2,1,NA,1,"AREQUIPA",1,1,6,2,1,1,0,0,0,1200,1,2,"EDUCACIÓN (CIENCIAS DE LA EDUCACION)","U0002",1,2,1
2,1,1,2,"AREQUIPA",5,1,6,2,1,3,0,0,0,800,1,2,"INGENIERÍA ALIMENTARIA (INGENIERÍA DE ALIMENTOS)","U0017",2,1,2
2,1,1,2,"LIMA",2,1,5,2,1,1,7500,0,0,2600,1,2,"DERECHO","U0060",3,1,1
2,1,1,2,"LIMA",2,2,6,2,1,2,0,0,0,4800,1,2,"DERECHO","U0033",1,1,1
2,1,1,1,"LIMA",2,1,8,2,1,2,0,0,0,2000,1,2,"PSICOLOGÍA","U0040",4,1,1
1,1,NA,1,"PIURA",2,2,6,2,1,NA,0,0,0,1602.1,1,2,"INGENIERÍA AGROINDUSTRIAL","U0046",NA,1,1
2,1,NA,2,"PIURA",2,5,6,2,1,2,0,0,1200,0,1,2,"CONTABILIDAD","U0036",1,1,2
2,1,1,1,"CAJAMARCA",1,1,6,2,1,NA,0,0,0,1500,1,2,"CONTABILIDAD","U0028",NA,1,1
2,1,2,1,"AREQUIPA",3,4,1,2,1,3,0,0,0,2500,1,2,"TRABAJO SOCIAL","U0035",1,1,1
1,1,3,1,"ICA",4,5,6,2,1,3,0,0,0,0,1,2,"AGRONOMÍA","U0030",1,NA,2
1,1,2,2,"CUSCO",1,1,1,2,1,3,0,0,4000,0,1,2,"DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","U0049",1,2,2
2,1,1,1,"CALLAO",2,4,5,2,2,NA,0,0,0,2000,1,2,"ENFERMERÍA","U0015",NA,1,1
1,1,2,2,"AREQUIPA",NA,NA,6,2,1,4,0,0,0,1400,1,2,"INGENIERÍA COMERCIAL","U0017",2,1,1
2,1,1,1,"LIMA",4,1,6,2,1,1,0,0,0,2500,1,2,"TRABAJO SOCIAL","U0040",2,1,1
2,1,NA,2,"ANCASH",1,2,6,2,1,NA,0,0,0,2500,1,2,"ENFERMERÍA","U0023",NA,1,1
2,1,1,2,"LIMA",4,5,5,2,2,NA,1500,0,0,3500,1,2,"DERECHO","U0047",NA,1,1
1,1,NA,1,"LIMA",2,1,6,2,3,NA,0,1500,0,1500,1,2,"INGENIERÍA DE SISTEMAS","U0015",NA,1,1
1,1,NA,1,"APURIMAC",1,1,6,2,1,3,0,0,0,2500,1,2,"ADMINISTRACIÓN DE EMPRESAS","U0105",6,1,1
2,1,NA,1,"LIMA",1,1,6,2,1,NA,0,0,0,1400,1,2,"TECNOLOGÍA MÉDICA","U0040",NA,1,1
2,1,3,2,"PUNO",NA,NA,2,2,1,NA,0,0,2000,0,1,2,"ENFERMERÍA","U0052",NA,2,1
1,1,1,2,"PIURA",3,1,7,2,1,NA,0,0,0,4000,1,2,"DERECHO","U0036",NA,1,1
1,1,1,1,"LIMA",4,1,6,2,1,3,0,0,0,2500,1,2,"MATEMÁTICA E INFORMÁTICA","U0048",1,1,1
2,1,NA,1,"LA LIBERTAD",2,1,5,2,1,4,0,0,0,500,1,2,"EDUCACIÓN SECUNDARIA","U0045",2,1,1
1,1,NA,1,"HUANCAVELICA",4,5,1,2,1,2,0,0,0,1200,1,2,"EDUCACIÓN SECUNDARIA","U0038",1,1,1
2,1,3,2,"LIMA",2,5,1,2,1,1,0,0,1200,0,1,2,"ODONTOLOGÍA","U0077",1,1,1
2,1,NA,1,"AREQUIPA",2,2,6,2,1,1,0,0,0,1600,1,2,"TURISMO Y HOTELERÍA","U0035",3,2,1
2,1,NA,2,"LIMA",1,5,6,2,1,3,0,0,0,2800,2,2,"INGENIERÍA DE SISTEMAS Y COMPUTACIÓN  (INGENIERÍA DE COMPUTACIÓN Y SISTEMAS E INGENIERÍA DE SISTEMAS Y CÓMPUTO)","U0124",1,1,1
2,1,1,2,"LIMA",1,5,6,2,1,2,0,0,0,2000,1,2,"DERECHO","U0036",1,1,2
2,1,1,1,"LIMA",3,1,1,2,1,1,0,0,0,0,1,2,"TECNOLOGÍA TEXTIL","U0048",2,NA,2
1,1,2,1,"ICA",3,1,6,2,1,1,0,0,4000,0,1,2,"INGENIERÍA MECÁNICA ELÉCTRICA (INGENIERÍA MECÁNICA- ELÉCTRICA E INGENIERÍA MECÁNICA Y ELÉCTRICA)","U0030",2,1,2
1,1,NA,1,"MADRE DE DIOS",2,3,1,2,1,4,0,600,5000,0,2,2,"INGENIERÍA AGROINDUSTRIAL","U0102",1,2,1
1,1,3,1,"LIMA",1,5,6,2,2,5,0,0,0,0,1,2,"MEDICINA HUMANA","U0040",1,NA,2
1,1,NA,2,"LIMA",2,1,6,2,1,NA,0,0,0,3300,1,2,"INGENIERÍA DE SOFTWARE","U0126",NA,1,1
1,1,1,1,"CUSCO",4,5,6,2,1,4,140,0,0,3000,1,2,"MEDICINA HUMANA","U0044",1,1,1
