MERCADO,CODE,MARCA,Best tittle ,DATA,PUBLIC,MAYOR,,BASE,MIN,MOVES,NOW,REV,CLIENTE,,LARG,ANCHO,ALTO,PESO,,LARGO,ANCHO,ALTO,PESO,,UNIVERSAL,ML,ENVIO,sugerido,ACTUAL,costo de ENVIO,,,,,,,,,,,,,,,
,FS3208,INGCO,,lijadora orbital 320w INGCO,170.15,139.37,,4,6,#ðREF!,#ðREF!,#ðREF!,161.64,51,29,10,17,2,,29x10x17 / 2k,28x10,,,,6.93E+12,187.16,11.95,199.115,159.9,12.8,172.7,,,,,,,,,,,,,,
,AB4018,INGCO,,soplador 400w INGCO,78.28,61.8,,2,4,#ðREF!,#ðREF!,#ðREF!,74.37,35,19,19,23,"44,713.00",,19x19x23 / 1.6k,A,,,,,86.11,7.45,93.558,99.9,11,110.9,,,,,,,,,,,,,,
,HBJ202,INGCO,,gata botella 2ton,64.66,49.49,,1,2,#ðREF!,#ðREF!,#ðREF!,61.43,42,12,19,10,2.5k,,1 2x19x10 / 2.5k,18x9x11,,,,,71.13,7.95,79.076,69.99,10.1,80.09,,,,,,,,,,,,,,
,HBJ602,INGCO,,gata 6ton ingco 6 Toneladas Con vÿlvula de seguridad Altura m­n.: 216 mm Altura mÿx.: 413 mm Recorrido: 197 mm Peso neto: 4.6 kg,89.99,74.23,,2,2,#ðREF!,#ðREF!,#ðREF!,85.49,5,13,11,23,5k,,,,,,,6.93E+12,98.99,13.45,112.439,119.9,11.6,131.5,,,,,,,,,,,,,,
,HBJ3002,INGCO,,gata 30ton,358.6,317.38,,0,1,#ðREF!,#ðREF!,#ðREF!,340.67,0,,,,,,,,,,,,394.46,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,AWG1001,INGCO,,pistola de agua x2,69.97,55.65,,2,4,#ðREF!,#ðREF!,#ðREF!,66.47,0,39,21,12,1.5K,,,,,,,6.93E+12,76.97,3.975,80.942,79.9,10.4,90.3,,,,,,,,,,,,,,
,AKT0053-1,INGCO,,set de pistolas PARA COMPRESOR NEUMATICO,108.04,78.93,,6,5,#ðREF!,#ðREF!,#ðREF!,102.64,63,13,36,18,1.3kg,,13x36x18 / 1.7k,I,,,,6.94E+12,118.84,11.95,130.794,129.99,11.9,141.89,,,,,,,,,,,,,,
,HLL306505,INGCO,0,"nivel laser INGCO Rango de trabajo: 0-30 m Precisi½n de nivelaci½n: +/- 1 mm a 5 mPrecisi½n de l­nea: +/- 1,5 mm a 5 m Tiempo de nivelaci½n: <3 seg Rango de nivelaci½n: -3› Clase de lÿser: 3 R; <5 mW DiseÏo: 1 l­nea horizontal, 4 l­neas verticales Funci½n de bloqueo cruzado Funci½n de ganancia lÿser Bater­as AA (1,5 V)",366.7,326.77,,2,4,#ðREF!,#ðREF!,#ðREF!,348.37,#ðVALOR!,19,23,12,1.6k,,19x23x12 / 1.6k,16x10x10,,,,,403.37,5.95,409.32,449.9,21.5,471.4,,,,,,,,,,,,,,
,HLLT01152,INGCO,,TRIPODE ALUMINIO 1200MM,86.66,70.37,,7,10,#ðREF!,#ðREF!,#ðREF!,82.33,28,47,12,12,1.1K,,,,,,,6.93E+12,95.33,0,95.326,109.99,11.3,121.29,,,,,,,,,,,,,,
,HG2000385,INGCO,,calor 2000w x1pc,88.46,72.45,,10,4,#ðREF!,#ðREF!,#ðREF!,84.04,52,27,25,9,1K,,,,,,,6.94E+12,97.31,11.95,109.256,89.99,10.7,100.69,,,,,,,,,,,,,,
,CDLI1221,INGCO,,12v 1 bat,160.61,128.31,,0,1,#ðREF!,#ðREF!,#ðREF!,152.58,0,,,9,1K,,,,,,,,176.67,11.95,188.621,179.99,13.4,193.39,,,,,,,,,,,,,,
,RGH6508,INGCO,,rotomartillo 650W,195.85,163.39,,1,4,#ðREF!,#ðREF!,#ðREF!,186.06,0,,,,,,,,,,,,215.44,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,AKD9165,INGCO,,brocas gozu libro,34.7,24.01,,0,10,#ðREF!,#ðREF!,#ðREF!,32.97,0,,,,,,,,,,,,38.17,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,RH16008,INGCO,,rotomartillo 1600W  sds max,537.3,466.67,,2,2,#ðREF!,#ðREF!,#ðREF!,510.44,4,48,35,15,11,,48x35x15 / 11k,,,,,,591.03,19.45,610.48,639.99,27.2,667.19,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,ASG3102,INGCO,,capacity:1000cc Standard nozzle:1.8mm Pattern width:200-250mm Paint  Suitable for base coat Optional nozzle:1.4-2.5mm Operating pressure:3-4bar Air cons:4.6-7.1cfm(130-200l/min) Packed by color box,112.72,84.36,,1,2,#ðREF!,#ðREF!,#ðREF!,107.08,0,,,,,,,,,,,,123.99,6.95,130.942,119.99,11.6,131.59,,,,,,,,,,,,,,
,ASG3105,INGCO,,1000cc Standard nozzle:1.8mm Pattern width:180-250mm Paint capacity:1000cc Suitable for base coat Optional nozzle:1.5-2.0mm Operating pressure:3-4bar Air cons:3.5-6.0cfm(99-170l/min) Packed by color box,69.52,55.12,,1,2,#ðREF!,#ðREF!,#ðREF!,66.04,0,,,,,,,,,,,,76.47,6.95,83.422,69.99,10.1,80.09,,,,,,,,,,,,,,
,ASG3101,INGCO,,Pistola de Pintar 1000cc Boquilla: 1.5 mm - (opcional 1.2 - 1.8 mm) Abanico: 140-180 mm Capacidad: 1000CC Conector: Europa / USA / Nitto / Italia Presi½n: 3-4 bar Aire: 4.2 - 7.1cfm (119-200l/min),67.45,52.72,,0,2,#ðREF!,#ðREF!,#ðREF!,64.08,1,,,,,,,,,,,,74.19,6.95,81.145,69.99,10.1,80.09,,,,,,,,,,,,,,
,CACLI2001,INGCO,,INFLADOR 20V,132.64,103.98,,2,1,#ðREF!,#ðREF!,#ðREF!,126.01,11,,,,,,,,,,,,145.9,11.95,157.854,189.99,13.7,203.69,,,,,,,,,,,,,,
,CDLI1211,INGCO,,12V 1BAT ingco,157.46,124.65,,3,1,#ðREF!,#ðREF!,#ðREF!,149.59,0,,,,,,,,,,,,173.21,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,CDLI1222,INGCO,,12V X2 BAT ingco,237.21,205.56,,1,1,#ðREF!,#ðREF!,#ðREF!,225.35,9,20,28,8,1.8,,20x28x8 / 1.9k,19x22x6 ,,,,6.93E+12,260.93,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,CDLI20024,INGCO,,20V NORMAL X1 BAT,254.76,225.92,,0,,#ðREF!,#ðREF!,#ðREF!,242.02,0,,,,,,,,,,,,280.24,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,CIDLI1222,INGCO,,12V PERCUTOR ingco xx,275.16,232.19,,0,1,#ðREF!,#ðREF!,#ðREF!,261.4,11,20,8,28,2,,20x8x28 / 2k,21x23x6 ,,,,6.93E+12,302.68,0,302.676,289.9,16.7,306.6,,,,,,,,,,,,,,
,CIDLI20012,INGCO,,20V PERCUTOR 2 BAT MALETA FEO,341.77,297.85,,0,0,#ðREF!,#ðREF!,#ðREF!,324.68,0,,,,,,,,,,,,375.95,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,CKLI2006,INGCO,,20V ATORNILLADOR + IMPACTO ATOR,631.53,575.97,,0,1,#ðREF!,#ðREF!,#ðREF!,599.95,4,27,36,9,3.7,,27x36x9 / 3.7k,,,,,,694.68,13.45,708.133,669.9,28.1,698,,,,,,,,,,,,,,
,CKLI2007,INGCO,,20V ATOR + LLAVE IMPACT,631.53,575.97,,0,1,#ðREF!,#ðREF!,#ðREF!,599.95,1,,,,,,,,,,,,694.68,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,COS35568,INGCO,,"TRONZADORA 2400W 14""",565.65,499.55,,0,,#ðREF!,#ðREF!,#ðREF!,537.37,0,,,,,,,,,,,,622.22,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,DBBPL0602,INGCO,,CANDADO 234G,38.75,28.71,,2,2,#ðREF!,#ðREF!,#ðREF!,36.81,0,,,,,,,,,,,,42.63,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,DMD011252,INGCO,,"DIAMANTADO 5"" 125MM",107.41,78.2,,0,1,#ðREF!,#ðREF!,#ðREF!,102.04,0,,,,,,,,,,,,118.15,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,FBLI12151,INGCO,,BAT PLANA 1.5AH,64.48,49.28,,0,0,#ðREF!,#ðREF!,#ðREF!,61.26,0,,,,,,,,,,,,70.93,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,FBLI12152,INGCO,,bateria 12v 1.5ah,62.77,47.29,,0,0,#ðREF!,#ðREF!,#ðREF!,59.63,0,,,,,,,,,,,,69.05,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,FBLI2001,INGCO,,20v cara,113.8,85.61,,0,0,#ðREF!,#ðREF!,#ðREF!,108.11,0,,,,,,,,,,,,125.18,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,FBLI20011,INGCO,,20v bateria p20s INGCO,91.61,76.11,,7,6,#ðREF!,#ðREF!,#ðREF!,87.03,47,14,8,6,0.5K,,,,,,,,100.77,7.45,108.221,95.9,10.88,106.78,,,,,,,,,,,,,,
,FCLI12071C,INGCO,,cargador 1.5ah,25.14,15.24,,1,,#ðREF!,#ðREF!,#ðREF!,23.88,0,,,,,,,,,,,,27.65,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,FCLI2001,INGCO,,cargador ingco de todas las bater­as 20v ,51.14,36.12,,7,6,#ðREF!,#ðREF!,#ðREF!,48.58,50,,,,,,,,,,,,56.25,7.45,63.704,59.9,9.8,69.7,,,,,,,,,,,,,,
,GBC5434421,INGCO,,cortadora gasolina,501.42,442.45,,0,1,#ðREF!,#ðREF!,#ðREF!,476.35,0,,,,,,,,,,,,551.56,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HBJ2002,INGCO,,gata 20 ton,193.15,160.25,,1,1,#ðREF!,#ðREF!,#ðREF!,183.49,0,,,,,,,,,,,,212.47,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HFSPC01,INGCO,,protector facial,28.29,18.9,,0,0,#ðREF!,#ðREF!,#ðREF!,26.88,5,,,,,,,,,,,,31.12,11.9,43.019,29.99,8.9,38.89,,,,,,,,,,,,,,
,HGCG01-XL,INGCO,,anticorte xl,20.88,12.11,,8,4,#ðREF!,#ðREF!,#ðREF!,19.84,1,,,,,,,,,,,,22.97,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HGMG02-XL,INGCO,,ingco gloves XL,43.63,32.05,,1,1,#ðREF!,#ðREF!,#ðREF!,41.45,0,,,,,,,,,,,,47.99,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HKNS1808,INGCO,,"CUTTER 7""",24.3,14.09,,1,0,#ðREF!,#ðREF!,#ðREF!,23.09,0,,,,,,,,,,,,26.73,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HKTH10258,INGCO,,SER HERRAMIENTAS,110.65,81.95,,0,0,#ðREF!,#ðREF!,#ðREF!,105.12,0,,,,,,,,,,,,121.71,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HKTS12122,INGCO,,"JUEGO DE DADOS 1/2"" 12PC",82.69,66.92,,0,1,#ðREF!,#ðREF!,#ðREF!,78.56,0,,,,,,,,,,,,90.96,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HUK618,INGCO,,cutter pico loro,27.57,18.06,,0,1,#ðREF!,#ðREF!,#ðREF!,26.19,0,,,,,,,,,,,,30.33,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,ing-MMA16015,INGCO,,160a soldar mini,433.54,386.91,,1,1,#ðREF!,#ðREF!,#ðREF!,411.86,0,,,,,,,,,,,,476.89,34.95,511.844,519.99,23.6,543.59,,,,,,,,,,,,,,
,ING-MMA1602,INGCO,,160a super selec soldar,416.08,366.65,,2,3,#ðREF!,#ðREF!,#ðREF!,395.28,17,32,15,27,5kg,,,,,,,6.93E+12,457.69,34.95,492.638,489.9,22.7,512.6,,,,,,,,,,,,,,
,ING- MMA2006,INGCO,,soldar 200a,709.35,648.85,,0,1,#ðREF!,#ðREF!,#ðREF!,673.88,0,,,,,,,,,,,,780.29,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,MCD1211525,INGCO,,"set x25 discos 115mm 41/2""",51.32,36.33,,2,2,#ðREF!,#ðREF!,#ðREF!,48.75,0,,,,,,,,,,,,56.45,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,MCD303551,INGCO,,"disco 355mm 14""",18.54,10.75,,2,5,#ðREF!,#ðREF!,#ðREF!,17.61,0,,,,,,,,,,,,20.39,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,MGD601801,INGCO,,"disco 7""",9.36,5.43,,2,10,#ðREF!,#ðREF!,#ðREF!,8.89,0,,,,,,,,,,,,10.3,6.95,17.246,11.99,8.36,20.35,,,,,,,,,,,,,,
,PDB17008,INGCO,,pdb 1700w ingco,704.58,643.31,,2,4,#ðREF!,#ðREF!,#ðREF!,669.35,16,88,35,18,24kg,,,,,,,6.93E+12,775.04,60,835.038,829.9,32.9,862.8,,,,,,,,,,,,,,
,RGH9528,INGCO,,950w rh,285.96,244.71,,0,1,#ðREF!,#ðREF!,#ðREF!,271.66,0,,,,,,,,,,,,314.56,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,AIW12562,INGCO,,"impacto neumatica INGCO 610Nm 3 dados: 17 mm, 19 mm, 21 mm Entrada de aire: 1/4"" Manguera de aire: 3/8"" ingco",233.88,201.7,,2,3,#ðREF!,#ðREF!,#ðREF!,222.19,10,20x8x22 / 3.4k,,,,,20x8x22 / 3.4k,,,,,,257.27,11.95,269.218,269.99,16.1,286.09,,,,,,,,,,,,,,
,HSL08150,INGCO,,"nivel 1.5mt Longitud: 150 cm Fresado de doble cara Viales precisos de 0,5 mm / m Espesor: 1,5 mm Ranura en forma de V para medir objetos con superficie redonda",68.44,53.87,,4,5,#ðREF!,#ðREF!,#ðREF!,65.02,0,,,,,,,,,,,,75.28,5.95,81.234,99.99,11,110.99,,,,,,,,,,,,,,
,,INGCO,,,71.86,57.84,,2,0,#ðREF!,#ðREF!,#ðREF!,68.27,0,,,,,,,,,,,,79.05,6.95,85.996,189.99,13.7,203.69,,,,,,,,,,,,,,
,HBP0101,INGCO,,Mochila Herramientas INGCO TamaÏo: L34* W17*H45cm Con 1 bolsa de asa en el interior. Carga mÿxima: 8 kg Material: poli?ster oxford 600D Marco r­gido,90.8,75.17,,0,,#ðREF!,#ðREF!,#ðREF!,86.26,0,,,,,,,,,,,,99.88,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,ID6808,INGCO,,680w taladro ingcO,124.63,94.69,,7,5,#ðREF!,#ðREF!,#ðREF!,118.4,8,30,26,7,2K,,,,,,,6.93E+12,137.09,11.95,149.043,119.99,11.6,131.59,,,,,,,,,,,,,,
,11486,CUBULL,,FOCO HOMELUX A60 15W 7200K 170-240V - LUZ BLANCA,5.94,3.45,,38,,#ðREF!,#ðREF!,#ðREF!,5.64,0,,,,,,,,,,,,6.53,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,11513,CUBULL,,FOCO 20W KD-020 - LUZ BLANCA CUBULL,9,5.22,,0,,#ðREF!,#ðREF!,#ðREF!,8.55,0,,,,,,,,,,,,9.9,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,11190,CUBULL,,REFLECTOR FLOOD LIGHT 10W NEGRO - LUZ BLANCA,22.32,12.95,,9,5,#ðREF!,#ðREF!,#ðREF!,21.2,0,,,,,,,,,,,,24.55,0,24.552,22.8,8.68,31.48,,,,,,,,,,,,,,
,11273,CUBULL,,REFLECTOR IPHONE 30W NEGRO - LUZ BLANCA CUBUL,28.2,18.79,,2,4,#ðREF!,#ðREF!,#ðREF!,26.79,5,,,,,,,,,,,,31.02,0,31.02,22.8,8.68,31.48,,,,,,,,,,,,,,
,11274,CUBULL,,REFLECTOR IPHONE 50W NEGRO - LUZ BLANCA CUBULL,42.1,30.28,,10,5,#ðREF!,#ðREF!,#ðREF!,39.99,0,,,,,,,,,,,,46.31,23.9,70.21,69.99,10.1,80.09,,,,,,,,,,,,,,
,11275,CUBULL,,REFLECTOR IPHONE 100W NEGRO - LUZ BLANCA CUBULL,75.4,58.46,,4,10,#ðREF!,#ðREF!,#ðREF!,71.63,92,28,4,22,1kg,,,,,,,6.96E+12,82.94,11.95,94.89,85.9,10.58,96.48,,,,,,,,,,,,,,
,11325,CUBULL,,REFLECTOR IPHONE 200W NEGRO - LUZ BLANCA CUBULL,150.8,116.93,,7,10,#ðREF!,#ðREF!,#ðREF!,143.26,26,,,,,,,,,,,6.96E+12,165.88,11.95,177.83,175.9,13.28,189.18,,,,,,,,,,,,,6.96E+11,
,11327,CUBULL,,REFLECTOR IPHONE 300W NEGRO - LUZ BLANCA CUBULL,213.4,183.74,,5,6,#ðREF!,#ðREF!,#ðREF!,202.73,81,,,,,,,,,,,6.96E+12,234.74,11.95,246.69,239.99,15.2,255.19,,,,,,,,,,,,,,
,11402,CUBULL,,REFLECTOR 200W FZ-20 - LUZ BLANCA CUBULL,139.4,110.66,,0,,#ðREF!,#ðREF!,#ðREF!,132.43,0,,,,,,,,,,,,153.34,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HSL58060,INGCO,,"60cm nivel Longitud: 60 cm Espesor: 1,0 mm Material: Aluminio",18.72,10.86,,9,30,#ðREF!,#ðREF!,#ðREF!,17.78,2,61,6,3,0.3K,,,,,,,6.93E+12,20.59,11.9,32.492,24.99,8.75,33.74,,,,,,,,,,,,,,
,AG130018,INGCO,,AMOLADORA 125MM 1300W,209.35,179.05,,0,0,#ðREF!,#ðREF!,#ðREF!,198.88,0,,,,,,,,,,,,230.29,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HBV086,INGCO,,"tornillo DE BANCO 6"" yunque",234.6,202.54,,2,2,#ðREF!,#ðREF!,#ðREF!,222.87,17,34x19x20 / 12k,,,,,34x19x20 / 12k,,,,,,258.06,34.95,293.01,299.99,17,316.99,,,,,,,,,,,,,,
,HSL38060M,INGCO,,nivel imantado,51.86,36.96,,1,0,#ðREF!,#ðREF!,#ðREF!,49.27,0,,,,,,,,,,,,57.05,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,WAH5008,INGCO,,500A porta electrodos,22.68,13.15,,3,2,#ðREF!,#ðREF!,#ðREF!,21.55,0,,,,,,,,,,,,24.95,7.95,32.898,30.99,8.93,39.92,,,,,,,,,,,,,,
,CAGLI1151,INGCO,,ag 20V amoladora inalambrico,251.79,222.48,,5,4,#ðREF!,#ðREF!,#ðREF!,239.2,17,33,14,10,"44,774.00",,,,,,,6.93E+12,276.97,11.95,288.919,289.99,16.7,306.69,,,,,,,,,,,,,,
,HKTHP11151,INGCO,,set taladro 680w  INGCO,203.86,172.68,,3,4,#ðREF!,#ðREF!,#ðREF!,193.67,34,38,32,11,4.9K,,,,,,,6.94E+12,224.25,0,224.246,239.9,15.2,255.1,,,,,,,,,,,,,,
,ID11008,INGCO,,1100w taladro ingco 1/2'' INDUSTRIAL,191.8,158.69,,2,2,#ðREF!,#ðREF!,#ðREF!,182.21,7,27,34,8,3,,27x34x8 / 3k,29x24x9,,,,6.93E+12,210.98,11.95,222.93,229.9,14.9,244.8,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,HKTAC010861,INGCO,,set brocas ingco,167.9,136.76,,0,2,#ðREF!,#ðREF!,#ðREF!,159.51,1,31x27x8 / 2.3k,,,,,31x27x8 / 2.3k,,,,,,184.69,6.95,191.64,209.99,14.3,224.29,,,,,,,,,,,,,,
,MGD601151,INGCO,,"DISCO DESBASTE 41/2"" ingco",5.22,3.03,,8,5,#ðREF!,#ðREF!,#ðREF!,4.96,0,,,,,,,,,,,,5.74,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,MGD602301,INGCO,,"DISCO DE DESBASTE 9"" ingco 230MM",13.86,8.04,,1,2,#ðREF!,#ðREF!,#ðREF!,13.17,0,30,30,10,0.8K,,23,23,5,0.6K,,,15.25,6.95,22.196,16.99,8.51,25.5,,,,,,,,,,,,,,
,MGD601801,INGCO,,"DESBASTE 7""",9.36,5.43,,0,2,#ðREF!,#ðREF!,#ðREF!,8.89,0,22,22,8,0.6K,,18,18,5,0.4K,,,10.3,6.95,17.246,11.99,8.36,20.35,,,,,,,,,,,,,,
,KC1301.1,INGCO,,ADAPTADOR SDS PLUS chuck de 1/2 para rotomartillo,21.78,12.63,,34,20,#ðREF!,#ðREF!,#ðREF!,20.69,0,,,,,,,,,,,,23.96,23.9,47.858,29.99,8.9,38.89,,,,,,,,,,,,,,
,HM-69,CUBULL,,foco sensor,25.5,15.66,,19,30,#ðREF!,#ðREF!,#ðREF!,24.23,30,,,,,,,,,,,,28.05,13,41.05,21.49,8.64,30.13,,,,,,,,,,,,,,
,,,,,0,0,,0,,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,CSGLI2001,INGCO,,PISTOLA PINTAR 20V ingco,166.01,134.57,,5,5,#ðREF!,#ðREF!,#ðREF!,157.71,18,29,28,12,1.2K,,,,,,,6.93E+12,182.61,11.95,194.561,179.9,13.4,193.3,,,,,,,,,,,,,,
,AKHS702,INGCO,,JUEGO DE MECHAS COPA,20.88,12.11,,4,4,#ðREF!,#ðREF!,#ðREF!,19.84,8,22,15,12,0.5K,,18,12,8,0.3K,,,22.97,7.95,30.918,29.99,8.9,38.89,,,,,,,,,,,,,,
,HCLR0130,INGCO,,TIRA LINEA DE ALBA¾IL,16.92,9.81,,2,4,#ðREF!,#ðREF!,#ðREF!,16.07,0,28,19,5,0.5,,28X19X5 / 0.5K,,,,,,18.61,5.95,24.562,23.99,8.72,32.71,,,,,,,,,,,,,,
,CIDLI20031,INGCO,,PERCUTOR 20V GORDO 55nm industrial maleta plastico,380.92,343.27,,3,4,#ðREF!,#ðREF!,#ðREF!,361.87,7,33,11,31,3kg,,,,,,,6.94E+12,419.01,11.95,430.962,499.9,23,522.9,,,,,,,,,,,,,,
,CABLI2001,INGCO,,"SOPLADOR 20V 10000/12500/17000 / min Volumen de aire mÿx.: 2,7 m3 / min Incluye: 1 Bolsa de polvo",153.41,119.96,,1,6,#ðREF!,#ðREF!,#ðREF!,145.74,0,,,,,,,,,,,,168.75,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,,,,,292.35,252.13,,0,,#ðREF!,#ðREF!,#ðREF!,277.73,0,,,,,,,,,,,,321.59,6.95,328.535,189.99,13.7,203.69,,,,,,,,,,,,,,
,HKTHP11021,INGCO,,set 650w antiguo,282,240.12,,0,4,#ðREF!,#ðREF!,#ðREF!,267.9,0,,,,,,,,,,,,310.2,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,BJ9508,INGCO,,engalletadora 950w,294.69,254.84,,4,4,#ðREF!,#ðREF!,#ðREF!,279.96,6,41,18,19,4k,,,,,,,6.93E+12,324.16,11.95,336.109,363.99,18.92,382.91,,,,,,,,,,,,,,
,AHM111,INGCO,,Auto-Darkening Welding Glasses Viewing Area:95x31mm Cartridge Size?108x 50.8x 5mm Sensors?2 Light State?,43.63,32.05,,17,20,#ðREF!,#ðREF!,#ðREF!,41.45,46,20,15,8,1,,20X15X8  / 1K,15X7X4  / 0.1K,,,,,47.99,0,47.993,59.99,9.8,69.79,,,,,,,,,,,,,,
,mcd1211550,INGCO,,DISCO  41/2 X50,87.92,71.83,,0,0,#ðREF!,#ðREF!,#ðREF!,83.52,0,12x15x9  / 2K,,,,,12x15x9  / 2K,,,,,,96.71,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,AG95018,INGCO,,ag 950w,0,0,,2,1,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,11.95,11.95,174.9,13.25,188.15,,,,,,,,,,,,,,
,HKTS14122,INGCO,,"set dados con llave Acero Cr-v de alta calidad Juego de enchufes 12 piezas 1/4"" 10 Piezas 1/4"" dado 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 mm 1 Pieza 1/4 "" 45T mango de trinquete de liberaci½n rÿpida 1 Pieza de barra de extensi½n de 1/4 ""y 100 mm",44.8,33.41,,1,1,#ðREF!,#ðREF!,#ðREF!,42.56,0,,,,,,,,,,,,49.28,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,MCD301802,INGCO,,"DISCO corte metal 7""",7.02,4.07,,30,10,#ðREF!,#ðREF!,#ðREF!,6.67,0,,,,,,,,,,,,7.72,11.9,19.622,34.99,9.05,44.04,,,,,,,,,,,,,,
,AKISD0808,INGCO,,jueg desarmadores,0,0,,1,2,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HKSDB0248,INGCO,,CONJUNTO DE LLAVES MULTIUSOS,0,0,,1,2,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,HSTH8802,INGCO,,comba 1kg,0,0,,0,0,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,,,,foco cubull 7w,0,0,,0,0,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,AKFS240101-1,INGCO,,CONJUNTO DE LIJAS 90X231MM,3.78,2.19,,2,0,#ðREF!,#ðREF!,#ðREF!,3.59,0,,,,,,,,,,,,4.16,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,AG20008,INGCO,,"ag 2000w 7""",305.4,267.26,,1,2,#ðREF!,#ðREF!,#ðREF!,290.13,0,56,16,12,5.6K,,,,,,,,335.94,5.95,341.89,365.99,18.98,384.97,,,,,,,,,,,,,,
,HTC04800B,INGCO,,Tile cutter blade With ball bearing Material?Tungsten carbide Blade size?22x10.5x2mm Suitable for HTC04800AG Packed by Blister card,31.09,20.98,,1,5,#ðREF!,#ðREF!,#ðREF!,29.54,5,,,,,,,,,,,,34.2,,,,#ðVALOR!,#ðVALOR!,,,,,,,,,,,,,,
,,,,,0,0,,0,0,#ðREF!,#ðREF!,#ðREF!,0,0,,,,,,,,,,,,0,6.95,6.95,189.99,13.7,203.69,,,,,,,,,,,,,,
,TSB111555,INGCO,,CORTE MADERA 41/2,19.08,11.07,,14,5,#ðREF!,#ðREF!,#ðREF!,18.13,0,0.2k / 12x12x1,,,,,0.2k / 12x12x1,,,,,,20.99,7.95,28.938,23.99,8.72,32.71,,,,,,,,,,,,,,
