pano,pmes,conglome,submuestra,vivienda,hogar,codperso,dominio,estrato,codpanel,p103,p104,p105,p106,p107,p108,p109a,p109b,p109c,p200n,p200i,p200a,p200b,p200bb,p200c,p200d,p200dd,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p20411,p204a,p205a,p206,P206AA,p207a,p207b,p208b1,p208b2,p208b3,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209bb,p209cc,p209h,p209ee,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p222,P223A1,P223A2,P223A3,P223A4,P223A5,P223A6,P223A7,P224,P225,ocu200,i211a,i211b,i212a,i212b,i212c,i212d,ingtot,ingprin,resident,fa_mjj22
2022,05,017512,005,0116,12,02,8,1,21051202,2,1,2, ,2,41,5,1, ,2,2,15,5,2022,21,5,2022,27,4,1981,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,536.920615610161
2022,05,017512,005,0116,12,03,8,1,21051203,3,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017512,005,0116,12,04,8,1,21051204,3,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017512,005,0116,22,01,8,1,21052201,1,1,2, ,1,24,6,5, ,1,1,15,5,2022,21,5,2022,23,3,1998,1, , , , , , , , , , , , , , ,564,8010,3,4,2, ,99,99,2019,12,12,12,12,12,0,8,68,1, ,1,1,4,1400,868, , ,120,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1400,868, , ,120,0,2388,2268,1,498.660474637535
2022,05,017512,005,0116,22,02,8,1,21052202,2,1,2, ,2,24,5,2, ,2,2,15,5,2022,21,5,2022,6,11,1997,1, , , , , , , , , , , , , , ,919,4799,2, ,1,1,1,3,2022,3,3,3,3,3,3,3,21,1, ,2,2, , , ,150,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,150,0, , ,150,150,1,526.590707764074
2022,05,017512,005,0116,22,03,8,1,21052203,3,1,2, ,2,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017512,005,0116,22,04,8,1,21052204,3,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017664,005,0200,11,01,8,1,21051101,1,1,2, ,1,48,8,3, ,1,1,24,4,2022,30,4,2022,17,1,1974,1, , , , , , , , , , , , , , ,423,1073,3,5,2, ,99,99,1999,0,8,8,8,8,8,8,48,1, ,1,2,4,2500,390, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2500,390, , , , ,2890,2890,1,299.042039668199
2022,05,017664,005,0200,11,02,8,1,21051102,2,1,2, ,2,49,6,5, ,2,2,24,4,2022,30,4,2022,4,3,1973,1, , , , , , , , , , , , , , ,572,4711,2, ,1,2,99,99,2018,10,10,10,10,10,10,14,74,1, ,2,2, , , ,779,260, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,779,260, , ,1039,1039,1,268.938539365464
2022,05,017664,005,0200,11,03,8,1,21051103,3,1,2, ,2,18,9,1, ,3,3,24,4,2022,30,4,2022,7,10,2003,1, , , , , , , , , , , , , , ,419,6419,3,5,1,60,15,1,2022,8,8,8,8,8,0,6,46,1, ,2,2,3,550,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1100,0, , , , ,1100,1100,1,358.08168127957
2022,05,017664,005,0200,11,04,8,1,21051104,3,1,2, ,2,21,7,2, ,4,4,24,4,2022,30,4,2022,3,7,2000,1, , , , , , , , , , , , , , ,572,4711,5,5,1,2,99,99,2019,0,4,4,8,8,8,0,32,2,48,2,2, , , , , , , , , , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , , , , , ,0,0,1,358.08168127957
2022,05,017664,005,0200,11,05,8,1,21051105,10,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017664,005,0201,11,01,8,1,21051101,1,1,2, ,1,41,6,5, ,1,1,24,4,2022,30,4,2022,16,11,1980,1, , , , , , , , , , , , , , ,861,4100,4,5,1,5,15,4,2022,0,8,8,8,8,8,5,45,1, ,2,1,2,600,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,2598,0, , , , ,2598,2598,1,378.945910091401
2022,05,017664,005,0201,11,02,8,1,21051102,2,1,2, ,2,43,4, ,6,2,2,24,4,2022,30,4,2022,15,6,1978,1, , , , , , , , , , , , , , ,522,5629,2, ,1,2,29,4,2022,0,0,0,0,0,6,6,12,1, ,1,2, , , ,433,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,5,4,1, , ,433,0, , ,433,433,1,365.106018614909
2022,05,017664,005,0201,11,03,8,1,21051103,3,1,2, ,2,18,6,5, ,3,3,24,4,2022,30,4,2022,1,11,2003,1, , , , , , , , , , , , , , ,942,5629,5,5,1,2,29,4,2022,0,0,0,0,0,6,6,12,1, ,1,2, , , , , , , ,0,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,5,4,4, , , , , , , , ,1,358.08168127957
2022,05,017664,005,0201,11,04,8,1,21051104,3,1,2, ,2,12,4, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017664,005,0201,11,05,8,1,21051105,3,1,2, ,2,8,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017664,005,0201,11,06,8,1,21051106,11,1,1, ,1,26,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,05,017664,005,0201,11,07,8,1,22051107,9,2, ,2,2,33,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,05,017664,005,0201,11,08,8,1,22051108,9,2, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022,05,017664,005,0218,11,01,8,1,22051101,1,1,2, ,1,44,6,5, ,1,1,24,4,2022,30,4,2022,27,4,1978,1, , , , , , , , , , , , , , ,885,4923,4,5,1,60,99,3,2020,14,14,0,0,0,14,14,56,1, ,1,2,4,2000,346, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2000,346, , , , ,2346,2346,1,378.945910091401
2022,05,017664,005,0218,11,02,8,1,21051102,2,1,2, ,2,41,3, ,3,2,2,24,4,2022,30,4,2022,24,7,1980,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,365.106018614909
2022,05,017664,005,0218,11,03,8,1,21051103,3,1,2, ,2,21,8,3, ,3,3,24,4,2022,30,4,2022,7,8,2000,1, , , , , , , , , , , , , , ,572,4772,3,5,1,4,99,7,2020,0,7,7,7,7,7,13,48,1, ,2,2,4,1050,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1050,0, , , , ,1050,1050,1,358.08168127957
2022,05,017664,005,0218,11,04,8,1,21051104,3,1,2, ,2,6,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017664,005,0219,11,01,8,1,21051101,1,1,2, ,2,45,6,5, ,1,1,24,4,2022,30,4,2022,9,10,1976,1, , , , , , , , , , , , , , ,942,5629,4,5,1,7,99,7,2021,0,10,10,10,10,10,10,60,1, ,1,2,2,300,60, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1299,260, , , , ,1559,1559,1,268.938539365464
2022,05,017664,005,0219,11,02,8,1,21051102,3,1,2, ,1,21,7,2, ,2,2,24,4,2022,30,4,2022,24,3,2001,1, , , , , , , , , , , , , , ,987,5224,2, ,1,1,99,11,2021,0,6,0,0,6,0,6,18,1, ,1,2, , , ,520,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,520,0, , ,520,520,1,339.089122753524
2022,05,017664,005,0219,11,03,8,1,21051103,3,1,2, ,1,10,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017740,005,0126,11,01,8,1,21051101,1,1,2, ,1,39,6,5, ,1,1,8,5,2022,14,5,2022,2,2,1983,1, , , , , , , , , , , , , , ,885,4921,2, ,1,1,15,7,2021,12,12,12,12,12,12,12,84,1, ,1,2, , , ,2425,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,5,4,1, , ,2425,0, , ,2425,2425,1,356.654974203671
2022,05,017740,005,0126,11,02,8,1,21051102,2,1,2, ,2,38,5,2, ,2,2,8,5,2022,14,5,2022,20,12,1983,1, , , , , , , , , , , , , , ,776,1512,2, ,1,1,30,4,2022,0,5,0,0,5,0,0,10,1, ,1,2, , , ,80,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,1,4,1, , ,80,0, , ,80,80,1,343.629193990503
2022,05,017740,005,0126,11,03,8,1,21051103,3,1,2, ,1,16,5,3, ,3,3,1,5,2022,7,5,2022,25,4,2006,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,5,0,0,0,0,0,0,1,5,4,4, , , , , , , , ,1,319.142703768022
2022,05,017740,005,0126,11,04,8,1,21051104,3,1,2, ,1,10,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017740,005,0126,11,05,8,1,21051105,3,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017740,005,0127,11,01,8,1,21051101,1,1,2, ,1,58,5,2, ,1,1,8,5,2022,14,5,2022,27,10,1963,1, , , , , , , , , , , , , , ,852,4520,2, ,1,1,15,1,2022,0,9,0,9,0,9,9,36,1, ,1,1, , , ,500,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,500,0, , ,500,500,1,281.451331452422
2022,05,017740,005,0127,11,02,8,1,21051102,2,1,2, ,2,58,3,2, ,2,2,1,5,2022,7,5,2022,21,4,1964,1, , , , , , , , , , , , , , ,942,5610,4,5,1,2,4,3,2022,0,8,8,8,8,8,8,48,1, ,2,1,2,300,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1299,0, , , , ,1299,1299,1,253.118625285142
2022,05,017740,005,0127,11,03,8,1,21051103,10,1,2, ,1,22,6,5, ,3,3,1,5,2022,7,5,2022,16,7,1999,1, , , , , , , , , , , , , , ,983,4100,4,5,1,3,15,10,2021,0,8,8,8,0,8,8,40,1, ,1,1,2,300,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1299,0, , , , ,1299,1299,1,319.142703768022
2022,05,017740,005,0137,11,01,8,1,21051101,1,1,2, ,1,49,8,3, ,1,1,1,5,2022,7,5,2022,20,2,1973,1, , , , , , , , , , , , , , ,314,3312,1, ,1,2,99,99,2017,0,8,8,8,8,8,0,40,1, ,1,2, , , ,3000,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,3000,0, , ,3000,3000,1,281.451331452422
2022,05,017740,005,0137,11,02,8,1,21051102,2,1,2, ,2,49,5,3, ,2,2,8,5,2022,14,5,2022,6,7,1972,1, , , , , , , , , , , , , , ,945,9609,2, ,1,1,4,4,2022,0,7,7,7,7,7,12,47,1, ,1,1, , , ,700,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,700,0, , ,700,700,1,253.118625285142
2022,05,017740,005,0137,11,03,8,1,21051103,3,1,2, ,2,25,6,5, ,3,3,1,5,2022,7,5,2022,31,8,1996,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,343.629193990503
2022,05,017740,005,0137,11,04,8,1,21051104,3,1,2, ,1,23,8,3, ,4,4,1,5,2022,7,5,2022,20,1,1999,1, , , , , , , , , , , , , , ,314,3312,3,5,1,2,12,5,2019,0,8,8,8,8,8,0,40,1, ,1,2,2,300,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1299,0, , , , ,1299,1299,1,319.142703768022
2022,05,017740,005,0137,11,05,8,1,21051105,3,1,2, ,2,20,6,5, ,5,5,1,5,2022,7,5,2022,6,4,2002,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,337.018052969008
2022,05,017740,005,0137,11,06,8,1,21051106,3,1,2, ,2,17,5,4, ,6,6,1,5,2022,7,5,2022,3,3,2005,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,337.018052969008
2022,05,017740,005,0137,11,07,8,1,21051107,3,1,2, ,2,14,5,2, ,7,7,1,5,2022,7,5,2022,16,5,2007,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,337.018052969008
2022,05,017740,005,0137,11,08,8,1,21051108,3,1,2, ,2,12,3, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017862,005,0141,11,01,8,1,21051101,1,1,2, ,1,72,8,3, ,1,1,8,5,2022,14,5,2022,18,6,1949,1, , , , , , , , , , , , , , ,572,4711,2, ,1,1,99,99,2001,10,12,12,12,12,14,10,82,1, ,2,2, , , ,1516,50,50,0,0, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,1516,50,50,0,1616,1566,1,246.269915020869
2022,05,017862,005,0155,11,01,8,1,21051101,1,1,2, ,1,56,6,5, ,1,2,8,5,2022,14,5,2022,3,12,1965,1, , , , , , , , , , , , , , ,885,4922,2, ,1,1,1,3,2022,0,10,0,10,0,10,0,30,1, ,1,1, , , ,800,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,800,0, , ,800,800,1,246.269915020869
2022,05,017862,005,0155,11,02,8,1,21051102,2,1,2, ,2,51,8,3, ,2,2,8,5,2022,14,5,2022,25,2,1971,1, , , , , , , , , , , , , , ,766,1071,2, ,1,2,99,10,2021,6,0,0,0,0,6,6,18,1, ,1,2, , , ,250,20, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,250,20, , ,270,270,1,221.4787971245
2022,05,017862,005,0155,11,03,8,1,21051105,3,1,2, ,1,25,10,5, ,3,3,8,5,2022,14,5,2022,13,8,1996,1, , , , , , , , , , , , , , ,572,4510,3,5,2, ,5,4,2021,0,8,12,12,12,12,8,64,1, ,1,2,4,3000,0, , ,1500,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,3000,0, , ,1500,0,4500,3000,1,312.073102428213
2022,05,017862,005,0155,11,04,8,1,21051104,3,1,2, ,2,31,8,3, ,4,4,8,5,2022,14,5,2022,4,1,1991,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,5,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,300.67554474169
2022,05,017862,005,0155,11,05,8,1,21051112,10,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017862,005,0155,11,06,8,1,21051113,5,1,2, ,1,77,5,3, ,6,6,8,5,2022,14,5,2022,25,2,1945,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , ,0, ,1,6,0,0,0,0,0,0,1,7,4,4, , , , , , , , ,1,246.269915020869
2022,05,017862,005,0158,11,01,8,1,21051101,1,1,2, ,1,68,10,5, ,1,1,8,5,2022,14,5,2022,3,2,1954,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,4,4,4, , , , , , , , ,1,246.269915020869
2022,05,017862,005,0158,11,02,8,1,21051102,2,1,2, ,2,66,6,5, ,2,2,8,5,2022,14,5,2022,24,1,1956,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,221.4787971245
2022,05,017862,005,0158,11,03,8,1,21051103,3,1,2, ,1,27,9,4, ,3,2,8,5,2022,14,5,2022,18,5,1995,1, , , , , , , , , , , , , , ,455,8220,3,5,2, ,15,4,2022,0,8,8,8,8,8,0,40,1, ,2,2,4,950,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,950,0, , , , ,950,950,1,312.073102428213
2022,05,017862,005,0158,11,04,8,1,21051104,10,1,2, ,2,17,6,5, ,4,4,8,5,2022,14,5,2022,27,11,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,1,2, ,0, ,2,6,0,0,0,0,0,0,1,8,4,4, , , , , , , , ,1,294.890796347882
2022,05,017862,005,0158,11,05,8,1,22051105,10,1,2, ,1,17,6,5, ,5,5,8,5,2022,14,5,2022,27,11,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,279.24986579702
2022,05,017862,005,0158,11,06,8,1,21051105,10,1,2, ,2,12,4, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017862,005,0158,11,07,8,1,21051106,10,1,2, ,1,7,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017870,005,0135,11,01,8,1,21051101,1,1,2, ,2,75,4,5, ,1,1,1,5,2022,7,5,2022,30,11,1946,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,5,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,189.838968963857
2022,05,017870,005,0135,11,02,8,1,21051102,3,1,2, ,2,39,6,5, ,2,2,24,4,2022,30,4,2022,5,2,1983,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3,16,1,5,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,257.721895492877
2022,05,017870,005,0135,11,03,8,1,21051103,3,1,2, ,1,34,9,4, ,3,3,1,5,2022,7,5,2022,24,2,1988,1, , , , , , , , , , , , , , ,381,4659,3,5,1,35,99,2,2016,0,8,8,8,8,8,8,48,1, ,1,2,4,2000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,7,4,1,2000,0, , , , ,2000,2000,1,267.491230652754
2022,05,017870,005,0136,11,01,8,1,21051101,1,1,2, ,1,85,6,5, ,1,3,24,4,2022,30,4,2022,26,3,1937,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,5,4,4, , , , , , , , ,1,211.088498589317
2022,05,017870,005,0136,11,02,8,1,21051102,2,1,2, ,2,85,10,5, ,2,3,24,4,2022,30,4,2022,2,3,1937,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , ,0, ,1,1,1,0,0,0,0,0,0,6,4,4, , , , , , , , ,1,189.838968963857
2022,05,017870,005,0136,11,03,8,1,21051103,3,1,2, ,2,66,6,5, ,3,3,24,4,2022,30,4,2022,28,7,1955,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,189.838968963857
2022,05,017870,005,0137,11,01,8,1,21051101,1,1,2, ,1,62,10,5, ,1,0,1,5,2022,7,5,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,05,017870,005,0137,11,02,8,1,21051102,2,1,2, ,2,61,6,5, ,2,0,1,5,2022,7,5,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,05,017870,005,0137,11,03,8,1,21051103,3,1,2, ,2,25,9,4, ,3,4,1,5,2022,7,5,2022,5,5,1997,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,7,10,2,2,0,0,0,0,0,0,1,7,4,2, , , , , , , , ,1,257.721895492877
2022,05,017870,005,0137,11,04,8,1,21051104,3,1,2, ,1,19,9,2, ,4,4,24,4,2022,30,4,2022,20,9,2002,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,2,0,0,0,0,0,0,1,7,4,4, , , , , , , , ,1,239.357027826017
2022,05,017870,005,0138,11,01,8,1,21051101,1,1,2, ,2,84,6,5, ,1,1,24,4,2022,30,4,2022,3,5,1938,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,189.838968963857
2022,05,017870,005,0138,11,02,8,1,22051102,3,1,2, ,1,49,10,5, ,2,0,24,4,2022,30,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,05,017985,005,0150,11,01,8,1,21051101,1,1,2, ,2,79,3,4, ,1,2,15,5,2022,21,5,2022,3,7,1942,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , ,0, ,1,5,1,0,0,0,0,0,0,6,4,4, , , , , , , , ,1,316.398281606428
2022,05,017985,005,0150,11,02,8,1,21051102,3,1,2, ,1,41,8,3, ,2,2,15,5,2022,21,5,2022,1,7,1980,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,445.818717754589
2022,05,017985,005,0153,11,01,8,1,21051101,1,1,2, ,1,77,4,5, ,1,1,15,5,2022,21,5,2022,13,3,1945,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,351.814164315528
2022,05,017985,005,0153,11,02,8,1,21051102,2,1,2, ,2,60,5,1, ,2,2,15,5,2022,21,5,2022,20,3,1962,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,316.398281606428
2022,05,017985,005,0153,11,03,8,1,21051103,3,1,2, ,2,36,5,2, ,3,3,15,5,2022,21,5,2022,17,6,1985,1, , , , , , , , , , , , , , ,942,8129,4,4,2, ,2,1,2020,8,0,8,8,8,8,8,48,1, ,2,2,4,1300,0, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1300,0, , , , ,1300,1300,1,429.536492488129
2022,05,017985,005,0153,11,04,8,1,21051104,10,1,2, ,1,18,5,1, ,4,4,15,5,2022,21,5,2022,10,5,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,3,1,1,6,0,0,0,0,0,0,1,6,4,2, , , , , , , , ,1,398.928379710028
2022,05,017985,005,0153,11,05,8,1,21051105,10,1,2, ,2,18,5,4, ,5,5,15,5,2022,21,5,2022,10,5,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,421.272566211259
2022,05,017985,005,0153,11,06,8,1,21051106,10,1,2, ,1,10,3, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,05,017985,005,0153,11,07,8,1,21051107,10,1,2, ,2,8,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
