Nombre de la evaluación,Componente ambiental,Matriz,Submatriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Fecha,Acidez,Aceites y grasas,Alcalinidad Total,Aluminio,Aluminio disuelto,Amoniaco,Antimonio,Antimonio disuelto,Arsénico,Arsénico disuelto,Bario,Bario disuelto,Berilio,Berilio disuelto,Bicarbonatos,Bismuto,Bismuto disuelto,Boro,Boro disuelto,Cadmio,Cadmio disuelto,Calcio,Calcio disuelto,Carbonatos,Carbono Orgánico Total,Caudal,Cianuro libre,Cianuro Total,Cianuro Wad,Cerio,Cerio disuelto,Cianuro Total,Cianuro Wad,Clorofila,Cloruros,Cobalto,Cobalto disuelto,Cobre,Cobre disuelto,Conductividad,Cromo,Cromo disuelto,Cromo Hexavalente,Cromo Hexavalente Total,Cromo Total,Demanda Bioquímica de Oxígeno,Demanda Química de Oxígeno (DQO),Estaño,Estaño disuelto,Estroncio,Estroncio disuelto,Fluoruros,Fosfato como P,Fosfatos,Fósforo,Fósforo disuelto,Fósforo Total,Hidrocarburos totales de petróleo (C10-C40),Hidrocarburos totales de petróleo (C6-C10),Hidrocarburos totales de petróleo (C6-C40),Hidrocarburos totales de petroleo (C8-C40),Hidrocarburos totales de petróleo,Hierro,Hierro disuelto,Litio,Litio disuelto,Magnesio,Magnesio disuelto,Manganeso,Manganeso disuelto,Material Particulado PM10,Mercurio,Mercurio disuelto,Mercurio Total,Molibdeno,Molibdeno disuelto,Níquel,Níquel disuelto,Nitratos (NO3-N),Nitratos(como N),Nitratos (NO3-N) + Nitritos (NO2-N),Nitritos (como N),Nitritos (NO2-N),Nitrógeno Amoniacal,Nitrógeno Total,Oxígeno Disuelto,PCB,pH,Plata,Plata disuelto,Plomo,Plomo disuelto,Potasio,Potasio disuelto,Potencial de hidrógeno,Potencial de Neutralización Sobek,Potencial redox,Potencial de óxido reducción (ORP),Selenio,Selenio disuelto,Silicatos,Silicio,Silicio disuelto,Sodio,Sodio disuelto,Sólidos Disueltos Totales (SDT),Sólidos Suspendidos Totales,Sólidos Totales Disueltos,Sulfato Total,Sulfatos,Sulfuro Total,Sulfuros,Talio,Talio disuelto,Temperatura,Titanio,Titanio disuelto,Torio,Torio disuelto,Turbidez,Uranio,Uranio disuelto,Vanadio,Vanadio disuelto,Wolframio disuelto,Wolframio,Zinc,Zinc disuelto,4-4῾DDD,4-4῾DDE,4-4῾DDT,4-4῾DDD2,4-4῾DDE3,4-4῾DDT4,Albicarb (parental),Albicarb sulfona,Albicarb sulfóxido,Aldrín,Alfa-BHC (Hexacloruro de Benceno),Beta-BHC (Hexacloruro de Benceno),Chlordane,Coliformes termotolerantes,Delta-BHC (Hexacloruro de Benceno),Dieldrin,Dimethoate,Disulfoton,Endosulfan I,Endosulfan Ii,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Endrin Ketone,EPN (Ethyl p-nitrophenyl),Famphur (Famophos),Gamma-BHC (Lindano),Heptaclor,Heptaclor Epoxide,Malathion,Methoxychlor,Methyl Parathion,"O,O,O-Triethyphosphoticate",Parathion,Phorate,Sulfotep,Thionazin
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMuy3,798786,9227725,17 Sur,WGS84,3678,"Laguna Muyoc, aproximadamente a 350 m al noreste de la descarga.",Simple,43174,,,,0.06 mg/L,0.046 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,0.00188 mg/L,0.00149 mg/L,0.0061 mg/L,0.0047 mg/L,<0.00002 mg/L,<0.00002 mg/L,220.8 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,67.26 mg/L,62.9 mg/L,-,,-,- mg CN- Libre/L,,,,,-,-,0.003 mg/L,0.238 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.00084 mg/L,0.00042 mg/L,310 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,0.00062 mg/L,<0.00003 mg/L,0.0862 mg/L,0.0831 mg/L,,,<0.004 mg/L,0.082 mg/L,<0.015 mg/L,,,,,,,0.3365 mg/L,0.0862 mg/L,<0.0001 mg/L,<0.0001 mg/L,2.369 mg/L,2.237 mg/L,0.06308 mg/L,0.04914 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,<0.0002 mg/L,<0.0002 mg/L,<0.009 mg NO3-/L,,,,,-,0.15 mg N/L,11.4 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0004 mg/L,<0.0002 mg/L,0.46 mg/L,0.35 mg/L,8.67 Unidad de pH,-,,79.8 mV,<0.0004 mg/L,<0.0004 mg/L,,,,0.425 mg/L,0.417 mg/L,,<2 mg/L,222 mg/L,-,1.142 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,16.4 °C,<0.0002 mg/L,<0.0002 mg/L,,,,0.000355 mg/L,0.000347 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,0.0425 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMuy4,798499,9227584,17 Sur,WGS84,3678,"Laguna Muyoc, aproximadamente a 20 m al norte de la descarga.",Simple,43174,,,,0.072 mg/L,0.035 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,0.00163 mg/L,0.00124 mg/L,0.0103 mg/L,0.0093 mg/L,<0.00002 mg/L,<0.00002 mg/L,208.6 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,63.46 mg/L,63.46 mg/L,-,,-,- mg CN- Libre/L,,,,,-,-,0.007 mg/L,0.303 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.00058 mg/L,0.00039 mg/L,302 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,<0.00003 mg/L,<0.00003 mg/L,0.0879 mg/L,0.0879 mg/L,,,<0.004 mg/L,0.089 mg/L,<0.015 mg/L,,,,,,,0.2916 mg/L,0.0573 mg/L,<0.0001 mg/L,<0.0001 mg/L,2.187 mg/L,2.187 mg/L,0.13704 mg/L,0.11122 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,<0.0002 mg/L,<0.0002 mg/L,<0.009 mg NO3-/L,,,,,-,0.134 mg N/L,9.94 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0004 mg/L,<0.0002 mg/L,0.48 mg/L,0.44 mg/L,8.45 Unidad de pH,-,,57.1 mV,<0.0004 mg/L,<0.0004 mg/L,,,,0.478 mg/L,0.478 mg/L,,<2 mg/L,196 mg/L,-,1.25 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,14.7 °C,<0.0002 mg/L,<0.0002 mg/L,,,,0.000343 mg/L,0.000343 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,<0.01 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMuy1,798469,9228024,17 Sur,WGS84,3683,"Quebrada Muyoc, aproximadamente a 220 m antes de su confluencia a la laguna Muyoc.",Simple,43174,,,,0.04 mg/L,0.012 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,0.00137 mg/L,0.00108 mg/L,0.0128 mg/L,0.0106 mg/L,<0.00002 mg/L,<0.00002 mg/L,270.9 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,82.33 mg/L,77.84 mg/L,-,,0.048 L/s,- mg CN- Libre/L,,,,,-,-,-,0.148 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.00061 mg/L,<0.00003 mg/L,439 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,<0.00003 mg/L,<0.00003 mg/L,0.1011 mg/L,0.0987 mg/L,,,-,0.067 mg/L,<0.015 mg/L,,,,,,,0.0819 mg/L,0.0187 mg/L,<0.0001 mg/L,<0.0001 mg/L,2.147 mg/L,2.037 mg/L,0.01704 mg/L,0.01273 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,<0.0002 mg/L,<0.0002 mg/L,0.252 mg NO3-/L,,,,,-,-,6.93 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0006 mg/L,<0.0002 mg/L,0.27 mg/L,0.18 mg/L,7.86 Unidad de pH,-,,81.3 mV,<0.0004 mg/L,<0.0004 mg/L,,,,0.369 mg/L,0.343 mg/L,,<2 mg/L,302 mg/L,-,1.968 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,11.9 °C,<0.0002 mg/L,<0.0002 mg/L,,,,0.000299 mg/L,0.00027 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,<0.01 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMuy2,798577,9227242,17 Sur,WGS84,3657,"Quebrada Muyoc, aproximadamente a 110 m antes de la confluencia con la quebrada Milpo.",Simple,43174,,,,1.951 mg/L,0.028 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,0.00535 mg/L,0.00113 mg/L,0.3039 mg/L,0.0082 mg/L,0.00043 mg/L,<0.00002 mg/L,212.4 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,0.031 mg/L,<0.002 mg/L,0.00085 mg/L,<0.00001 mg/L,431.4 mg/L,62.5 mg/L,-,,0.03388 L/s,- mg CN- Libre/L,,,,,-,-,-,0.328 mg/L,0.00108 mg/L,<0.00001 mg/L,0.01102 mg/L,<0.00003 mg/L,308 uS/cm,0.0042 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,0.00057 mg/L,<0.00003 mg/L,0.3872 mg/L,0.0874 mg/L,,,-,0.35 mg/L,<0.015 mg/L,,,,,,,1.889 mg/L,0.0728 mg/L,0.0036 mg/L,<0.0001 mg/L,99.12 mg/L,2.193 mg/L,0.43423 mg/L,0.03011 mg/L,,0.00017 mg/L,<0.00003 mg/L,-,0.00037 mg/L,<0.00002 mg/L,0.003 mg/L,<0.0002 mg/L,0.053 mg NO3-/L,,,,,-,-,6.77 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0497 mg/L,<0.0002 mg/L,1.24 mg/L,0.39 mg/L,8.24 Unidad de pH,-,,52.8 mV,<0.0004 mg/L,<0.0004 mg/L,,,,1.89 mg/L,0.528 mg/L,,2 mg/L,202 mg/L,-,1.277 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,15.3 °C,0.0335 mg/L,<0.0002 mg/L,,,,0.000551 mg/L,<0.000003 mg/L,0.0049 mg/L,<0.0001 mg/L,,,0.1292 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMilp1,796967,9228179,17 Sur,WGS84,3770,"Laguna Milpo, aproximadamente a 530 m al noroeste de la garita de control (Bravo 3) del PM El Galeno.",Simple,43175,,,,0.217 mg/L,0.189 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,0.00059 mg/L,0.00053 mg/L,0.0057 mg/L,0.0048 mg/L,<0.00002 mg/L,<0.00002 mg/L,<1.2 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.74 mg/L,0.56 mg/L,-,,-,- mg CN- Libre/L,,,,,-,-,-,<0.061 mg/L,0.00067 mg/L,0.00062 mg/L,0.0745 mg/L,0.0707 mg/L,23 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,<0.00003 mg/L,<0.00003 mg/L,0.0034 mg/L,0.0034 mg/L,,,-,0.03 mg/L,<0.015 mg/L,,,,,,,0.1351 mg/L,0.1213 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.14 mg/L,0.135 mg/L,0.00893 mg/L,0.00893 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,0.0007 mg/L,<0.0002 mg/L,<0.035 mg NO3-/L,,,,,-,-,6.64 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0007 mg/L,0.0003 mg/L,0.53 mg/L,0.52 mg/L,4.49 Unidad de pH,-,,-,<0.0004 mg/L,<0.0004 mg/L,,,,0.427 mg/L,0.427 mg/L,,<2 mg/L,14 mg/L,-,5.046 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,12.7 °C,<0.0002 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,<0.01 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMilp2,797266,9228088,17 Sur,WGS84,3770,"Laguna Milpo, aproximadamente a 390 m al norte de la garita de control (Bravo 3) del PM El Galeno.",Simple,43175,,,,0.212 mg/L,0.182 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,<0.00003 mg/L,<0.00003 mg/L,0.0053 mg/L,0.0052 mg/L,<0.00002 mg/L,<0.00002 mg/L,2 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.39 mg/L,0.39 mg/L,-,,-,- mg CN- Libre/L,,,,,-,-,-,<0.061 mg/L,0.00064 mg/L,0.00059 mg/L,0.07357 mg/L,0.0699 mg/L,23 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,<0.00003 mg/L,<0.00003 mg/L,0.0037 mg/L,0.0037 mg/L,,,-,0.036 mg/L,<0.015 mg/L,,,,,,,0.1391 mg/L,0.1105 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.145 mg/L,0.145 mg/L,0.00916 mg/L,0.00916 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,0.0007 mg/L,<0.0002 mg/L,<0.035 mg NO3-/L,,,,,-,-,6.77 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0005 mg/L,<0.0002 mg/L,0.53 mg/L,0.53 mg/L,4.51 Unidad de pH,-,,-,<0.0004 mg/L,<0.0004 mg/L,,,,0.412 mg/L,0.412 mg/L,,<2 mg/L,30 mg/L,-,4.993 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,12.7 °C,<0.0002 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,<0.01 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMilp3,797222,9227716,17 Sur,WGS84,3770,"Laguna Milpo, aproximadamente a 5 m al norte de la garita de control (Bravo 3) del PM El Galeno.",Simple,43175,,,,0.218 mg/L,0.174 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,<0.00003 mg/L,<0.00003 mg/L,0.0053 mg/L,0.0047 mg/L,<0.00002 mg/L,<0.00002 mg/L,2 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.95 mg/L,0.95 mg/L,-,,-,- mg CN- Libre/L,,,,,-,-,-,<0.061 mg/L,0.00061 mg/L,0.00055 mg/L,0.07613 mg/L,0.0668 mg/L,22.8 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,<0.00003 mg/L,<0.00003 mg/L,0.0039 mg/L,0.0039 mg/L,,,-,0.031 mg/L,<0.015 mg/L,,,,,,,0.1192 mg/L,0.1017 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.148 mg/L,0.148 mg/L,0.01011 mg/L,0.01011 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,0.0011 mg/L,<0.0002 mg/L,<0.035 mg NO3-/L,,,,,-,-,6.63 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,<0.0002 mg/L,<0.0002 mg/L,0.55 mg/L,0.45 mg/L,4.49 Unidad de pH,-,,-,<0.0004 mg/L,<0.0004 mg/L,,,,0.419 mg/L,0.419 mg/L,,<2 mg/L,14 mg/L,-,4.873 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,13.4 °C,<0.0002 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,<0.01 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMilp4,796838,9227834,17 Sur,WGS84,3770,"Laguna Milpo, aproximadamente a 380 m al oeste de la garita de control (Bravo 3) del PM El Galeno.",Simple,43175,,,,0.209 mg/L,0.191 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,0.00038 mg/L,0.00038 mg/L,0.005 mg/L,0.0045 mg/L,<0.00002 mg/L,<0.00002 mg/L,2.3 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.39 mg/L,0.61 mg/L,-,,-,- mg CN- Libre/L,,,,,-,-,-,<0.061 mg/L,0.00056 mg/L,0.00054 mg/L,0.0724 mg/L,0.07032 mg/L,22.9 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,<0.00003 mg/L,<0.00003 mg/L,0.003 mg/L,0.003 mg/L,,,-,0.031 mg/L,<0.015 mg/L,,,,,,,0.127 mg/L,0.1057 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.129 mg/L,0.129 mg/L,0.009 mg/L,0.009 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,0.0008 mg/L,<0.0002 mg/L,<0.035 mg NO3-/L,,,,,-,-,6.39 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0004 mg/L,0.0003 mg/L,0.51 mg/L,0.5 mg/L,4.51 Unidad de pH,-,,-,<0.0004 mg/L,<0.0004 mg/L,,,,0.37 mg/L,0.37 mg/L,,<2 mg/L,14 mg/L,-,5.009 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,13.1 °C,<0.0002 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,<0.01 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMilp2,798458,9227229,17 Sur,WGS84,3658,"Quebrada Milpo, aproximadamente a 130 m antes de la confluencia con la quebrada Muyoc.",Simple,43175,,,,0.194 mg/L,0.092 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,0.00059 mg/L,<0.00003 mg/L,0.0047 mg/L,0.004 mg/L,<0.00002 mg/L,<0.00002 mg/L,4.3 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,2.14 mg/L,2.14 mg/L,-,,0.04752 L/s,- mg CN- Libre/L,,,,,-,-,-,<0.061 mg/L,0.00037 mg/L,0.00031 mg/L,0.04107 mg/L,0.02677 mg/L,17.37 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,<0.00003 mg/L,<0.00003 mg/L,0.0046 mg/L,0.0045 mg/L,,,-,0.041 mg/L,<0.015 mg/L,,,,,,,0.1566 mg/L,0.0546 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.173 mg/L,0.159 mg/L,0.0379 mg/L,0.0299 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,0.0007 mg/L,<0.0002 mg/L,<0.035 mg NO3-/L,,,,,-,-,7.11 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0006 mg/L,<0.0002 mg/L,0.53 mg/L,0.52 mg/L,7.83 Unidad de pH,-,,96 mV,<0.0004 mg/L,<0.0004 mg/L,,,,0.374 mg/L,0.374 mg/L,,<2 mg/L,10 mg/L,-,4.583 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,12.5 °C,0.0014 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,<0.01 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMilp3,798894,9226821,17 Sur,WGS84,3630,"Quebrada Milpo, aproximadamente a 475 m después de la confluencia de las quebradas Milpo y Muyoc.",Simple,43175,,,,0.106 mg/L,0.046 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,<0.00003 mg/L,<0.00003 mg/L,0.0041 mg/L,0.0032 mg/L,<0.00002 mg/L,<0.00002 mg/L,42.7 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,12.85 mg/L,12.6 mg/L,-,,0.0228 L/s,- mg CN- Libre/L,,,,,-,-,-,0.067 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.01167 mg/L,0.01039 mg/L,72.8 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,<0.00003 mg/L,<0.00003 mg/L,0.0173 mg/L,0.0166 mg/L,,,-,0.058 mg/L,<0.015 mg/L,,,,,,,0.1477 mg/L,0.0472 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.504 mg/L,0.492 mg/L,0.02287 mg/L,0.0071 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,<0.0002 mg/L,<0.0002 mg/L,<0.035 mg NO3-/L,,,,,-,-,6.16 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0008 mg/L,<0.0002 mg/L,0.49 mg/L,0.44 mg/L,8.12 Unidad de pH,-,,80.4 mV,<0.0004 mg/L,<0.0004 mg/L,,,,0.419 mg/L,0.419 mg/L,,3 mg/L,43 mg/L,-,4.092 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,11.9 °C,<0.0002 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,<0.01 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QQuin1,798091,9227038,17 Sur,WGS84,3752,"Quebrada Quinuacucho, aproximadamente a 50 m aguas arriba de la carretera que une el caserío El Punre con el PM El Galeno.",Simple,43175,,,,0.165 mg/L,0.104 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,0.00502 mg/L,0.0031 mg/L,0.0035 mg/L,0.0021 mg/L,<0.00002 mg/L,<0.00002 mg/L,1.5 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,1.49 mg/L,0.66 mg/L,-,,0.00975 L/s,- mg CN- Libre/L,,,,,-,-,-,<0.061 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.00244 mg/L,0.00244 mg/L,11.9 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,<0.00003 mg/L,<0.00003 mg/L,0.0027 mg/L,0.002 mg/L,,,-,0.039 mg/L,<0.015 mg/L,,,,,,,0.4155 mg/L,0.2553 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.161 mg/L,0.063 mg/L,0.0082 mg/L,0.0078 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,<0.0002 mg/L,<0.0002 mg/L,<0.035 mg NO3-/L,,,,,-,-,6.81 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,0.0005 mg/L,<0.0002 mg/L,0.1 mg/L,<0.04 mg/L,5.02 Unidad de pH,-,,152.9 mV,<0.0004 mg/L,<0.0004 mg/L,,,,<0.006 mg/L,<0.006 mg/L,,2 mg/L,7 mg/L,-,1.653 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,10.2 °C,0.0014 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,0.0291 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QQuin2,798794,9226597,17 Sur,WGS84,3620,"Quebrada Quinuacucho, aproximadamente a 370 m antes de la confluencia con la quebrada Milpo.",Simple,43175,,,,0.095 mg/L,0.052 mg/L,-,<0.00004 mg/L,<0.00004 mg/L,0.00278 mg/L,0.0022 mg/L,0.0038 mg/L,0.0038 mg/L,<0.00002 mg/L,<0.00002 mg/L,15 mg HCO3-/L,<0.00002 mg/L,<0.00002 mg/L,<0.002 mg/L,<0.002 mg/L,<0.00001 mg/L,<0.00001 mg/L,4.74 mg/L,4.52 mg/L,-,,0.00858 L/s,- mg CN- Libre/L,,,,,-,-,-,<0.061 mg/L,<0.00001 mg/L,<0.00001 mg/L,0.00422 mg/L,0.00422 mg/L,26.7 uS/cm,<0.0001 mg/L,<0.0001 mg/L,-,,,,- mg O2/L,<0.00003 mg/L,<0.00003 mg/L,0.0066 mg/L,0.0063 mg/L,,,-,0.037 mg/L,<0.015 mg/L,,,,,,,0.2088 mg/L,0.1151 mg/L,<0.0001 mg/L,<0.0001 mg/L,0.176 mg/L,0.162 mg/L,0.00231 mg/L,0.002 mg/L,,<0.00003 mg/L,<0.00003 mg/L,-,<0.00002 mg/L,<0.00002 mg/L,<0.0002 mg/L,<0.0002 mg/L,<0.035 mg NO3-/L,,,,,-,-,7.35 mg/L,,,<0.000003 mg/L,<0.000003 mg/L,<0.0002 mg/L,<0.0002 mg/L,0.18 mg/L,0.11 mg/L,8.31 Unidad de pH,-,,81.6 mV,<0.0004 mg/L,<0.0004 mg/L,,,,0.177 mg/L,0.177 mg/L,,<2 mg/L,16 mg/L,-,2.574 mg SO4-2/L,-,-,<0.00002 mg/L,<0.00002 mg/L,10.3 °C,0.0013 mg/L,<0.0002 mg/L,,,,<0.000003 mg/L,<0.000003 mg/L,<0.0001 mg/L,<0.0001 mg/L,,,<0.01 mg/L,<0.01 mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
