"","HORA","DEPARTAMENTO","CODE_VIA","KILOMETRO","MODALIDAD","FALLECIDOS","HERIDOS","LATITUD","LONGITUD","ANNO","MES","DIA"
"246",14,"LIMA","PE-1N",64,"DESPISTE",0,1,-11.96,-76.96,"2020","ENERO","16"
"247",15.92,"LIMA","PE-1S",77,"CHOQUE",0,0,-11.96,-76.96,"2020","ENERO","16"
"248",23.83,"AMAZONAS","PE-5N",81,"CHOQUE",0,0,-50.85,-77.89,"2020","ENERO","16"
"249",0.63,"LIMA","PE-22",92,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","16"
"250",21,"LIMA","PE-22",112,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","16"
"251",21.83,"AREQUIPA","PE-34A",124,"CHOQUE",0,0,-15.6,-70.47,"2020","ENERO","16"
"252",17.75,"CAJAMARCA","PE-08B",130,"DESPISTE",0,2,-70.39,-77.49,"2020","ENERO","16"
"253",9,"HUANCAVELICA","PE-28A",137,"DESPISTE",0,2,-11.22,-73.03,"2020","ENERO","16"
"254",18.5,"JUNIN","PE-22",139,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","16"
"255",19.5,"ICA","PE-1S",299,"ATROPELLO",0,2,-13.93,-74.27,"2020","ENERO","16"
"256",8,"ANCASH","PE-1N",383,"DESPISTE",0,0,-92.75,-76.44,"2020","ENERO","16"
"257",13,"AYACUCHO","PE-3S",464,"DESPISTE",0,4,-12.84,-73.78,"2020","ENERO","16"
"258",0.08,"AREQUIPA","PE-1S",935,"CHOQUE",2,0,-15.6,-70.47,"2020","ENERO","16"
"259",9.97,"CUSCO","PE-34G",4,"CHOQUE",0,2,-12.47,-70.04,"2020","ENERO","17"
"260",12.83,"JUNIN","PE-3S",6,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","17"
"261",5.83,"ANCASH","PE-16",49,"DESPISTE",1,0,-92.75,-76.44,"2020","ENERO","17"
"262",15.67,"AREQUIPA","PE-34A",78,"DESPISTE",1,9,-15.6,-70.47,"2020","ENERO","17"
"263",NA,"LIMA","PE-1N",80,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","17"
"264",15.5,"TACNA","PE-36A",124,"DESPISTE",1,3,-18,-69.76,"2020","ENERO","17"
"265",12.5,"CAJAMARCA","PE-08B",126,"DESPISTE",1,1,-70.39,-77.49,"2020","ENERO","17"
"266",5,"AMAZONAS","PE-5N",285,"DESPISTE",0,1,-50.85,-77.89,"2020","ENERO","17"
"267",19.83,"APURIMAC","PE-3S",759,"DESPISTE",2,2,-13.95,NA,"2020","ENERO","17"
"268",9,"JUNIN","PE-3SA",19,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","18"
"269",18,"HUANUCO","PE-18A",20,"DESPISTE",0,0,-98.8,-75.76,"2020","ENERO","18"
"270",9.5,"LAMBAYEQUE","PE-1NJ",35,"CHOQUE",0,1,-66.81,-78.1,"2020","ENERO","18"
"271",8.75,"LIMA","PE-22",57,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","18"
"272",17.83,"JUNIN","PE-22",62,"DESPISTE",0,4,-10.85,-74.01,"2020","ENERO","18"
"273",9.5,"AREQUIPA","PE-34E",63,"DESPISTE",0,0,-15.6,-70.47,"2020","ENERO","18"
"274",20,"CAJAMARCA","PE-06B",78,"DESPISTE",0,0,-70.39,-77.49,"2020","ENERO","18"
"275",15.5,"LIMA","PE-1N",82,"CHOQUE",0,1,-11.96,-76.96,"2020","ENERO","18"
"276",11,"LA LIBERTAD","PE-1N",89,"CHOQUE",0,1,-80.57,-77.53,"2020","ENERO","18"
"277",2,"LIMA","PE-22",103,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","18"
"278",19,"LIMA","PE-1S",173,"ESPECIAL",0,0,-11.96,-76.96,"2020","ENERO","18"
"279",10.5,"AMAZONAS","PE-5N",233,"DESPISTE",0,0,-50.85,-77.89,"2020","ENERO","18"
"280",12.5,"PUNO","PE-34A",272,"DESPISTE",0,0,-14.16,-69.98,"2020","ENERO","18"
"281",12.5,"PUNO","PE-34A",272,"DESPISTE",0,0,-14.16,-69.98,"2020","ENERO","18"
"282",19.67,"CUSCO","PE-3S",1101,"CHOQUE",0,14,-12.47,-70.04,"2020","ENERO","18"
"283",10.33,"LA LIBERTAD",NA,0,"CHOQUE",0,14,-80.57,-77.53,"2020","ENERO","19"
"284",13.92,"PUNO","PE-34H",36,"CHOQUE",0,3,-14.16,-69.98,"2020","ENERO","19"
"285",21.5,"CUSCO","CU-117",43,"CHOQUE",0,1,-12.47,-70.04,"2020","ENERO","19"
"286",17.75,"PIURA","PE-1N",64,"DESPISTE",0,1,-50.22,-79.35,"2020","ENERO","19"
"287",16.75,"HUANCAVELICA","PE-28A",93,"DESPISTE",0,1,-11.22,-73.03,"2020","ENERO","19"
"288",10,"HUANUCO","PE-18A",110,"CHOQUE",0,0,-98.8,-75.76,"2020","ENERO","19"
"289",17,"AREQUIPA","PE-34A",117,"CHOQUE",0,4,-15.6,-70.47,"2020","ENERO","19"
"290",7,"ICA","PE-1S",202,"DESPISTE",0,1,-13.93,-74.27,"2020","ENERO","19"
"291",10.83,"LIMA","PE-1N",215,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","19"
"292",23.17,"SAN MARTIN","PE-5N",572,"CHOQUE",0,1,-71.56,-75.18,"2020","ENERO","19"
"293",4,"LA LIBERTAD","PE-1N",713,"CHOQUE",0,1,-80.57,-77.53,"2020","ENERO","19"
"294",10.75,"JUNIN","PE-3N",1,"DESPISTE",0,3,-10.85,-74.01,"2020","ENERO","20"
"295",21.5,"ANCASH","PE-14",2,"CHOQUE",0,0,-92.75,-76.44,"2020","ENERO","20"
"296",10,"HUANCAVELICA","PE-3SD",8,"DESPISTE",1,2,-11.22,-73.03,"2020","ENERO","20"
"297",22.75,"LAMBAYEQUE","PE-1N",10,"ATROPELLO",0,1,-66.81,-78.1,"2020","ENERO","20"
"298",14,"LA LIBERTAD","PE-1S",14,"CHOQUE",1,0,-80.57,-77.53,"2020","ENERO","20"
"299",6,"LIMA","PE-1N",106,"CHOQUE",0,0,-11.96,-76.96,"2020","ENERO","20"
"300",13.17,"AREQUIPA","PE-34A",109,"DESPISTE",0,0,-15.6,-70.47,"2020","ENERO","20"
"301",2.5,"LIMA","PE-1N",137,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","20"
"302",13.33,"AREQUIPA","PE-34A",146,"DESPISTE",1,5,-15.6,-70.47,"2020","ENERO","20"
"303",3.17,"LIMA","PE-1N",159,"DESPISTE",0,7,-11.96,-76.96,"2020","ENERO","20"
"304",15.5,"JUNIN","PE-3S",162,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","20"
"305",21,"PIURA","PE-1N",234,"ATROPELLO",0,1,-50.22,-79.35,"2020","ENERO","20"
"306",0.6,"ICA","PE-1S",324,"ATROPELLO",1,0,-13.93,-74.27,"2020","ENERO","20"
"307",13.75,"SAN MARTIN","PE-5N",397,"DESPISTE",0,0,-71.56,-75.18,"2020","ENERO","20"
"308",21.33,"ICA","PE-1S",461,"ATROPELLO",1,0,-13.93,-74.27,"2020","ENERO","20"
"309",21.67,"AREQUIPA","PE-1S",668,"DESPISTE",0,0,-15.6,-70.47,"2020","ENERO","20"
"310",7.67,"JUNIN",NA,30,"DESPISTE",0,1,-10.85,-74.01,"2020","ENERO","21"
"311",6.6,"TACNA","PE-36",34,"DESPISTE",0,0,-18,-69.76,"2020","ENERO","21"
"312",10.42,"TACNA",NA,44,"DESPISTE",0,2,-18,-69.76,"2020","ENERO","21"
"313",23.83,"LIMA","PE-1N",48,"CHOQUE",0,0,-11.96,-76.96,"2020","ENERO","21"
"314",6.75,"LIMA","PE-22",57,"CHOQUE",0,2,-11.96,-76.96,"2020","ENERO","21"
"315",20.5,"HUANCAVELICA","PE-28A",66,"DESPISTE",0,0,-11.22,-73.03,"2020","ENERO","21"
"316",4.5,"ANCASH","PE-16",82,"DESPISTE",0,1,-92.75,-76.44,"2020","ENERO","21"
"317",8.5,"AYACUCHO","PE-30A",100,"CHOQUE",0,0,-12.84,-73.78,"2020","ENERO","21"
"318",21,"TACNA",NA,108,"CHOQUE",0,0,-18,-69.76,"2020","ENERO","21"
"319",19.5,"JUNIN","PE-3S",111,"ATROPELLO",0,1,-10.85,-74.01,"2020","ENERO","21"
"320",6.17,"AMAZONAS","PE-5N",230,"DESPISTE",0,0,-50.85,-77.89,"2020","ENERO","21"
"321",9.25,"ANCASH","PE-1N",252,"CHOQUE",0,0,-92.75,-76.44,"2020","ENERO","21"
"322",2.67,"ICA","PE-1S",271,"ATROPELLO",0,1,-13.93,-74.27,"2020","ENERO","21"
"323",2.5,"ICA","PE-1S",271,"ATROPELLO",0,1,-13.93,-74.27,"2020","ENERO","21"
"324",11.17,"MADRE DE DIOS","PE-30C",274,"DESPISTE",0,0,-10.24,-69.19,"2020","ENERO","21"
"325",11.67,"ANCASH","PE-1N",275,"DESPISTE",0,3,-92.75,-76.44,"2020","ENERO","21"
"326",1.42,"ANCASH","PE-1N",323,"DESPISTE",0,4,-92.75,-76.44,"2020","ENERO","21"
"327",7,"ANCASH",NA,622,"DESPISTE",0,1,-92.75,-76.44,"2020","ENERO","21"
"328",0,"LAMBAYEQUE","PE-1N",920,"CHOQUE",0,9,-66.81,-78.1,"2020","ENERO","21"
"329",2.8,"JUNIN",NA,10,"DESPISTE",0,1,-10.85,-74.01,"2020","ENERO","22"
"330",10.83,"JUNIN","PE-3S",22,"CHOQUE",2,8,-10.85,-74.01,"2020","ENERO","22"
"331",3.5,"JUNIN","PE-22",27,"DESPISTE",0,1,-10.85,-74.01,"2020","ENERO","22"
"332",19,"AYACUCHO",NA,45,"DESPISTE",0,5,-12.84,-73.78,"2020","ENERO","22"
"333",7,"LIMA","PE-1N",70,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","22"
"334",4.5,"LIMA","PE-22",80,"ESPECIAL",0,2,-11.96,-76.96,"2020","ENERO","22"
"335",7.33,"CAJAMARCA","PE-08",85,"DESPISTE",0,0,-70.39,-77.49,"2020","ENERO","22"
"336",11.33,"LIMA","PE-22",111,"CHOQUE",0,0,-11.96,-76.96,"2020","ENERO","22"
"337",2,"AREQUIPA","PE-34A",136,"DESPISTE",0,2,-15.6,-70.47,"2020","ENERO","22"
"338",0.5,"ICA","PE-1S",200,"CHOQUE",0,5,-13.93,-74.27,"2020","ENERO","22"
"339",10.75,"ICA","PE-1S",222,"DESPISTE",0,0,-13.93,-74.27,"2020","ENERO","22"
"340",18.37,"ANCASH","PE-1N",419,"CHOQUE",1,2,-92.75,-76.44,"2020","ENERO","22"
"341",6.33,"HUANUCO",NA,459,"DESPISTE",0,0,-98.8,-75.76,"2020","ENERO","22"
"342",18.25,"LA LIBERTAD","PE-1N",512,"ESPECIAL",0,0,-80.57,-77.53,"2020","ENERO","22"
"343",20.42,"ANCASH",NA,639,"DESPISTE",0,1,-92.75,-76.44,"2020","ENERO","22"
"344",0.83,"AREQUIPA","PE-1S",649,"DESPISTE",0,0,-15.6,-70.47,"2020","ENERO","22"
"345",3,"AREQUIPA","PE-1S",922,"DESPISTE",4,18,-15.6,-70.47,"2020","ENERO","22"
"346",7.25,"MOQUEGUA","PE-1S",1131,"CHOQUE",0,1,-16.81,-69.07,"2020","ENERO","22"
"347",16,"CAJAMARCA","PE-3N",1200,"DESPISTE",0,3,-70.39,-77.49,"2020","ENERO","22"
"348",13.17,"CAJAMARCA","PE-3N",1382,"DESPISTE",0,1,-70.39,-77.49,"2020","ENERO","22"
"349",19,"LIMA","PE-1N",4,"CHOQUE",0,2,-11.96,-76.96,"2020","ENERO","23"
"350",16.5,"LORETO","LO-103",9,"CHOQUE",0,2,-41.68,-73.79,"2020","ENERO","23"
"351",21,"AREQUIPA","PE-34E",16,"CHOQUE",0,0,-15.6,-70.47,"2020","ENERO","23"
"352",6,"AREQUIPA","PE-34E",33,"CHOQUE",0,2,-15.6,-70.47,"2020","ENERO","23"
"353",8.75,"CUSCO",NA,68,"DESPISTE",0,0,-12.47,-70.04,"2020","ENERO","23"
"354",8.8,"TACNA","PE-1SD",69,"DESPISTE",0,0,-18,-69.76,"2020","ENERO","23"
"355",5,"LIMA","PE-22",70,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","23"
"356",22.25,"LIMA","PE-1N",73,"CHOQUE",0,3,-11.96,-76.96,"2020","ENERO","23"
"357",23.17,"LIMA","PE-1S",93,"CHOQUE",0,0,-11.96,-76.96,"2020","ENERO","23"
"358",22.75,"AREQUIPA","PE-34A",122,"CHOQUE",0,1,-15.6,-70.47,"2020","ENERO","23"
"359",14.17,"LIMA","PE-1S",141,"DESPISTE",0,1,-11.96,-76.96,"2020","ENERO","23"
"360",17.83,"JUNIN",NA,142,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","23"
"361",15.83,"PUNO",NA,215,"DESPISTE",0,0,-14.16,-69.98,"2020","ENERO","23"
"362",0,"PUNO","PE-34B",270,"DESPISTE",0,1,-14.16,-69.98,"2020","ENERO","23"
"363",12.83,"MADRE DE DIOS","PE-34B",406,"DESPISTE",0,1,-10.24,-69.19,"2020","ENERO","23"
"364",21.5,"ANCASH","PE-1N",425,"CHOQUE",0,3,-92.75,-76.44,"2020","ENERO","23"
"365",1.67,"SAN MARTIN","PE-5N",463,"CHOQUE",0,1,-71.56,-75.18,"2020","ENERO","23"
"366",12.08,"AREQUIPA","PE-1S",752,"DESPISTE",0,0,-15.6,-70.47,"2020","ENERO","23"
"367",15,"PIURA","PE-1N",920,"DESPISTE",3,16,-50.22,-79.35,"2020","ENERO","23"
"368",19.67,"LIMA","PE-1N",NA,"ESPECIAL",0,1,-11.96,-76.96,"2020","ENERO","23"
"369",17.58,"CAJAMARCA","PE-3N",18,"DESPISTE",0,0,-70.39,-77.49,"2020","ENERO","24"
"370",13.97,"JUNIN","PE-3SA",22,"DESPISTE",0,1,-10.85,-74.01,"2020","ENERO","24"
"371",12,"LIMA","PE-1NE",28,"DESPISTE",1,0,-11.96,-76.96,"2020","ENERO","24"
"372",9,"LIMA","PE-20A",29,"CHOQUE",0,1,-11.96,-76.96,"2020","ENERO","24"
"373",6.67,"JUNIN","PE-3S",37,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","24"
"374",0.17,"CAJAMARCA","PE-06B",39,"DESPISTE",0,1,-70.39,-77.49,"2020","ENERO","24"
"375",10,"JUNIN","PE-22",42,"CHOQUE",0,1,-10.85,-74.01,"2020","ENERO","24"
"376",17.83,"JUNIN","PE-3S",59,"DESPISTE",0,4,-10.85,-74.01,"2020","ENERO","24"
"377",2,"AREQUIPA","PE-34A",122,"CHOQUE",0,5,-15.6,-70.47,"2020","ENERO","24"
"378",12.5,"AYACUCHO","PE-3S",133,"DESPISTE",0,1,-12.84,-73.78,"2020","ENERO","24"
"379",17,"AMAZONAS","PE-5N",290,"DESPISTE",0,0,-50.85,-77.89,"2020","ENERO","24"
"380",20.5,"ICA","PE-1S",422,"CHOQUE",0,1,-13.93,-74.27,"2020","ENERO","24"
"381",22.83,"ICA","PE-1S",424,"CHOQUE",0,0,-13.93,-74.27,"2020","ENERO","24"
"382",14.83,"LA LIBERTAD","PE-1N",468,"CHOQUE",1,0,-80.57,-77.53,"2020","ENERO","24"
"383",11.5,"PUNO","PE-3S",1326,"CHOQUE",0,1,-14.16,-69.98,"2020","ENERO","24"
"384",18.5,"LIMA","LM-108",3,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","25"
"385",10.5,"LIMA","PE-20A",24,"CHOQUE",0,1,-11.96,-76.96,"2020","ENERO","25"
"386",5.5,"JUNIN","PE-22",55,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","25"
"387",19.5,"JUNIN","PE-3S",64,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","25"
"388",15.5,"CUSCO","PE-28B",75,"CHOQUE",0,3,-12.47,-70.04,"2020","ENERO","25"
"389",5.25,"LIMA","PE-1S",84,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","25"
"390",21,"LA LIBERTAD","PE-10A",104,"CHOQUE",0,1,-80.57,-77.53,"2020","ENERO","25"
"391",17.5,"LAMBAYEQUE","PE-06A",108,"DESPISTE",0,1,-66.81,-78.1,"2020","ENERO","25"
"392",6,"LIMA","PE-22",123,"CHOQUE",0,4,-11.96,-76.96,"2020","ENERO","25"
"393",6.67,"JUNIN","PE-22",156,"CHOQUE",0,0,-10.85,-74.01,"2020","ENERO","25"
"394",7.83,"PUNO","PE-5N",156,"CHOQUE",0,0,-14.16,-69.98,"2020","ENERO","25"
"395",22.25,"ANCASH","PE-3N",208,"CHOQUE",0,0,-92.75,-76.44,"2020","ENERO","25"
"396",3,"ANCASH","PE-1N",443,"CHOQUE",0,0,-92.75,-76.44,"2020","ENERO","25"
"397",9.5,"LAMBAYEQUE","PE-1N",775,"ATROPELLO",0,1,-66.81,-78.1,"2020","ENERO","25"
"398",10.25,"TACNA","PE-1S",1261,"ESPECIAL",0,5,-18,-69.76,"2020","ENERO","25"
"399",10.8,"TACNA","PE-1S",1333,"CHOQUE",0,1,-18,-69.76,"2020","ENERO","25"
"400",5.67,"JUNIN","PE-3N",2,"CHOQUE",0,1,-10.85,-74.01,"2020","ENERO","26"
"401",13.5,"JUNIN","PE-3S",8,"CHOQUE",0,5,-10.85,-74.01,"2020","ENERO","26"
"402",19,"AREQUIPA","PE-1SD",23,"DESPISTE",0,0,-15.6,-70.47,"2020","ENERO","26"
"403",5.83,"PUNO","PE-30A",24,"DESPISTE",0,2,-14.16,-69.98,"2020","ENERO","26"
"404",12.75,"CAJAMARCA","PE-06B",32,"DESPISTE",0,2,-70.39,-77.49,"2020","ENERO","26"
"405",15,"LIMA","PE-22",34,"CHOQUE",0,1,-11.96,-76.96,"2020","ENERO","26"
"406",16.25,"AREQUIPA","PE-34A",63,"CHOQUE",0,0,-15.6,-70.47,"2020","ENERO","26"
"407",18.75,"LIMA","PE-1S",88,"CHOQUE",0,2,-11.96,-76.96,"2020","ENERO","26"
"408",16.5,"LIMA","PE-1S",131,"ATROPELLO",1,0,-11.96,-76.96,"2020","ENERO","26"
"409",4.67,"ANCASH","PE-3N",150,"DESPISTE",0,0,-92.75,-76.44,"2020","ENERO","26"
"410",17.75,"UCAYALI","PE-18C",169,"DESPISTE",0,5,-97.75,NA,"2020","ENERO","26"
"411",13.67,"AMAZONAS","PE-5N",243,"CHOQUE",0,4,-50.85,-77.89,"2020","ENERO","26"
"412",15,"ANCASH","PE-1N",286,"DESPISTE",0,1,-92.75,-76.44,"2020","ENERO","26"
"413",13.25,"ANCASH","PE-14",396,"DESPISTE",0,2,-92.75,-76.44,"2020","ENERO","26"
"414",4.5,"ANCASH","PE-3N",530,"DESPISTE",0,0,-92.75,-76.44,"2020","ENERO","26"
"415",14.92,"ANCASH","PE-3N",640,"DESPISTE",0,0,-92.75,-76.44,"2020","ENERO","26"
"416",7.5,"AREQUIPA","PE-1S",975,"CHOQUE",0,0,-15.6,-70.47,"2020","ENERO","26"
"417",10.75,"PIURA","PE-1N",1003,"CHOQUE",0,0,-50.22,-79.35,"2020","ENERO","26"
"418",16.67,"CUSCO","PE-3S",1074,"DESPISTE",0,4,-12.47,-70.04,"2020","ENERO","26"
"419",7.5,"AREQUIPA","PE-34",47,"DESPISTE",0,0,-15.6,-70.47,"2020","ENERO","27"
"420",14.92,"JUNIN","PE-3N",47,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","27"
"421",14.75,"JUNIN","PE-3N",58,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","27"
"422",3.58,"LIMA","PE-22",97,"CHOQUE",0,1,-11.96,-76.96,"2020","ENERO","27"
"423",12.25,"LIMA","PE-22",109,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","27"
"424",3.17,"LIMA","PE-22",117,"CHOQUE",0,1,-11.96,-76.96,"2020","ENERO","27"
"425",0.67,"LIMA","PE-1S",121,"DESPISTE",0,4,-11.96,-76.96,"2020","ENERO","27"
"426",10.5,"LIMA","PE-1S",135,"DESPISTE",0,1,-11.96,-76.96,"2020","ENERO","27"
"427",19.67,"LIMA","PE-1N",182,"CHOQUE",0,0,-11.96,-76.96,"2020","ENERO","27"
"428",19.25,"ANCASH","PE-1N",340,"DESPISTE",1,3,-92.75,-76.44,"2020","ENERO","27"
"429",10.75,"APURIMAC","PE-3S",397,"DESPISTE",0,0,-13.95,NA,"2020","ENERO","27"
"430",16.5,"SAN MARTIN","PE-5N",542,"DESPISTE",0,1,-71.56,-75.18,"2020","ENERO","27"
"431",6.83,"SAN MARTIN","PE-5N",591,"DESPISTE",0,1,-71.56,-75.18,"2020","ENERO","27"
"432",18.17,"AREQUIPA","PE-1S",778,"DESPISTE",0,0,-15.6,-70.47,"2020","ENERO","27"
"433",14.42,"PUNO","PE-3S",1407,"CHOQUE",0,1,-14.16,-69.98,"2020","ENERO","27"
"434",7,"AREQUIPA","PE-34E",3,"DESPISTE",0,2,-15.6,-70.47,"2020","ENERO","28"
"435",17.18,"AREQUIPA","PE-34E",8,"DESPISTE",0,1,-15.6,-70.47,"2020","ENERO","28"
"436",5,"LORETO","LO-103",10,"ATROPELLO",1,1,-41.68,-73.79,"2020","ENERO","28"
"437",7,"LIMA","PE-1S",17,"CHOQUE",0,2,-11.96,-76.96,"2020","ENERO","28"
"438",16,"JUNIN","PE-3SA",30,"DESPISTE",0,2,-10.85,-74.01,"2020","ENERO","28"
"439",4.5,"LIMA","PE-1S",46,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","28"
"440",4,"JUNIN","PE-3S",74,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","28"
"441",4,"JUNIN","PE-3S",74,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","28"
"442",6.83,"UCAYALI","PE-18C",77,"DESPISTE",0,0,-97.75,NA,"2020","ENERO","28"
"443",6.08,"LIMA","PE-1S",91,"CHOQUE",0,2,-11.96,-76.96,"2020","ENERO","28"
"444",7.17,"LIMA","PE-1S",92,"CHOQUE",0,1,-11.96,-76.96,"2020","ENERO","28"
"445",21.5,"HUANUCO","PE-18A",116,"ESPECIAL",0,1,-98.8,-75.76,"2020","ENERO","28"
"446",7.58,"LIMA","PE-1N",119,"CHOQUE",0,6,-11.96,-76.96,"2020","ENERO","28"
"447",6,"LIMA","PE-1N",119,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","28"
"448",1.33,"JUNIN","PE-3S",143,"DESPISTE",0,1,-10.85,-74.01,"2020","ENERO","28"
"449",16.5,"JUNIN","PE-22",161,"DESPISTE",0,0,-10.85,-74.01,"2020","ENERO","28"
"450",13.42,"HUANCAVELICA","PE-3S",198,"DESPISTE",0,2,-11.22,-73.03,"2020","ENERO","28"
"451",18.83,"ICA","PE-1S",276,"CHOQUE",0,4,-13.93,-74.27,"2020","ENERO","28"
"452",23.75,"SAN MARTIN","PE-5N",462,"CHOQUE",1,1,-71.56,-75.18,"2020","ENERO","28"
"453",6.67,"MADRE DE DIOS","PE-30C",557,"ATROPELLO",1,0,-10.24,-69.19,"2020","ENERO","28"
"454",6.75,"AREQUIPA","PE-1S",860,"DESPISTE",0,0,-15.6,-70.47,"2020","ENERO","28"
"455",16,"AREQUIPA","PE-1S",860,"CHOQUE",0,3,-15.6,-70.47,"2020","ENERO","28"
"456",19.5,"CUSCO",NA,935,"CHOQUE",0,1,-12.47,-70.04,"2020","ENERO","28"
"457",11.5,"PUNO","PE-3S",1290,"CHOQUE",1,7,-14.16,-69.98,"2020","ENERO","28"
"458",17.67,"LORETO","LO-103",5,"CHOQUE",0,2,-41.68,-73.79,"2020","ENERO","29"
"459",0.17,"AREQUIPA","PE-34A",15,"VOLCADURA",0,0,-15.6,-70.47,"2020","ENERO","29"
"460",18,"CUSCO",NA,18,"DESPISTE",0,0,-12.47,-70.04,"2020","ENERO","29"
"461",19,"UCAYALI","PE-5N",56,"DESPISTE",1,1,-97.75,NA,"2020","ENERO","29"
"462",22,"LIMA","PE-22",81,"CHOQUE",0,0,-11.96,-76.96,"2020","ENERO","29"
"463",9.5,"CUSCO",NA,101,"DESPISTE",0,4,-12.47,-70.04,"2020","ENERO","29"
"464",19,"LIMA","PE-22",132,"CHOQUE",0,0,-11.96,-76.96,"2020","ENERO","29"
"465",19.83,"JUNIN","PE-22",132,"CHOQUE",0,0,-10.85,-74.01,"2020","ENERO","29"
"466",16.5,"ICA","PE-1S",184,"CHOQUE",0,1,-13.93,-74.27,"2020","ENERO","29"
"467",14.5,"PIURA","PE-1NJ",223,"CHOQUE",0,2,-50.22,-79.35,"2020","ENERO","29"
"468",21.67,"SAN MARTIN","PE-5N",659,"CHOQUE",0,2,-71.56,-75.18,"2020","ENERO","29"
"469",19,"TACNA","PE-1S",1307,"DESPISTE",0,0,-18,-69.76,"2020","ENERO","29"
"470",17,"PUNO","PE-5N",1492,"CHOQUE",0,1,-14.16,-69.98,"2020","ENERO","29"
"471",5.67,"LIMA","PE-1S",11,"CHOQUE",1,2,-11.96,-76.96,"2020","ENERO","30"
"472",15.5,"PUNO","PE-36B",23,"DESPISTE",1,2,-14.16,-69.98,"2020","ENERO","30"
"473",11.28,"CUSCO","PE-34J",25,"CHOQUE",0,0,-12.47,-70.04,"2020","ENERO","30"
"474",10.33,"PIURA","PE-1NJ",28,"DESPISTE",0,2,-50.22,-79.35,"2020","ENERO","30"
"475",6.75,"PUNO","PE-5N",75,"DESPISTE",0,2,-14.16,-69.98,"2020","ENERO","30"
"476",21.5,"ICA","PE-1S",206,"CHOQUE",0,0,-13.93,-74.27,"2020","ENERO","30"
"477",17.45,"ICA","PE-1S",246,"CHOQUE",0,0,-13.93,-74.27,"2020","ENERO","30"
"478",22,"MADRE DE DIOS","PE-30C",264,"CHOQUE",0,13,-10.24,-69.19,"2020","ENERO","30"
"479",14.5,"AYACUCHO","PE-28A",328,"CHOQUE",1,12,-12.84,-73.78,"2020","ENERO","30"
"480",4.33,"AREQUIPA","PE-1S",792,"CHOQUE",0,0,-15.6,-70.47,"2020","ENERO","30"
"481",22.83,"LAMBAYEQUE","PE-1N",820,"CHOQUE",0,0,-66.81,-78.1,"2020","ENERO","30"
"482",10.75,"MOQUEGUA","PE-1S",1176,"DESPISTE",0,3,-16.81,-69.07,"2020","ENERO","30"
"483",15.75,"PUNO","PE-3S",1234,"DESPISTE",0,0,-14.16,-69.98,"2020","ENERO","30"
"484",14.92,"PUNO","PE-1S",1380,"DESPISTE",0,11,-14.16,-69.98,"2020","ENERO","30"
"485",7.4,"LIMA","PE-1N",8,"CHOQUE",0,0,-11.96,-76.96,"2020","ENERO","31"
"486",23.67,"CAJAMARCA","PE-06B",40,"DESPISTE",0,3,-70.39,-77.49,"2020","ENERO","31"
"487",22,"LIMA","PE-1S",58,"CHOQUE",0,2,-11.96,-76.96,"2020","ENERO","31"
"488",9.5,"JUNIN","PE-3N",64,"CHOQUE",0,1,-10.85,-74.01,"2020","ENERO","31"
"489",6.5,"LIMA","PE-22",85,"DESPISTE",0,0,-11.96,-76.96,"2020","ENERO","31"
"490",6.8,"LIMA","PE-1N",93,"CHOQUE",0,2,-11.96,-76.96,"2020","ENERO","31"
"491",18.75,"AYACUCHO","PE-22",126,"CHOQUE",0,1,-12.84,-73.78,"2020","ENERO","31"
"492",8.4,"PUNO","PE-5N",128,"DESPISTE",0,NA,-14.16,-69.98,"2020","ENERO","31"
"493",14.17,"PUNO","PE-30A",167,"DESPISTE",0,NA,-14.16,-69.98,"2020","ENERO","31"
"494",2.17,"LIMA","PE-1N",180,"DESPISTE",0,1,-11.96,-76.96,"2020","ENERO","31"
