Year,Make,Model,Kilometres,Body_Type,Engine,Transmission,Drivetrain,Exterior_Colour,Interior_Colour,Passengers,Doors,Fuel_Type,City,Highway,Price
2023,Mazda,CX-30,25,SUV,4,Automatic,AWD,Deep Crystal Blue Mica,Black,5,5,Gas,"9,4","7,7",29273
2023,Mazda,Mazda3,15,Hatchback,4,Automatic,FWD,Soul Red Crystal Metallic,Black,5,5,Gas,"8,7","6,4",35378
2023,Mazda,Mazda3,25,Hatchback,4,Automatic,FWD,Soul Red Crystal Metallic,Black,5,5,Gas,"8,7","6,4",35473
2023,Mazda,Mazda3,29,Hatchback,4,Automatic,AWD,Polymetal Grey Metallic,Black,5,5,Gas,"10,1","7,5",39578
2023,Mazda,CX-5,123,SUV,4,Automatic,AWD,Deep Crystal Blue Mica,Black,5,5,Gas,"10,8","8,7",45378
2023,Mazda,CX-30,831,SUV,4,Automatic,AWD,Grey,Black,5,5,Gas,9,"7,1",34928
2023,Mazda,CX-9,29,SUV,4,Automatic,AWD,Sonic Silver Metallic,Black,7,5,Gas,"11,6","9,1",53178
2009,Mazda,Mazda5,220000,Minivan,4,Automatic,FWD,White,Black,6,5,Gas,"10,12941176","7,476470588",3795
2009,Mazda,Mazda3,249434,Hatchback,4,Automatic,FWD,Grey,Black,5,5,Gas,"8,4","6,1",4990
2014,Mazda,Mazda3,126000,Hatchback,4,Automatic,FWD,Black,Black,5,5,Gas,"8,533333333","6,330107527",16995
2023,Mazda,CX-5,4000,SUV,4,Automatic,AWD,Soul Red Crystal Metallic,Black,5,5,Gas,"10,8","8,7",48980
2023,Mazda,CX-5,3251,SUV,4,Automatic,AWD,Soul Red Crystal Metallic,Black,5,5,Gas,"9,8","7,9",33828
2023,Mazda,CX-30,831,SUV,4,Automatic,AWD,Grey,Black,5,5,Gas,9,"7,1",34928
2019,Mercedes-Benz,A-Class,30795,Hatchback,4,Automatic,AWD,Gray,Black,5,5,Gas,"9,4","6,8",34888
2019,MINI,5,35089,Hatchback,3,6 Speed Automatic,FWD,White,Black,5,5,Gas,"8,5","6,3",24348
2019,MINI,5,84486,Hatchback,4,6 Speed Automatic,FWD,Blue,Brown,4,5,Gas,"10,2","7,4",26991
2018,MINI,Cooper,61024,Hatchback,3,Automatic,FWD,Midnight Black Metallic,Black,5,5,Gas,"8,5","6,3",24490
2023,Mitsubishi,RVR,89,SUV,4,Automatic,FWD,Red Diamond,Black,5,5,Gas,"9,7","7,8",27080
2023,Mitsubishi,Outlander,6658,SUV,4,Automatic,AWD,Sterling Silver,Black,6,5,Gasoline Hybrid,"9,2","8,7",56575
2023,Mitsubishi,Eclipse,89,SUV,4,Automatic,AWD,Red Diamond,Black,5,5,Gas,"9,6","8,9",39960
2023,Mitsubishi,RVR,89,SUV,4,Automatic,FWD,Red Diamond,Black,5,5,Gas,"9,7","7,8",27080
2023,Mitsubishi,Outlander,6658,SUV,4,Automatic,AWD,Sterling Silver,Black,6,5,Gasoline Hybrid,"9,2","8,7",56575
2023,Mitsubishi,Mirage,89,Hatchback,3,Automatic,FWD,Titanium Grey,Black,5,5,Gas,"6,6","5,6",20112
2023,Mitsubishi,Outlander,6658,SUV,4,Automatic,AWD,Sterling Silver,Black,6,5,Gasoline Hybrid,"9,2","8,7",56575
2021,Subaru,Ascent,57866,SUV,4,CVT,AWD,Crystal Black Silica,Brown,7,5,Gas,"11,6",9,47490
2021,Subaru,Outback,90857,SUV,4,CVT,AWD,Autumn Green Metallic,Brown,5,5,Gas,"10,1","7,9",35590
2016,Subaru,Forester,124160,SUV,4,Automatic,AWD,Crystal White Pearl,Black,5,5,Gas,"9,6","7,5",22988
2021,Subaru,Outback,90857,SUV,4,CVT,AWD,Autumn Green Metallic,Brown,5,5,Gas,"10,1","7,9",35590
2018,Subaru,Forester,55986,SUV,4,CVT,AWD,Crystal Black Silica,Black,5,5,Gas,"10,2","8,6",30495
2020,Subaru,Crosstrek,48417,SUV,4,CVT,AWD,Crystal White Pearl,Black,5,5,Gas,"8,5",7,30995
2021,Subaru,Crosstrek,28165,SUV,4,CVT,AWD,Crystal White Pearl,Black,5,5,Gas,"8,5",7,31491
2020,Subaru,Outback,41065,SUV,4,CVT,AWD,Magnetite Grey Metallic,Black,5,5,Gas,"10,1","7,9",37899
2020,Subaru,Outback,37752,SUV,4,CVT,AWD,Crystal White Pearl,Black,5,5,Gas,9,"7,1",40588
2020,Subaru,Ascent,50948,SUV,4,CVT,AWD,Crystal White Pearl,Black,7,5,Gas,"11,6",9,32799
2019,Subaru,Forester,39918,SUV,4,CVT,AWD,Crystal Black Silica,Black,5,5,Gas,9,"7,2",31188
2013,Subaru,Impreza,220000,Hatchback,4,Automatic,AWD,Black,Black,4,5,Gas,"9,086956522","6,813043478",5195
2011,Subaru,Forester,239701,SUV,4,Automatic,AWD,White,Black,5,5,Gas,"9,9","7,5",5500
2014,Subaru,Crosstrek,86800,SUV,4,Automatic,AWD,Silver,Black,5,5,Gas,"8,73877551","7,114285714",16999
2021,Subaru,Ascent,57866,SUV,4,CVT,AWD,Crystal Black Silica,Brown,7,5,Gas,"11,6",9,47490
2014,Subaru,WRX,134000,Hatchback,4,Manual,AWD,Blue,Black,5,5,Gas,"12,83088235","9,597058824",24999
2018,Tesla,Model,77738,Sedan,E,Automatic,AWD,Black,Black,5,5,Electric,0,0,77888
2018,Tesla,Model,46201,SUV,E,Automatic,AWD,Black,Black,5,5,Electric,0,0,83888
2022,Tesla,Model,10125,SUV,E,1 Speed Automatic,AWD,Solid Black,White,5,5,Electric,0,0,68888
2021,Tesla,Model,13086,Hatchback,E,Automatic,AWD,Deep Blue Metallic,Black,5,5,Electric,0,0,135999
2017,Tesla,Model,94500,Hatchback,E,Automatic,AWD,Black,White,5,5,Electric,0,0,69999
2016,Tesla,Model,72000,SUV,E,Automatic,AWD,Phytonic Blue Metallic,Black,6,5,Electric,0,0,72878
2016,Dodge,Grand,152866,Minivan,6,6 Speed Automatic,FWD,Brilliant Black Crystal Pearl,Black,7,5,Other,"13,7","9,4",17888
2017,Dodge,Grand,151616,Minivan,6,6 Speed Automatic,FWD,Jazz Blue Pearl,Black,7,5,Gas,"13,7","9,4",15995
2013,Dodge,Journey,178031,SUV,6,4 Speed Automatic,FWD,Red,Black,5,5,Gas,"11,2","7,7",7999
2017,Dodge,Grand,146353,Minivan,6,6 Speed Automatic,FWD,Black,Black,7,5,Gas,"13,7","9,4",17998
2019,Dodge,Grand,158375,Minivan,6,6 Speed Automatic,FWD,Billet Metallic,Black,7,5,Gas,"13,7","9,4",26588
2010,Dodge,Journey,174000,SUV,6,Automatic,AWD,Black,Black,7,5,Gas,"13,6","8,7",6995
2014,Dodge,Grand,114252,Minivan,6,Automatic,FWD,Black,Charcoal,7,5,Gas,"13,2185","8,9315",12995
2015,Dodge,Grand,152000,Minivan,6,Automatic,FWD,White,Black,2,5,Gas,"13,2185","8,9315",15888
2014,Fiat,500L,179000,Hatchback,4,Automatic,FWD,White,Grey,5,5,Gas,8,6,8995
2020,Ford,Edge,44809,SUV,4,Automatic,AWD,Ford Performance Blue Metallic,Black,5,5,Gas,"12,5","9,2",38918
2020,Ford,Explorer,85256,SUV,6,Automatic,AWD,Agate Black Metallic,Black,7,5,Gas,"11,6","8,7",40142
2016,Ford,Focus,81701,Hatchback,4,Automatic,FWD,Gray,Black,5,5,Gas,"7,8","5,7",16888
2017,Ford,Escape,103980,SUV,4,6 Speed Automatic,FWD,White,Grey,5,5,Gas,"10,2","7,8",21888
2008,Ford,Fusion,118000,Sedan,4,4 Speed Automatic,FWD,White,Beige,5,5,Gas,"8,3875","6,576785714",5699
2020,Ford,Escape,24164,SUV,4,8 Speed Automatic,FWD,Agate Black Metallic,Black,5,5,Gas,"9,595890411","7,596347032",27238
2013,Ford,Edge,208002,SUV,6,Automatic,AWD,Black,Black,5,5,Gas,"11,8","7,8",9995
2013,Ford,Explorer,152132,SUV,6,Automatic,AWD,White,Black,7,5,Gas,"12,7","8,7",17495
2012,Ford,Fiesta,188967,Hatchback,4,Automatic,FWD,Grey,Black,5,5,Gas,"6,8","4,9",5990
2013,Ford,Fiesta,188590,Hatchback,4,Automatic,FWD,Ingot Silver Metallic,Black,5,5,Gas,"6,9","5,1",5990
2017,Ford,Transit,110000,Van Regular,6,Automatic,RWD,White,Dark Grey,2,5,Gas,"16,7",13,27988
2021,GMC,Yukon,88552,SUV,6,10 Speed Automatic,4x4,Onyx Black,Black,6,5,Gas,"14,8","11,8",58888
2018,GMC,Terrain,90486,SUV,4,9 Speed Automatic,FWD,Brown,Black,5,5,Gas,"9,2","7,9",22288
2019,GMC,Terrain,52145,SUV,4,9 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,5,Gas,"9,6","8,3",29888
2019,GMC,Acadia,150234,SUV,6,6 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,5,Gas,"13,5","9,5",29977
2020,GMC,Terrain,37559,SUV,4,9 Speed Automatic,AWD,White,White,5,5,Gas,"11,2",9,37888
2020,GMC,Terrain,55091,SUV,4,9 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,5,Gas,"11,2",9,37888
2021,GMC,Yukon,88552,SUV,6,10 Speed Automatic,4x4,Onyx Black,Black,6,5,Gas,"14,8","11,8",58888
2021,GMC,Yukon,88552,SUV,6,10 Speed Automatic,4x4,Onyx Black,Black,6,5,Gas,"14,8","11,8",58888
2023,GMC,Terrain,25,SUV,4,Automatic,FWD,Sterling Metallic,Black,5,5,Gas,"9,7","8,1",35037
2023,GMC,Terrain,25,SUV,4,Automatic,AWD,Ebony Twilight Metallic,Black,5,5,Gas,"9,9","8,3",39642
2021,GMC,Yukon,88552,SUV,6,10 Speed Automatic,4x4,Onyx Black,Black,6,5,Gas,"14,8","11,8",58888
2018,Honda,Civic,78195,Hatchback,4,Manual,FWD,Aegean Blue Metallic,Black,5,5,Gas,8,"6,2",22795
2018,Honda,Civic,78195,Hatchback,4,Manual,FWD,Aegean Blue Metallic,Black,5,5,Gas,8,"6,2",22795
2018,Honda,CR-V,52168,SUV,4,CVT,AWD,Dark Grey,Grey,5,5,Gas,"8,7","7,2",27888
2022,Honda,Pilot,8137,SUV,6,Automatic,AWD,Crystal Black Pearl,Black,7,5,Gas,"12,4","9,3",60501
2017,Honda,Civic,80863,Hatchback,4,Automatic,FWD,Aegean Blue Metallic,Black,5,5,Gas,"7,7",6,20999
2018,Honda,Civic,64814,Hatchback,4,Automatic,FWD,Crystal Black Pearl,Black,5,5,Gas,"7,7",6,24599
2017,Honda,Civic,85831,Hatchback,4,CVT,FWD,Crystal Black Pearl,Black,5,5,Gas,"7,9","6,6",25880
2019,Honda,Odyssey,55547,Minivan,6,Automatic,FWD,Modern Steel Metallic,Grey,8,5,Gas,"12,6","8,4",38888
2023,Honda,CR-V,88,SUV,4,Automatic,AWD,Platinum White Pearl,Black,5,5,Gas,"8,7","7,4",47029
2019,Honda,HR-V,82303,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"9,1","7,7",27498
2018,Honda,CR-V,52168,SUV,4,CVT,AWD,Dark Grey,Grey,5,5,Gas,"8,7","7,2",27888
2021,Honda,HR-V,101491,Wagon,4,CVT,AWD,Modern Steel Metallic,Black,5,5,Gas,"9,1","7,7",28388
2018,Honda,CR-V,95501,SUV,4,CVT,AWD,Modern Steel Metallic,Black,5,5,Gas,"8,7","7,2",28598
2020,Honda,CR-V,143831,SUV,4,CVT,AWD,Grey,Black,5,5,Gas,"8,7","7,4",28998
2019,Honda,CR-V,100540,SUV,4,CVT,AWD,Grey,Black,5,5,Gas,"8,7","7,2",29698
2019,Honda,CR-V,62148,SUV,4,CVT,AWD,Molten Lava Pearl,Black,5,5,Gas,"8,7","7,2",30868
2019,Honda,HR-V,46918,Hatchback,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"9,1","7,7",31488
2020,Honda,CR-V,28309,SUV,4,CVT,FWD,Platinum White Pearl,Black,5,5,Gas,"8,3",7,31868
2018,Honda,CR-V,79068,SUV,4,CVT,AWD,Blue,Black,5,5,Gas,"8,7","7,2",31948
2018,Honda,CR-V,71111,SUV,4,CVT,AWD,Lunar Silver Metallic,Black,5,5,Gas,"8,7","7,2",32498
2019,Honda,CR-V,72093,SUV,4,CVT,AWD,Grey,Black,5,5,Gas,"8,7","7,2",32848
2018,Honda,CR-V,36669,SUV,4,CVT,AWD,Lunar Silver Metallic,Black,5,5,Gas,"8,7","7,2",32868
2019,Honda,CR-V,51920,SUV,4,CVT,AWD,Grey,Black,5,5,Gas,"8,7","7,2",32888
2019,Honda,CR-V,40224,SUV,4,CVT,AWD,Obsidian Blue Pearl,Black,5,5,Gas,"8,7","7,2",32898
2019,Honda,CR-V,18988,SUV,4,CVT,AWD,Molten Lava Pearl,Black,5,5,Gas,"8,7","7,2",33498
2019,Honda,Odyssey,90982,Minivan,6,9 Speed Automatic,FWD,Modern Steel Metallic,Grey,8,5,Gas,"12,6","8,4",34188
2021,Honda,HR-V,20583,Wagon,4,CVT,AWD,Platinum White Pearl,Black,5,5,Gas,"9,1","7,7",34288
2021,Honda,CR-V,21981,SUV,4,CVT,AWD,Modern Steel Metallic,Black,5,5,Gas,"8,7","7,4",34688
2020,Honda,CR-V,72914,SUV,4,CVT,AWD,Grey,Black,5,5,Gas,"8,7","7,2",35448
2021,Honda,CR-V,45018,SUV,4,CVT,AWD,Modern Steel Metallic,Black,5,5,Gas,"8,7","7,4",35498
2019,Honda,CR-V,45034,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,2",35868
2020,Honda,CR-V,54972,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",35968
2020,Honda,CR-V,59082,SUV,4,CVT,AWD,Obsidian Blue Pearl,Black,5,5,Gas,"8,7","7,4",35998
2021,Honda,CR-V,27051,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",36298
2021,Honda,CR-V,24292,SUV,4,CVT,AWD,Platinum White Pearl,Black,5,5,Gas,"8,7","7,4",36498
2020,Honda,CR-V,46800,SUV,4,CVT,AWD,Grey,Black,5,5,Gas,"8,7","7,4",36800
2020,Honda,CR-V,40068,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",36938
2022,Honda,CR-V,22286,SUV,4,CVT,AWD,Platinum White Pearl,Black,5,5,Gas,"8,7","7,4",36988
2020,Honda,CR-V,42845,SUV,4,CVT,AWD,Obsidian Blue Pearl,Black,5,5,Gas,"8,7","7,4",37868
2021,Honda,CR-V,46006,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",37888
2021,Honda,CR-V,23926,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",37978
2019,Honda,Pilot,73257,SUV,6,6 Speed Automatic,AWD,Modern Steel Metallic,Grey,5,5,Gas,13,"9,3",38498
2019,Honda,Passport,45458,SUV,6,9 Speed Automatic,AWD,Modern Steel Metallic,Black,5,5,Gas,"12,5","9,8",38668
2018,Honda,Odyssey,75953,Minivan,6,9 Speed Automatic,FWD,Obsidian Blue Pearl,Grey,8,5,Gas,"12,6","8,4",38998
2020,Honda,CR-V,51002,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",39198
2021,Honda,CR-V,17745,SUV,4,CVT,AWD,Grey,Black,5,5,Gas,"8,7","7,4",39498
2019,Honda,Odyssey,78916,Minivan,6,9 Speed Automatic,FWD,Modern Steel Metallic,Grey,8,5,Gas,"12,6","8,4",39888
2020,Honda,CR-V,45551,SUV,4,CVT,AWD,Platinum White Pearl,Black,5,5,Gas,"8,7","7,4",39900
2021,Honda,CR-V,6318,SUV,4,CVT,AWD,Lunar Silver Metallic,Black,5,5,Gas,"8,7","7,4",39998
2021,Honda,CR-V,9493,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",40788
2020,Honda,CR-V,41563,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",40888
2020,Honda,Odyssey,50388,Minivan,6,10 Speed Automatic,FWD,Crystal Black Pearl,Brown,8,5,Gas,"12,2","8,5",41998
2019,Honda,Odyssey,86843,Minivan,6,10 Speed Automatic,FWD,Brown,White,8,5,Gas,"12,2","8,5",42399
2022,Honda,CR-V,11226,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",42598
2021,Honda,CR-V,19850,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",43599
2020,Honda,Pilot,74602,SUV,6,9 Speed Automatic,AWD,Platinum White Pearl,Black,7,5,Gas,"12,4","9,3",43698
2019,Honda,Odyssey,35286,Minivan,6,9 Speed Automatic,FWD,Crystal Black Pearl,Grey,8,5,Gas,"12,6","8,4",44698
2021,Honda,Pilot,59670,SUV,6,9 Speed Automatic,AWD,Lunar Silver Metallic,Black,7,5,Gas,"12,4","9,3",46998
2018,Honda,Civic,47179,Hatchback,4,6 Speed Manual,FWD,Crystal Black Pearl,Red,5,5,Gas,"10,6","8,3",47699
2020,Honda,Odyssey,70462,Minivan,6,10 Speed Automatic,FWD,Crystal Black Pearl,Brown,8,5,Gas,"12,2","8,5",47998
2021,Honda,Pilot,35075,SUV,6,9 Speed Automatic,AWD,Lunar Silver Metallic,Black,7,5,Gas,"12,4","9,3",48698
2021,Honda,Pilot,24952,SUV,6,9 Speed Automatic,AWD,Crystal Black Pearl,Black,7,5,Gas,"12,4","9,3",51578
2022,Honda,Pilot,13313,SUV,6,CVT,AWD,Platinum White Pearl,Black,7,5,Gas,"12,4","9,3",56648
2018,Honda,Civic,78195,Hatchback,4,Manual,FWD,Aegean Blue Metallic,Black,5,5,Gas,8,"6,2",22795
2014,Honda,Odyssey,187609,Minivan,6,6 Speed Automatic,FWD,Black,Grey,8,5,Gas,"10,9","7,1",20868
2018,Honda,Civic,43729,Hatchback,4,6 Speed Manual,FWD,Crystal Black Pearl,Black,5,5,Gas,8,"6,2",25498
2017,Honda,Pilot,172932,SUV,6,6 Speed Automatic,AWD,Lunar Silver Metallic,Black,7,5,Gas,13,"9,3",27998
2019,Honda,HR-V,81200,Hatchback,4,CVT,AWD,Milano Red,Black,5,5,Gas,"9,1","7,7",27998
2019,Honda,CR-V,85876,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,2",29888
2019,Honda,Odyssey,150952,Minivan,6,9 Speed Automatic,FWD,White Diamond Pearl,Brown,8,5,Gas,"12,6","8,4",29998
2020,Honda,Civic,63781,Hatchback,4,CVT,FWD,Rallye Red,Black,5,5,Gas,"7,9","6,6",30288
2020,Honda,HR-V,75155,Wagon,4,CVT,AWD,Modern Steel Metallic,Black,5,5,Gas,"9,1","7,7",30338
2020,Honda,HR-V,56648,Wagon,4,CVT,AWD,Platinum White Pearl,Black,5,5,Gas,"9,1","7,7",31698
2019,Honda,CR-V,54381,SUV,4,CVT,AWD,Grey,Black,5,5,Gas,"8,7","7,2",32498
2020,Honda,HR-V,77424,Wagon,4,CVT,AWD,Aegean Blue Metallic,Black,5,5,Gas,"9,1","7,7",32998
2020,Honda,HR-V,33277,Wagon,4,CVT,AWD,Aegean Blue Metallic,Black,5,5,Gas,"9,1","7,7",33498
2020,Honda,CR-V,76137,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",34998
2020,Honda,CR-V,45510,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,4",36288
2019,Honda,Odyssey,87284,Minivan,6,9 Speed Automatic,FWD,Crystal Black Pearl,Grey,8,5,Gas,"12,6","8,4",36388
2020,Honda,CR-V,58188,SUV,4,CVT,AWD,Platinum White Pearl,Black,5,5,Gas,"8,7","7,4",38688
2019,Honda,Odyssey,56056,Minivan,6,9 Speed Automatic,FWD,Lunar Silver Metallic,Brown,8,5,Gas,"12,6","8,4",38978
2022,Honda,Civic,12432,Hatchback,4,CVT,FWD,Grey,Black,5,5,Gas,"7,7","6,3",38998
2019,Honda,Odyssey,105075,Minivan,6,9 Speed Automatic,FWD,Crystal Black Pearl,Brown,8,5,Gas,"12,6","8,4",39268
2018,Honda,Odyssey,71957,Minivan,6,9 Speed Automatic,FWD,Crystal Black Pearl,Brown,8,5,Gas,"12,6","8,4",39900
2021,Honda,CR-V,5609,SUV,4,CVT,AWD,Grey,Black,5,5,Gas,"8,7","7,4",41988
2019,Honda,Odyssey,90048,Minivan,6,10 Speed Automatic,FWD,Crystal Black Pearl,Brown,8,5,Gas,"12,2","8,5",42888
2023,Honda,CR-V,3468,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"9,1","7,6",45338
2020,Honda,Pilot,46044,SUV,6,9 Speed Automatic,AWD,Platinum White Pearl,Black,7,5,Gas,"12,4","9,3",45588
2023,Honda,Passport,88,SUV,6,Automatic,AWD,Sonic Grey Pearl,Black,5,5,Gas,"12,5","9,8",59869
2020,Honda,Civic,89511,Compact,4,CVT,FWD,Dark Blue,Black,5,5,Gas,"7,9","6,1",27588
2019,Honda,CR-V,52742,SUV,4,CVT,FWD,Modern Steel Metallic,Black,5,5,Gas,"8,4",7,29388
2020,Honda,Civic,59096,Compact,4,CVT,FWD,Crystal Black Pearl,Black,5,5,Gas,"7,8","6,2",32498
2018,Honda,CR-V,46778,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,2",34498
2019,Honda,CR-V,60438,SUV,4,CVT,AWD,Crystal Black Pearl,Black,5,5,Gas,"8,7","7,2",35388
2020,Honda,CR-V,58646,SUV,4,CVT,AWD,Platinum White Pearl,Black,5,5,Gas,"8,7","7,4",37188
2016,Honda,Fit,132332,Hatchback,4,Automatic,FWD,Aegean Blue Metallic,Black,5,5,Gas,7,"5,7",15990
2018,Honda,CR-V,84069,SUV,4,CVT,AWD,Modern Steel Metallic,Black,5,5,Gas,"8,7","7,2",29288
2009,Honda,CR-V,230000,SUV,4,Automatic,AWD,Black,Blue,4,5,Gas,"8,851951952","7,280780781",6200
2007,Honda,CR-V,258242,SUV,4,Automatic,FWD,Black,Black,5,5,Gas,"10,2","7,3",6950
2009,Honda,Element,199529,SUV,4,Automatic,FWD,Midnight Red Pearl,Black,5,5,Gas,"10,5","8,1",14900
2017,Honda,Civic,122177,Hatchback,4,Automatic,FWD,Blue,Black,5,5,Gas,"7,906547619","6,034126984",21995
2021,Hyundai,Tucson,73550,SUV,4,6 Speed Automatic,AWD,Typhoon Silver,Black,5,5,Gas,"10,8","9,2",29987
2017,Hyundai,Elantra,145609,Hatchback,4,Automatic,FWD,Iron Gray Pearl,Black,5,5,Gas,"9,8","7,2",15998
2019,Hyundai,Santa,88000,SUV,4,8 Speed Automatic,AWD,Symphony Silver,Black,5,5,Gas,"11,2","8,7",28999
2017,Hyundai,Santa,118711,SUV,4,6 Speed Automatic,AWD,Twilight Black,Grey,5,5,Gas,12,"9,1",24888
2018,Hyundai,Santa,117130,SUV,4,Automatic,AWD,Twilight Black,Black,5,5,Gas,12,"9,1",26488
2018,Hyundai,Ioniq,65032,Hatchback,4,Automatic,FWD,Iron Grey Pearl,Black,5,5,Gas,"4,4","4,6",26880
2021,Hyundai,Tucson,73550,SUV,4,6 Speed Automatic,AWD,Typhoon Silver,Black,5,5,Gas,"10,8","9,2",29987
2021,Hyundai,Venue,15857,SUV,4,CVT,FWD,Space Black,Black,5,5,Gas,"7,9",7,24238
2018,Hyundai,Santa,92445,SUV,4,6 Speed Automatic,AWD,Twilight Black,Black,5,5,Gas,12,"9,1",24999
2018,Hyundai,Kona,64906,SUV,4,7 Speed Automatic with auto-shift,AWD,Chalk White,Black,5,5,Gas,9,8,25999
2019,Hyundai,Santa,90729,SUV,4,8 Speed Automatic,AWD,Scarlet Red,Black,5,5,Gas,"11,2","8,7",26368
2019,Hyundai,Tucson,41006,SUV,4,6 Speed Automatic,AWD,Black,Black,5,5,Gas,"10,1265873","8,431349206",26999
2020,Hyundai,Kona,34732,SUV,4,7 Speed Automatic with auto-shift,AWD,Chalk White w/Phantom Black Roof,Black,5,5,Gas,9,8,28499
2019,Hyundai,Santa,52558,SUV,4,8 Speed Automatic,AWD,Quartz White,Black,5,5,Gas,"11,2","8,7",29648
2020,Hyundai,Santa,36200,SUV,4,8 Speed Automatic,AWD,Quartz White,Black,5,5,Gas,"11,3","8,8",30188
2020,Hyundai,Kona,55719,SUV,4,7 Speed Automatic with auto-shift,AWD,Chalk White,Black,5,5,Gas,9,8,30988
2021,Hyundai,Tucson,25394,SUV,4,6 Speed Automatic,AWD,White,Black,5,5,Gas,"10,8","9,2",30999
2020,Hyundai,Tucson,40146,SUV,4,6 Speed Automatic,AWD,Black,Black,5,5,Gas,11,"9,1",31498
2020,Hyundai,Tucson,48808,SUV,4,6 Speed Automatic,AWD,Typhoon Silver,Black,5,5,Gas,11,"9,1",31999
2021,Hyundai,Tucson,71665,SUV,4,Automatic,AWD,White,Black,5,5,Gas,"10,8","9,2",31999
2021,Hyundai,Santa,25000,SUV,4,8 Speed Automatic,AWD,Grey,Black,5,5,Gas,"10,6","9,3",35399
2022,Hyundai,Santa,19300,SUV,4,8 Speed Automatic with auto-shift,AWD,Flame Red,Black,5,5,Gas,11,"8,5",38499
2020,Hyundai,Santa,28282,SUV,4,8 Speed Automatic,AWD,Quartz White,Black,5,5,Gas,12,"9,2",39788
2015,Hyundai,Accent,194197,Hatchback,4,Manual,FWD,Ultra Black Pearl,Grey,5,5,Gas,"8,7","6,3",6990
2019,Hyundai,Accent,70478,Hatchback,4,6 Speed Automatic,FWD,Aurora Black Pearl,Black,5,5,Gas,"8,2","6,2",18999
2019,Hyundai,Tucson,54698,SUV,4,6 Speed Automatic,AWD,Coliseum Grey,Black,5,5,Gas,"10,1265873","8,431349206",33999
2022,Hyundai,Tucson,33850,SUV,4,8 Speed Automatic,AWD,Crystal White,Black,5,5,Gas,"9,9",8,38188
2020,Hyundai,Palisade,68932,SUV,6,8 Speed Automatic,AWD,Becketts Black,Black,7,5,Gas,"12,3","9,6",44499
2021,Hyundai,Palisade,75623,SUV,6,8 Speed Automatic,AWD,Hyper White,Grey,8,5,Gas,"12,3","9,6",44995
2021,Hyundai,Palisade,76158,SUV,6,8 Speed Automatic,AWD,Dark Grey,Dark Grey,8,5,Gas,"12,3","9,6",44995
2020,Hyundai,Palisade,62653,SUV,6,8 Speed Automatic,AWD,Becketts Black,Black,7,5,Gas,"12,30555556","9,572222222",47999
2013,Hyundai,Elantra,130343,Hatchback,4,Automatic,FWD,Red,Black,5,5,Gas,"7,6","5,3",9990
2017,Hyundai,Elantra,145609,Hatchback,4,Automatic,FWD,Iron Gray Pearl,Black,5,5,Gas,"9,8","7,2",15998
2013,Hyundai,Elantra,130343,Hatchback,4,Automatic,FWD,Red,Black,5,5,Gas,"7,6","5,3",9990
2018,Hyundai,Tucson,44723,SUV,4,6 Speed Automatic,FWD,Red,Black,5,5,Gas,"10,1","7,8",24488
2019,Hyundai,Elantra,43194,Hatchback,4,Automatic,FWD,Blue,Black,5,5,Gas,"9,4","7,1",24692
2021,Hyundai,Tucson,73550,SUV,4,6 Speed Automatic,AWD,Typhoon Silver,Black,5,5,Gas,"10,8","9,2",29987
2022,Hyundai,Tucson,13785,SUV,4,6 Speed Automatic,AWD,Ash Black,Black,5,5,Gas,"6,3","6,6",46999
2022,Hyundai,Tucson,30014,SUV,4,6 Speed Automatic,AWD,Grey,Black,5,5,Gas,"6,3","6,6",49799
2022,Hyundai,Tucson,30014,SUV,4,6 Speed Automatic,AWD,Grey,Black,5,5,Gas,"6,3","6,6",49799
