"Latitud","Longitud","Profundidad","Magnitud","Año","Mes","Día","Hora","Minuto","Segundo"
-13.86,-74.63,105,4.7,1995,"10","11","05","19","10"
-5.8014,-78.7687,36,4.7,2007,"02","09","12","55","10"
-9.36,-74.83,51,4.5,1995,"07","08","06","23","51"
-6.1,-77.24,15,4.8,1990,"01","09","18","55","48"
-13.583,-76.587,36,5.7,2007,"08","16","04","04","09"
-15.7234,-71.7501,10,3.4,2020,"05","04","01","19","02"
-17.611,-69.584,135,4.1,2009,"07","02","20","16","25"
-5.76,-76.6,67,4.5,1968,"06","27","09","35","40"
-4.1636,-79.9137,97,4.6,2014,"08","10","02","43","51"
-15.869,-75.173,32,5.5,1974,"02","01","13","06","17"
-8.81,-75.96,140,4.6,1995,"04","02","14","52","16"
-10.5978,-78.2909,27,4.6,2012,"03","25","03","24","48"
-15.4339,-73.1484,107,5.2,2019,"02","21","22","17","35"
-9.05,-79.3,35,5.3,1989,"06","07","17","40","57"
-14.734,-70.763,100,5.2,1966,"12","09","10","06","56"
-13.3954,-76.8903,47,4.5,2006,"10","23","03","24","49"
-15.437,-76.055,15,5.2,1998,"09","21","01","58","55"
-12.3186,-77.7021,33,4.8,2017,"05","06","22","37","35"
-10.145,-74.9091,164,4.7,2013,"12","02","14","45","51"
-18.5536,-71.1813,38,4,2021,"12","09","21","12","54"
-5.046,-81.4671,15,4.5,2005,"11","18","09","45","49"
-5.6,-80.3,61,6.1,1961,"11","23","11","17","28"
-15.8477,-75.1902,56,4.6,2011,"02","16","21","07","52"
-15.2821,-75.4728,38,4.6,1996,"11","14","21","19","08"
-6.826,-80.9638,16,4.5,2011,"12","10","14","56","17"
-7.2443,-80.3664,40,4.6,2005,"11","18","11","56","49"
-4.361,-80.6791,56,4.5,1999,"05","31","06","40","07"
-17.5194,-69.8289,17,3.9,2021,"03","07","06","49","31"
-14.0699,-71.74,128,5,1997,"09","08","15","33","13"
-17.2103,-70.2352,35,4.7,2001,"06","27","15","09","21"
-5.264,-77.0104,142,4.6,2005,"12","20","07","32","23"
-4.5911,-77.7439,39,4.5,2015,"10","31","21","17","29"
-10.3262,-74.9898,70,4.9,2007,"04","06","06","58","15"
-11.55,-77.78,41,4.6,1988,"02","07","12","48","10"
-15.5427,-73.3709,109,4.5,2016,"11","20","12","45","42"
-14.081,-72.739,93,5.4,1969,"01","12","14","12","53"
-16.381,-69.7213,225,4.2,2020,"03","06","05","18","15"
-6.2785,-76.0595,42,5,2016,"07","26","08","50","08"
-16.094,-74.8522,63,4.6,2014,"06","17","20","14","58"
-12.696,-76.964,34,4.9,1974,"08","31","00","37","12"
-12.9797,-77.6745,53,4.5,2005,"04","18","15","44","26"
-10.75,-74.87,36,4.7,1987,"01","18","03","27","40"
-15.6939,-70.3361,234,4.9,2015,"01","26","05","35","15"
-9.6019,-74.8372,35,4.7,2014,"11","28","03","15","35"
-7.971,-79.8758,49,4.5,2012,"11","09","00","14","49"
-17.8589,-69.2836,169,5.1,1998,"03","28","11","44","23"
-17.4885,-72.4056,47,4.6,2001,"07","08","11","37","45"
-5.617,-77.144,71,5.1,1977,"09","28","01","01","54"
-14.5853,-72.7337,114,4.5,2012,"01","28","07","32","21"
-12.257,-78.703,53,5,1981,"07","22","02","44","28"
-16.712,-70.832,10,4.3,2005,"10","03","05","00","17"
-14.4631,-76.1053,40,4.6,2011,"10","29","04","54","03"
-11.926,-75.206,36,4.6,1970,"02","28","18","44","54"
-14.44,-73.77,45,4.6,1992,"01","19","06","52","25"
-13.8054,-77.449,26,4.9,2008,"03","03","15","52","17"
-16.0175,-74.5599,41,4.6,2013,"01","22","07","55","37"
-16.6819,-71.3849,46,4.5,2003,"03","26","12","43","25"
-8.7078,-79.3959,42,4.5,2016,"03","24","05","54","39"
-5.4,-76.85,128,5.9,1993,"09","11","06","14","32"
-4.9003,-80.9457,30,4.8,2000,"04","25","08","38","43"
-2.927,-77.899,33,4.7,1995,"10","03","14","29","28"
-14.51,-75.23,49,4.9,1994,"08","07","17","31","14"
-17.427,-70.5314,72,5.1,2001,"07","22","15","10","01"
-10.89,-76.91,91,4.6,1994,"12","11","05","21","54"
-9.2961,-79.4537,20,4.7,2016,"02","04","02","26","15"
-10.4961,-74.4696,181,5.8,2003,"07","31","07","14","48"
-7.3255,-79.9402,55,4.5,2000,"08","13","22","37","24"
-8.542,-75.1065,16,4.5,2009,"07","06","12","27","42"
-15.44,-76.423,31,5.5,1977,"04","07","20","31","12"
-9.2719,-79.556,56,4.5,2010,"02","22","23","08","14"
-7.2486,-78.6759,111,4.6,2016,"01","05","06","23","11"
-5.929,-75.622,133,5.1,1977,"05","03","22","43","37"
-7.87,-78.86,30,4.7,1990,"11","14","20","37","15"
-11.8615,-77.8184,22,3.6,2021,"01","17","09","58","12"
-14.8119,-71.9174,143,5,2014,"07","25","10","43","51"
-5.2011,-76.1889,64,4.9,2014,"03","01","19","45","34"
-8.9785,-80.2773,16,4.7,1998,"02","25","14","11","27"
-10.8184,-74.6851,56,4.9,2013,"02","18","02","15","51"
-7.8006,-75.107,18,4.5,2016,"06","16","08","16","14"
-9.37,-79.36,59,4.6,1987,"05","21","09","35","48"
-17.7872,-69.5407,186,4.6,2014,"02","15","04","22","14"
-13.98,-76.03,63,4.5,1984,"01","31","21","11","08"
-3.6149,-77.6286,160,4.5,1997,"03","30","05","11","40"
-9.3609,-78.8399,58,4.9,2007,"09","14","23","31","10"
-17.1522,-72.8302,44,4.6,2001,"07","01","12","16","43"
-14.0756,-71.2829,33,5.1,2005,"04","06","14","52","25"
-10.93,-75.61,124,4.6,1986,"04","19","11","02","16"
-9.1971,-79.0997,46,4.6,2016,"10","19","06","04","41"
-11.0533,-74.8943,14,4.6,2011,"02","01","23","51","14"
-10.845,-74.3956,117,5.1,2005,"04","06","08","21","34"
-10.182,-78.266,33,4.2,1991,"01","01","02","03","04"
-9.318,-76.1503,20,4,2020,"12","15","14","23","51"
-15.61,-72.05,138,4.8,1987,"12","03","19","19","18"
-10.835,-73.9821,117,5.1,2017,"09","27","20","58","22"
-12.92,-73.59,74,4.9,1985,"07","11","01","20","00"
-13.577,-76.147,32,4.5,2007,"08","16","01","16","53"
-14.2316,-71.8137,216,4.6,2013,"01","18","07","52","57"
-5.3825,-75.1997,174,4.9,2005,"11","19","10","03","33"
-11.5338,-78.0125,42,5.9,2002,"05","11","10","43","20"
-8.2836,-81.2553,44,5.3,2010,"07","06","02","47","46"
-18.46,-69.854,130,4.3,1991,"06","10","23","39","18"
-4.8999,-80.8004,37,3.5,2021,"08","11","19","44","02"
-17.2816,-73.8876,32,4.7,2001,"06","24","13","15","22"
-7.32,-79.87,24,4.9,1990,"08","03","04","58","08"
-16.7821,-74.5747,26,4.9,2001,"07","01","12","40","55"
-17.795,-71.199,33,4.6,2001,"06","24","00","02","19"
-12.0757,-75.3395,16,4.7,1998,"12","22","12","36","47"
-18.46,-70.58,108,4.6,1992,"06","26","03","10","52"
-15.8069,-74.9065,28,5.1,2014,"06","10","17","11","11"
-11.7864,-77.58,52,4.5,2016,"03","25","06","11","52"
-2.431,-81.3708,10,4.7,2008,"02","25","21","38","06"
-8.0898,-74.3197,148,4.9,2018,"09","26","01","04","07"
-15.8643,-73.2034,94,4.1,2021,"11","04","13","19","17"
-17.8363,-69.4908,166,4,2019,"08","15","11","19","14"
-8.3,-81.1,33,5,1963,"12","04","03","13","07"
-16.8652,-74.3268,16,5.6,2004,"12","29","00","48","56"
-14.7077,-76.1101,40,4.5,2011,"10","30","18","05","34"
-8.9175,-80.8114,26,4.5,1998,"09","29","22","06","35"
-13.5547,-76.4351,42,4.9,2007,"08","16","06","09","12"
-2.76,-77.5,77,5.1,1995,"10","07","09","15","25"
-16.92,-72.945,69,5.3,1980,"03","16","18","53","50"
-15.4088,-75.5918,27,4,2021,"11","07","16","00","35"
-2.389,-77.083,43,4.6,2006,"09","02","18","54","55"
-12.2226,-76.0473,107,4,2020,"05","09","10","52","31"
-4.0248,-80.4436,28,4.5,1998,"01","12","20","32","04"
-13.0471,-76.6906,63,4.5,2012,"09","19","05","21","56"
-5.5385,-81.0005,25,4.5,2014,"05","28","01","11","48"
-8.69,-78.04,21,4.7,1993,"02","24","07","15","54"
-13.3374,-71.7865,100,4.9,2005,"07","25","19","27","19"
-15.2223,-73.6945,118,4.6,2016,"08","12","06","24","33"
-3.6738,-79.8379,78,4.5,2005,"07","09","19","09","57"
-13.06,-75.21,55,4.5,1990,"11","27","00","43","46"
-12.65,-77.08,50,4.9,1991,"01","06","14","47","59"
-10.74,-77.14,101,5.1,1986,"11","10","22","35","56"
-7.68,-75.66,52,4.8,1995,"10","01","07","13","48"
-8.2232,-76.4088,136,4.3,2021,"05","10","06","30","17"
-9.9611,-78.7568,43,5,2011,"08","08","05","41","08"
-3.867,-80.912,40,5.1,1971,"01","05","10","55","35"
-4.7793,-80.5067,46,4.5,1997,"08","21","10","56","11"
-15.7779,-72.2742,120,4.8,2010,"05","24","03","08","45"
-13.41,-78.42,8,4.5,1987,"03","21","05","04","51"
-10.7186,-75.5476,142,5.3,1999,"01","28","12","51","42"
-5.7432,-76.915,83,4.5,2004,"02","14","12","51","10"
-6.561,-76.0676,138,4.3,2019,"10","21","20","22","35"
-14.4092,-76.6761,12,4.7,2011,"03","19","23","52","39"
-12.7655,-76.9939,33,4.5,2003,"06","02","11","43","41"
-3.8265,-78.9701,112,4.5,2015,"03","04","11","48","24"
-3.911,-81.026,53,4.8,1971,"11","04","03","33","56"
-16.7448,-73.7575,52,5.6,1997,"08","12","11","31","28"
-8.1078,-74.8489,123,4.9,2000,"11","27","08","09","24"
-6.04,-77.01,59,4.7,1990,"06","01","22","55","44"
-7.4762,-80.1978,30,4.8,2012,"10","19","15","42","47"
-9.2214,-77.6636,24,4.6,2001,"10","25","15","07","43"
-15.32,-75.57,28,5.5,1990,"07","10","21","51","23"
-12.8683,-75.0085,8,3.4,2020,"03","20","05","11","40"
-16.3302,-73.3007,39,4.8,2013,"08","24","15","04","01"
-15.909,-69.341,280,4.6,2018,"07","10","17","16","51"
-8.5153,-80.5745,34,5.3,2000,"04","10","22","03","48"
-5.621,-77.393,40,5.1,1977,"06","13","01","02","03"
-12.39,-77.74,12,4.6,1995,"12","07","22","23","33"
-14.5469,-70.9859,16,4.4,2019,"05","16","23","49","21"
-5.5817,-81.4445,44,4.5,2013,"10","09","04","41","31"
-13.83,-75.48,81,4.9,1989,"07","16","17","02","00"
-5.6758,-75.536,124,4.2,2020,"05","30","19","56","57"
-13.79,-71.26,164,4.6,1992,"02","19","05","55","23"
-11.0678,-74.291,119,4.6,1997,"03","21","08","21","29"
-8.6388,-81.3286,51,4.5,2011,"09","16","10","27","28"
-5.37,-80.7328,34,4.5,2003,"10","01","09","37","35"
-4.2837,-80.8054,35,4.5,2016,"06","11","06","44","19"
-8.2511,-75.5514,159,4.7,2014,"06","02","16","47","28"
-12.8802,-74.681,55,4.5,2009,"09","24","15","26","07"
-16.4357,-71.3587,128,5.4,2005,"12","15","04","45","33"
-9.3622,-79.461,45,4.9,1996,"02","02","21","18","01"
-9.8617,-74.5505,152,5,1997,"10","31","03","08","11"
-1.863,-76.279,33,4,1978,"12","27","09","33","21"
-3.5273,-80.9673,27,4.5,2017,"03","03","09","51","11"
-8.9113,-75.7648,138,5.2,2014,"07","04","20","00","10"
-14.781,-76.197,33,4.4,1996,"11","14","11","53","14"
-2.818,-77.851,33,5,1995,"10","05","02","45","18"
-11.0131,-78.0862,66,4.8,2017,"06","28","22","50","30"
-17.3149,-70.2477,128,4.7,2019,"08","22","10","59","08"
-15.5,-73.3,89,5.1,1985,"10","03","15","02","20"
-8.43,-74.227,161,5.3,1969,"06","02","11","07","39"
-9.535,-81.762,33,4.5,1973,"10","30","20","49","52"
-5.508,-77.2471,129,4.9,2015,"07","27","10","33","31"
-15.4583,-70.5796,223,4.5,2011,"03","11","02","34","19"
-3.808,-76.2204,52,4.5,2011,"08","22","08","05","38"
-5.2077,-77.5317,155,4.5,2011,"04","10","23","28","21"
-18.3754,-69.7985,129,4.9,2005,"03","06","22","34","57"
-8.9267,-79.837,57,4.5,2013,"11","22","02","14","00"
-9.1825,-73.9974,150,4.5,1999,"07","21","21","07","54"
-10.3,-80.36,29,4.6,1990,"07","07","08","28","19"
-17.399,-72.2457,45,4.6,2001,"08","01","15","12","32"
-5.9916,-77.2429,45,4.6,1997,"11","27","19","47","40"
-13.7654,-76.8599,17,4.8,2002,"08","26","13","43","16"
-11.718,-77.8823,39,4.7,2003,"10","16","00","21","14"
-5.2139,-80.7217,48,4.5,1998,"09","20","23","09","18"
-9.2294,-79.2683,44,4.7,2004,"10","24","13","19","32"
-8.6511,-79.3323,52,4.1,2020,"05","26","08","16","25"
-18.5955,-72.821,25,4.7,2001,"07","10","22","38","42"
-2.8701,-80.9234,56,4.5,2011,"12","03","15","47","49"
-11.52,-75.31,125,4.5,1989,"03","25","02","22","15"
-12.04,-77.07,20,4.9,1982,"09","11","18","52","27"
-8.3372,-75.307,38,4.6,2016,"03","16","06","43","39"
-10.306,-77.869,33,5,1981,"07","16","05","27","59"
-7.254,-71.08,600,5,1989,"05","05","19","10","45"
-14.927,-71.363,143,5.4,1980,"04","18","19","33","39"
-14.9902,-74.4025,102,4.5,2011,"12","18","07","58","33"
-14.47,-76.53,48,4.7,1988,"11","28","16","49","36"
-10.6168,-73.9578,97,4.8,1998,"02","28","23","17","51"
-4.15,-79.26,92,5.8,1986,"01","12","06","37","19"
-10.6335,-78.4241,43,4.5,2017,"02","06","06","29","21"
-16.8261,-72.7316,13,5,2001,"06","28","03","58","11"
-15.7451,-71.7949,13,3.8,2021,"09","19","03","51","49"
-14.13,-73.38,20,4.6,1995,"04","05","23","56","30"
-15.875,-71.9521,140,4.3,2021,"12","09","04","48","59"
-15.0908,-75.9117,28,4.9,1998,"11","14","20","57","30"
-9.415,-74.267,33,5.1,1993,"03","25","06","48","46"
-17.7449,-70.5484,24,4.7,2021,"04","19","00","27","33"
-14.0769,-76.8626,30,6.2,2007,"08","18","02","52","28"
-18.275,-69.423,167,4.4,1986,"11","28","04","37","53"
-5.0298,-78.087,71,4.5,1998,"04","08","01","58","25"
-16.78,-71.75,93,4.9,1995,"10","25","20","57","02"
-10.0396,-74.4647,26,4.6,2017,"04","02","16","22","58"
-16.0155,-73.7886,42,4.8,2015,"03","02","02","49","18"
-5.9329,-77.5106,113,4.5,2016,"01","13","00","15","21"
-12.2,-76.9,13,4.5,1990,"07","11","17","12","53"
-16.404,-73.876,62,4.7,1966,"12","01","00","17","46"
-11.2396,-72.5907,133,4.8,2015,"05","06","01","43","44"
-5.9241,-75.0591,34,5.1,2015,"07","28","02","42","17"
-7.69,-75.3,165,4.8,1992,"01","19","13","24","46"
-14.3891,-76.3499,13,4.9,2013,"10","09","00","47","26"
-10.441,-79.6553,10,5.2,2005,"05","08","03","30","03"
-13.02,-71.71,140,4.5,1992,"07","28","19","01","41"
-9.7023,-74.7189,135,4.8,2013,"04","25","17","54","28"
-5.5168,-77.3465,52,4.8,2011,"10","18","03","15","16"
-8.1311,-75.3726,173,4.5,2012,"04","15","09","18","52"
-17.2431,-70.8296,19,3.6,2020,"01","28","03","25","40"
-7.9781,-74.7017,170,5,2011,"08","24","18","28","24"
-12.6953,-77.0571,44,3.6,2021,"06","08","01","47","39"
-14.9329,-75.9426,41,4.8,2004,"04","15","08","34","18"
-8.1635,-81.4423,58,4.5,2011,"05","16","20","02","58"
-6.872,-76.32,96,4.9,1973,"07","13","19","06","58"
-4.2247,-80.7855,54,4.5,2004,"11","14","03","30","45"
-16.6977,-71.911,25,3.7,2020,"10","19","02","26","29"
-14.8876,-75.8051,4,4.6,2014,"10","04","02","27","24"
-9.8853,-80.8289,37,4.7,1996,"02","23","10","30","30"
-18.3868,-71.3492,33,4.5,2015,"01","21","04","39","18"
-16.495,-69.75,177,4.3,2005,"12","27","16","39","06"
-4.8,-78.4,33,4.9,1963,"04","03","01","35","59"
-13.6735,-77.451,13,4.9,2007,"08","16","13","01","41"
-4.4732,-76.9978,119,7.2,1997,"10","28","06","15","22"
-10.14,-74.89,78,4.5,1990,"09","06","13","14","46"
-17.8014,-72.8377,23,5.7,2017,"04","06","17","15","19"
-13.2673,-69.711,123,5.3,2016,"01","08","03","14","16"
-15.7731,-75.4951,10,4.6,2018,"07","22","10","16","05"
-15.6829,-75.8211,13,4.6,1996,"12","17","04","40","27"
-18.4169,-69.6766,78,5,2006,"10","12","01","31","55"
-16.2005,-71.8278,141,4.6,2012,"10","31","00","12","35"
-3.8524,-81.8584,23,4.9,1997,"09","08","14","23","56"
-10.5693,-74.6348,127,4.8,2015,"07","09","12","38","27"
-16.6828,-71.8415,43,4.9,2013,"04","19","19","38","36"
-15.5022,-69.9778,195,5.2,1998,"08","31","15","41","16"
