"LATITUD","LONGITUD","PROFUNDIDAD","MAGNITUD","AÑO_UTC","MES_UTC","DIA_UTC","HORA_UTC","MINUTO_UTC","SEGUNDO_UTC"
-17.5,-72,45,5,1966,"08","07","20","22","27"
-14.5,-69.2,51,4.7,1966,"08","14","07","46","50"
-3.217,-77.231,113,5.8,1966,"08","20","07","43","29"
-10.559,-77.958,84,4.9,1966,"08","23","01","37","17"
-7.69,-74.33,142,4.7,1966,"08","24","15","41","01"
-13.6,-76.7,59,4.9,1966,"08","26","14","37","27"
-11.025,-76.236,65,4.8,1966,"08","27","00","59","36"
-11,-78.8,49,4.6,1966,"08","27","15","43","00"
-18.488,-71.527,36,5,1966,"08","29","05","48","12"
-15.781,-75.388,78,4.9,1966,"08","31","09","56","51"
-3.6,-78.1,135,4.5,1966,"09","03","22","42","16"
-17.908,-74.136,16,5.3,1966,"09","04","05","37","53"
-4.83,-76.57,179,4.8,1966,"09","06","21","04","38"
-9.4,-74.57,122,4.9,1966,"09","07","10","20","47"
-9.083,-79.979,48,4.7,1966,"09","07","12","07","03"
-8.397,-74.138,170,5.3,1966,"09","09","04","04","06"
-16.6,-71.8,144,4.5,1966,"09","09","05","28","06"
-5.3,-78.7,72,4.8,1966,"09","10","20","09","00"
-5.04,-77.53,82,4.8,1966,"09","17","12","55","23"
-15.8,-76.3,34,4.9,1966,"09","18","11","33","21"
-15.293,-75.523,34,4.9,1966,"09","20","14","32","45"
-18.272,-69.506,119,5.4,1966,"09","30","09","29","13"
-4.7,-80.91,52,5,1966,"10","12","18","27","50"
-8.768,-74.236,154,5.4,1966,"10","13","15","45","17"
-9.3,-75.95,140,4.5,1966,"10","16","15","18","22"
-13.636,-74.772,102,5.1,1966,"10","17","11","11","57"
-10.832,-78.648,37,8,1966,"10","17","21","41","58"
-9.428,-77.801,46,5.8,1966,"10","17","21","53","22"
-11.087,-78.637,29,5.4,1966,"10","17","22","26","41"
-10.52,-78.544,32,5.6,1966,"10","17","23","04","23"
-10.755,-78.847,37,5.4,1966,"10","17","23","32","40"
-10.162,-79.618,36,5.8,1966,"10","17","23","46","54"
-11.121,-79.155,22,4.8,1966,"10","18","01","03","43"
-9.8,-78.5,30,4.8,1966,"10","18","01","53","44"
-10.6,-78.8,50,5,1966,"10","18","01","56","19"
-11.54,-78.756,13,4.8,1966,"10","18","04","42","55"
-10.51,-79.54,26,5.3,1966,"10","18","08","26","08"
-10.7,-78.6,58,4.5,1966,"10","18","09","00","03"
-10.907,-79.21,31,5,1966,"10","18","11","02","05"
-11.03,-79.305,31,5,1966,"10","18","12","52","16"
-11.1,-79.2,37,4.9,1966,"10","19","00","51","10"
-10.485,-79.693,35,5.3,1966,"10","19","02","17","46"
-11.777,-79.247,44,4.9,1966,"10","19","06","05","57"
-11.53,-78.489,28,4.9,1966,"10","19","07","25","44"
-10.766,-79.115,20,5.3,1966,"10","19","17","37","56"
-11.009,-79.18,33,4.8,1966,"10","19","22","23","30"
-12.06,-71.5,34,4.9,1966,"10","20","22","22","47"
-10.67,-79,44,5,1966,"10","20","23","50","55"
-11.594,-79.615,32,5,1966,"10","23","03","46","19"
-10.83,-79.098,30,5.3,1966,"10","23","15","32","54"
-10.852,-78.806,67,4.9,1966,"10","25","14","53","13"
-15.6,-76.1,10,4.6,1966,"10","27","00","16","51"
-15,-72.06,132,4.7,1966,"10","27","10","07","39"
-10.08,-79.58,21,5.3,1966,"10","27","12","08","34"
-10.978,-77.415,26,4.8,1966,"10","29","04","45","38"
-10.791,-78.994,40,5.3,1966,"10","29","15","32","23"
-10.908,-78.678,69,5.1,1966,"10","29","15","42","18"
-15.58,-75.4,47,4.9,1966,"11","03","13","26","31"
-4.357,-77.768,70,5.1,1966,"11","04","08","55","54"
-4.367,-77.631,107,5,1966,"11","04","09","15","04"
-7.802,-75.799,132,5.3,1966,"11","07","20","31","33"
-10.7,-78.7,41,4.9,1966,"11","08","14","55","37"
-14.9,-71.94,122,4.9,1966,"11","09","02","01","58"
-18.2,-70.2,33,5.3,1966,"11","12","18","49","32"
-11.074,-74.799,43,5,1966,"11","13","01","19","00"
-8.317,-74.251,164,5.3,1966,"11","13","14","24","40"
-17.221,-73.08,34,4.9,1966,"11","16","17","22","25"
-16.1,-74.4,33,4.9,1966,"11","19","03","02","19"
-10.794,-79.13,22,5.3,1966,"11","19","18","20","30"
-11.956,-76.195,90,4.7,1966,"11","20","01","52","48"
-15.3,-69.63,116,4.6,1966,"11","20","06","09","34"
-11.3,-73.7,33,5.2,1966,"11","25","19","01","23"
-16.404,-73.876,62,4.7,1966,"12","01","00","17","46"
-9.029,-79.522,41,4.6,1966,"12","01","11","41","40"
-14.734,-70.763,100,5.2,1966,"12","09","10","06","56"
-9.865,-78.577,28,4.9,1966,"12","09","13","32","40"
-12.1,-74.9,21,4.8,1966,"12","13","10","59","07"
-12.7,-74.7,149,4.8,1966,"12","14","08","39","50"
-10.819,-79.001,20,5.1,1966,"12","18","23","59","32"
-16.429,-72.006,115,5.3,1966,"12","19","02","10","31"
-15.07,-72.06,131,4.6,1966,"12","22","15","57","22"
-7.44,-74.578,145,5.3,1966,"12","23","18","59","07"
-11.225,-79.242,11,4.9,1966,"12","26","20","29","42"
-17.18,-70.66,134,4.8,1967,"01","01","09","55","12"
-14.4,-70.65,86,4.5,1967,"01","04","19","53","42"
-5.3,-82.5,22,5.6,1967,"01","11","16","08","06"
-18.309,-70.325,94,5.2,1967,"01","12","05","44","01"
-15.17,-73.47,113,5.1,1967,"01","20","00","59","43"
-8.956,-71.389,605,5,1967,"01","27","08","38","52"
-4.57,-78,67,4.7,1967,"01","29","18","27","44"
-16.968,-72.907,26,5.2,1967,"02","01","14","44","07"
-5.2,-80.7,48,4.6,1967,"02","05","03","20","44"
-13,-74.1,109,4.8,1967,"02","05","16","45","47"
-18.32,-70.038,107,4.7,1967,"02","08","12","18","00"
-16.4,-69.6,228,4.7,1967,"02","10","06","51","37"
-15.14,-72.03,136,4.5,1967,"02","11","19","25","03"
-5.211,-75.361,54,5.6,1967,"02","13","10","25","47"
-9.115,-71.296,600,6.2,1967,"02","15","16","11","13"
-8.488,-80.209,27,4.9,1967,"02","15","16","46","34"
-15.8,-71.17,90,4.9,1967,"02","17","23","26","47"
-10.47,-75.03,33,5,1967,"02","18","18","59","49"
-17.593,-69.645,153,4.9,1967,"03","09","19","57","00"
-11.03,-74.86,155,4.8,1967,"03","19","21","42","44"
-11.049,-79.15,26,5.1,1967,"03","22","05","05","19"
-11.017,-79.176,31,4.9,1967,"03","22","05","20","21"
-6.679,-74.975,140,5.3,1967,"03","24","15","38","50"
-10.493,-73.818,137,4.9,1967,"03","26","23","56","50"
-9.003,-71.296,606,5.6,1967,"03","27","08","26","36"
-16.4,-74.5,76,4.8,1967,"03","28","03","29","39"
-5.02,-80.9,88,4.9,1967,"03","28","04","51","35"
-8.86,-76.29,3,5,1967,"04","02","01","35","31"
-9.88,-75.5,33,4.9,1967,"04","02","01","58","16"
-8.02,-74.34,33,4.5,1967,"04","02","16","37","50"
-16.2,-73.28,97,4.9,1967,"04","05","18","12","03"
-16.12,-72.83,113,4.8,1967,"04","07","06","29","59"
-8.2,-73.68,137,4.9,1967,"04","10","01","57","34"
-6.175,-76.664,42,5.2,1967,"04","13","05","30","06"
-16.48,-69.74,213,4.8,1967,"04","21","22","57","44"
-5.71,-79.4,67,4.8,1967,"04","22","19","29","36"
-6.5,-80.4,45,4.9,1967,"04","24","14","54","36"
-5.4,-75.9,33,4.9,1967,"04","29","02","20","58"
-8.553,-74.865,136,5.1,1967,"04","30","08","39","09"
-9.06,-79.97,86,4.7,1967,"05","08","07","01","42"
-16.2,-72,162,4.5,1967,"05","10","12","48","10"
-15.67,-76.36,33,5,1967,"05","10","20","35","23"
-11.2,-77.7,33,4.9,1967,"05","14","11","48","48"
-10.325,-74.6,118,5.4,1967,"05","15","17","08","59"
-15.95,-75.4,19,5.1,1967,"05","16","00","57","54"
-8.2,-79.9,37,4.8,1967,"05","17","07","16","51"
-16.19,-75.269,36,5,1967,"05","20","06","33","46"
-16.48,-75.49,14,4.9,1967,"05","21","08","28","51"
-9.86,-75.7,38,4.9,1967,"06","01","09","44","09"
-10.984,-79.212,28,5.1,1967,"06","03","06","11","08"
-8.483,-74.489,150,5.4,1967,"06","03","13","08","09"
-15.7,-75.5,33,4.8,1967,"06","04","18","16","29"
-15.55,-75.67,30,5.1,1967,"06","04","18","28","38"
-11.58,-77.743,48,4.8,1967,"06","08","18","09","54"
-18.55,-71.39,45,4.7,1967,"06","09","01","00","31"
-10.8,-79.1,33,4.5,1967,"06","09","05","44","42"
-8.18,-74.34,181,4.5,1967,"06","11","06","53","31"
-15.017,-73.388,98,5.8,1967,"06","14","03","14","18"
-15.213,-75.813,30,5,1967,"06","16","10","01","38"
-3.903,-80.989,40,4.9,1967,"06","18","13","10","55"
-9.977,-74.369,189,4.9,1967,"06","21","06","09","58"
-15.434,-73.913,94,5.3,1967,"06","24","18","07","31"
-11,-74.9,31,4.7,1967,"06","26","10","57","57"
-10.9,-74.9,26,4.8,1967,"06","26","13","01","07"
-15.999,-74.984,15,5.2,1967,"07","03","05","28","10"
-8.953,-74.505,147,4.9,1967,"07","03","23","58","20"
-12.188,-77.438,43,4.8,1967,"07","07","10","27","00"
-8.842,-74.563,150,5,1967,"07","08","10","24","57"
-15.15,-74.798,82,5.5,1967,"07","13","14","20","42"
-17.632,-72.21,46,5.5,1967,"07","14","03","19","29"
-6.265,-77.392,110,5,1967,"07","14","10","08","44"
-13.16,-75.27,95,5,1967,"07","16","21","03","53"
-9.171,-80.659,7,4.7,1967,"07","18","09","06","59"
-15.85,-71.02,57,4.9,1967,"07","20","20","24","42"
-11.338,-79.716,10,5.2,1967,"07","24","04","45","22"
-13.406,-76.152,49,4.7,1967,"07","24","10","13","58"
-17.16,-72.12,100,4.7,1967,"07","24","11","19","33"
-15.8,-75.6,47,4.6,1967,"07","29","11","30","54"
-12.069,-74.947,30,4.9,1967,"07","30","21","58","50"
-12.987,-76.724,52,5.8,1967,"08","01","01","13","43"
-8.43,-75.13,106,4.9,1967,"08","01","16","49","57"
-13.68,-74.892,109,5.5,1967,"08","03","12","40","21"
-8.1,-74.9,33,4.9,1967,"08","05","08","26","18"
-8.275,-75.11,139,4.8,1967,"08","05","14","46","35"
-16.96,-69.49,191,4.5,1967,"08","06","08","07","21"
-8.47,-73.773,39,5.3,1967,"08","09","07","14","09"
-8.257,-80.425,33,4.7,1967,"08","15","11","18","36"
-14.043,-75.351,79,4.7,1967,"08","16","02","37","14"
-4.98,-81.4,46,4.8,1967,"08","18","19","05","09"
-10.99,-78.35,47,5.3,1967,"08","22","07","42","46"
-12.643,-77.017,59,5.2,1967,"08","22","09","59","36"
-4.302,-81.556,30,5.3,1967,"08","23","09","22","01"
-15.9,-74.8,66,5,1967,"08","24","13","07","58"
-17.5,-71.6,65,4.7,1967,"08","26","13","30","42"
-9.975,-71.148,597,5.3,1967,"08","28","00","56","52"
-10.49,-78.251,74,5.3,1967,"08","31","14","06","39"
-10.625,-79.682,35,6.7,1967,"09","03","21","07","32"
-10.745,-79.665,40,5,1967,"09","04","05","32","16"
-10.56,-79.63,22,5.1,1967,"09","04","16","06","08"
-17.08,-72.49,33,4.5,1967,"09","12","04","51","49"
-10.65,-79.467,34,5,1967,"09","13","15","13","48"
-18.32,-71.54,37,4.6,1967,"09","14","03","58","28"
-7.4,-75.9,33,4.8,1967,"09","14","10","39","06"
-7.944,-74.431,146,5.5,1967,"09","20","09","33","56"
-16.2,-75.4,44,4.9,1967,"09","25","04","00","42"
-15.913,-75.385,15,5,1967,"09","25","04","03","50"
-16.65,-72.8,99,4.9,1967,"09","26","01","35","15"
-7.33,-81.405,22,5.3,1967,"09","27","06","02","39"
-14.572,-75.605,63,5.7,1967,"10","05","09","41","29"
-4,-75,33,4.6,1967,"10","06","08","20","59"
-8.31,-74,183,4.5,1967,"10","06","16","16","07"
-10.407,-71.156,587,5.3,1967,"10","11","20","28","11"
-3.471,-78.187,55,4.9,1967,"10","15","21","11","20"
-11.502,-78.399,83,5.1,1967,"10","16","01","31","48"
-13.627,-76.267,67,4.9,1967,"10","17","05","41","18"
-5.1,-75.2,116,4.5,1967,"10","20","04","39","12"
-17.14,-69.936,155,4.8,1967,"10","22","04","40","53"
-14.875,-76.055,47,4.9,1967,"10","22","23","46","31"
-8.523,-74.26,159,5,1967,"10","27","06","29","36"
-7.726,-81.444,20,5.5,1967,"11","03","08","15","37"
-2.759,-77.655,95,6,1967,"11","04","16","26","49"
-11.267,-75.463,155,4.5,1967,"11","06","22","12","42"
-15.9,-73.7,93,4.9,1967,"11","15","19","29","54"
-16.25,-74.6,38,4.8,1967,"11","21","12","05","10"
-9.9,-75.58,118,4.7,1967,"11","23","22","42","55"
-17.4,-71.8,34,4.5,1967,"11","24","17","58","03"
-12.566,-76.612,72,4.9,1967,"11","26","07","36","03"
-11.1,-74.3,33,4.9,1967,"11","29","02","59","48"
-8.19,-80.27,47,5.5,1967,"11","30","18","05","21"
-17.231,-71.061,87,5.1,1967,"12","09","09","25","43"
-14.4,-72.2,33,4.9,1967,"12","10","23","46","33"
-13.9,-69.8,67,4.9,1967,"12","11","04","27","23"
-5.57,-77.4,137,5.1,1967,"12","11","14","16","09"
-9.1,-75.1,33,4.9,1967,"12","11","21","57","02"
-2.938,-77.13,113,5.5,1967,"12","16","03","19","14"
-7.9,-81.6,27,4.6,1967,"12","16","09","20","12"
-16.2,-75.4,9,4.9,1967,"12","19","14","14","37"
-17.87,-69.277,153,4.8,1967,"12","21","05","17","56"
-16.577,-72.73,70,5.3,1967,"12","21","07","50","33"
-9.861,-74.659,129,5.4,1967,"12","23","02","40","10"
-6.467,-78.422,14,4.9,1967,"12","23","22","57","43"
-10.69,-74.01,116,4.9,1967,"12","26","23","46","24"
-8.063,-74.565,144,4.7,1967,"12","29","23","57","50"
-9.617,-80.023,17,4.6,1968,"01","01","01","03","16"
-11.276,-75.871,124,4.9,1968,"01","01","08","16","17"
-9.58,-75.718,77,4.9,1968,"01","04","03","39","26"
-8.61,-74.45,155,4.8,1968,"01","06","14","32","36"
-18.487,-69.804,115,5.6,1968,"01","08","18","44","27"
-8.89,-74.62,33,4.9,1968,"01","08","23","43","20"
-17.182,-71.35,83,4.9,1968,"01","11","02","43","40"
-8.24,-75.2,33,4.8,1968,"01","13","04","03","43"
-8.375,-74.352,170,4.8,1968,"01","22","03","45","01"
-17.2,-71.9,72,4.6,1968,"01","28","04","37","58"
-14.5,-70.1,85,4.7,1968,"01","30","09","24","45"
-12.597,-76.592,68,5.3,1968,"02","03","11","07","50"
-12.714,-76.592,67,5.3,1968,"02","03","11","43","07"
-9.162,-71.396,594,5.1,1968,"02","08","22","50","05"
-16.514,-72.117,15,5.3,1968,"02","18","10","53","59"
-10.469,-79.359,33,4.9,1968,"02","19","02","57","58"
-15.53,-71.05,50,4.9,1968,"02","24","07","31","35"
-2.536,-76.931,143,4.8,1968,"03","03","16","16","31"
-8.95,-74.65,51,4.9,1968,"03","04","21","55","04"
-4.1,-78.2,84,4.7,1968,"03","08","08","23","00"
-17.74,-69.89,139,4.5,1968,"03","11","17","06","47"
-11.39,-76.81,31,4.9,1968,"03","12","12","35","52"
-17.63,-71.7,54,4.8,1968,"03","15","04","17","03"
-13.29,-74.778,101,4.8,1968,"03","22","03","24","06"
-11.31,-78.058,48,4.7,1968,"03","28","02","00","37"
-10.997,-79.131,39,4.9,1968,"04","07","13","16","38"
-4.946,-78.039,54,5.2,1968,"04","07","23","49","05"
-15.71,-72.2,41,4.9,1968,"04","11","01","01","14"
-5.888,-81.051,24,5.5,1968,"04","15","07","47","40"
-5.555,-77.119,20,5.3,1968,"04","17","06","54","20"
-8.355,-80.002,38,5,1968,"04","20","14","07","25"
-17.42,-72.454,39,4.9,1968,"04","21","22","10","42"
-14.451,-70.52,100,5.2,1968,"04","26","11","54","49"
-16.3,-74.8,33,4.8,1968,"04","29","03","15","35"
-2.596,-77.313,117,5.2,1968,"04","29","22","26","55"
-5.312,-81.824,21,5.8,1968,"05","09","12","52","24"
-5.2,-82,33,4.5,1968,"05","09","13","35","53"
-3.794,-76.539,98,5.6,1968,"05","16","08","25","09"
-15.88,-73.02,110,4.6,1968,"05","21","14","44","58"
-5.5,-81.6,27,4.8,1968,"05","22","09","35","30"
-8.1,-76.9,103,4.7,1968,"05","27","04","15","37"
-16.73,-72,114,4.5,1968,"05","27","07","24","24"
-7.126,-80.656,100,5.3,1968,"05","27","18","25","10"
-7.7,-74.36,128,4.9,1968,"06","05","13","53","49"
-6.34,-76.47,112,4.7,1968,"06","12","17","33","08"
-5.9,-77.2,14,4.8,1968,"06","19","02","01","59"
-5.571,-77.13,16,6.9,1968,"06","19","08","13","35"
-5.3,-77.13,33,5.1,1968,"06","19","08","36","27"
-3.4,-77.3,100,4.9,1968,"06","19","08","38","13"
-5.9,-77.2,147,4.8,1968,"06","19","09","01","59"
-5.772,-77.148,25,4.8,1968,"06","19","09","04","35"
-5.519,-77.279,24,5.6,1968,"06","19","09","05","50"
-5.609,-77.236,25,4.9,1968,"06","19","09","10","46"
-4.1,-77.4,100,4.9,1968,"06","19","09","11","21"
-5.75,-77,91,5,1968,"06","19","09","17","21"
-5.5,-77,33,4.8,1968,"06","19","09","27","11"
-5.64,-77.18,38,5.1,1968,"06","19","09","28","01"
-5.14,-77.13,33,4.5,1968,"06","19","09","35","20"
-5.612,-77.239,24,5.3,1968,"06","19","10","18","47"
-7.5,-80.5,33,4.8,1968,"06","19","10","26","44"
-5.584,-77.241,24,5.2,1968,"06","19","10","57","25"
-5.3,-77.12,33,4.9,1968,"06","19","11","00","06"
-5.66,-77,49,4.9,1968,"06","19","12","42","20"
-5.564,-77.204,27,4.9,1968,"06","19","12","46","14"
-5.1,-77.4,0,4.8,1968,"06","19","14","00","42"
-5.55,-76.97,33,4.8,1968,"06","19","14","20","17"
-5.603,-77.587,25,5.2,1968,"06","19","16","54","32"
-5.7,-77.9,33,4.9,1968,"06","19","17","06","10"
-5.657,-77.439,25,5.3,1968,"06","19","17","07","45"
-5.66,-77.1,33,4.9,1968,"06","19","21","19","11"
-5.598,-77.282,19,5.4,1968,"06","19","23","39","00"
-5.83,-77.31,118,4.9,1968,"06","20","00","11","26"
-5.42,-77.13,16,4.8,1968,"06","20","00","28","13"
-5.52,-77.01,33,4.9,1968,"06","20","00","47","48"
-5.531,-77.225,19,6,1968,"06","20","02","38","38"
-6.01,-77.5,154,4.8,1968,"06","20","05","44","55"
-5.598,-77.24,18,5.5,1968,"06","20","08","11","11"
-5.647,-77.206,12,5.1,1968,"06","20","15","51","56"
-5.62,-77.15,23,5.8,1968,"06","21","00","26","10"
-5.9,-77.4,115,4.8,1968,"06","21","02","20","07"
-5.53,-77.467,30,5.1,1968,"06","21","07","24","20"
-5.437,-77.394,29,5.2,1968,"06","21","07","31","19"
-5.49,-77,44,4.9,1968,"06","21","12","28","57"
-5.39,-76.9,33,4.6,1968,"06","21","12","51","42"
-5.734,-77.121,23,4.9,1968,"06","22","04","02","21"
-5.572,-77.045,24,4.9,1968,"06","22","04","24","46"
-5.518,-77.056,26,5,1968,"06","22","09","16","50"
-5.4,-76.6,33,4.8,1968,"06","22","11","59","13"
-5.51,-76.95,36,4.9,1968,"06","22","18","34","07"
-5.6,-77.28,33,4.9,1968,"06","22","20","16","55"
-15.531,-70.307,222,4.7,1968,"06","23","11","26","20"
-5.8,-78.2,33,4.7,1968,"06","23","19","09","50"
-7.1,-76.7,33,4.8,1968,"06","23","19","18","29"
-5.69,-77.2,64,4.9,1968,"06","24","02","59","37"
-5.49,-77.09,23,4.7,1968,"06","24","10","58","59"
-5.617,-77.149,35,4.8,1968,"06","24","14","03","49"
-5.56,-76.84,120,4.7,1968,"06","25","10","03","58"
-5.762,-77.273,24,5.2,1968,"06","26","04","53","47"
-6.24,-78,98,4.8,1968,"06","26","06","33","55"
-6.2,-76.7,153,4.6,1968,"06","26","06","46","41"
-17.2,-70.75,121,4.7,1968,"06","26","16","31","20"
-5.58,-77.169,47,5.3,1968,"06","26","16","34","16"
-5.57,-77.17,48,4.9,1968,"06","26","20","51","11"
-5.78,-76.9,98,4.9,1968,"06","27","07","10","40"
-5.76,-76.6,67,4.5,1968,"06","27","09","35","40"
-5.96,-77.8,114,4.8,1968,"06","27","10","27","04"
-7.72,-74.29,141,4.9,1968,"06","27","11","47","48"
-11.415,-74.64,5,4.9,1968,"06","27","12","16","53"
-6.06,-77.3,134,4.9,1968,"06","29","18","43","34"
-5.39,-77.1,30,4.6,1968,"06","30","02","09","48"
-5.71,-77.295,24,5.2,1968,"07","01","11","08","22"
-16.23,-72.1,117,4.6,1968,"07","02","00","23","19"
-5.82,-76.92,111,4.7,1968,"07","03","15","25","00"
-5.527,-77.556,25,4.8,1968,"07","05","06","45","43"
-5.72,-76.98,90,4.9,1968,"07","07","12","35","54"
-5.713,-77.13,31,5.7,1968,"07","07","23","48","11"
-5.629,-76.995,29,5.1,1968,"07","08","08","45","49"
-5.322,-77.257,25,4.9,1968,"07","14","10","01","13"
-5.45,-76.89,39,4.7,1968,"07","14","15","20","00"
-5.633,-76.896,30,4.9,1968,"07","16","12","30","58"
-5.713,-77.469,23,5.3,1968,"07","16","13","18","45"
-5.675,-77.046,19,4.9,1968,"07","16","14","01","51"
-5.81,-76.97,120,4.5,1968,"07","23","07","14","49"
-17.8,-71.8,64,4.6,1968,"07","25","21","22","04"
-8.614,-74.264,155,5.4,1968,"07","26","14","00","06"
-5.55,-76.76,131,4.7,1968,"07","27","22","06","09"
-16.62,-69.36,211,4.7,1968,"07","27","23","18","28"
-5.664,-77.115,50,5.3,1968,"07","28","18","36","13"
-6.936,-80.438,30,6.5,1968,"07","30","20","38","43"
-5.84,-77.6,93,4.8,1968,"08","02","10","09","33"
-15.2,-76,42,4.8,1968,"08","03","04","23","00"
-12.988,-76.939,42,4.9,1968,"08","05","14","23","42"
-15.242,-73.97,96,5.8,1968,"08","11","02","41","54"
-15.53,-70.88,190,4.9,1968,"08","22","20","38","13"
-5.73,-77.09,96,4.9,1968,"08","24","06","40","49"
-17.64,-69.57,173,4.6,1968,"08","26","17","24","35"
-8.871,-72.856,28,5.3,1968,"08","27","05","17","36"
-5.804,-77.324,33,5.3,1968,"08","27","11","19","17"
-11.05,-76.6,111,4.8,1968,"08","29","04","02","10"
-6.12,-77.8,90,4.8,1968,"09","02","23","01","52"
-5.793,-80.384,45,5.6,1968,"09","06","07","49","42"
-5.568,-77.192,25,5.3,1968,"09","07","17","41","55"
-8.718,-74.505,146,5.7,1968,"09","09","00","35","20"
-8.701,-74.487,143,6.1,1968,"09","09","00","37","47"
-17.21,-71.1,108,4.5,1968,"09","12","15","59","08"
-15.31,-70.76,196,4.9,1968,"09","14","18","53","20"
-13.721,-75.897,73,4.9,1968,"09","17","21","49","59"
-9.61,-75.8,100,4.8,1968,"09","18","04","23","46"
-11.888,-75.087,41,5.3,1968,"09","21","14","44","31"
-13.171,-76.361,68,6.2,1968,"09","28","13","53","37"
-10.014,-74.729,31,5.2,1968,"10","13","21","34","26"
-4.096,-80.921,43,5,1968,"10","18","19","59","21"
-17.164,-70.179,143,5.1,1968,"10","27","14","02","54"
-16.376,-73.453,42,5.9,1968,"10","31","09","15","46"
-16.57,-73.78,33,4.9,1968,"11","04","10","58","28"
-16.6,-73.4,69,4.7,1968,"11","04","18","12","38"
-5.82,-77.3,102,4.8,1968,"11","07","02","44","38"
-16.413,-73.517,49,5.3,1968,"11","07","10","13","42"
-4.164,-80.597,43,5.2,1968,"11","07","18","17","15"
-16.76,-72.15,94,4.6,1968,"11","14","16","56","13"
-5.383,-77.252,17,5.1,1968,"11","19","07","18","57"
-15.92,-74.2,76,4.8,1968,"11","22","08","47","29"
-10.98,-76.23,161,5.1,1968,"11","25","02","13","05"
-5.72,-77,115,4.6,1968,"11","29","09","31","06"
-2.781,-76.818,126,4.9,1968,"11","30","09","48","02"
-8.565,-80.29,20,5.1,1968,"11","30","19","59","35"
-14.06,-75.97,89,4.9,1968,"12","01","02","19","29"
-10.603,-74.809,43,5.8,1968,"12","01","13","14","58"
-7.35,-74.53,112,4.7,1968,"12","04","11","33","22"
-10.92,-74.726,13,5.2,1968,"12","04","11","44","02"
-15.773,-70.618,200,4.7,1968,"12","04","18","04","13"
-5.77,-77.52,87,4.9,1968,"12","10","00","59","00"
-15.343,-73.847,90,5.3,1968,"12","12","23","41","35"
-16.65,-73.65,53,4.8,1968,"12","21","03","40","24"
-18.353,-69.973,90,4.9,1968,"12","21","15","28","31"
-17.434,-69.412,169,5.2,1968,"12","27","02","04","52"
-18.28,-70.14,107,4.6,1968,"12","27","21","29","30"
-8.776,-81.414,23,5.4,1968,"12","28","12","41","42"
-13.5,-74.5,112,5,1968,"12","28","16","29","09"
-16.142,-70.918,42,5.4,1968,"12","30","14","39","20"
-6.09,-77.2,100,4.8,1969,"01","01","08","04","34"
-6.14,-77.8,14,4.7,1969,"01","04","05","38","04"
-18.638,-70.693,41,5.3,1969,"01","06","20","18","29"
-13.48,-69.3,661,4.5,1969,"01","10","13","37","25"
-14.081,-72.739,93,5.4,1969,"01","12","14","12","53"
-13.54,-77.75,43,4.8,1969,"01","13","05","02","33"
-8.673,-74.382,149,5,1969,"01","14","09","51","31"
-6.3,-78.8,153,4.6,1969,"01","15","08","19","58"
-16.7,-74,55,4.9,1969,"01","17","05","28","26"
-8.318,-78.879,77,4.8,1969,"01","25","18","13","50"
-6.39,-81.3,21,4.9,1969,"01","30","12","57","29"
-15.2,-76.2,33,5.2,1969,"02","01","12","26","02"
-15.552,-76.118,21,4.9,1969,"02","03","06","10","12"
-5.696,-77.154,21,5.3,1969,"02","03","21","37","33"
-8.11,-80.08,47,6.1,1969,"02","04","04","10","19"
-15.83,-73.02,119,4.9,1969,"02","05","01","50","37"
-5.8,-77.5,126,4.7,1969,"02","06","14","36","48"
-8.249,-80.014,28,5.5,1969,"02","14","00","40","34"
-8.133,-80.291,43,5,1969,"02","17","01","11","51"
-9.01,-75.429,129,4.9,1969,"02","21","00","52","09"
-2.58,-76.44,146,4.9,1969,"02","22","01","19","23"
-15.5,-75.77,33,5.2,1969,"02","23","12","51","32"
-6.7,-74.48,33,4.9,1969,"02","23","15","56","13"
-16.3,-69.6,140,4.5,1969,"02","25","00","42","02"
-14.231,-74.577,101,5.4,1969,"02","27","05","09","30"
-17.41,-69.88,151,4.8,1969,"03","01","23","55","13"
-6.18,-76.77,140,5.1,1969,"03","04","00","11","37"
-6.59,-76.2,43,5,1969,"03","05","23","19","01"
-5.472,-77.001,20,5,1969,"03","08","13","37","05"
-9.53,-79.059,50,5.1,1969,"03","11","17","50","16"
-7.98,-80.15,37,5.7,1969,"03","13","22","19","39"
-15.19,-76.23,33,4.8,1969,"03","15","06","20","28"
-13.648,-74.63,109,5.1,1969,"03","15","13","06","30"
-8.4,-75.6,33,4.9,1969,"03","17","16","31","44"
