Fecha UTC,Fecha,profundidad (km),magnitud (M)
02/03/1996,Mar-96,156,4.9
05/03/1996,Mar-96,98,5.1
05/03/1996,Mar-96,33,4.7
05/03/1996,Mar-96,85,4.6
07/03/1996,Mar-96,50,4.9
08/03/1996,Mar-96,115,4.5
08/03/1996,Mar-96,33,4.1
10/03/1996,Mar-96,61,6
10/03/1996,Mar-96,65,4.5
10/03/1996,Mar-96,9,4.5
11/03/1996,Mar-96,39,4.8
11/03/1996,Mar-96,42,4.5
13/03/1996,Mar-96,55,4.9
14/03/1996,Mar-96,52,4.9
14/03/1996,Mar-96,23,4.6
14/03/1996,Mar-96,31,4.9
15/03/1996,Mar-96,49,5.3
15/03/1996,Mar-96,67,5.1
15/03/1996,Mar-96,38,5.3
17/03/1996,Mar-96,37,4.5
17/03/1996,Mar-96,66,4.6
17/03/1996,Mar-96,19,4.5
17/03/1996,Mar-96,56,4.5
18/03/1996,Mar-96,14,4.9
22/03/1996,Mar-96,40,5.1
26/03/1996,Mar-96,63,4.6
26/03/1996,Mar-96,101,4.1
27/03/1996,Mar-96,33,4.5
31/03/1996,Mar-96,21,4.5
31/03/1996,Mar-96,36,4.9
01/04/1996,Abr-96,52,4.5
01/04/1996,Abr-96,33,4.6
04/04/1996,Abr-96,106,4.2
06/04/1996,Abr-96,56,5.6
08/04/1996,Abr-96,13,5.6
08/04/1996,Abr-96,135,5.4
09/04/1996,Abr-96,27,4.6
10/04/1996,Abr-96,16,4.5
10/04/1996,Abr-96,56,4.9
10/04/1996,Abr-96,30,5
10/04/1996,Abr-96,71,5.2
13/04/1996,Abr-96,15,4.5
14/04/1996,Abr-96,19,5
17/04/1996,Abr-96,40,4.7
18/04/1996,Abr-96,105,4
19/04/1996,Abr-96,40,4.6
20/04/1996,Abr-96,53,4.6
21/04/1996,Abr-96,97,4.2
21/04/1996,Abr-96,44,4.9
23/04/1996,Abr-96,55,4.7
24/04/1996,Abr-96,146,5.9
25/04/1996,Abr-96,48,4.7
25/04/1996,Abr-96,38,5.6
26/04/1996,Abr-96,15,5.3
26/04/1996,Abr-96,41,4.5
28/04/1996,Abr-96,117,4.5
29/04/1996,Abr-96,158,5.1
01/05/1996,May-96,40,4.5
01/05/1996,May-96,33,4.2
02/05/1996,May-96,49,4.5
02/05/1996,May-96,61,4.9
03/05/1996,May-96,65,4.6
06/05/1996,May-96,116,4.6
06/05/1996,May-96,10,4.9
07/05/1996,May-96,230,5.5
08/05/1996,May-96,19,4.5
08/05/1996,May-96,65,4.8
09/05/1996,May-96,33,5.1
10/05/1996,May-96,33,4.4
10/05/1996,May-96,118,5.8
10/05/1996,May-96,80,4.5
11/05/1996,May-96,33,4.5
11/05/1996,May-96,69,4.7
11/05/1996,May-96,32,5
16/05/1996,May-96,16,4.9
17/05/1996,May-96,17,4.6
18/05/1996,May-96,38,4.5
19/05/1996,May-96,51,4.8
20/05/1996,May-96,65,5
23/05/1996,May-96,29,4.6
23/05/1996,May-96,56,4.5
24/05/1996,May-96,10,4.5
24/05/1996,May-96,23,4.5
25/05/1996,May-96,58,4.6
26/05/1996,May-96,147,4.5
29/05/1996,May-96,34,4.9
31/05/1996,May-96,162,4.5
31/05/1996,May-96,80,4.5
01/06/1996,Jun-96,56,4.5
01/06/1996,Jun-96,75,4.5
01/06/1996,Jun-96,75,4.5
02/06/1996,Jun-96,19,4.9
02/06/1996,Jun-96,50,5.7
02/06/1996,Jun-96,33,4.1
06/06/1996,Jun-96,66,4.6
07/06/1996,Jun-96,23,4.7
08/06/1996,Jun-96,11,4.5
08/06/1996,Jun-96,117,4.6
10/06/1996,Jun-96,17,4.5
14/06/1996,Jun-96,180,4.7
14/06/1996,Jun-96,20,4.6
15/06/1996,Jun-96,159,4.9
15/06/1996,Jun-96,29,4.5
15/06/1996,Jun-96,19,4.5
16/06/1996,Jun-96,52,4.6
16/06/1996,Jun-96,158,4.7
17/06/1996,Jun-96,91,4.6
18/06/1996,Jun-96,209,4
18/06/1996,Jun-96,48,4.5
20/06/1996,Jun-96,78,4.9
21/06/1996,Jun-96,27,4.7
21/06/1996,Jun-96,10,4.6
22/06/1996,Jun-96,55,4.6
22/06/1996,Jun-96,61,5.2
23/06/1996,Jun-96,37,4.5
23/06/1996,Jun-96,57,4.5
24/06/1996,Jun-96,52,4.6
27/06/1996,Jun-96,161,4.6
01/07/1996,Jul-96,24,4.7
01/07/1996,Jul-96,49,4.7
02/07/1996,Jul-96,37,4.6
03/07/1996,Jul-96,31,4.9
04/07/1996,Jul-96,50,4.6
05/07/1996,Jul-96,10,4.6
05/07/1996,Jul-96,45,4.5
08/07/1996,Jul-96,32,4.5
09/07/1996,Jul-96,22,4.5
09/07/1996,Jul-96,77,4.5
10/07/1996,Jul-96,32,4.5
10/07/1996,Jul-96,21,4.6
11/07/1996,Jul-96,60,4.5
13/07/1996,Jul-96,92,4.5
14/07/1996,Jul-96,79,4.9
16/07/1996,Jul-96,21,4.7
16/07/1996,Jul-96,55,4.9
17/07/1996,Jul-96,50,4.6
17/07/1996,Jul-96,78,4.6
17/07/1996,Jul-96,84,4.5
18/07/1996,Jul-96,58,4.5
18/07/1996,Jul-96,43,4.6
18/07/1996,Jul-96,59,4.7
19/07/1996,Jul-96,26,4.5
19/07/1996,Jul-96,29,4.6
19/07/1996,Jul-96,67,4.7
19/07/1996,Jul-96,85,4.7
20/07/1996,Jul-96,40,4.5
21/07/1996,Jul-96,124,4.4
21/07/1996,Jul-96,50,4.5
21/07/1996,Jul-96,50,4.5
21/07/1996,Jul-96,18,4.7
22/07/1996,Jul-96,72,4.5
23/07/1996,Jul-96,15,4.5
23/07/1996,Jul-96,41,4.5
23/07/1996,Jul-96,33,4.7
23/07/1996,Jul-96,83,4.6
24/07/1996,Jul-96,96,4.6
26/07/1996,Jul-96,46,4.9
26/07/1996,Jul-96,28,4.7
26/07/1996,Jul-96,50,4.6
28/07/1996,Jul-96,26,4.5
28/07/1996,Jul-96,82,4.5
01/08/1996,Ago-96,95,5.5
02/08/1996,Ago-96,47,5.3
03/08/1996,Ago-96,37,5.8
03/08/1996,Ago-96,45,5.3
04/08/1996,Ago-96,136,4.2
04/08/1996,Ago-96,70,5.3
05/08/1996,Ago-96,87,4.5
05/08/1996,Ago-96,14,5.1
06/08/1996,Ago-96,64,6
06/08/1996,Ago-96,12,6
07/08/1996,Ago-96,115,5.6
07/08/1996,Ago-96,58,5.3
07/08/1996,Ago-96,49,5.4
07/08/1996,Ago-96,95,6
07/08/1996,Ago-96,55,6
08/08/1996,Ago-96,57,5.7
08/08/1996,Ago-96,65,5.8
08/08/1996,Ago-96,58,5.8
10/08/1996,Ago-96,52,5.1
10/08/1996,Ago-96,95,5.4
10/08/1996,Ago-96,36,5.4
10/08/1996,Ago-96,32,5.5
10/08/1996,Ago-96,53,5.6
11/08/1996,Ago-96,175,4.6
11/08/1996,Ago-96,14,5.1
11/08/1996,Ago-96,41,4.9
11/08/1996,Ago-96,24,4.5
12/08/1996,Ago-96,63,5
12/08/1996,Ago-96,23,4.9
12/08/1996,Ago-96,178,4.4
13/08/1996,Ago-96,16,5.1
13/08/1996,Ago-96,15,4.5
14/08/1996,Ago-96,66,4.5
14/08/1996,Ago-96,53,4.5
15/08/1996,Ago-96,67,5
15/08/1996,Ago-96,51,5.7
15/08/1996,Ago-96,91,5
16/08/1996,Ago-96,61,5.1
18/08/1996,Ago-96,90,4.6
19/08/1996,Ago-96,72,4.9
20/08/1996,Ago-96,34,4.5
21/08/1996,Ago-96,29,4.9
22/08/1996,Ago-96,111,5.2
25/08/1996,Ago-96,50,4.9
25/08/1996,Ago-96,32,4.5
25/08/1996,Ago-96,74,5.1
25/08/1996,Ago-96,32,5.1
25/08/1996,Ago-96,46,4.6
25/08/1996,Ago-96,40,4.6
25/08/1996,Ago-96,35,4.6
25/08/1996,Ago-96,37,5.2
25/08/1996,Ago-96,25,5
25/08/1996,Ago-96,8,5.1
25/08/1996,Ago-96,36,5.1
26/08/1996,Ago-96,23,5
26/08/1996,Ago-96,23,5.1
26/08/1996,Ago-96,90,4.7
26/08/1996,Ago-96,23,5.5
26/08/1996,Ago-96,26,5.7
26/08/1996,Ago-96,8,5.3
27/08/1996,Ago-96,19,4.8
28/08/1996,Ago-96,52,5.8
29/08/1996,Ago-96,21,5.5
29/08/1996,Ago-96,68,5.4
29/08/1996,Ago-96,24,5.6
29/08/1996,Ago-96,75,5.5
30/08/1996,Ago-96,11,5.5
30/08/1996,Ago-96,19,5.4
31/08/1996,Ago-96,44,5.5
31/08/1996,Ago-96,18,4.5
31/08/1996,Ago-96,25,5.7
31/08/1996,Ago-96,11,5.6
03/09/1996,Set-96,51,4.5
04/09/1996,Set-96,169,4.6
05/09/1996,Set-96,26,4.6
06/09/1996,Set-96,16,4.8
07/09/1996,Set-96,52,4.7
07/09/1996,Set-96,37,4.7
08/09/1996,Set-96,93,5.9
08/09/1996,Set-96,25,4.5
09/09/1996,Set-96,25,5.2
09/09/1996,Set-96,20,4.9
10/09/1996,Set-96,42,4.6
10/09/1996,Set-96,120,5.2
11/09/1996,Set-96,31,5.2
12/09/1996,Set-96,78,4.5
13/09/1996,Set-96,30,4.9
13/09/1996,Set-96,74,4.8
13/09/1996,Set-96,60,4.5
14/09/1996,Set-96,46,5.3
15/09/1996,Set-96,85,4.5
15/09/1996,Set-96,55,4.6
17/09/1996,Set-96,53,4.7
19/09/1996,Set-96,23,4.6
21/09/1996,Set-96,48,5
21/09/1996,Set-96,150,4.6
21/09/1996,Set-96,32,4.8
22/09/1996,Set-96,168,5.3
23/09/1996,Set-96,19,4.6
23/09/1996,Set-96,19,4.8
25/09/1996,Set-96,56,4.6
25/09/1996,Set-96,45,4.7
25/09/1996,Set-96,68,4.5
25/09/1996,Set-96,53,5.2
27/09/1996,Set-96,30,4.5
27/09/1996,Set-96,136,5.1
27/09/1996,Set-96,53,4.5
28/09/1996,Set-96,130,4.7
28/09/1996,Set-96,31,5.5
01/10/1996,Oct-96,63,4.5
01/10/1996,Oct-96,42,5.8
02/10/1996,Oct-96,37,4.5
04/10/1996,Oct-96,31,4.5
04/10/1996,Oct-96,60,4.7
05/10/1996,Oct-96,119,4.5
06/10/1996,Oct-96,31,5.1
07/10/1996,Oct-96,24,4.8
10/10/1996,Oct-96,43,4.6
10/10/1996,Oct-96,53,4.6
11/10/1996,Oct-96,23,4.7
12/10/1996,Oct-96,8,5
14/10/1996,Oct-96,65,4.7
16/10/1996,Oct-96,13,4.5
17/10/1996,Oct-96,50,4.5
17/10/1996,Oct-96,117,4.5
18/10/1996,Oct-96,69,4.5
19/10/1996,Oct-96,78,5.2
23/10/1996,Oct-96,152,4.8
24/10/1996,Oct-96,57,4.5
25/10/1996,Oct-96,57,5.9
26/10/1996,Oct-96,50,4.5
26/10/1996,Oct-96,116,4.6
27/10/1996,Oct-96,74,4.9
27/10/1996,Oct-96,54,4.5
29/10/1996,Oct-96,76,4.9
29/10/1996,Oct-96,50,4.5
01/11/1996,Nov-96,34,4.6
01/11/1996,Nov-96,122,4.9
05/11/1996,Nov-96,76,4.6
11/11/1996,Nov-96,28,5.1
12/11/1996,Nov-96,95,5
12/11/1996,Nov-96,20,7.7
12/11/1996,Nov-96,33,5.7
12/11/1996,Nov-96,33,5.2
12/11/1996,Nov-96,65,4.9
12/11/1996,Nov-96,98,4.9
12/11/1996,Nov-96,35,4.8
12/11/1996,Nov-96,33,5.3
12/11/1996,Nov-96,23,4.7
12/11/1996,Nov-96,8,4.6
12/11/1996,Nov-96,8,5.5
12/11/1996,Nov-96,21,4.8
12/11/1996,Nov-96,18,5.1
12/11/1996,Nov-96,13,5
12/11/1996,Nov-96,31,5.1
12/11/1996,Nov-96,14,5.3
12/11/1996,Nov-96,30,5
12/11/1996,Nov-96,19,4.7
12/11/1996,Nov-96,35,4.7
12/11/1996,Nov-96,33,4
12/11/1996,Nov-96,39,5.3
12/11/1996,Nov-96,15,4.9
12/11/1996,Nov-96,36,4.8
12/11/1996,Nov-96,10,4.6
12/11/1996,Nov-96,33,4.7
12/11/1996,Nov-96,26,5.1
12/11/1996,Nov-96,31,4.8
12/11/1996,Nov-96,12,5.1
12/11/1996,Nov-96,18,5.5
12/11/1996,Nov-96,13,4.8
12/11/1996,Nov-96,33,4.4
12/11/1996,Nov-96,25,4.7
12/11/1996,Nov-96,40,4.6
12/11/1996,Nov-96,29,5.8
12/11/1996,Nov-96,27,4.9
13/11/1996,Nov-96,33,4.5
13/11/1996,Nov-96,29,5.5
13/11/1996,Nov-96,33,4.5
13/11/1996,Nov-96,39,4.8
13/11/1996,Nov-96,25,5
13/11/1996,Nov-96,9,5.4
13/11/1996,Nov-96,29,5.3
13/11/1996,Nov-96,43,6.2
13/11/1996,Nov-96,32,5.4
13/11/1996,Nov-96,16,5.5
13/11/1996,Nov-96,21,4.7
13/11/1996,Nov-96,34,5.3
13/11/1996,Nov-96,18,4.5
13/11/1996,Nov-96,12,4.7
13/11/1996,Nov-96,25,4.9
13/11/1996,Nov-96,22,4.8
13/11/1996,Nov-96,22,4.5
13/11/1996,Nov-96,28,4.9
13/11/1996,Nov-96,36,4.6
13/11/1996,Nov-96,20,4.9
13/11/1996,Nov-96,36,4.6
13/11/1996,Nov-96,29,5.1
13/11/1996,Nov-96,35,5.5
13/11/1996,Nov-96,27,5.1
13/11/1996,Nov-96,16,5.3
13/11/1996,Nov-96,29,5
13/11/1996,Nov-96,29,4.5
13/11/1996,Nov-96,29,4.6
13/11/1996,Nov-96,36,4.9
13/11/1996,Nov-96,34,4.9
13/11/1996,Nov-96,11,4.8
13/11/1996,Nov-96,28,4.6
13/11/1996,Nov-96,32,4.9
13/11/1996,Nov-96,45,6.2
13/11/1996,Nov-96,76,4.7
13/11/1996,Nov-96,34,4.7
13/11/1996,Nov-96,11,4.9
13/11/1996,Nov-96,13,4.7
13/11/1996,Nov-96,18,4.8
13/11/1996,Nov-96,38,4.9
13/11/1996,Nov-96,13,4.6
13/11/1996,Nov-96,35,4.6
14/11/1996,Nov-96,16,4.5
14/11/1996,Nov-96,29,5.8
14/11/1996,Nov-96,19,5.3
14/11/1996,Nov-96,34,4.9
14/11/1996,Nov-96,17,5.2
14/11/1996,Nov-96,15,4.5
14/11/1996,Nov-96,23,4.5
14/11/1996,Nov-96,15,4.5
14/11/1996,Nov-96,29,4.7
14/11/1996,Nov-96,8,4.9
14/11/1996,Nov-96,9,5.1
14/11/1996,Nov-96,36,4.5
14/11/1996,Nov-96,23,4.5
14/11/1996,Nov-96,33,5.7
14/11/1996,Nov-96,33,4.4
14/11/1996,Nov-96,33,5.6
14/11/1996,Nov-96,33,4.6
14/11/1996,Nov-96,38,4.6
15/11/1996,Nov-96,19,4.5
15/11/1996,Nov-96,33,4.6
15/11/1996,Nov-96,34,4.6
15/11/1996,Nov-96,15,4.5
15/11/1996,Nov-96,13,4.7
15/11/1996,Nov-96,25,4.7
15/11/1996,Nov-96,9,4.6
15/11/1996,Nov-96,11,4.5
15/11/1996,Nov-96,23,6
15/11/1996,Nov-96,32,4.5
15/11/1996,Nov-96,20,4.6
15/11/1996,Nov-96,28,5.3
15/11/1996,Nov-96,21,4.6
15/11/1996,Nov-96,12,4.5
15/11/1996,Nov-96,12,4.9
15/11/1996,Nov-96,36,4.6
15/11/1996,Nov-96,38,4.9
15/11/1996,Nov-96,44,4.5
15/11/1996,Nov-96,8,4.6
15/11/1996,Nov-96,138,4.9
15/11/1996,Nov-96,16,4.6
16/11/1996,Nov-96,29,4.5
16/11/1996,Nov-96,17,4.8
16/11/1996,Nov-96,31,5.1
16/11/1996,Nov-96,10,5.3
16/11/1996,Nov-96,29,4.8
16/11/1996,Nov-96,6,4.8
16/11/1996,Nov-96,12,4.7
17/11/1996,Nov-96,30,4.6
17/11/1996,Nov-96,13,4.8
17/11/1996,Nov-96,39,4.6
17/11/1996,Nov-96,24,4.8
17/11/1996,Nov-96,13,4.7
17/11/1996,Nov-96,28,4.9
17/11/1996,Nov-96,15,4.5
17/11/1996,Nov-96,8,4.7
18/11/1996,Nov-96,27,4.5
18/11/1996,Nov-96,12,4.5
18/11/1996,Nov-96,37,4.5
18/11/1996,Nov-96,20,4.8
18/11/1996,Nov-96,16,4.5
18/11/1996,Nov-96,21,4.9
18/11/1996,Nov-96,30,4.5
18/11/1996,Nov-96,24,5.3
18/11/1996,Nov-96,11,4.7
18/11/1996,Nov-96,28,4.5
19/11/1996,Nov-96,40,4.5
19/11/1996,Nov-96,28,4.9
19/11/1996,Nov-96,13,4.5
20/11/1996,Nov-96,16,4.7
20/11/1996,Nov-96,14,4.6
20/11/1996,Nov-96,12,4.5
20/11/1996,Nov-96,13,4.7
20/11/1996,Nov-96,9,4.7
20/11/1996,Nov-96,116,4.5
20/11/1996,Nov-96,45,4.7
21/11/1996,Nov-96,6,4.8
21/11/1996,Nov-96,30,4.5
21/11/1996,Nov-96,25,5.2
21/11/1996,Nov-96,28,4.9
21/11/1996,Nov-96,30,5.1
21/11/1996,Nov-96,149,5.1
21/11/1996,Nov-96,28,4.5
22/11/1996,Nov-96,28,4.5
22/11/1996,Nov-96,16,4.6
22/11/1996,Nov-96,20,4.5
22/11/1996,Nov-96,179,5.2
22/11/1996,Nov-96,30,4.9
23/11/1996,Nov-96,36,5.1
23/11/1996,Nov-96,39,4.5
24/11/1996,Nov-96,8,4.6
24/11/1996,Nov-96,45,4.7
24/11/1996,Nov-96,28,4.5
24/11/1996,Nov-96,10,4.9
25/11/1996,Nov-96,151,4.5
25/11/1996,Nov-96,5,4.9
25/11/1996,Nov-96,8,4.5
25/11/1996,Nov-96,48,4.6
25/11/1996,Nov-96,23,4.5
26/11/1996,Nov-96,16,4.6
26/11/1996,Nov-96,146,4.9
27/11/1996,Nov-96,27,4.9
27/11/1996,Nov-96,47,4.5
27/11/1996,Nov-96,25,5.6
28/11/1996,Nov-96,32,4.9
29/11/1996,Nov-96,107,4.9
29/11/1996,Nov-96,35,4.5
30/11/1996,Nov-96,20,4.7
30/11/1996,Nov-96,62,4.7
01/12/1996,Dic-96,17,5.7
01/12/1996,Dic-96,11,4.9
05/12/1996,Dic-96,56,4.7
05/12/1996,Dic-96,25,4.6
05/12/1996,Dic-96,9,4.6
06/12/1996,Dic-96,16,4.9
06/12/1996,Dic-96,20,4.7
07/12/1996,Dic-96,18,4.8
07/12/1996,Dic-96,35,4.5
07/12/1996,Dic-96,63,4.5
08/12/1996,Dic-96,50,4.7
09/12/1996,Dic-96,25,4.5
09/12/1996,Dic-96,33,4.2
09/12/1996,Dic-96,7,4.7
09/12/1996,Dic-96,31,4.5
09/12/1996,Dic-96,16,4.8
10/12/1996,Dic-96,17,4.7
12/12/1996,Dic-96,24,4.6
14/12/1996,Dic-96,96,5.1
17/12/1996,Dic-96,13,4.6
18/12/1996,Dic-96,7,4.6
18/12/1996,Dic-96,35,4.5
19/12/1996,Dic-96,20,4.6
19/12/1996,Dic-96,13,4.5
19/12/1996,Dic-96,28,4.9
20/12/1996,Dic-96,31,4.5
21/12/1996,Dic-96,31,4.5
23/12/1996,Dic-96,36,4.6
23/12/1996,Dic-96,81,4.5
24/12/1996,Dic-96,40,5.4
25/12/1996,Dic-96,18,4.5
27/12/1996,Dic-96,131,4.5
27/12/1996,Dic-96,52,5.3
28/12/1996,Dic-96,13,5.2
28/12/1996,Dic-96,27,4.7
01/01/1997,Ene-97,35,4.9
01/01/1997,Ene-97,40,4.7
01/01/1997,Ene-97,34,4.5
01/01/1997,Ene-97,152,4.6
02/01/1997,Ene-97,10,4.5
04/01/1997,Ene-97,60,4.5
04/01/1997,Ene-97,16,4.7
05/01/1997,Ene-97,57,4.9
05/01/1997,Ene-97,149,4.6
06/01/1997,Ene-97,42,4.6
06/01/1997,Ene-97,133,4.6
06/01/1997,Ene-97,42,4.7
07/01/1997,Ene-97,29,5.3
08/01/1997,Ene-97,29,4.8
08/01/1997,Ene-97,21,4.5
08/01/1997,Ene-97,6,4.8
09/01/1997,Ene-97,15,4.5
09/01/1997,Ene-97,15,4.5
10/01/1997,Ene-97,84,4.5
10/01/1997,Ene-97,18,4.5
10/01/1997,Ene-97,31,5.1
13/01/1997,Ene-97,56,4.5
13/01/1997,Ene-97,132,5.3
13/01/1997,Ene-97,28,4.5
13/01/1997,Ene-97,40,4.7
14/01/1997,Ene-97,38,4.5
14/01/1997,Ene-97,100,4.3
15/01/1997,Ene-97,22,4.6
15/01/1997,Ene-97,42,4.5
15/01/1997,Ene-97,37,4.9
16/01/1997,Ene-97,157,4.6
17/01/1997,Ene-97,43,4.5
18/01/1997,Ene-97,153,4.5
19/01/1997,Ene-97,38,4.7
19/01/1997,Ene-97,45,5
20/01/1997,Ene-97,28,4.7
20/01/1997,Ene-97,173,4.4
21/01/1997,Ene-97,22,4.8
21/01/1997,Ene-97,155,4.5
21/01/1997,Ene-97,30,4.6
22/01/1997,Ene-97,21,4.6
23/01/1997,Ene-97,58,4.5
23/01/1997,Ene-97,200,4.2
24/01/1997,Ene-97,17,4.5
25/01/1997,Ene-97,149,4.5
26/01/1997,Ene-97,60,4.5
27/01/1997,Ene-97,125,4.6
28/01/1997,Ene-97,43,4.5
29/01/1997,Ene-97,21,4.9
30/01/1997,Ene-97,151,4.5
31/01/1997,Ene-97,43,4.6
01/02/1997,Feb-97,127,4.6
01/02/1997,Feb-97,53,4.5
03/02/1997,Feb-97,158,4.5
03/02/1997,Feb-97,7,4.6
04/02/1997,Feb-97,16,4.9
05/02/1997,Feb-97,162,4.5
08/02/1997,Feb-97,40,4.5
08/02/1997,Feb-97,141,4.5
09/02/1997,Feb-97,12,5
09/02/1997,Feb-97,16,6.2
09/02/1997,Feb-97,32,4.9
09/02/1997,Feb-97,10,4.5
09/02/1997,Feb-97,33,4.2
09/02/1997,Feb-97,32,5.3
09/02/1997,Feb-97,23,4.6
09/02/1997,Feb-97,17,5.3
09/02/1997,Feb-97,15,5.1
09/02/1997,Feb-97,18,4.5
09/02/1997,Feb-97,18,5.4
09/02/1997,Feb-97,57,4.6
09/02/1997,Feb-97,15,4.8
10/02/1997,Feb-97,24,4.7
10/02/1997,Feb-97,5,4.6
10/02/1997,Feb-97,9,4.6
10/02/1997,Feb-97,14,4.5
10/02/1997,Feb-97,17,4.9
10/02/1997,Feb-97,42,4.6
10/02/1997,Feb-97,44,4.5
11/02/1997,Feb-97,136,5.1
11/02/1997,Feb-97,6,4.5
12/02/1997,Feb-97,15,5.1
12/02/1997,Feb-97,6,4.6
12/02/1997,Feb-97,32,5.1
12/02/1997,Feb-97,19,4.7
12/02/1997,Feb-97,10,4.5
12/02/1997,Feb-97,10,4.5
13/02/1997,Feb-97,152,4.5
13/02/1997,Feb-97,174,5.2
14/02/1997,Feb-97,96,4.6
14/02/1997,Feb-97,153,4.5
15/02/1997,Feb-97,28,5
15/02/1997,Feb-97,8,4.7
15/02/1997,Feb-97,14,4.5
15/02/1997,Feb-97,42,4.5
15/02/1997,Feb-97,21,4.5
16/02/1997,Feb-97,158,4.5
16/02/1997,Feb-97,157,4.5
16/02/1997,Feb-97,127,5.1
16/02/1997,Feb-97,31,4.8
17/02/1997,Feb-97,18,5.3
18/02/1997,Feb-97,51,4.6
22/02/1997,Feb-97,53,4.5
22/02/1997,Feb-97,42,4.5
22/02/1997,Feb-97,70,4.5
23/02/1997,Feb-97,182,4.5
23/02/1997,Feb-97,36,4.5
24/02/1997,Feb-97,56,4.5
25/02/1997,Feb-97,30,4.5
25/02/1997,Feb-97,600,4.1
25/02/1997,Feb-97,26,4.8
27/02/1997,Feb-97,14,4.6
01/03/1997,Mar-97,29,4.7
01/03/1997,Mar-97,14,4.8
02/03/1997,Mar-97,2,4.5
03/03/1997,Mar-97,81,4.5
04/03/1997,Mar-97,56,4.5
05/03/1997,Mar-97,31,5.6
06/03/1997,Mar-97,11,4.6
06/03/1997,Mar-97,25,4.5
06/03/1997,Mar-97,34,4.8
06/03/1997,Mar-97,37,4.6
06/03/1997,Mar-97,56,4.5
07/03/1997,Mar-97,628,5.4
07/03/1997,Mar-97,35,5.4
08/03/1997,Mar-97,172,4.6
08/03/1997,Mar-97,16,4.5
11/03/1997,Mar-97,46,4.7
11/03/1997,Mar-97,200,4.3
13/03/1997,Mar-97,30,4.6
13/03/1997,Mar-97,35,4.9
14/03/1997,Mar-97,165,4.5
15/03/1997,Mar-97,56,4.6
16/03/1997,Mar-97,84,4.8
17/03/1997,Mar-97,26,4.5
17/03/1997,Mar-97,155,4.8
18/03/1997,Mar-97,36,4.5
19/03/1997,Mar-97,57,4.5
19/03/1997,Mar-97,225,4.2
19/03/1997,Mar-97,15,4.5
20/03/1997,Mar-97,152,4.5
21/03/1997,Mar-97,143,4.7
21/03/1997,Mar-97,119,4.6
21/03/1997,Mar-97,39,4.7
24/03/1997,Mar-97,47,4.7
25/03/1997,Mar-97,609,4.2
25/03/1997,Mar-97,603,6.1
25/03/1997,Mar-97,592,5.3
26/03/1997,Mar-97,113,4.5
26/03/1997,Mar-97,14,4.5
26/03/1997,Mar-97,51,4.5
28/03/1997,Mar-97,94,4.6
28/03/1997,Mar-97,133,4.8
28/03/1997,Mar-97,138,4.5
29/03/1997,Mar-97,183,4.3
30/03/1997,Mar-97,160,4.5
30/03/1997,Mar-97,147,4.6
30/03/1997,Mar-97,44,4.7
30/03/1997,Mar-97,147,4.7
01/04/1997,Abr-97,123,6.3
01/04/1997,Abr-97,113,6.3
02/04/1997,Abr-97,11,4.5
02/04/1997,Abr-97,52,4.7
03/04/1997,Abr-97,31,4.6
05/04/1997,Abr-97,100,4.5
06/04/1997,Abr-97,26,4.5
06/04/1997,Abr-97,26,5.2
07/04/1997,Abr-97,39,4.6
07/04/1997,Abr-97,158,4.6
07/04/1997,Abr-97,94,4.9
08/04/1997,Abr-97,52,4.5
08/04/1997,Abr-97,116,5.1
08/04/1997,Abr-97,155,4.5
09/04/1997,Abr-97,145,4.5
10/04/1997,Abr-97,6,4.6
10/04/1997,Abr-97,20,4.9
11/04/1997,Abr-97,49,4.8
11/04/1997,Abr-97,200,4.3
12/04/1997,Abr-97,118,4.8
13/04/1997,Abr-97,69,5.8
13/04/1997,Abr-97,33,4.7
14/04/1997,Abr-97,118,4.5
14/04/1997,Abr-97,118,4.5
14/04/1997,Abr-97,38,4.8
14/04/1997,Abr-97,8,4.5
15/04/1997,Abr-97,146,4.8
17/04/1997,Abr-97,32,4.5
19/04/1997,Abr-97,26,4.5
19/04/1997,Abr-97,31,4.5
19/04/1997,Abr-97,54,4.5
20/04/1997,Abr-97,23,4.5
21/04/1997,Abr-97,57,4.5
22/04/1997,Abr-97,150,4.7
22/04/1997,Abr-97,34,4.9
22/04/1997,Abr-97,7,4.7
22/04/1997,Abr-97,10,4.5
24/04/1997,Abr-97,31,4.6
24/04/1997,Abr-97,108,4.8
25/04/1997,Abr-97,52,4.5
26/04/1997,Abr-97,40,4.7
27/04/1997,Abr-97,54,4.6
27/04/1997,Abr-97,40,4.8
28/04/1997,Abr-97,30,4.5
30/04/1997,Abr-97,11,4.5
03/05/1997,May-97,31,4.9
03/05/1997,May-97,7,4.5
05/05/1997,May-97,30,4.5
05/05/1997,May-97,27,4.5
06/05/1997,May-97,16,4.5
06/05/1997,May-97,42,4.5
06/05/1997,May-97,22,4.5
07/05/1997,May-97,26,4.5
07/05/1997,May-97,28,5.4
07/05/1997,May-97,50,4.9
07/05/1997,May-97,242,4.2
08/05/1997,May-97,45,4.5
09/05/1997,May-97,175,4.5
09/05/1997,May-97,9,4.8
10/05/1997,May-97,29,4.8
10/05/1997,May-97,49,4.6
12/05/1997,May-97,11,4.6
18/05/1997,May-97,33,4.9
19/05/1997,May-97,41,5.2
19/05/1997,May-97,123,4.5
20/05/1997,May-97,120,4.5
