Precio,Dormitorios,Antiguedad,Luminosidad,Tipo,Area_total_m2,Area_constr_m2,NroBanios,Estado de Inmueble,Distrito,Cocheras,Uso_profesional,Uso_comercial,Nro_pisos,Piscina,Amoblado
47.9,4,1,NoEspecifica,Casa,230,280,3,Bueno,SantiagoDeSurco,0,NoEspecifica,NoEspecifica,3,0,NoEspecifica
50.5,4,2,Muy luminoso,Casa,285,246,3,Excelente,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,0
147,4,3,Luminoso,Casa,420,350,4,Bueno,SanIsidro,2,No,No,2,NoEspecifica,0
64.9,5+,2,NoEspecifica,Casa,215,215,4,NoEspecifica,Miraflores,0,NoEspecifica,NoEspecifica,3,0,0
41.5,5+,3,Muy luminoso,Casa,170,270,5,Muy bueno,JesusMaria,2,NoEspecifica,NoEspecifica,3,0,0
53,4,9,Muy luminoso,Casa,290,290,5,Excelente,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
19.9,3,2,Luminoso,Casa de Playa en condominio,240,240,4,Bueno,CerroAzul,2,No,NoEspecifica,3,1,1
57,4,5,Muy luminoso,Casa de Playa,420,400,5,Excelente,SanAntonio,2,No,No,2,1,0
29.5,4,3,Muy luminoso,Casa,172,172,2,Excelente,Miraflores,1,NoEspecifica,NoEspecifica,3,0,NoEspecifica
28.5,3,4,Luminoso,Casa,140,235,2,Excelente,CercadoDeLima,1,NoEspecifica,NoEspecifica,3,NoEspecifica,0
15,4,3,Muy luminoso,Casa de Playa,304,177,3,Bueno,Ancon,4,Si,Si,1,0,1
28,4,7,NoEspecifica,Casa de Playa en condominio,210,210,4,Bueno,Asia,2,NoEspecifica,NoEspecifica,2,1,1
15,5+,3,Luminoso,Casa,58,150,3,Bueno,Ate,0,NoEspecifica,NoEspecifica,3,NoEspecifica,0
84.9,3,3,NoEspecifica,Casa,364,290,5,NoEspecifica,Miraflores,4,NoEspecifica,NoEspecifica,2,1,0
139.9,5+,3,Muy luminoso,Casa,601,800,5,A Remodelar,SanIsidro,4,NoEspecifica,NoEspecifica,3,NoEspecifica,0
57.9999,4,7,Muy luminoso,Casa,307,297,5,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
6.7,5+,5,Muy luminoso,Casa,260,260,5,Muy bueno,VillaElSalvador,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
72,5+,3,NoEspecifica,Casa,750,350,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
42.5,5+,2,Luminoso,Casa,127,492,5,Muy bueno,SanJuanDeLurigancho,3,NoEspecifica,NoEspecifica,4,NoEspecifica,0
14.8,5+,2,Luminoso,Casa,404,404,5,Muy bueno,VillaElSalvador,2,NoEspecifica,NoEspecifica,4,NoEspecifica,0
26.9,4,3,Muy luminoso,Casa,165,175,4,Excelente,SanMiguel,1,NoEspecifica,No,2,NoEspecifica,NoEspecifica
10.5,5+,3,Muy luminoso,Casa,105,234,3,Muy bueno,VillaMariaDelTriunfo,0,Si,Si,3,NoEspecifica,NoEspecifica
128.5,5+,3,Muy luminoso,Casa de Playa,180,270,5,Excelente,Asia,1,NoEspecifica,NoEspecifica,2,1,NoEspecifica
52,4,1,NoEspecifica,Casa en condominio,315,285,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
58,5+,3,Luminoso,Casa,457,700,5,Bueno,LaMolina,3,NoEspecifica,NoEspecifica,3,0,0
47,5+,3,Luminoso,Casa,532,355,5,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,3,NoEspecifica,0
72,4,3,Muy luminoso,Casa,343,343,3,Remodelado,Miraflores,3,NoEspecifica,NoEspecifica,2,0,0
49.8,5+,3,NoEspecifica,Casa,500,415,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,3,0,0
53.5,5+,3,Luminoso,Casa,364,364,5,Bueno,Miraflores,4,NoEspecifica,NoEspecifica,3,NoEspecifica,0
37.5,4,2,NoEspecifica,Casa,500,190,3,A Remodelar,LaMolina,0,NoEspecifica,NoEspecifica,2,0,NoEspecifica
25.9,3,5,NoEspecifica,Casa en quinta,180,180,2,Bueno,Miraflores,0,NoEspecifica,Si,2,NoEspecifica,NoEspecifica
55,5+,2,Muy luminoso,Casa,330,330,4,Excelente,Miraflores,3,Si,Si,3,NoEspecifica,1
76,5+,2,Muy luminoso,Casa,385,385,4,Muy bueno,MagdalenaDelMar,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
28,4,3,Muy luminoso,Casa,160,210,3,Muy bueno,SanMiguel,2,Si,NoEspecifica,3,NoEspecifica,0
135,4,3,NoEspecifica,Casa,606,500,5,NoEspecifica,SanBorja,4,NoEspecifica,NoEspecifica,2,NoEspecifica,0
49,4,3,Muy luminoso,Casa,260,260,3,NA,PuebloLibre,4,Si,Si,3,NoEspecifica,0
31.8,4,7,Muy luminoso,Casa,212,170,2,Bueno,Miraflores,1,NoEspecifica,NoEspecifica,1,NoEspecifica,NoEspecifica
44.5,4,1,NoEspecifica,Casa,300,270,2,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
29,4,2,Luminoso,Casa,122,230,3,Bueno,LaMolina,1,Si,NoEspecifica,2,NoEspecifica,0
28.9,4,3,Luminoso,Casa,176,176,2,A Remodelar,PuebloLibre,2,No,No,2,NoEspecifica,0
26,5+,1,Muy luminoso,Casa,176,267,4,Excelente,Chorrillos,1,NoEspecifica,No,2,NoEspecifica,0
49.5,5+,2,Muy luminoso,Casa,290,290,4,Excelente,SantiagoDeSurco,2,Si,No,4,NoEspecifica,0
77,4,3,NoEspecifica,Casa,303,374,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
30.5,4,3,Luminoso,Casa,238,238,3,A Remodelar,JesusMaria,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
69.8,5+,2,Muy luminoso,Casa,286,300,4,Excelente,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,3,0,0
10.6,5+,3,Luminoso,Casa,230,230,5,Remodelado,SanJuanDeLurigancho,1,NoEspecifica,NoEspecifica,3,NoEspecifica,0
10.6,5+,3,Luminoso,Casa,230,230,5,Remodelado,SanJuanDeLurigancho,1,NoEspecifica,NoEspecifica,4,NoEspecifica,0
60,4,3,Muy luminoso,Casa de Playa,243,160,4,Excelente,Asia,1,NoEspecifica,NoEspecifica,2,0,NoEspecifica
10.3,5+,2,Luminoso,Casa,270,180,2,Remodelado,Carabayllo,2,Si,No,3,0,0
17.3,3,3,Muy luminoso,Casa,180,160,3,Excelente,Chorrillos,1,NoEspecifica,No,3,NoEspecifica,0
28.3,5+,2,NoEspecifica,Casa,200,240,4,NoEspecifica,Ate,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
39,5+,3,Muy luminoso,Casa,154,154,3,Excelente,SanMiguel,1,Si,NoEspecifica,3,NoEspecifica,0
39.8,5+,3,Muy luminoso,Casa de Playa,538,371,5,NoEspecifica,CerroAzul,3,NoEspecifica,NoEspecifica,2,1,0
120,3,3,NoEspecifica,Casa,1400,293,2,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
39.5,5+,3,Muy luminoso,Casa de Playa,240,340,5,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,2,1,1
42,3,3,NoEspecifica,Casa en condominio,268,168,5,NoEspecifica,LaMolina,0,NoEspecifica,NoEspecifica,2,NoEspecifica,0
43,4,3,Luminoso,Casa de Playa,225,225,4,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,3,1,1
115,3,2,NoEspecifica,Casa en condominio,525,350,5,NoEspecifica,SantiagoDeSurco,0,NoEspecifica,NoEspecifica,2,1,0
55,5+,3,NoEspecifica,Casa,315,416,3,A Remodelar,Miraflores,3,NoEspecifica,NoEspecifica,3,0,0
53.5,4,3,Muy luminoso,Casa,250,260,2,Bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,2,NoEspecifica,0
145,5+,3,Muy luminoso,Casa,1289,490,5,Excelente,LaMolina,5,NoEspecifica,NoEspecifica,2,NoEspecifica,0
105.9,5+,3,NoEspecifica,Casa,306,482,3,NoEspecifica,Miraflores,3,NoEspecifica,NoEspecifica,3,NoEspecifica,0
145,4,3,NoEspecifica,Casa,1000,300,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
78,5+,3,Muy luminoso,Casa,1225,600,5,Excelente,Lurin,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
26,5+,2,Luminoso,Casa,160,280,4,Bueno,SanMiguel,1,NoEspecifica,NoEspecifica,3,NoEspecifica,0
115,4,3,Muy luminoso,Casa,1000,480,3,Excelente,Chorrillos,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
79,3,3,Muy luminoso,Casa,600,400,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
47,5+,3,NoEspecifica,Casa,370,900,5,NoEspecifica,CercadoDeLima,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
18.8,4,3,Luminoso,Casa de Playa,125,174,3,Excelente,Asia,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
62,3,3,Muy luminoso,Casa en condominio,425,346,3,Excelente,Chorrillos,2,NoEspecifica,NoEspecifica,2,0,0
79.5,3,2,Muy luminoso,Casa,396,250,2,Muy bueno,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,0,0
200,5+,3,Muy luminoso,Casa,925,445,4,Muy bueno,SanIsidro,5,NoEspecifica,NoEspecifica,2,0,0
29.8,5+,3,NoEspecifica,Casa de Playa,180,163,5,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
67,5+,4,Muy luminoso,Casa,384,381,5,Bueno,SanIsidro,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
48,4,4,Luminoso,Casa,315,218,2,A Remodelar,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
132.3,5+,3,Muy luminoso,Casa en condominio,600,518,5,Excelente,LaMolina,5,NoEspecifica,NoEspecifica,3,NoEspecifica,0
38,5+,3,NoEspecifica,Casa,160,210,4,Bueno,LaMolina,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
48.5,5+,3,Muy luminoso,Casa,382,420,4,Excelente,LaMolina,2,No,No,3,NoEspecifica,NoEspecifica
29,5+,2,NoEspecifica,Casa de Playa,300,450,5,NoEspecifica,Mala,5,NoEspecifica,NoEspecifica,2,1,1
20,3,5,Muy luminoso,Casa,219,180,2,A Remodelar,CercadoDeLima,0,Si,Si,2,0,0
24.5,5+,2,NoEspecifica,Casa,305,305,5,Bueno,LaMolina,1,NoEspecifica,NoEspecifica,2,NoEspecifica,0
54,4,2,Muy luminoso,Casa,330,220,3,Remodelado,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
58,5+,3,Luminoso,Casa,326,300,5,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,0
24,3,3,NoEspecifica,Casa de Playa,219,165,3,NoEspecifica,SanBartolo,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
135,5+,2,Muy luminoso,Casa,1052,700,5,Bueno,LaMolina,4,Si,Si,2,1,0
13.7,5+,3,NoEspecifica,Casa,200,200,4,NoEspecifica,SanJuanDeLurigancho,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
15,3,2,Luminoso,Casa,200,100,2,Bueno,Comas,1,Si,Si,1,NoEspecifica,0
128,5+,1,NoEspecifica,Casa,600,600,5,NoEspecifica,SanBorja,4,NoEspecifica,NoEspecifica,2,NoEspecifica,0
22,3,3,NoEspecifica,Casa,160,160,2,NoEspecifica,LosOlivos,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
57,5+,3,Muy luminoso,Casa,244,355,4,A Remodelar,Miraflores,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
18.7,5+,3,Muy luminoso,Casa de Playa,416,220,4,Excelente,Asia,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
40,4,3,Muy luminoso,Casa,180,230,3,Remodelado,LaMolina,1,NoEspecifica,NoEspecifica,3,NoEspecifica,1
63,5+,3,Muy luminoso,Casa de Playa,210,243,5,Excelente,Asia,0,No,No,2,1,0
20,3,4,Muy luminoso,Casa,132,132,2,Excelente,PuebloLibre,0,Si,NoEspecifica,2,0,0
32.5,4,3,Luminoso,Casa,486,406,3,Bueno,Chorrillos,1,NoEspecifica,NoEspecifica,4,NoEspecifica,0
64.3,3,1,NoEspecifica,Casa en condominio,382,329,3,NoEspecifica,LaMolina,0,NoEspecifica,NoEspecifica,2,0,0
89,4,2,NoEspecifica,Casa,1000,337,5,Bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
45,3,3,Muy luminoso,Casa,396,396,3,NoEspecifica,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
135,4,3,Muy luminoso,Casa,1000,500,5,Excelente,LaMolina,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
69.5,5+,3,Muy luminoso,Casa,600,523,3,Excelente,Chorrillos,2,NoEspecifica,NoEspecifica,3,1,0
32,3,1,Muy luminoso,Casa,220,220,3,Remodelado,Ate,1,NoEspecifica,NoEspecifica,3,NoEspecifica,0
52,5+,3,Muy luminoso,Casa,450,450,4,Excelente,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
84,5+,1,Muy luminoso,Casa,1200,1200,4,Remodelado,Chorrillos,4,NoEspecifica,NoEspecifica,2,NoEspecifica,0
31.9,5+,3,Muy luminoso,Casa,244,214,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
41.9,5+,3,Muy luminoso,Casa,200,240,3,Excelente,SanMiguel,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
18.8,5+,3,Muy luminoso,Casa,250,250,4,Muy bueno,SanJuanDeLurigancho,0,NoEspecifica,NoEspecifica,2,NoEspecifica,0
16.5,3,3,Luminoso,Casa,160,120,1,Remodelado,SanJuanDeMiraflores,1,NoEspecifica,NoEspecifica,1,NoEspecifica,NoEspecifica
23,4,2,Muy luminoso,Casa,175,280,3,Excelente,Chorrillos,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
20.5,4,3,Muy luminoso,Casa,200,200,4,Muy bueno,LaMolina,1,NoEspecifica,NoEspecifica,2,0,0
66.5,4,3,Luminoso,Casa,420,400,4,A Remodelar,SanIsidro,3,NoEspecifica,NoEspecifica,4,0,0
45,3,3,Luminoso,Casa,180,155,3,Bueno,Surquillo,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
58,5+,2,Muy luminoso,Casa,300,289,4,NA,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
15.5,3,3,Luminoso,Casa,160,120,2,Excelente,PuentePiedra,2,NoEspecifica,Si,1,NoEspecifica,0
31,5+,3,Luminoso,Casa,160,250,2,Bueno,Surquillo,2,Si,Si,2,0,0
9.5,3,1,Muy luminoso,Casa,120,100,3,Muy bueno,Carabayllo,1,NoEspecifica,NoEspecifica,1,NoEspecifica,NoEspecifica
11.2,5+,1,Muy luminoso,Casa,90,165,3,Muy bueno,PuentePiedra,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
19,5+,5,Muy luminoso,Casa,140,340,5,Muy bueno,SanMartinDePorres,1,No,No,4,0,0
39,4,3,Muy luminoso,Casa de campo,1054,450,5,Excelente,Cieneguilla,5,NoEspecifica,NoEspecifica,2,0,0
130,4,3,Muy luminoso,Casa,1075,467,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
95,5+,2,Muy luminoso,Casa,457,330,5,Remodelado,SantiagoDeSurco,3,Si,NoEspecifica,2,NoEspecifica,0
68,4,1,Muy luminoso,Casa,800,430,4,Muy bueno,LaMolina,2,No,NoEspecifica,3,0,1
44.9001,4,2,Luminoso,Casa,430,430,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,1
68,4,1,Luminoso,Casa,800,800,3,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,1,0
32,5+,3,Muy luminoso,Casa,160,244,5,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
125,5+,3,Luminoso,Casa,333,615,5,Remodelado,SanIsidro,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
12.5,5+,1,Muy luminoso,Casa,120,233,3,Muy bueno,Carabayllo,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
42,5+,3,NoEspecifica,Casa,300,300,5,NoEspecifica,SanMiguel,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
48,5+,3,NoEspecifica,Casa,278,199,3,Bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
24,5+,3,Luminoso,Casa en condominio,89,145,5,Muy bueno,Lince,1,No,No,3,0,0
31.5,3,4,NoEspecifica,Casa,220,220,2,NoEspecifica,Ate,1,NoEspecifica,NoEspecifica,2,NoEspecifica,0
21.8,5+,3,Muy luminoso,Casa,240,220,4,Excelente,Barranco,2,NoEspecifica,NoEspecifica,4,NoEspecifica,NoEspecifica
20.5,5+,3,NoEspecifica,Casa,320,280,4,NoEspecifica,Chorrillos,1,NoEspecifica,NoEspecifica,3,0,0
99,4,3,Muy luminoso,Casa,680,464,4,Remodelado,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,0,0
54,4,4,Muy luminoso,Casa de Playa en condominio,220,260,3,Excelente,Asia,2,NoEspecifica,NoEspecifica,2,1,0
99,4,3,Luminoso,Casa,680,464,4,Remodelado,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,0,0
18,3,3,NoEspecifica,Casa,300,300,5,NoEspecifica,Comas,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
10,2,3,Muy luminoso,Casa de Playa,120,120,1,NA,SanBartolo,1,Si,Si,1,NoEspecifica,NoEspecifica
67,5+,1,Muy luminoso,Casa,380,380,5,Remodelado,Miraflores,2,NoEspecifica,Si,3,NoEspecifica,0
70,5+,2,Muy luminoso,Casa en condominio,377,377,4,Remodelado,Miraflores,2,NoEspecifica,NoEspecifica,2,0,0
32.5,5+,3,Muy luminoso,Casa,480,480,5,A Remodelar,SanMiguel,3,NoEspecifica,NoEspecifica,4,NoEspecifica,0
20.5,4,8,Luminoso,Casa en condominio,230,230,4,Excelente,Chorrillos,2,NoEspecifica,NoEspecifica,3,0,0
19.8,4,8,Luminoso,Casa en condominio,240,240,4,Excelente,Chorrillos,2,NoEspecifica,NoEspecifica,3,0,0
58,4,1,Muy luminoso,Casa,300,250,5,Excelente,LaMolina,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
29.5,5+,2,Luminoso,Casa,184,258,4,Muy bueno,Ate,1,NoEspecifica,NoEspecifica,3,0,0
140,4,1,Muy luminoso,Casa,1000,500,5,Excelente,LaMolina,4,NoEspecifica,NoEspecifica,2,NoEspecifica,0
38,5+,2,Muy luminoso,Casa,1000,500,5,Bueno,Cieneguilla,3,NoEspecifica,NoEspecifica,2,1,0
175,5+,1,Muy luminoso,Casa,752,752,5,Remodelado,SanIsidro,3,Si,Si,3,NoEspecifica,0
7.5,5+,5,NoEspecifica,Casa,98,196,5,NoEspecifica,VillaMariaDelTriunfo,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
45.6,4,4,Muy luminoso,Casa,240,300,5,Bueno,SanMiguel,0,NoEspecifica,NoEspecifica,3,NoEspecifica,0
14,5+,3,Luminoso,Casa,90,170,2,Bueno,Brenia,1,NoEspecifica,NoEspecifica,2,NoEspecifica,0
11,1,3,NoEspecifica,Casa,90,30,1,NoEspecifica,Lurin,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
43,5+,2,Luminoso,Casa,160,250,5,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,0
26.9,5+,3,Luminoso,Casa,485,335,3,Remodelado,SanJuanDeLurigancho,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
48,3,1,Luminoso,Casa en condominio,305,271,3,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
120,4,3,Muy luminoso,Casa,986,410,4,Excelente,LaMolina,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
32,5+,3,Muy luminoso,Casa,320,146,5,NoEspecifica,LosOlivos,1,NoEspecifica,Si,2,NoEspecifica,NoEspecifica
42,4,3,Luminoso,Casa,161,253,5,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,0
27,5+,1,Muy luminoso,Casa,160,240,3,Excelente,SanJuanDeLurigancho,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
62,4,3,NoEspecifica,Casa,325,417,5,Bueno,SanBorja,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
57,3,3,Luminoso,Casa en condominio,200,300,5,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
32,5+,3,Muy luminoso,Casa,160,391,5,Excelente,SanJuanDeLurigancho,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
25,4,3,Luminoso,Casa en quinta,140,140,3,Remodelado,MagdalenaDelMar,0,NoEspecifica,NoEspecifica,4,NoEspecifica,0
17.5,3,3,NoEspecifica,Casa,248,200,1,Muy bueno,SanMartinDePorres,1,NoEspecifica,NoEspecifica,1,NoEspecifica,0
21.5,3,2,Luminoso,Casa,160,100,2,Bueno,LaMolina,1,NoEspecifica,NoEspecifica,2,0,0
22,5+,3,NoEspecifica,Casa,153,308,5,NoEspecifica,SanMartinDePorres,0,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
33.9999,4,6,Muy luminoso,Casa,125,200,3,Muy bueno,MagdalenaDelMar,1,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
33,5+,2,Muy luminoso,Casa,430,230,4,Remodelado,CercadoDeLima,2,NoEspecifica,Si,3,NoEspecifica,0
140,4,3,NoEspecifica,Casa,1050,1050,5,Muy bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,NoEspecifica,0
40.4999,5+,3,Muy luminoso,Casa,160,216,5,Excelente,LaMolina,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
23.9,5+,3,Muy luminoso,Casa,509,509,4,Bueno,ElAgustino,2,NoEspecifica,Si,3,NoEspecifica,0
70,4,3,Muy luminoso,Casa,400,250,4,Bueno,SanBorja,2,Si,Si,2,0,0
68,5+,3,Muy luminoso,Casa,360,600,5,Remodelado,SanBorja,3,Si,Si,3,0,0
116,4,3,Muy luminoso,Casa,403,403,3,Excelente,SanIsidro,3,NoEspecifica,NoEspecifica,3,0,0
44.5,5+,4,Muy luminoso,Casa,300,287,4,Excelente,LaMolina,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
96,5+,1,Muy luminoso,Casa,390,318,5,Excelente,SanIsidro,4,NoEspecifica,NoEspecifica,2,0,1
49.8,3,3,NoEspecifica,Casa,338,270,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
22.5,5+,3,Muy luminoso,Casa de Playa,170,170,5,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,2,0,0
50,4,1,Luminoso,Casa,188,220,4,Excelente,Surquillo,2,No,Si,3,0,0
53,4,1,Muy luminoso,Casa en condominio,500,290,4,Excelente,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
21,4,2,Luminoso,Casa,125,160,2,Bueno,Chorrillos,1,Si,Si,2,NoEspecifica,NoEspecifica
49.5,4,4,Muy luminoso,Casa,220,261,4,Remodelado,SantiagoDeSurco,1,No,No,2,NoEspecifica,0
69.5,5+,3,NoEspecifica,Casa,328,328,5,NoEspecifica,SanBorja,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
47,4,1,Muy luminoso,Casa,230,230,3,Excelente,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
8.5,2,3,Muy luminoso,Casa en quinta,73,75,1,Remodelado,PuebloLibre,0,Si,No,1,0,0
47,5+,3,Luminoso,Casa,180,300,4,Bueno,MagdalenaDelMar,2,NoEspecifica,Si,3,NoEspecifica,0
168,5+,1,Muy luminoso,Casa en condominio,780,580,5,Excelente,LaMolina,3,NoEspecifica,No,3,1,0
60,4,3,NoEspecifica,Casa de Playa en condominio,160,243,4,NoEspecifica,Asia,1,NoEspecifica,NoEspecifica,3,1,0
53,4,5,Muy luminoso,Casa en condominio,318,307,3,Excelente,LaMolina,2,No,No,2,NoEspecifica,0
104,5+,3,Muy luminoso,Casa,1000,400,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
78,4,3,Muy luminoso,Casa en condominio,528,350,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
140,3,3,Muy luminoso,Casa en condominio,700,360,3,Excelente,LaMolina,3,No,No,1,1,0
43,4,1,Muy luminoso,Casa,402,345,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,NoEspecifica,0
160,4,8,Muy luminoso,Casa,1250,550,4,Excelente,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,0,0
29.2,5+,2,Luminoso,Casa,156,280,3,Remodelado,LosOlivos,1,NoEspecifica,NoEspecifica,3,0,0
86,3,1,Muy luminoso,Casa en condominio,700,270,4,Excelente,LaMolina,2,No,No,1,1,0
52,3,1,Muy luminoso,Casa en condominio,300,225,3,Muy bueno,LaMolina,3,No,No,2,1,0
29.5,5+,2,Luminoso,Casa,160,260,4,Muy bueno,Ate,1,NoEspecifica,NoEspecifica,3,NoEspecifica,0
18.5,5+,4,NoEspecifica,Casa,117,155,3,NoEspecifica,LaVictoria,1,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
97.5,3,3,Muy luminoso,Casa en condominio,700,400,3,Excelente,LaMolina,2,No,No,1,1,0
92,3,3,Muy luminoso,Casa en condominio,550,320,4,Excelente,LaMolina,3,No,No,2,0,0
160,5+,4,Muy luminoso,Casa,595,549,5,Bueno,SanIsidro,4,NoEspecifica,NoEspecifica,3,NoEspecifica,1
40,5+,1,Luminoso,Casa,500,180,5,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,1,0,0
28.5,4,1,Muy luminoso,Casa en condominio,166,260,4,Excelente,LaMolina,2,NoEspecifica,NoEspecifica,3,0,0
41.9,4,3,NoEspecifica,Casa,335,335,3,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
24.9,5+,3,Luminoso,Casa,317,317,4,Remodelado,Comas,2,NoEspecifica,NoEspecifica,3,NoEspecifica,0
19,4,3,Muy luminoso,Casa de Playa en condominio,235,160,4,Excelente,Asia,1,NoEspecifica,NoEspecifica,3,1,0
11,3,4,Luminoso,Casa,202,101,1,A Remodelar,LaVictoria,0,Si,Si,2,NoEspecifica,NoEspecifica
65,4,1,Muy luminoso,Casa,330,330,4,Muy bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,NoEspecifica,0
18,5+,3,Luminoso,Casa,140,336,4,Bueno,VillaElSalvador,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
22,5+,1,NoEspecifica,Casa,222,222,4,NoEspecifica,SantiagoDeSurco,1,Si,NoEspecifica,3,NoEspecifica,0
