C9_CARRERA,SELECT,C9P901_ORD,C9P901,C9P902,C9P903,C9P904,C9P905,C9P906,C9P907,C9P908,C9P909,C9P910,C9P911,C9P912,C9P913,C9P914,C9P915,C9P916,C9P917,C9P918,C9P919,C9P920,C9P921,C9P922,C9P923,C9P924,C9P925,C9P926
806,U0039,4,INGENIERIA GEOLOGICA MINERA Y METALURGICA,10,4,56,67,536,67,67,105,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,5
807,U0039,5,INGENIERIA INDUSTRIAL Y DE SISTEMAS,10,4,69,97,776,97,97,113,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,5
808,U0039,6,INGENIERIA ELECTRICA ELECTRONICA Y TELECOMUNICACIONES,10,4,61,95,760,95,95,131,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,5
809,U0039,7,INGENIERIA MECANICA,10,4,63,107,856,107,107,149,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,5
810,U0039,8,INGENIERIA QUIMICA Y TEXTIL,10,4,67,50,400,50,50,100,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,5
811,U0039,9,FACULTAD DE CIENCIAS,10,4,48,79,632,79,79,140,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,5
812,U0039,10,FACULTAD DE INGENIERIA AMBIENTAL,10,4,67,46,368,46,46,63,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,5
813,U0039,11,FACULTAD DE INGENIERIA DE PETROLEO GAS NATURAL Y PETROQUIMICA,10,4,54,26,208,26,26,60,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,5
1408,U0040,1,ADMINISTRACION DE TURISMO,10,4,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,142,0,5
1320,U0041,1,ADMINISTRACION,10,4,60,242,947,237,602,15,1,1,1,1,82,120,74,2,2,0,0,0,0,0,120,0,5
1321,U0041,2,BIOLOGIA CON MENCION EN BIOTECNOLOGI_A,10,4,55,35,54,35,30,15,1,7,4,2,0,0,0,2,2,0,0,0,0,0,120,0,5
1322,U0041,3,BROMATOLOGIA Y NUTRICION,10,4,53,112,223,109,430,30,3,4,0,5,46,65,45,2,2,0,0,0,0,0,120,0,5
1323,U0041,4,CIENCIAS CONTABLES,10,4,60,182,618,182,773,15,1,1,1,1,95,92,107,2,2,0,0,0,0,0,120,0,5
1324,U0041,5,CIENCIAS DE LA COMUNICACION,10,4,71,103,237,103,377,15,1,1,1,1,43,52,28,2,2,0,0,0,0,0,120,0,5
1325,U0041,6,DERECHO Y CIENCIAS POLITICAS,12,4,76,142,677,142,584,23,0,1,0,0,89,58,64,2,2,0,0,0,0,0,120,0,5
1326,U0041,7,ECONOMIA Y FINANZAS,10,4,60,142,347,140,641,15,1,1,1,1,81,63,36,2,2,0,0,0,0,0,120,0,5
1327,U0041,8,EDUC INICIAL ESPECIALIDAD INICIAL Y ARTE,10,4,80,122,162,117,399,10,1,4,1,2,59,53,57,2,2,0,0,0,0,0,120,0,5
1328,U0041,9,EDUC PRIMARIA ESP PRIMARIA Y PROBLEMAS DEL APRENDIZAJE,10,4,85,122,49,48,212,50,15,23,7,2,37,65,63,2,2,0,0,0,0,0,120,0,5
1329,U0041,10,EDUC SECUNDARIA ESP BIOLOGIA QUIMICA Y TECNOLOGIA DE LOS ALIMENTOS,10,4,88,93,17,17,36,35,15,8,1,1,14,17,25,2,2,0,0,0,0,0,120,0,5
1330,U0041,11,EDUC SECUNDARIA ESP CIENCIAS SOCIALES Y TURISMO,10,4,81,122,102,97,304,52,7,35,2,3,43,40,39,2,2,0,0,0,0,0,120,0,5
1331,U0041,12,EDUC SECUNDARIA LENGUA COMUNICACION E IDIOMA INGLES,10,4,76,122,54,54,237,50,30,15,1,2,27,60,39,2,2,0,0,0,0,0,120,0,5
1332,U0041,13,EDUC SECUNDARIA ESP MATEMATICA FISICA E INFORMATICA,10,4,79,94,9,9,17,35,13,4,1,1,10,24,31,2,2,0,0,0,0,0,120,0,5
1333,U0041,14,EDUC TECNOLOGICA ESP CONSTRUCCIONES METALICAS,10,4,78,95,23,23,29,53,12,1,1,4,1,4,2,2,2,0,0,0,0,0,120,0,5
1334,U0041,15,EDUC TECNOLOGICA ESP ELECTRONICA,10,4,87,93,24,24,42,53,12,1,1,4,14,9,5,2,2,0,0,0,0,0,120,0,5
1335,U0041,16,EDUCACION FISICA Y DEPORTES,10,4,79,122,60,60,203,15,1,1,1,3,28,62,26,2,2,0,0,0,0,0,120,0,5
1336,U0041,17,ENFERMERIA,10,4,45,77,395,77,371,15,1,1,1,1,70,55,63,2,2,0,0,0,0,0,120,0,5
1337,U0041,18,ESTADISTICA E INFORMATICA,10,4,55,25,15,15,52,8,0,4,1,1,5,15,0,2,2,0,0,0,0,0,120,0,5
1338,U0041,19,FISICA,10,4,55,25,1,1,5,13,6,2,3,1,4,2,0,2,2,0,0,0,0,0,120,0,5
1339,U0041,20,GESTION EN TURISMO Y HOTELERIA,10,4,76,312,306,177,539,15,1,1,1,1,76,73,36,2,2,0,0,0,0,0,120,0,5
1340,U0041,21,INDUSTRIAS ALIMENTARIAS,10,4,65,147,114,91,320,15,1,1,1,1,53,48,64,2,2,0,0,0,0,0,120,0,5
1341,U0041,22,INGENIERIA AGRONOMICA,10,4,65,197,320,180,585,15,1,1,1,1,84,69,58,2,2,0,0,0,0,0,120,0,5
1342,U0041,23,INGENIERIA AMBIENTAL,10,4,65,167,605,167,452,15,1,1,1,1,44,27,1,2,2,0,0,0,0,0,120,0,5
1343,U0041,24,INGENIERIA CIVIL,10,4,65,87,630,87,355,15,1,1,1,1,23,5,0,2,2,0,0,0,0,0,120,0,5
1344,U0041,25,INGENIERIA DE SISTEMAS,10,4,62,97,336,97,408,15,1,1,1,1,63,47,38,2,2,0,0,0,0,0,120,0,5
1345,U0041,26,INGENIERIA ELECTRONICA,10,4,70,87,154,87,184,15,1,1,1,1,0,0,0,2,2,0,0,0,0,0,120,0,5
1346,U0041,27,INGENIERIA INDUSTRIAL,10,4,75,97,437,97,448,15,1,1,1,1,50,77,42,2,2,0,0,0,0,0,120,0,5
1347,U0041,28,INGENIERIA INFORMATICA,10,4,62,97,184,96,364,15,1,1,1,1,49,39,25,2,2,0,0,0,0,0,120,0,5
1348,U0041,29,INGENIERIA METALURGICA,10,4,64,122,354,121,373,7,7,0,0,0,47,72,45,2,2,0,0,0,0,0,120,0,5
1349,U0041,30,INGENIERIA PESQUERA,10,4,62,87,83,72,192,15,1,1,1,1,23,40,33,2,2,0,0,0,0,0,120,0,5
1350,U0041,31,INGENIERIA QUIMICA,10,4,63,92,132,89,294,37,22,9,1,5,54,40,25,2,2,0,0,0,0,0,120,0,5
1351,U0041,32,INGENIERIA ZOOTECNICA,10,4,65,92,96,79,290,15,1,1,1,1,53,56,24,2,2,0,0,0,0,0,120,0,5
1352,U0041,33,MATEMATICA APLICADA,10,4,55,35,34,33,61,28,9,15,3,1,9,23,12,2,2,0,0,0,0,0,120,0,5
1353,U0041,34,MEDICINA HUMANA,14,4,68,57,786,57,352,15,1,1,1,1,29,52,53,2,2,0,0,0,0,0,120,0,5
1354,U0041,35,NEGOCIOS INTERNACIONALES,10,4,60,122,423,122,449,15,1,1,1,1,51,3,0,2,2,0,0,0,0,0,120,0,5
1355,U0041,36,SOCIOLOGIA,10,4,54,102,125,98,313,15,1,1,1,1,35,31,23,2,2,0,0,0,0,0,120,0,5
1356,U0041,37,TRABAJO SOCIAL,10,4,56,102,374,102,439,15,1,1,1,1,74,58,63,2,2,0,0,0,0,0,120,0,5
280,U0042,1,AGRONOMIA,10,4,52,80,263,80,379,26,3,11,2,3,0,55,24,2,2,0,0,0,0,0,1,1,1
281,U0042,2,ZOOTECNIA,10,4,55,70,167,66,242,24,4,9,0,3,15,45,50,2,2,0,0,0,0,0,1,1,1
282,U0042,3,INDUSTRIAS ALIMENTARIAS,10,4,62,82,145,74,195,26,4,9,0,3,8,32,33,2,2,0,0,0,0,0,1,1,1
283,U0042,4,FORESTAL,10,4,65,60,151,60,292,15,1,7,2,0,2,30,18,2,2,0,0,0,0,0,1,1,1
284,U0042,5,CONSERVACION DE SUELOS Y AGUA,10,4,58,64,115,60,304,10,1,6,0,1,3,28,13,2,2,0,0,0,0,0,1,1,1
286,U0042,7,ADMINISTRACION,10,4,53,60,317,59,332,20,2,8,1,2,1,47,30,2,2,0,0,0,0,0,1,1,1
287,U0042,8,CONTABILIDAD,10,4,52,80,335,79,372,22,1,10,5,3,6,57,13,2,2,0,0,0,0,0,1,1,1
379,U0042,9,INGENIERIA AMBIENTAL,10,4,58,65,257,68,326,12,3,4,1,2,2,29,1,2,2,0,0,0,0,0,100,0,5
380,U0042,10,INGENIERIA INFORMATICA Y SISTEMAS,10,4,1,400,2148,686,3067,200,26,82,14,21,39,395,205,2,2,0,0,0,0,0,100,0,5
381,U0042,11,ECONOMIA,10,4,55,80,270,81,384,27,2,12,3,4,1,53,19,2,2,0,0,0,0,0,100,0,5
101,U0043,1,CIENCIAS ADMINISTRATIVAS,10,4,54,90,1100,91,752,19,0,7,0,9,100,73,97,2,2,0,0,0,0,0,50,0,5
102,U0043,2,TURISMO Y HOTELERIA,10,4,64,90,97,56,215,9,0,2,0,2,23,32,20,2,2,0,0,0,0,0,50,0,5
103,U0043,3,AGRONOMIA,10,4,70,318,503,233,755,31,0,11,0,6,27,38,24,2,2,0,0,0,0,0,50,0,5
104,U0043,4,INGENIERIA AGROINDUSTRIAL,10,4,66,272,158,120,539,16,0,4,0,1,53,32,22,2,2,0,0,0,0,0,50,0,5
105,U0043,5,CIENCIAS CONTABLES Y FINANCIERAS,10,4,56,326,1676,328,986,22,0,8,0,5,96,113,140,2,2,0,0,0,0,0,50,0,5
106,U0043,6,EDUCACION BASICA  EDUCACION INICIAL,10,4,57,92,119,54,158,4,0,1,0,0,10,34,15,2,2,0,0,0,0,0,50,0,5
107,U0043,7,EDUCACION BASICA EDUCACION FISICA,10,4,57,92,45,25,101,4,0,2,0,0,9,19,2,2,2,0,0,0,0,0,50,0,5
108,U0043,8,EDUCACION BASICA EDUCACION PRIMARIA,10,4,57,155,168,94,515,10,0,6,0,1,57,171,66,2,2,0,0,0,0,0,50,0,5
109,U0043,9,EDUC SEC BIOLOGIA Y QUIMICA,10,4,57,94,28,30,53,13,0,6,0,2,5,11,2,2,2,0,0,0,0,0,50,0,5
110,U0043,10,EDUC SEC FILOS PSIC Y CIENCIAS SOCIALES,10,4,57,94,24,20,54,11,0,7,0,3,11,10,11,2,2,0,0,0,0,0,50,0,5
111,U0043,11,EDUC SEC CIENCIAS HISTORICO SOCIALES Y GEOGRAFICAS,10,4,59,94,37,26,79,8,0,5,0,2,7,16,13,2,2,0,0,0,0,0,50,0,5
112,U0043,12,EDUC SEC LENGUA Y LITERATURA,10,4,57,94,60,45,147,14,0,5,0,2,20,35,12,2,2,0,0,0,0,0,50,0,5
113,U0043,13,EDUC SEC MATEMATICA Y FISICA,10,4,57,94,31,67,125,11,0,4,0,3,14,34,11,2,2,0,0,0,0,0,50,0,5
114,U0043,14,ECONOMIA,10,4,56,165,617,165,645,22,0,13,0,5,42,47,57,2,2,0,0,0,0,0,50,0,5
115,U0043,15,SOCIOLOGIA,10,4,40,134,63,71,174,17,0,10,0,2,12,14,20,2,2,0,0,0,0,0,50,0,5
116,U0043,16,CIENCIAS DE LA COMUNICACION SOCIAL,10,4,42,134,81,88,254,12,0,5,0,0,33,30,28,2,2,0,0,0,0,0,50,0,5
117,U0043,17,DERECHO,12,4,74,98,988,97,525,20,0,2,0,2,47,49,195,2,2,0,0,0,0,0,50,0,5
118,U0043,18,ENFERMERIA,10,4,52,153,686,154,525,26,0,11,0,8,66,47,75,2,2,0,0,0,0,0,50,0,5
119,U0043,19,INGENIERIA CIVIL,10,4,56,84,1829,85,642,27,0,5,0,0,48,55,61,2,2,0,0,0,0,0,50,0,5
120,U0043,20,ARQUITECTURA,10,4,50,75,813,75,390,14,0,2,0,0,28,20,25,2,2,0,0,0,0,0,50,0,5
121,U0043,21,INGENIERIA INDUSTRIAL,10,4,55,80,429,81,377,19,0,9,0,7,46,30,22,1,2,0,0,0,0,0,50,0,5
122,U0043,22,INGENIERIA DE SISTEMAS,10,4,52,80,459,81,283,7,0,2,0,3,21,29,32,1,2,0,0,0,0,0,50,0,5
123,U0043,23,MEDICINA HUMANA,14,4,55,50,1201,50,425,75,0,9,0,1,23,19,19,2,2,0,0,0,0,0,50,0,5
124,U0043,24,ODONTOLOGIA,12,4,62,54,415,57,336,14,0,4,0,0,26,27,19,2,2,0,0,0,0,0,50,0,5
125,U0043,25,MEDICINA VETERINARIA,12,4,39,123,98,48,263,18,0,12,0,1,36,23,16,2,2,0,0,0,0,0,50,0,5
126,U0043,26,OBSTETRICIA,12,4,52,147,292,134,376,32,0,13,0,3,41,59,56,2,2,0,0,0,0,0,50,0,5
127,U0043,27,PSICOLOGIA,12,4,69,120,298,120,405,20,0,6,0,2,38,45,20,2,2,0,0,0,0,0,50,0,5
437,U0044,1,AGRONOMIA TROPICAL,10,6,52,107,454,90,401,18,8,1,0,0,87,25,8,2,1,4,20,212,1,1,0,0,5
439,U0044,2,AGRONOMIA,10,6,50,175,621,78,420,21,0,11,0,3,71,58,44,2,1,4,20,212,1,1,0,0,5
440,U0044,3,ANTROPOLOGIA,10,6,57,50,370,48,491,25,1,9,0,4,128,58,32,2,1,4,20,212,1,1,0,0,5
441,U0044,4,ARQUEOLOGIA,10,6,50,66,614,52,506,25,1,9,1,3,120,47,17,2,1,4,20,212,1,1,0,0,5
442,U0044,5,ARQUITECTURA,10,6,50,71,1418,66,457,30,1,7,0,4,39,60,49,2,1,4,20,212,1,1,0,0,5
445,U0044,6,BIOLOGIA,10,6,54,132,806,121,647,43,1,21,0,3,148,70,48,2,1,4,20,212,1,1,0,0,2
447,U0044,8,CIENCIAS DE LA COMUNICACION,10,6,55,92,521,86,518,31,1,6,0,3,165,57,75,2,1,4,20,212,1,1,0,0,5
448,U0044,9,CONTABILIDAD,10,6,55,157,3814,147,850,24,1,11,0,2,251,205,88,2,1,4,20,212,1,1,0,0,5
449,U0044,10,DERECHO,10,6,63,120,1987,117,610,27,1,6,0,4,349,78,45,2,1,4,20,212,1,1,0,0,2
450,U0044,11,ECONOMIA,10,6,52,151,3155,141,859,28,1,13,0,8,182,181,137,2,1,4,20,212,1,1,0,0,5
451,U0044,12,EDUCACION,10,6,50,400,797,374,832,29,1,14,0,12,109,144,259,2,1,4,20,212,1,1,0,0,5
452,U0044,13,ENFERMERIA,10,6,55,107,638,60,449,20,1,5,0,9,34,52,64,2,1,4,20,212,1,1,0,0,5
453,U0044,14,FARMACIA Y BIOQUIMICA,10,6,58,93,565,84,408,12,1,4,0,1,87,38,46,2,1,4,20,212,1,1,0,0,5
454,U0044,15,FISICA,10,6,53,155,270,104,123,39,1,14,0,2,4,1,3,2,1,4,20,212,1,1,0,0,5
455,U0044,16,HISTORIA,10,6,50,138,452,132,437,12,1,1,0,3,75,32,9,2,1,4,20,212,1,1,0,0,5
456,U0044,17,INGENIERIA CIVIL,10,6,55,102,2931,98,749,42,1,17,0,2,143,78,79,2,1,4,20,212,1,1,0,0,5
458,U0044,19,INGENIERIA ELECTRICA,10,6,54,132,595,121,501,20,1,4,0,2,98,37,30,2,1,4,20,212,1,1,0,0,5
459,U0044,20,INGENIERIA ELECTRONICA,10,6,54,67,351,59,460,8,1,1,1,1,47,29,18,2,1,4,20,212,1,1,0,0,5
460,U0044,21,INGENIERIA GEOLOGICA,10,6,55,131,1342,123,604,13,0,12,0,0,74,40,17,2,1,4,20,212,1,1,0,0,5
461,U0044,22,INGENIERIA INFORMATICA Y SISTEMAS,10,6,53,95,906,87,538,25,1,11,0,0,84,75,50,2,1,4,20,212,1,1,0,0,5
463,U0044,24,INGENIERIA METALURGICA,10,6,50,155,422,142,336,17,1,8,0,1,30,10,25,2,1,4,20,212,1,1,0,0,5
465,U0044,26,MATEMATICAS,10,6,52,116,127,79,167,63,1,33,0,5,0,20,15,2,1,4,20,212,1,1,0,0,5
467,U0044,28,ODONTOLOGIA,12,6,60,50,550,50,261,13,1,5,0,2,67,26,19,2,1,4,20,212,1,1,0,0,5
469,U0044,30,QUIMICA,10,6,51,179,96,49,99,28,1,9,0,2,2,1,6,2,1,4,20,212,1,1,0,0,5
471,U0044,32,ZOOTECNIA,10,6,50,175,392,64,411,27,1,11,0,3,97,59,40,2,1,4,20,212,1,1,0,0,5
472,U0044,33,ECOTURISMO,10,6,50,81,127,63,185,4,1,1,0,0,1,0,0,2,1,4,20,212,1,1,0,0,5
474,U0044,35,INGENIERIA  AGROPECUARIA,10,6,55,106,70,39,192,2,1,1,0,0,63,12,0,2,1,4,20,212,1,1,0,0,5
475,U0044,36,INGENIERIA FORESTAL,10,6,50,106,92,46,114,4,1,2,0,0,15,10,11,2,1,4,20,212,1,1,0,0,5
476,U0044,37,OBSTETRICIA,10,6,55,89,323,53,332,1,1,0,0,0,98,21,12,2,1,4,20,212,1,1,0,0,5
501,U0044,38,INGENIERIA DE INDUSTRIAS ALIMENTARIAS,10,6,50,67,85,39,234,8,1,1,0,0,41,14,1,2,1,4,20,212,1,1,0,0,5
571,U0044,40,INGENIERIA MECANICA,10,6,53,67,810,48,535,12,1,4,0,0,94,26,27,2,1,4,20,212,1,1,0,0,5
572,U0044,41,INGENIERIA QUIMICA,10,6,52,156,284,100,281,22,1,7,0,5,48,16,10,2,1,4,20,212,1,1,0,0,5
573,U0044,42,MEDICINA HUMANA,14,6,83,65,1732,66,478,53,1,13,0,5,0,71,46,1,1,4,20,212,1,1,0,0,5
574,U0044,43,PSICOLOGIA,10,6,55,73,1290,69,190,14,1,3,0,0,0,0,0,2,1,4,20,212,1,1,0,0,5
842,U0045,1,MEDICINA,12,4,57,104,2251,100,726,161,0,0,0,161,89,89,89,2,2,0,0,0,0,0,47,0,3
434,U0046,1,ADMINISTRACION,10,4,58,62,996,68,772,28,4,10,2,12,98,249,261,2,2,0,0,0,0,0,120,50,4
436,U0046,2,AGRONOMIA,10,4,62,107,346,77,525,57,3,14,17,10,50,81,105,2,2,0,0,0,0,0,120,50,4
457,U0046,3,AGRICOLA,10,4,71,62,149,52,406,43,2,14,17,10,34,30,0,2,2,0,0,0,0,0,120,50,4
462,U0046,4,CONTABILIDAD,10,4,69,123,1345,138,937,29,2,11,0,9,86,178,246,2,2,0,0,0,0,0,120,50,4
468,U0046,5,ECOMOMIA,10,4,64,100,724,117,458,38,8,15,0,11,41,78,90,2,2,0,0,0,0,0,120,50,4
470,U0046,6,INGENIERIA INDUSTRIAL,10,4,76,40,481,50,514,57,3,21,27,6,49,83,99,2,2,0,0,0,0,0,120,50,4
473,U0046,7,INGENIERIA INFORMATICA,10,4,71,38,310,42,521,57,3,21,27,6,58,94,75,2,2,0,0,0,0,0,120,50,4
477,U0046,8,INGENIERIA AGROINDUSTRIAL,10,4,71,38,302,50,409,57,3,21,27,6,52,92,56,2,2,0,0,0,0,0,120,50,4
478,U0046,9,INGENIERIA MECATRONICA,10,4,79,40,256,41,287,57,3,21,27,6,28,33,36,2,2,0,0,0,0,0,120,50,4
479,U0046,10,INGENIERIA  MINAS,10,4,74,80,630,72,511,67,12,21,23,11,21,63,95,2,2,0,0,0,0,0,120,50,4
480,U0046,11,GEOLOGIA,10,4,64,80,524,74,511,67,12,21,13,11,48,103,94,2,2,0,0,0,0,0,120,50,4
481,U0046,12,PETROLEO,10,4,62,81,565,77,611,63,12,21,13,11,38,80,50,2,2,0,0,0,0,0,120,50,4
482,U0046,13,QUIMICA,10,4,62,79,203,66,434,67,12,21,13,11,37,77,41,2,2,0,0,0,0,0,120,50,4
483,U0046,14,INGENIERIA PESQUERA,10,4,77,79,248,79,398,25,1,9,12,3,85,83,119,2,2,0,0,0,0,0,120,50,4
484,U0046,15,ZOOTECNIA,10,4,74,70,136,53,216,25,2,8,12,3,21,14,5,2,2,0,0,0,0,0,120,50,4
485,U0046,16,MEDICINA VETERINARIA,10,4,70,285,53,138,46,25,2,8,12,3,34,22,13,2,2,0,0,0,0,0,120,50,4
486,U0046,17,MEDICINA HUMANA,12,4,55,40,1148,42,322,87,4,33,38,12,41,30,31,2,2,0,0,0,0,0,120,50,4
487,U0046,18,ENFERMERIA,10,4,46,40,165,40,180,87,4,33,38,12,9,26,30,2,2,0,0,0,0,0,120,50,4
488,U0046,19,HISTORIA Y GEOGRAFIA,10,4,75,65,172,62,221,73,1,26,20,16,7,287,37,2,2,0,0,0,0,0,120,50,4
489,U0046,20,LENGUA Y LITERATURA,10,4,76,65,136,58,231,73,1,26,20,16,15,0,72,2,2,0,0,0,0,0,120,50,4
490,U0046,21,EDUCACION INICIAL,10,4,75,65,178,59,231,73,1,26,20,16,8,0,112,2,2,0,0,0,0,0,120,50,4
491,U0046,22,EDUCACION PRIMARIA,10,4,76,65,132,58,226,73,1,26,20,16,15,0,236,2,2,0,0,0,0,0,120,50,4
492,U0046,23,CIENCIAS Y TECNOLOGIA DE LA COMUNICACION,10,2,69,65,389,70,580,73,1,26,20,16,55,63,56,2,2,0,0,0,0,0,120,50,4
493,U0046,24,DERECHO Y CIENCIAS POLITICAS,12,4,86,60,896,74,458,26,2,8,12,4,93,52,145,2,2,0,0,0,0,0,120,50,4
494,U0046,25,MATEMATICA,10,4,54,115,164,73,192,105,5,47,41,12,8,20,37,2,2,0,0,0,0,0,120,50,4
495,U0046,26,FISICA,10,4,55,79,107,77,77,105,5,47,41,12,1,9,18,2,2,0,0,0,0,0,120,50,4
496,U0046,27,BIOLOGIA,10,4,75,79,258,70,395,105,5,47,41,12,18,56,26,2,2,0,0,0,0,0,220,50,4
497,U0046,28,INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,10,4,66,131,527,121,473,105,5,47,41,12,32,92,81,2,2,0,0,0,0,0,120,50,4
498,U0046,29,ESTADISTICA,10,4,74,69,110,58,188,105,5,47,41,12,18,16,6,2,2,0,0,0,0,0,120,50,4
499,U0046,30,INGENIERIA CIVIL,10,4,81,60,1233,63,493,14,2,6,5,1,51,102,69,2,2,0,0,0,0,0,120,50,4
500,U0046,31,ARQUITECTURA,10,4,74,79,258,70,372,19,6,3,7,3,31,31,30,2,2,0,0,0,0,0,120,50,4
605,U0047,1,INGENIERIA INDUSTRIAL Y DE SISTEMAS  PIURA,10,4,52,153,286,153,123,26,1,4,0,6,35,88,82,2,1,5,515,515,750,2810,0,0,1
613,U0047,2,ADMINISTRACION DE SERVICIOS,10,4,60,70,156,70,43,25,0,6,0,0,30,35,13,2,1,5,515,515,998,3100,0,0,1
614,U0047,3,ADMINISTRACION DE EMPRESAS LIMA,10,4,53,244,726,244,145,45,0,12,0,0,38,69,6,2,1,5,437,437,998,3100,0,0,1
615,U0047,4,ADMINISTRACION DE EMPRESAS PIURA,10,4,53,195,340,195,192,33,0,14,0,5,38,84,34,2,1,5,515,515,750,2810,0,0,1
616,U0047,5,ARQUITECTURA,10,4,57,2,3,2,2,7,0,2,0,1,0,0,0,2,1,5,515,515,750,2810,0,0,1
617,U0047,6,COMUNICACION,10,4,68,119,208,119,139,25,0,4,0,8,40,45,31,2,1,5,515,515,750,2810,0,0,1
618,U0047,7,CONTABILIDAD Y AUDITORIA,10,4,59,50,86,50,44,19,0,7,0,1,26,34,23,2,1,5,515,515,750,2810,0,0,1
619,U0047,8,DERECHO LIMA,12,4,79,60,227,60,32,29,0,5,0,3,0,0,0,2,1,5,437,437,998,3100,0,0,1
620,U0047,9,DERECHO PIURA,12,4,79,110,174,110,101,26,0,5,0,12,49,63,26,2,1,5,515,515,750,2810,0,0,1
621,U0047,10,ECONOMIA PIURA,10,4,54,56,91,56,56,15,0,10,0,1,19,28,7,2,1,5,515,515,750,2810,0,0,1
622,U0047,11,ECONOMIA LIMA,10,4,54,90,229,90,73,6,0,1,0,1,25,34,9,2,1,5,437,437,998,3100,0,0,1
623,U0047,12,EDUCACION PRIMARIA,10,4,57,3,14,3,10,5,0,3,0,0,4,2,0,1,1,12,417,417,422,2810,0,0,1
624,U0047,13,EDUCACION SECUNDARIA  ESPECIALIDAD HISTORIA Y CIENCIAS SOCIALES,10,4,56,1,1,1,1,2,0,1,0,1,2,3,3,2,1,12,417,417,422,2810,0,0,1
625,U0047,14,EDUCACION SECUNDARIA ESPECIALIDAD LENGUA Y LITERATURA,10,4,61,1,5,1,3,6,0,1,0,0,2,7,1,2,1,12,417,417,422,2810,0,0,1
626,U0047,15,EDUCACION SECUNDARIA ESPECIALIDAD LENGUA INGLESA,10,4,59,2,4,2,3,2,0,1,0,0,1,1,0,2,1,12,417,417,422,2810,0,0,1
627,U0047,16,EDUCACION SECUNDARIA ESPECIALIDAD MATEMATICA Y FISICA,10,4,54,2,2,2,2,1,0,1,0,0,5,2,2,2,1,12,417,417,422,2810,0,0,1
628,U0047,17,EDUCACION INICIAL,10,4,53,18,24,18,18,9,0,2,0,2,0,2,1,2,1,12,417,417,422,2810,0,0,1
629,U0047,18,HISTORIA Y GESTION CULTURAL,10,4,68,10,22,10,10,44,0,12,0,3,5,6,3,2,1,5,515,515,750,2810,0,0,1
630,U0047,19,INGENIERIA CIVIL,10,4,55,165,347,165,150,18,0,6,0,4,29,29,24,2,1,5,515,515,750,2810,0,0,1
634,U0047,21,INGENIERIA MECANICO ELECTRICA,10,4,52,68,145,68,66,20,0,7,0,9,33,42,43,2,1,5,515,515,750,2810,0,0,1
1041,U0048,1,EDUCACIO INICIAL NIEZ TEMPRANA,10,4,33,132,306,137,335,28,1,10,1,5,100,0,0,2,2,0,0,0,0,0,105,0,5
1042,U0048,2,EDUCACION INICIAL RETARDO MENTAL,10,4,33,80,55,53,64,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,105,0,5
1043,U0048,3,EDUCACION BASICA ALTERNATIVA EDUCACION PRIMARIA,10,4,33,90,37,36,47,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,105,0,5
1044,U0048,4,EDUCACION PRIMARIA BASICA ALTERNATIVA,10,4,34,160,205,146,261,40,40,0,0,0,121,121,0,2,2,0,0,0,0,0,105,0,5
1045,U0048,5,EDUCACION FISICA,10,4,36,132,118,96,255,25,25,0,0,0,3,3,41,2,2,0,0,0,0,0,105,0,5
1046,U0048,6,EDUCACION ARTISTICA ARTES PLASTICAS TEATRO MUSICA,10,4,33,55,20,20,79,4,4,0,0,0,15,15,0,2,2,0,0,0,0,0,105,0,5
1047,U0048,7,EDUCACION ARTISTICA TEATRO ARTES PLASTICAS MUSICA,10,4,33,52,22,22,70,2,0,1,0,1,9,9,0,2,2,0,0,0,0,0,105,0,5
1048,U0048,8,EDUCACION ARTISTICA MUSICA TEATRO ARTES PLASTICAS,10,4,33,54,53,37,97,1,1,0,0,0,12,12,0,2,2,0,0,0,0,0,105,0,5
1049,U0048,9,CIENCIAS SOCIALES PSICOLOGIA,10,4,30,75,117,64,189,13,11,1,0,1,35,35,0,2,2,0,0,0,0,0,105,0,5
1050,U0048,10,CIENCIAS SOCIALES FILOSOFIA,10,4,30,60,26,26,60,11,6,1,0,4,8,8,0,2,2,0,0,0,0,0,105,0,5
1051,U0048,11,CIENCIAS SOCIALES GEOGRAFIA,10,4,32,66,28,27,96,9,9,0,0,0,0,0,6,2,2,0,0,0,0,0,105,0,5
1052,U0048,12,CIENCIAS SOCIALES HISTORIA,10,4,32,70,74,55,167,21,21,0,0,0,17,17,17,2,2,0,0,0,0,0,105,0,5
1053,U0048,13,LENGUA ESPAOLA LITERATURA,10,4,31,62,40,39,182,12,1,7,0,4,23,23,0,2,2,0,0,0,0,0,105,0,5
