C9P901,C9P902,C9P903,C9P904,C9P908,C9P914,C9P917,C9P918,C9P920,C9P921,C9P922,C9P923,C9P924,C9P925,C9P926
INGENIERIA EN AGRONEGOCIOS,10,4,64,2,6,No,Sí,200,200,350,500,0,0,Mensual
PSICOLOGIA,10,5,61,273,25,No,Sí,200,200,400,500,0,0,Mensual
ENFERMERIA,10,4,60,57,0,No,Sí,200,200,350,450,0,0,Mensual
CONTABILIDAD Y FINANZAS,10,4,62,437,113,Sí,Sí,200,200,350,450,0,0,Mensual
CIENCIAS Y TECNOLOGIAS DE LA INFORMACION,10,4,60,100,9,No,Sí,200,200,400,500,0,0,Mensual
ADMINISTRACION,10,4,70,115,55,No,Sí,160,160,140,180,0,0,Mensual
ADMINISTRACION TURISTICA,10,4,70,21,14,No,Sí,160,160,140,180,0,0,Mensual
Contabilidad,10,4,70,8074,334,No,Sí,160,160,140,180,0,0,Mensual
DERECHO,12,4,82,8550,334,No,Sí,160,160,140,180,0,0,Mensual
EDUCACION,10,4,70,2055,92,Sí,Sí,160,160,140,180,0,0,Mensual
ENFERMERIA,10,4,68,1512,113,Sí,Sí,160,160,140,180,0,0,Mensual
FARMACIA Y BIOQUIMICA,10,4,60,1066,54,No,Sí,160,160,140,180,0,0,Mensual
INGENIERIA CIVIL,10,4,70,3359,93,No,Sí,160,160,140,180,0,0,Mensual
INGENIERIA DE SISTEMAS,10,4,70,1681,75,No,Sí,160,160,140,180,0,0,Mensual
OBSTETRICIA,10,4,64,1132,0,Sí,Sí,160,160,140,180,0,0,Mensual
ODONTOLOGIA,12,4,68,1074,46,No,Sí,190,190,190,240,0,0,Mensual
PSICOLOGIA,10,4,68,2194,40,No,Sí,160,160,140,190,0,0,Mensual
ADMINISTRACION DE NEGOCIOS,10,5,74,800,32,No,Sí,250,250,495,815,0,0,Mensual
CIENCIA DE LA COMPUTACION,10,5,65,308,9,No,Sí,250,250,495,815,0,0,Mensual
DERECHO,12,5,84,800,49,No,Sí,250,250,495,815,0,0,Mensual
INGENIERIA INDUSTRIAL,10,5,72,800,39,No,Sí,250,250,495,815,0,0,Mensual
CONTABILIDAD,10,5,72,406,8,No,Sí,250,250,365,535,0,0,Mensual
INGENIERIA ELECTRONICA Y DE TELECOMUNICACIONES,10,5,63,257,6,No,Sí,250,250,495,815,0,0,Mensual
PSICOLOGIA,10,5,68,410,7,No,Sí,250,250,495,815,0,0,Mensual
EDUCACION INICIAL,10,5,65,96,1,No,Sí,250,250,310,435,0,0,Mensual
EDUCACION PRIMARIA,10,5,64,56,1,No,Sí,250,250,310,435,0,0,Mensual
ENFERMERIA,10,4,40,1168,191,No,Sí,250,250,427,527,0,0,Mensual
ESTOMATOLOGIA,10,4,51,372,39,No,Sí,250,250,700,780,0,0,Mensual
Medicina HUmana,14,4,55,3422,206,No,Sí,250,250,998,1620,0,0,Mensual
Tecnologia Medica Especialidad Terapia Fisica y Rehabilitacon,10,4,50,67,0,No,Sí,250,250,425,525,0,0,Mensual
Tecnologia Medica Especialidad Laboratorio Clinico y Anatomia Patologica,10,4,50,60,0,No,Sí,250,250,425,525,0,0,Mensual
Medicina Veterina y Zootecnia,10,4,18,25,8,No,Sí,250,250,560,560,0,0,Mensual
Derecho,12,4,73,2330,342,No,Sí,250,250,400,500,0,0,Mensual
Administracion de Negocios,10,4,55,3187,306,No,Sí,250,250,400,500,0,0,Mensual
Contabilidad,10,4,55,1146,130,No,Sí,250,250,400,500,0,0,Mensual
Ciencias de la Comunicacion,10,4,71,179,16,No,Sí,250,250,365,465,0,0,Mensual
TURISMO HOTELERIA Y GESTION CULTURAL,10,4,66,181,23,No,Sí,250,250,520,720,0,0,Mensual
Ingenieria de Computacion y Sistemas,10,4,59,371,13,No,Sí,250,250,400,500,0,0,Mensual
EDUCACION INICIAL BILINGUE,10,5,67,87,31,No,No,0,0,0,0,52,52,No aplica
EDUCACION PRIMARIA BILINGUE,10,5,67,87,28,No,No,0,0,0,0,52,52,No aplica
INGENIERIA AGROINDUSTRIAL,10,5,62,58,38,No,No,0,0,0,0,52,52,No aplica
INGENIERIA AGROINDUSTRIAL ACUICULA,10,5,67,90,37,No,No,0,0,0,0,52,52,No aplica
ADMINISTRACION DE NEGOCIOS,10,4,64,80,7,No,Sí,150,150,150,250,0,0,Mensual
CIENCIAS CONTABLES Y FINANCIERAS,10,4,59,80,15,No,Sí,150,150,150,250,0,0,Mensual
DERECHO Y CIENCIAS POLITICAS,10,4,77,80,17,No,Sí,150,150,150,250,0,0,Mensual
INGENIERIA DE SISTEMAS,10,4,62,80,9,No,Sí,150,150,150,250,0,0,Mensual
ADMINISTRACION DE EMPRESAS,10,4,56,1218,140,No,Sí,900,900,500,1160,0,0,Mensual
ADMINISTRACION HOTELERA Y DE SERVICIOS TURISTICOS,10,4,51,320,12,No,Sí,900,900,520,1160,0,0,Mensual
ARQUITECTURA,10,4,63,427,33,No,Sí,900,900,620,1100,0,0,Mensual
COMUNICACION,10,4,56,269,18,No,Sí,900,900,420,1100,0,0,Mensual
CONTABILIDAD,10,4,50,501,18,No,Sí,900,900,420,1100,0,0,Mensual
DERECHO,12,4,76,715,41,No,Sí,900,900,520,1120,0,0,Mensual
ECONOMIA,10,4,59,156,1,No,Sí,900,900,620,1020,0,0,Mensual
ENFERMERIA,10,4,47,437,27,Sí,Sí,900,900,520,960,0,0,Mensual
INGENIERIA CIVIL AMBIENTAL,10,4,71,594,63,No,Sí,900,900,520,1120,0,0,Mensual
INGENIERIA DE SISTEMAS Y COMPUTACION,10,4,70,364,20,No,Sí,900,900,420,1020,0,0,Mensual
INGENIERIA INDUSTRIAL,10,4,65,488,21,No,Sí,900,900,520,1160,0,0,Mensual
INGENIERIA MECANICA ELECTRICA,10,4,52,143,22,No,Sí,900,900,520,1160,0,0,Mensual
INGENIERIA NAVAL,12,4,75,30,1,No,Sí,900,900,620,1020,0,0,Mensual
ODONTOLOGIA,12,4,72,230,1,No,No,0,0,0,0,1200,7000,Mensual
MEDICINA HUMANA,14,4,53,314,1,No,No,0,0,0,0,1300,1400,Mensual
EDUCACION PRIMARIA,10,4,67,65,4,Sí,Sí,400,400,240,400,0,0,Mensual
EDUCACION SECUNDARIA,10,4,67,59,7,Sí,Sí,400,400,240,400,0,0,Mensual
ADMINISTRACION DE EMPRESAS,10,5,62,475,22,No,Sí,195,195,100,310,0,0,Mensual
ADMINSTRACION Y NEGOCIOS INTERNACIONALES,10,5,63,317,13,No,Sí,195,195,100,310,0,0,Mensual
CONTABILIDAD Y FINANZAS,10,5,64,535,43,No,Sí,195,195,100,310,0,0,Mensual
DERECHO,12,5,88,876,96,No,Sí,195,195,100,310,0,0,Mensual
ENFERMERIA,10,5,60,152,0,No,Sí,195,195,100,310,0,0,Mensual
ESTOMATOLOGIA,10,5,66,154,0,No,Sí,195,195,180,580,0,0,Mensual
FARMACIA Y BIOQUIMICA,10,5,61,449,24,No,Sí,195,195,120,350,0,0,Mensual
INGENIERIA AMBIENTAL Y PREVENCION DE RIESGOS,10,5,70,312,0,No,Sí,195,195,150,380,0,0,Mensual
INGENIERIA COMERCIAL,10,4,53,29,10,No,Sí,195,195,150,480,0,0,Mensual
INGENIERIA DE SISTEMAS,10,5,62,203,12,No,Sí,195,195,120,350,0,0,Mensual
PSICOLOGIA,11,5,66,464,53,No,Sí,195,195,100,310,0,0,Mensual
ESCUELA DE TURISMO Y HOTELERIA,10,4,73,20,1,No,Sí,250,250,1,1,0,0,Semestral
ESCUELA DE DERECHO,10,4,58,999,0,No,Sí,250,250,1,1,0,0,Semestral
ESCUELA DE COMUNICACIàN Y PUBLICIDAD,10,4,59,20,0,No,Sí,250,250,1,1,0,0,Semestral
ESCUELA DE ARTES ESCENICAS,10,4,64,20,0,No,Sí,250,250,1,1,0,0,Semestral
MEDICINA VETERINARIA Y ZOOTECNIA,10,4,55,129,40,Sí,Sí,250,250,1,1,0,0,Semestral
PSICOLOGIA,10,4,1,1,2,No,Sí,250,250,1,1,0,0,Semestral
ADMINISTRACION TURISTICA Y HOTELERA,10,4,72,93,50,No,No,0,0,0,0,150,300,Mensual
CARRERA PROFESIONAL DE CONTABILIDAD Y FINANZAS,10,4,70,721,23,No,Sí,110,130,180,220,0,0,Mensual
CARRERA PROFESIONAL DE ENFERMERIA,10,4,70,291,17,No,Sí,110,110,260,260,0,0,Mensual
CARRERA PROFESIONAL DE INGENIERIA INFORMATICA,10,4,70,112,10,No,No,0,0,0,0,110,250,Mensual
CARRERA PROFESIONAL DE INGENIERIA AMBIENTAL,10,4,70,751,37,No,Sí,110,130,250,300,0,0,Mensual
CARRERA PROFESIONAL DE DERECHO,12,4,84,416,0,No,Sí,110,130,210,220,0,0,Mensual
INGENIERIA EN INDUSTRIAS ALIMENTARIAS,10,4,60,40,0,No,No,0,0,0,0,104,0,No aplica
INGENIERIA EN ENERGIAS RENOVABLES,10,4,69,40,0,No,No,0,0,0,0,104,0,No aplica
INGENIERIA TEXTIL Y DE CONFECCIONES,10,4,68,40,0,No,No,0,0,0,0,104,0,No aplica
GESTION PUBLICA,10,4,60,40,0,No,No,0,0,0,0,104,0,No aplica
Ingenieria de Minas,10,4,61,231,21,No,No,0,0,0,0,0,0,No aplica
GESTION PUBLICA Y DESARROLLO SOCIAL,10,4,60,256,22,No,No,0,0,0,0,0,0,No aplica
INGENIERIA AGROINDUSTRIAL,10,4,60,221,19,No,No,0,0,0,0,0,0,No aplica
INGENIERIA DE SISTEMAS E INFORMATICA,10,4,58,158,12,No,No,0,0,0,0,0,0,No aplica
INGENIERIA AMBIENTAL,10,4,59,226,13,No,No,0,0,0,0,0,0,No aplica
INGENIERIA PESQUERA,10,4,63,50,3,No,No,0,0,0,0,0,0,No aplica
CONTABILIDAD Y FINANZAS,10,4,64,6,0,No,Sí,150,150,350,400,0,0,Mensual
ENFERMERIA,10,4,47,11,0,No,Sí,150,150,350,400,0,0,Mensual
FARMACIA Y BIOQUIMICA,10,4,60,129,0,No,Sí,150,150,350,400,0,0,Mensual
ADMINISTRACION DE EMPRESAS,10,5,54,65,0,No,No,0,0,0,0,250,2000,Mensual
DERECHO Y CIENCIAS POLITICAS,12,5,70,45,0,No,No,0,0,0,0,250,2800,Mensual
ENFERMERIA,10,5,44,30,4,No,No,0,0,0,0,250,2500,Mensual
INGENIERIA CIVIL,10,5,48,150,0,No,No,0,0,0,0,250,3000,Mensual
OBSTETRICIA,10,5,50,30,2,No,No,0,0,0,0,250,2800,Mensual
CONTABILIDAD Y ADMINISTRACION,10,5,71,40,0,No,Sí,100,250,180,330,0,0,Mensual
DERECHO,12,5,85,40,0,No,Sí,100,250,180,330,0,0,Mensual
INGENIERIA INFORMATICA Y DE SISTEMAS,10,5,71,40,0,No,Sí,100,250,180,330,0,0,Mensual
OBSTETRICIA,10,5,58,50,0,No,Sí,100,250,180,330,0,0,Mensual
EDUCACION EN INFORMATICA Y COMPUTACION,10,5,71,50,0,No,Sí,100,250,180,330,0,0,Mensual
ADMINISTRACION Y FINANZAS,10,5,71,80,15,No,Sí,100,250,180,330,0,0,Mensual
ENFERMERIA,10,5,56,80,12,No,Sí,100,250,180,330,0,0,Mensual
INGENIERIA DE SISTEMAS,10,5,71,120,35,No,Sí,100,250,180,330,0,0,Mensual
INGENIERIA EN INDUSTRIAS ALIMENTARIAS,10,5,68,80,11,No,Sí,100,250,180,330,0,0,Mensual
PSICOLOGIA,10,5,62,60,17,No,Sí,100,250,180,330,0,0,Mensual
TURISMO HOTELERIA Y GASTRONOMIA,10,5,70,45,0,No,Sí,330,330,165,330,0,0,Mensual
INGENIERIA COMERCIAL Y FINANCIERA,10,5,68,68,0,No,Sí,320,320,160,320,0,0,Mensual
INGENIERIA INDUSTRIAL,10,5,67,80,0,No,Sí,330,330,165,330,0,0,Mensual
DERECHO,12,5,70,48,0,No,Sí,300,300,150,300,0,0,Mensual
INGENIERIA MECANICA,10,5,65,60,0,No,Sí,300,300,150,300,0,0,Mensual
ADMINISTRACION NEGOCIOS INTERNACIONAL,10,5,56,197,0,No,Sí,300,300,300,675,0,0,Mensual
DERECHO,12,5,82,117,0,No,Sí,300,300,300,675,0,0,Mensual
ADMINISTRACION DE EMPRESAS,11,5,66,541,141,No,No,0,0,0,0,500,6080,Mensual
ADMINISTRACION HOTELERA Y DE TURISMO,11,5,67,73,0,No,No,0,0,0,0,500,6080,Mensual
DISEO DIGITAL PUBLICITARIO,11,5,72,159,0,No,No,0,0,0,0,500,6320,Mensual
INGENIERIA AERONAUTICA,11,5,68,112,35,No,No,0,0,0,0,500,6080,Mensual
INGENIERIA AUTOMOTRIZ,11,5,69,209,31,No,No,0,0,0,0,500,6080,Mensual
INGENIERIA BIOMEDICA,11,5,63,29,0,No,No,0,0,0,0,500,6080,Mensual
INGENIERIA DE DISEO COMPUTACIONAL,11,5,65,39,0,No,No,0,0,0,0,500,6080,Mensual
INGENIERIA DE DISEO GRAFICO,11,5,75,15,0,No,No,0,0,0,0,500,6080,Mensual
INGENIERIA DE REDES Y COMUNICACIONES,11,5,63,98,3,No,No,0,0,0,0,500,6080,Mensual
INGENIERIA DE SEGURIDAD Y AUDITORIA INFORMATICA,11,5,67,25,1,No,No,0,0,0,0,500,6080,Mensual
INGENIERIA DE SISTEMAS E INFORMATICA,11,5,67,569,238,No,No,0,0,0,0,500,6080,Mensual
INGENIERIA ELECTROMECANICA,11,5,64,75,0,No,No,0,0,0,0,200,720,Mensual
INGENIERIA INDUSTRIAL,11,5,65,673,167,No,No,0,0,0,0,200,720,Mensual
INGENIERIA MARITIMA,11,5,69,67,13,Sí,No,0,0,0,0,200,720,Mensual
INGENIERIA MECANICA,11,5,64,314,65,No,No,0,0,0,0,200,720,Mensual
INGENIERIA MECATRONICA,11,5,66,329,71,No,No,0,0,0,0,200,720,Mensual
INGENIERIA NAVAL,11,5,66,18,0,No,No,0,0,0,0,200,720,Mensual
INGENIERIA TEXTIL Y DE CONFECCIONES,11,5,69,32,14,No,No,0,0,0,0,200,720,Mensual
RELACIONES INTERNACIONALES,11,5,66,24,5,No,No,0,0,0,0,200,720,Mensual
ADMINISTRACION DE NEGOCIOS,11,5,40,62,0,No,No,0,0,0,0,209,576,Mensual
ADMINISTRACION DE NEGOCIOS Y FINANZAS,11,5,40,49,0,No,No,0,0,0,0,200,576,Mensual
ADMINISTRACION DE NEGOCIOS Y MARKETING,11,5,40,65,0,No,No,0,0,0,0,200,576,Mensual
CONTABILIDAD FINANCIERA,11,5,40,50,0,No,No,0,0,0,0,200,576,Mensual
NEGOCIOS INTENACIONALES,11,5,40,28,0,No,No,0,0,0,0,200,576,Mensual
INGENIERIA DEL SOFTWARE,11,5,67,115,30,No,No,0,0,0,0,200,720,Mensual
INGENIERIA DE TELECOMUNICACIONES,11,5,62,83,27,No,No,0,0,0,0,200,720,Mensual
INGENIERIA ECONOMICA EMPRESARIAL,11,5,67,53,13,No,No,0,0,0,0,200,720,Mensual
ADMINISTRACION Y NEGOCIOS INTERNACIONALES,10,4,64,1146,45,No,Sí,200,200,540,650,0,0,Mensual
CONTABILIDAD Y AUDITORIA,10,4,63,479,0,No,Sí,200,200,520,630,0,0,Mensual
DERECHO Y CIENCIAS POLITICAS,10,4,67,540,12,No,Sí,200,200,500,685,0,0,Mensual
TURISMO Y HOTELERIA,10,4,65,331,7,No,Sí,200,200,460,630,0,0,Mensual
ENFERMERIA,10,4,41,1148,54,No,Sí,200,200,540,650,0,0,Mensual
FARMACIA Y BIOQUIMICA,10,4,50,1705,95,No,Sí,200,200,740,880,0,0,Mensual
OBSTETRICIA,10,4,49,704,26,No,Sí,200,200,540,650,0,0,Mensual
TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION,10,4,50,1180,39,No,Sí,200,200,570,705,0,0,Mensual
ODONTOLOGIA,10,4,54,1210,29,No,Sí,200,200,765,890,0,0,Mensual
INGENIERIA DE SISTEMAS E INFORMATICA,10,4,58,603,28,No,Sí,200,200,550,685,0,0,Mensual
PSICOLOGIA,10,4,59,75,0,No,Sí,200,200,540,650,0,0,Mensual
ADMINISTRACION DE EMPRESAS,10,4,60,30,6,No,No,0,0,0,0,60,0,No aplica
INGENIERIA DE SISTEMAS,10,4,60,30,0,No,No,0,0,0,0,120,0,No aplica
INGENIERIA EN AGRONEGOCIOS,10,4,60,30,0,No,No,0,0,0,0,12,0,No aplica
DERECHO Y CIENCIAS POLITICAS,12,4,64,30,0,No,No,0,0,0,0,120,0,No aplica
EDUCACION PRIMARIA,10,4,60,10,5,No,No,0,0,0,0,120,0,No aplica
ENFERMERIA,10,4,60,30,10,No,No,0,0,0,0,120,0,No aplica
CIENCIAS DE LA COMUNICACION,10,4,60,30,0,No,No,0,0,0,0,120,0,No aplica
ESTOMATOLOGIA,10,4,60,30,0,No,No,0,0,0,0,120,0,No aplica
INGENIERIA AGRONOMIA,10,4,60,20,0,No,No,0,0,0,0,120,0,No aplica
INGENIERIA AGROINDUSTRIAL,10,4,60,20,12,No,No,0,0,0,0,120,0,No aplica
INGENIERIA CIVIL,10,4,60,30,0,No,No,0,0,0,0,120,0,No aplica
INGENIERIA ZOOTECNISTA,10,4,60,25,1,No,No,0,0,0,0,120,0,No aplica
ECONOMIA,10,4,60,30,0,No,No,0,0,0,0,120,0,No aplica
TECNOLOGIA MEDICA  RADIOLOGIA REHABILITACION FISICA,10,4,60,30,0,No,No,0,0,0,0,120,0,No aplica
ADMINISTRACION,10,4,54,2776,250,Sí,Sí,250,250,230,330,0,0,Mensual
CONTABILIDAD,10,4,54,1397,181,Sí,Sí,250,250,230,330,0,0,Mensual
ARQUITECTURA,10,4,56,365,4,No,Sí,250,250,230,330,0,0,Mensual
ARTES Y DISEO GRAFICO EMPRESARIAL,10,4,54,406,0,No,Sí,250,250,230,330,0,0,Mensual
DERECHO,11,4,59,2594,266,No,Sí,250,250,230,330,0,0,Mensual
ENFERMERIA,10,4,54,757,108,No,Sí,250,250,230,330,0,0,Mensual
ESTOMATOLOGIA,10,4,54,407,0,No,Sí,250,250,400,500,0,0,Mensual
INGENIERIA ECONOMICA,10,4,54,189,0,No,Sí,250,250,230,330,0,0,Mensual
INGENIERIA DE SISTEMAS,10,4,54,899,55,No,Sí,250,250,230,330,0,0,Mensual
CIENCIAS DE LA COMUNICACION,10,4,54,336,35,No,Sí,250,250,230,330,0,0,Mensual
TURISMO Y NEGOCIOS,10,4,54,452,59,No,Sí,250,250,230,330,0,0,Mensual
PSICOLOGIA,11,4,59,1315,107,No,Sí,250,250,230,330,0,0,Mensual
INGENIERIA AGROINDUSTRIAL Y COMERCIO EXTERIOR,10,4,54,241,53,No,Sí,250,250,230,330,0,0,Mensual
INGENIERIA INDUSTRIAL,10,4,54,1031,59,No,Sí,250,250,230,330,0,0,Mensual
INGENIERIA MECANICA ELECTRICA,10,4,54,407,32,No,Sí,250,250,230,330,0,0,Mensual
INGENIERIA CIVIL,10,4,57,944,27,No,Sí,250,250,230,330,0,0,Mensual
NEGOCIOS INTERNACIONALES,10,4,54,459,0,No,Sí,250,250,230,330,0,0,Mensual
ADMINISTRACION PUBLICA,4,5,19,145,0,No,Sí,250,250,250,250,0,0,Mensual
ADMINISTRACION HOTELERA TURISMO ECOTURISMO Y GASTRONOMIA,10,4,62,35,31,No,Sí,250,300,250,350,0,0,Mensual
INGENIERIA COMERCIAL,10,4,58,38,61,No,Sí,150,200,200,300,0,0,Mensual
PSICOLOGIA,10,4,59,38,1,No,Sí,150,200,250,350,0,0,Mensual
INGENIERIA TELEINFORMATICA,10,4,59,1,5,No,Sí,150,200,250,350,0,0,Mensual
EDUCACION,10,4,58,1,1,No,Sí,150,300,150,300,0,0,Mensual
ADMINISTRACION DE EMPRESAS,10,4,50,58,0,No,Sí,150,150,225,290,0,0,Mensual
CONTABILIDAD Y FINANZAS,10,4,50,46,0,No,Sí,150,150,225,290,0,0,Mensual
DERECHO,10,4,60,14,0,No,Sí,150,150,225,290,0,0,Mensual
INGENIERIA DE SISTEMAS Y TECNOLOGIAS DE INFORMACION,10,4,50,41,0,No,Sí,150,150,225,290,0,0,Mensual
MARKETING Y NEGOCIOS INTERNACIONALES,10,4,50,30,0,No,Sí,150,150,225,290,0,0,Mensual
INGENIERIA CIVIL,10,4,61,100,17,No,Sí,150,150,180,320,0,0,Mensual
INGENIERIA DE SISTEMAS E INFORMATICA,10,4,58,58,0,No,Sí,150,150,180,320,0,0,Mensual
CONTABILIDAD Y FINANZAS,10,4,60,21,10,No,Sí,150,150,180,320,0,0,Mensual
DERECHO,12,4,70,45,9,No,Sí,150,150,180,320,0,0,Mensual
MARKETING Y NEGOCIOS INTERNACIONALES,10,4,60,10,4,No,Sí,150,150,180,320,0,0,Mensual
ADMINISTRACION Y MARKETING,10,4,62,53,0,No,Sí,175,175,100,350,0,0,Mensual
ADMINSTRACION TURISTICA,10,4,57,15,0,No,Sí,175,175,100,350,0,0,Mensual
INGENIERIA AMBIENTAL,10,4,60,119,0,No,Sí,175,175,100,350,0,0,Mensual
INGENIERIA DE SISTEMAS,10,4,58,33,0,No,Sí,175,175,100,350,0,0,Mensual
INGENIERIA CIVIL,10,4,64,80,0,No,No,0,0,0,0,60,0,No aplica
INGENIERIA DE INDUSTRIAS ALIMENTARIAS,10,4,64,80,0,No,No,0,0,0,0,60,0,No aplica
INGENIERIA FORESTAL Y AMBIENTAL,10,4,64,80,0,No,No,0,0,0,0,60,0,No aplica
TECNOLOGIA MEDICA,10,4,58,80,0,No,No,0,0,0,0,60,0,No aplica
INGENIERIA MECANICA Y ELECTRICA,10,4,64,80,0,No,No,0,0,0,0,60,0,No aplica
CONTABILIDAD Y FINANZAS,10,4,61,54,0,No,Sí,150,250,270,550,0,0,No aplica
ENFERMERIA,10,4,53,48,0,No,Sí,150,250,270,550,0,0,No aplica
INGENIERIA AGRONOMICA,10,4,67,45,0,No,Sí,150,250,270,550,0,0,No aplica
INGENIERIA DE SISTEMAS Y TELEMATICA,10,4,64,77,0,No,Sí,150,250,270,550,0,0,No aplica
INGENIERIA MECANICA,10,4,60,79,0,No,Sí,150,250,270,550,0,0,No aplica
CONTABILIDAD,10,4,60,53,0,No,Sí,240,240,300,320,0,0,Mensual
ECONOMIA,10,4,60,63,0,No,Sí,240,240,300,350,0,0,Mensual
INGENIERIA DE SISTEMAS,10,4,60,38,0,No,Sí,240,240,315,350,0,0,Mensual
CIENCIAS CONTABLES Y FINANZAS,10,4,60,120,0,No,No,0,0,0,0,460,3000,Mensual
INGENIERIA DE SISTEMAS Y SEGURIDAD INFORMATICA,10,4,60,31,0,No,No,0,0,0,0,460,2500,Mensual
ECONOMIA Y NEGOCIOS INTERNACIONALES,10,4,60,120,0,No,No,0,0,0,0,460,3200,Mensual
TURISMO,10,4,60,24,0,No,No,0,0,0,0,460,2000,Mensual
NO TENIA,9,6,9,9,999,No,No,0,0,0,0,0,0,No aplica
DERECHO Y CIENCIAS POLITICAS,12,4,70,35,21,Sí,No,0,0,0,0,400,3000,Mensual
INGENIERIA DE SISTEMAS,10,4,65,23,11,Sí,No,0,0,0,0,400,3000,Mensual
ESTOMATOLOGIA,12,4,62,30,6,Sí,No,0,0,0,0,400,3200,Mensual
ENFERMERIA,10,4,44,26,11,Sí,No,0,0,0,0,400,2800,Mensual
TURISMO HOTELERIA Y GASTRONOMIA,10,4,69,35,15,Sí,No,0,0,0,0,400,2480,Mensual
INGENIERIA COMERCIAL Y NEGOCIOS INTERNACIONALES,10,4,64,55,0,No,Sí,120,120,250,500,0,0,Mensual
INGENIERIA DE SISTEMAS Y TECNOLOGIAS,10,4,60,28,0,No,Sí,120,120,250,500,0,0,Mensual
PSICOLOGIA,10,4,60,28,0,No,Sí,120,120,250,500,0,0,Mensual
EDUACION INICIAL Y BILINGUE,10,4,64,10,0,No,Sí,130,130,90,210,0,0,Mensual
EDUCACION PRIMARIA Y BILINGUE,10,4,64,16,0,No,Sí,130,130,90,185,0,0,Mensual
EDUCACION SECUNDARIA Y BILINGUE,10,4,64,9,0,No,Sí,130,130,90,185,0,0,Mensual
CIENCIAS AGRARIAS,10,4,67,22,0,No,Sí,130,130,100,200,0,0,Mensual
INGENIERIA INFORMATICA,10,4,61,34,0,No,Sí,130,130,100,210,0,0,Mensual
ADMINISTRACION,10,4,58,1446,86,No,Sí,250,250,464,567,0,0,Mensual
CONTABILIDAD,10,4,60,1438,175,No,Sí,250,250,464,567,0,0,Mensual
ECONOMIA,10,4,60,201,19,No,Sí,250,250,464,567,0,0,Mensual
ADMINISTRACION Y NEGOCIOS INTERNACIONALES,10,4,64,302,0,No,Sí,250,250,462,564,0,0,Mensual
CONTABILIDAD Y FINANZAS,10,4,63,162,0,No,Sí,250,250,460,562,0,0,Mensual
EDUCACION INICIAL,10,4,69,151,11,No,Sí,250,250,478,584,0,0,Mensual
EDUCACION PRIMARIA,10,4,69,109,14,No,Sí,250,250,476,582,0,0,Mensual
EDUCACION ESPECIAL,10,4,69,57,5,No,Sí,250,250,476,582,0,0,Mensual
EDUCACION BILINGUE INTERCULTURAL,10,4,78,225,34,No,Sí,250,250,507,620,0,0,Mensual
EDUCACION SECUNDARIA FILOSOFIA Y RELIGION,10,4,71,86,25,No,Sí,250,250,476,582,0,0,Mensual
EDUCACION SECUNDARIA LENGUA INGLESA,10,4,71,60,6,No,Sí,250,250,476,582,0,0,Mensual
ARCHIVISTICA Y GESTION DOCUMENTAL,10,4,67,35,0,No,Sí,250,250,470,574,0,0,Mensual
ENFERMERIA,10,4,53,307,32,No,Sí,250,250,489,597,0,0,Mensual
NUTRICION Y DIETETICA,10,4,62,206,0,No,Sí,250,250,505,617,0,0,Mensual
PSICOLOGIA,10,4,63,634,0,No,Sí,250,250,474,579,0,0,Mensual
TERAPIA FISICA,10,4,58,296,0,No,Sí,250,250,482,589,0,0,Mensual
INGENIERIA CIVIL,10,4,64,443,0,No,Sí,250,250,491,600,0,0,Mensual
INGENIERIA INDUSTRIAL,10,4,70,319,0,No,Sí,250,250,499,610,0,0,Mensual
INGENIERIA INFORMATICA,10,4,70,170,12,No,Sí,250,250,495,605,0,0,Mensual
INGENIERIA DE SISTEMAS,10,4,71,111,0,No,Sí,250,250,493,602,0,0,Mensual
INGENIERIA AGRARIA CON MENCION FORESTAL,10,4,74,92,0,No,Sí,250,250,476,582,0,0,Mensual
INGENIERIA AGRARIA,10,4,70,73,11,No,Sí,250,250,507,5620,0,0,Mensual
INGENIERIA AMBIENTAL,10,4,70,552,0,No,Sí,250,250,478,584,0,0,Mensual
INGENIERIA INDUSTRIAL Y DE BIOCOMERCIO,10,4,72,79,0,No,Sí,250,250,480,587,0,0,Mensual
ADMINISTRACION Y GESTION DE EMPRESAS,10,4,60,1568,60,No,Sí,180,180,380,440,0,0,Mensual
CONTABILIDAD Y FINANZAS,10,4,60,2729,242,No,Sí,180,180,380,440,0,0,Mensual
MARKETING Y NEGOCIOS INTERNACIONALES,10,4,60,483,29,No,Sí,180,180,380,440,0,0,Mensual
ADMINISTRACION DE SERVICIOS TURISTICOS,10,4,60,374,26,No,Sí,180,180,380,440,0,0,Mensual
INGENIERIA DE COMPUTACION Y SISTEMAS,10,4,52,1056,83,No,Sí,180,180,410,470,0,0,Mensual
INGENIERIA INDUSTRIAL,10,4,52,300,0,No,Sí,180,180,410,470,0,0,Mensual
CIENCIAS DE LA COMUNICACION,10,4,60,286,0,No,Sí,180,180,410,470,0,0,Mensual
DERECHO,12,4,84,637,0,No,Sí,180,180,399,462,0,0,Mensual
ADMINISTRACION HOTELERA Y ECITURISMO,10,4,65,305,10,No,Sí,100,300,360,790,0,0,Mensual
CIENCIAS DE LA COMUNICACION Y PUBLICIDAD,10,4,65,362,11,No,Sí,100,300,360,790,0,0,Mensual
