,Identificador,Nombre,Equipos,Saldo,Provincia,Distrito,Latitud,Longitud,Tipo,Giro,Clasificación,Trimestre1,Trimestre2,Trimestre3,Trimestre4
808,979182082,E000000115330,U,10945,LIMA,SAN MARTIN DE PORRES,-12.03337,-77.05565,MINORISTAS,BODEGA,B,594,591,422,405
809,978010709,E000000110854,U,297,LIMA,SAN JUAN DE LURIGANCHO,-11.9614,-77.0085,MINORISTAS,BODEGA,D,51,72,61,37
810,990762337,E000000139463,U,1749,LIMA,VILLA EL SALVADOR,-12.21824,-76.92873,MINORISTAS,BODEGA,C,97,81,79,50
811,995026278,E000000141610,U,1342,LIMA,SURQUILLO,-12.11642,-77.02248,MINORISTAS,BODEGA,C,68,77,76,87
812,1044151695,E000000156482,U,551.1,LIMA,ATE,-12.06054,-76.99378,MINORISTAS,LIBRERIA BAZAR,D,48,65,95,48
813,999258563,E000000153571,U,2090,LIMA,EL AGUSTINO,-12.04747,-77.00002,MINORISTAS,BODEGA,C,135,130,150,162
814,943274225,E000000019261,U,649,LIMA,VILLA EL SALVADOR,-12.2322004,-76.9107126,MINORISTAS,BODEGA,D,66,124,63,59
815,995459692,E000000143644,V,1045,LIMA,LA VICTORIA,-12.06672,-77.00791,AUTOSERVICIO,MINI MERCADO,C,107,61,79,39
816,964065826,E000000070346,U,3674,LIMA,CHORRILLOS,-12.1904821,-76.9945789,MINORISTAS,BODEGA,C,373,335,514,955
817,998025811,E000000150209,U,484,LIMA,CARABAYLLO,-11.9014,-77.03991,MINORISTAS,BODEGA,D,64,47,38,65
818,995530896,E000000143935,U,1089,LIMA,LURIGANCHO,-11.95705,-76.73393,MINORISTAS,BODEGA,C,79,88,61,99
819,951655501,E000000038641,U,44,LIMA,PUENTE PIEDRA,-11.862,-77.0429,MINORISTAS,BODEGA,E,18,20,22,16
820,956922822,E000000054294,U,154,LIMA,LOS OLIVOS,-12.0006967,-77.0635701,MINORISTAS,BODEGA,D,37,51,8,31
821,996059125,E000000146327,U,66,LIMA,SAN LUIS,-12.07781,-76.99585,MINORISTAS,BODEGA,E,26,22,31,34
822,952030155,E000000039887,U,6754,LIMA,SANTA ANITA,-12.0333,-76.961,MINORISTAS,BODEGA,C,680,519,351,739
823,945556503,E000000024787,U,132,LIMA,CHORRILLOS,-12.1965136,-77.0003972,MINORISTAS,FOTOCOPIADORA,D,41,42,25,38
824,965892617,E000000074744,U,1903,LIMA,LOS OLIVOS,-11.9889905,-77.0698288,MINORISTAS,BODEGA,C,289,124,122,234
825,945668397,E000000025212,U,264,LIMA,SAN JUAN DE LURIGANCHO,-11.9786,-77.0163,MINORISTAS,BODEGA,D,79,25,85,70
826,956883574,E000000054082,U,3388,LIMA,VILLA EL SALVADOR,-12.2253471,-76.9588736,MINORISTAS,BODEGA,C,372,420,627,356
827,975621200,E000000104895,U,3608,LIMA,SAN MARTIN DE PORRES,-12.02505,-77.05357,MINORISTAS,FARMACIA,C,566,704,385,409
828,971215443,E000000093359,U,374,LIMA,VILLA MARIA DEL TRIUNFO,-12.221347,-76.920119,MINORISTAS,BODEGA,D,49,66,51,74
829,969269127,E000000085241,U,2365,LIMA,JESUS MARIA,-12.077264,-77.047113,MINORISTAS,BODEGA,C,258,181,243,193
830,w0030120517,E000000162915,U,1529,LIMA,LURIN,-12.24993,-76.89427,MINORISTAS,CABINA DE INTERNET,C,100,62,68,75
831,979496561,E000000116459,U,88,LIMA,CHACLACAYO,-11.99297,-76.82379,MINORISTAS,BODEGA,E,24,36,8,38
832,w0051901175,E000000170135,U,1584,LIMA,SAN JUAN DE LURIGANCHO,-11.9713,-76.9957,MINORISTAS,BODEGA,C,49,85,90,87
833,945650558,E000000025104,U,616,LIMA,SANTA ANITA,-12.0535,-76.9641,MINORISTAS,CABINA DE INTERNET,D,75,77,87,96
834,w004020035,E000000164499,U,603.68,LIMA,LA VICTORIA,-12.07505,-77.01713,MINORISTAS,BODEGA,D,45,28,129,57
835,980392953,E000000120499,U,2673,LIMA,SAN MARTIN DE PORRES,-11.9554,-77.0903,AUTOSERVICIO,MINI MERCADO,C,242,75,235,198
836,985918311,E000000130591,U,1378.08,LIMA,VILLA EL SALVADOR,-12.2403,-76.927,MINORISTAS,BODEGA,C,109,62,75,120
837,970977282,E000000090839,U,176,LIMA,VILLA MARIA DEL TRIUNFO,-12.173278,-76.9482,MINORISTAS,BODEGA,D,100,75,37,46
838,948887398,E000000031652,U,44,LIMA,VILLA MARIA DEL TRIUNFO,-12.156642,-76.9579635,MINORISTAS,BODEGA,E,31,21,24,25
839,964499259,E000000071020,U,66,LIMA,EL AGUSTINO,-12.055835,-77.006843,MINORISTAS,BODEGA,E,25,45,16,23
840,969100110,E000000084359,U,132,LIMA,SAN JUAN DE MIRAFLORES,-12.1759096,-76.9573873,MINORISTAS,BODEGA,D,41,39,11,41
841,15011016939,E000000157870,U,3157,LIMA,COMAS,-11.93862,-77.05732,MINORISTAS,BODEGA,C,520,766,590,477
842,984911783,E000000125779,U,330,LIMA,PUENTE PIEDRA,-11.85437,-77.08469,MINORISTAS,BODEGA,D,77,84,18,52
843,1.02E+11,E000000159852,U,3498,LIMA,INDEPENDENCIA,-11.98099,-77.05714,MINORISTAS,BODEGA,C,695,578,404,653
844,945455223,E000000024379,U,506,LIMA,SAN JUAN DE LURIGANCHO,-11.9982,-77.0139,MINORISTAS,BODEGA,D,61,68,93,85
845,1049204594,E000000156574,V,2959,LIMA,ATE,-12.0086,-76.8153,MINORISTAS,LIBRERIA,C,717,485,330,516
846,988092786,E000000131441,V,1166,LIMA,PUENTE PIEDRA,-11.93568,-77.08881,MINORISTAS,FARMACIA,C,65,58,99,95
847,961654378,E000000063985,U,1496,LIMA,SAN JUAN DE LURIGANCHO,-11.9462,-77.0083,MINORISTAS,BODEGA,C,106,34,94,97
848,942154200,E000000015780,U,1067,LIMA,VILLA EL SALVADOR,-12.2143416,-76.9282437,MINORISTAS,BODEGA,C,67,85,37,115
849,15011016623,E000000157758,U,2519,LIMA,VILLA EL SALVADOR,-12.21439,-76.9345,MINORISTAS,BODEGA,C,150,139,59,160
850,5.19E+11,E000000161098,U,656.92,LIMA,SAN ISIDRO,-12.09558,-77.02686,MINORISTAS,CABINA DE INTERNET,D,81,73,97,72
851,999742986,E000000155371,U,1001,LIMA,PUENTE PIEDRA,-11.9017,-77.0669,MINORISTAS,BAZAR,C,56,70,29,111
852,968019609,E000000079424,U,2079,LIMA,LOS OLIVOS,-11.959682,-77.0696035,MINORISTAS,FARMACIA,C,229,187,257,195
853,990023537,E000000136052,U,2266,LIMA,SANTIAGO DE SURCO,-12.14516,-76.98529,MINORISTAS,CABINA DE INTERNET,C,199,144,182,287
854,952060816,E000000040005,U,1694,LIMA,SAN JUAN DE LURIGANCHO,-12.0335,-76.9507,PERSONAL,PERSONAL,C,77,79,51,56
855,w0040201150,E000000164549,U,4246,LIMA,LIMA,-11.96827,-77.03972,MINORISTAS,CASA DE VIDEOS,C,394,592,615,521
856,952694672,E000000041492,V,1562,LIMA,LOS OLIVOS,-12.9085197,-75.5283909,MINORISTAS,BAZAR,C,69,95,94,112
857,985862801,E000000130340,U,2530,LIMA,ATE,-12.02232,-76.89259,MINORISTAS,LIBRERIA,C,224,137,157,189
858,971961371,E000000097209,U,7040,LIMA,SANTIAGO DE SURCO,-12.151811,-76.9893738,MINORISTAS,BODEGA,C,559,634,286,637
859,1.00E+11,E000000159121,U,1617,LIMA,LOS OLIVOS,-11.9654,-77.081,MINORISTAS,FARMACIA,C,61,93,59,64
860,988070683,E000000131356,U,4070,LIMA,SAN JUAN DE LURIGANCHO,-11.9697,-76.985,MINORISTAS,LIBRERIA,C,183,814,576,727
861,996643096,E000000148530,U,2145,LIMA,SAN JUAN DE LURIGANCHO,-11.9967,-77.009,MINORISTAS,BODEGA,C,230,103,248,130
862,998805850,E000000152051,U,2358.4,LIMA,LA MOLINA,-12.08972,-76.90364,MINORISTAS,BODEGA,C,210,270,201,191
863,990463433,E000000137926,V,825,LIMA,CHORRILLOS,-12.20779,-77.01488,MINORISTAS,BODEGA,D,115,93,80,87
864,979116390,E000000115029,U,3476,LIMA,SAN JUAN DE LURIGANCHO,-12.0445,-76.9795,PERSONAL,PERSONAL,C,518,699,365,84
865,943956847,E000000020914,V,3630,LIMA,ATE,-12.0165858,-76.8184119,MINORISTAS,BODEGA,C,516,485,667,450
866,964077457,E000000070405,U,2387,LIMA,JESUS MARIA,-12.0778,-77.049,MINORISTAS,AMBULANTE,C,295,166,175,238
867,947055178,E000000027282,V,3126.2,LIMA,LURIGANCHO,-11.9675569,-76.9415367,MINORISTAS,BODEGA,C,469,561,589,300
868,1042069404,E000000156406,V,44,LIMA,LURIGANCHO,-11.98036,-76.91406,MINORISTAS,BODEGA,E,43,40,38,18
869,5.19E+11,E000000161023,U,19998,LIMA,BREÑA,-12.05971,-77.04208,MINORISTAS,FARMACIA,B,500,332,626,110
870,988741751,E000000134686,U,1078,LIMA,COMAS,-11.95534,-77.04753,MINORISTAS,BODEGA,C,49,133,118,85
871,970940150,E000000088738,U,1518,LIMA,LIMA,-12.057207,-77.0299156,MINORISTAS,BODEGA,C,58,94,66,68
872,5.00E+11,E000000160113,U,825,LIMA,SAN MARTIN DE PORRES,-12.03031,-77.08942,MINORISTAS,BODEGA,D,86,30,38,41
873,964639700,E000000071718,V,1386,LIMA,COMAS,-11.9236,-77.0753,MINORISTAS,BODEGA,C,113,55,112,47
874,w004000004,E000000164055,U,2068,LIMA,BARRANCO,-12.13721,-77.01995,MINORISTAS,BAZAR,C,133,118,129,164
875,954875525,E000000046418,U,66,LIMA,CIENEGUILLA,-12.1123757,-76.8264085,MINORISTAS,BODEGA,E,39,20,40,29
876,980032814,E000000118543,U,3432,LIMA,CARABAYLLO,-11.84481,-77.07981,MINORISTAS,BODEGA,C,570,464,521,662
877,1030333331,E000000156201,U,729.3,LIMA,ATE,-12.06186,-76.99369,MINORISTAS,LIBRERIA,D,90,86,84,73
878,998684545,E000000151523,V,1430,LIMA,VILLA MARIA DEL TRIUNFO,-12.16963,-76.92995,MINORISTAS,BODEGA,C,28,90,111,70
879,1.00E+11,E000000159627,U,1386,LIMA,ANCON,-11.7699,-77.1596,MINORISTAS,BODEGA,C,79,37,59,68
880,974886028,E000000101172,U,506,LIMA,JESUS MARIA,-12.07912,-77.05263,MINORISTAS,BODEGA,D,91,54,65,36
881,5.19E+11,E000000160184,U,16445,LIMA,SAN MIGUEL,-12.0626,-77.0838,MINORISTAS,BOTICA,B,427,528,419,747
882,976866567,E000000109684,U,132,LIMA,PUENTE PIEDRA,-11.84553,-77.09596,MINORISTAS,BODEGA,D,40,30,48,39
883,15011017812,E000000158160,U,1640.32,LIMA,LIMA,-12.03776,-77.05452,MINORISTAS,BODEGA,C,92,77,24,74
884,999205899,E000000153379,U,1672,LIMA,CARABAYLLO,-11.90594,-77.03291,MINORISTAS,BODEGA,C,96,108,141,58
885,984992853,E000000126192,U,5544,LIMA,ATE,-12.04167,-76.91588,MINORISTAS,BODEGA,C,360,318,657,781
886,964651098,E000000071761,U,1628,LIMA,PUENTE PIEDRA,-11.8881948,-77.0741263,MINORISTAS,BODEGA,C,27,108,50,54
887,947998335,E000000029364,U,18458,LIMA,COMAS,-11.9659647,-77.0669294,MINORISTAS,BODEGA,B,652,807,459,707
888,995710568,E000000144745,V,1859,LIMA,ATE,-12.02091,-76.88504,MINORISTAS,BODEGA,C,78,42,53,76
889,15011016933,E000000157867,V,9163,LIMA,PUENTE PIEDRA,-11.98519,-77.08019,MINORISTAS,BOTICA,C,342,560,631,290
890,w0051901013,E000000170020,U,3872,LIMA,SAN JUAN DE LURIGANCHO,-12.0193,-76.9657,MINORISTAS,FARMACIA,C,372,242,525,275
891,951818306,E000000038938,U,2134,LIMA,SAN MIGUEL,-12.0523005,-77.1390991,MINORISTAS,BODEGA,C,311,138,309,83
892,971175341,E000000093158,V,385,LIMA,PUENTE PIEDRA,-11.8514654,-77.090973,MINORISTAS,BODEGA,D,45,60,44,40
893,947698531,E000000028503,V,2508,LIMA,LURIN,-12.1551992,-77.0151262,MINORISTAS,BODEGA,C,157,210,88,44
894,963628640,E000000069330,U,1342,LIMA,ATE,-11.9681961,-77.0111126,MINORISTAS,BODEGA,C,76,64,102,86
895,974973755,E000000101713,U,979,LIMA,VILLA MARIA DEL TRIUNFO,-12.142,-76.9502,MINORISTAS,BODEGA,D,23,117,47,72
896,985252127,E000000127400,U,99,LIMA,LIMA,-12.14477,-77.01955,MINORISTAS,BODEGA,E,15,24,26,17
897,964905117,E000000073034,U,4752,LIMA,SAN MARTIN DE PORRES,-12.0258633,-77.085757,MINORISTAS,BODEGA,C,450,870,508,609
898,975165523,E000000102900,U,1859,LIMA,CARABAYLLO,-11.89595,-77.03645,MINORISTAS,BODEGA,C,47,83,62,46
899,985771935,E000000129977,U,3344,LIMA,BARRANCO,-12.14522,-77.01681,MINORISTAS,BODEGA,C,355,659,319,281
900,970061155,E000000088202,U,1705,LIMA,ATE,-12.0403344,-76.9179697,MINORISTAS,BODEGA,C,56,101,71,73
901,975212802,E000000103119,V,1958,LIMA,VILLA MARIA DEL TRIUNFO,-12.1471,-76.93487,MINORISTAS,BODEGA,C,195,185,116,242
902,949011262,E000000032200,U,1606,LIMA,LOS OLIVOS,-11.9457042,-77.0755243,MINORISTAS,BODEGA,C,128,34,134,39
903,971007401,E000000091693,U,319,LIMA,LA VICTORIA,-12.068332,-77.026448,MINORISTAS,BODEGA,D,49,73,109,57
904,962868208,E000000068352,U,451,LIMA,INDEPENDENCIA,-11.9656457,-77.0340026,MINORISTAS,BODEGA,D,75,63,52,76
905,985562960,E000000129068,U,44,LIMA,CIENEGUILLA,-12.10568,-76.82903,MINORISTAS,BODEGA,E,19,28,29,22
906,944823768,E000000021998,U,572,LIMA,ATE,-12.0471877,-76.889725,MINORISTAS,BODEGA,D,76,45,77,87
907,950619670,E000000036061,U,946,LIMA,LURIN,-12.270717,-76.8626599,MINORISTAS,BODEGA,D,53,65,120,76
908,985100572,E000000126693,U,6336,LIMA,RIMAC,-12.03638,-77.04021,MINORISTAS,BODEGA,C,496,567,725,468
909,990752818,E000000139399,U,18194,LIMA,PUCUSANA,-12.4814,-76.7982,MINORISTAS,BODEGA,B,449,254,720,810
910,w0030134216,E000000163583,U,1045,LIMA,ATE,-12.0087,-76.8543,MINORISTAS,CABINA DE INTERNET,C,45,88,67,95
911,990763567,E000000139472,U,2288,LIMA,SAN JUAN DE LURIGANCHO,-11.9917,-77.0007,MINORISTAS,BODEGA,C,248,225,189,182
912,1.00E+11,E000000159704,U,1735.14,LIMA,RIMAC,-12.04101,-77.0293,MINORISTAS,BODEGA,C,58,91,83,105
913,990374884,E000000137549,U,1394.8,LIMA,PUCUSANA,-12.4636,-76.7531,MINORISTAS,BODEGA,C,104,36,49,11
914,920460403,E000000002042,U,902,LIMA,SAN JUAN DE LURIGANCHO,-11.933,-76.9722,MINORISTAS,BODEGA,D,92,47,77,41
915,950845152,E000000036379,U,1727,LIMA,ATE,-11.9971966,-76.8341259,MINORISTAS,BODEGA,C,52,64,36,41
916,956029598,E000000048566,U,1012,LIMA,CARABAYLLO,-11.884262,-77.034399,MINORISTAS,BOTICA,C,84,86,127,112
917,w003010623,E000000162045,U,902,LIMA,PACHACAMAC,-12.11358,-76.87233,MINORISTAS,CABINA DE INTERNET,D,107,83,121,92
918,1041040021,E000000156345,U,1903,LIMA,ATE,-12.01594,-76.8199,MINORISTAS,FARMACIA,C,85,50,96,152
919,w003010270,E000000161782,U,4034.8,LIMA,LURIN,-12.27614,-76.87085,MINORISTAS,BODEGA,C,254,418,609,872
920,953695377,E000000043317,U,264,LIMA,LURIN,-12.2942014,-76.8541259,MINORISTAS,BODEGA,D,85,39,47,87
921,937487677,E000000006147,U,1166,LIMA,ATE,-12.0434753,-76.923768,MINORISTAS,BODEGA,C,50,49,30,19
922,964045247,E000000070263,U,396,LIMA,SAN MARTIN DE PORRES,-12.026889,-77.056307,MINORISTAS,BODEGA,D,76,76,50,85
923,985940563,E000000130686,U,1771,LIMA,SAN JUAN DE LURIGANCHO,-11.95705,-76.73393,MINORISTAS,BODEGA,C,40,17,50,79
924,981890096,E000000121868,U,440,LIMA,ANCON,-11.7832,-77.1619,MINORISTAS,BODEGA,D,45,31,96,66
925,942139176,E000000015709,U,4499,LIMA,ATE,-12.0431189,-76.9284322,MINORISTAS,BODEGA,C,570,440,701,399
926,990855681,E000000139887,U,5427.4,LIMA,VILLA EL SALVADOR,-12.2385,-76.9413,MINORISTAS,BODEGA,C,503,522,592,536
927,990784387,E000000139587,U,13717,LIMA,SAN JUAN DE LURIGANCHO,-11.9614,-76.9826,MINORISTAS,FARMACIA,B,639,724,640,331
928,1009848383,E000000156109,U,275,LIMA,ATE,-12.04261,-76.90037,MINORISTAS,BODEGA,D,78,27,67,65
929,983627462,E000000122760,U,286,LIMA,LURIGANCHO,-11.9312,-76.70113,MINORISTAS,BODEGA,D,77,55,46,41
930,938328522,E000000007921,U,1260.6,LIMA,PUENTE PIEDRA,-11.82381,-77.09929,MINORISTAS,FERRETERIA,C,80,61,35,72
931,995978379,E000000145933,V,1947,LIMA,LURIN,-12.24451,-76.94241,MINORISTAS,BODEGA,C,209,75,241,226
932,968593029,E000000082048,U,352,LIMA,LURIN,-12.2714748,-76.8748395,MINORISTAS,BODEGA,D,58,76,98,65
933,977526596,E000000110760,U,495,LIMA,VILLA MARIA DEL TRIUNFO,-12.1852,-76.93413,MINORISTAS,BODEGA,D,82,78,65,43
934,932964305,E000000005240,U,6864,LIMA,SAN MARTIN DE PORRES,-11.963176,-77.100723,MINORISTAS,BOTICA,C,916,397,439,526
935,957927644,E000000056757,U,1606,LIMA,SAN JUAN DE MIRAFLORES,-12.1380395,-76.9603078,MINORISTAS,BODEGA,C,114,99,108,51
936,w004020125,E000000164591,U,66,LIMA,LIMA,-12.08446,-77.08066,PERSONAL,PERSONAL,E,33,36,22,18
937,w0052900288,E000000171934,U,1001,LIMA,SAN JUAN DE LURIGANCHO,-11.95705,-76.73393,MINORISTAS,BOTICA,C,102,94,89,78
938,988753796,E000000134741,U,682,LIMA,SURQUILLO,-12.12137,-77.00238,MINORISTAS,BOTICA,D,53,44,53,43
939,938816507,E000000010282,U,1210,LIMA,SAN JUAN DE LURIGANCHO,-12.002162,-77.0075213,MINORISTAS,BODEGA,C,69,78,111,108
940,15011013360,E000000157472,U,4697,LIMA,SAN LUIS,-12.06376,-76.99815,MINORISTAS,FARMACIA,C,738,514,434,504
941,959620507,E000000061147,U,6600,LIMA,ATE,-12.0091968,-76.8301259,MINORISTAS,BODEGA,C,529,313,451,445
942,957974761,E000000056999,U,517,LIMA,VILLA MARIA DEL TRIUNFO,-12.1467326,-76.9353628,MINORISTAS,BODEGA,D,52,52,46,67
943,985916802,E000000130586,U,6985,LIMA,SAN JUAN DE LURIGANCHO,-11.9422,-76.9854,MINORISTAS,BODEGA,C,605,603,416,271
944,942450148,E000000016156,U,462,LIMA,VILLA EL SALVADOR,-12.1951374,-76.9422109,MINORISTAS,BODEGA,D,70,86,53,76
945,979499882,E000000116480,U,1144,LIMA,SAN JUAN DE MIRAFLORES,-12.18718,-76.9576,MINORISTAS,BODEGA,C,67,16,96,109
946,999541967,E000000154575,V,2915,LIMA,SAN JUAN DE LURIGANCHO,-12.01315,-76.98605,PERSONAL,PERSONAL,C,135,150,124,189
947,999225570,E000000153447,U,7953,LIMA,CARABAYLLO,-11.84636,-76.9983,MINORISTAS,BODEGA,C,716,628,782,539
948,996167056,E000000146769,U,2255,LIMA,VILLA MARIA DEL TRIUNFO,-12.1373,-76.9491,AUTOSERVICIO,MINI MERCADO,C,250,173,93,162
949,957514058,E000000055280,U,2156,LIMA,LOS OLIVOS,-11.9857721,-77.069517,MINORISTAS,BODEGA,C,301,148,195,162
950,w003010442,E000000161913,U,2299,LIMA,VILLA MARIA DEL TRIUNFO,-12.20058,-76.94127,MINORISTAS,BODEGA,C,231,227,170,70
951,999484923,E000000154362,U,2376,LIMA,COMAS,-12.01531,-77.07942,MINORISTAS,BODEGA,C,225,255,207,118
952,w0072400519,E000000178617,V,1034,LIMA,INDEPENDENCIA,-11.9762,-77.04713,MINORISTAS,BODEGA,C,81,101,82,77
953,973909528,E000000099726,U,3102,LIMA,SANTIAGO DE SURCO,-12.1341,-76.9988,MINORISTAS,BODEGA,C,490,425,557,358
954,980056925,E000000118726,U,1760,LIMA,COMAS,-11.9152,-77.0559,MINORISTAS,BODEGA,C,58,62,134,65
955,942020714,E000000015298,U,48.4,LIMA,COMAS,-11.9136185,-77.0142008,MINORISTAS,BODEGA,E,52,31,30,6
956,939755120,E000000013562,U,1606,LIMA,SAN JUAN DE LURIGANCHO,-12.0371,-76.9535,MINORISTAS,BODEGA,C,108,75,115,38
957,937528012,E000000006245,V,5016,LIMA,VILLA EL SALVADOR,-12.21521,-76.9421692,MINORISTAS,BODEGA,C,602,648,284,786
958,999499408,E000000154416,U,1078,LIMA,LINCE,-12.08632,-77.04299,MINORISTAS,CENTRO COMERCIAL,C,102,34,60,107
959,985107461,E000000126740,U,726,LIMA,ATE,-12.0302,-76.82013,MINORISTAS,BODEGA,D,83,61,77,94
960,958666946,E000000058711,U,3091,LIMA,EL AGUSTINO,-11.4971454,-77.2132043,MINORISTAS,BODEGA,C,433,224,582,592
961,990358078,E000000137490,U,418,LIMA,CHORRILLOS,-12.18578,-76.99469,MINORISTAS,BODEGA,D,51,88,50,100
962,956853122,E000000053946,U,7381,LIMA,SAN JUAN DE LURIGANCHO,-12.027,-76.9999,MINORISTAS,FARMACIA,C,279,465,302,699
963,w0052900131,E000000171780,U,2959,LIMA,SAN JUAN DE LURIGANCHO,-11.9592,-76.97713,MINORISTAS,BAZAR,C,624,638,856,379
964,948676325,E000000031196,U,330,LIMA,CHORRILLOS,-12.199752,-76.977353,MINORISTAS,BODEGA,D,47,50,63,39
965,941973418,E000000015116,V,858,LIMA,ATE,-12.0092835,-76.8433038,MINORISTAS,BODEGA,D,36,91,46,62
966,981768704,E000000121354,U,660,LIMA,LA VICTORIA,-12.06221,-77.01156,MINORISTAS,BODEGA,D,84,59,86,104
967,990388585,E000000137608,U,5940,LIMA,LURIGANCHO,-11.98594,-76.93723,MINORISTAS,LIBRERIA,C,348,492,542,368
968,945211875,E000000023459,U,1210,LIMA,SAN JUAN DE MIRAFLORES,-12.1625549,-76.9659824,MINORISTAS,BODEGA,C,116,64,126,133
969,945559921,E000000024797,U,1188,LIMA,SAN MARTIN DE PORRES,-11.9852011,-77.09973,MINORISTAS,BODEGA,C,66,20,55,101
970,995561915,E000000144091,U,2739,LIMA,VILLA EL SALVADOR,-12.23299,-76.91763,MINORISTAS,BODEGA,C,201,245,107,112
971,5.00E+11,E000000160080,U,1342,LIMA,SAN MARTIN DE PORRES,-11.9792,-77.09713,MINORISTAS,BODEGA,C,109,37,26,100
972,w0051900060,E000000169784,U,2244,LIMA,SAN JUAN DE LURIGANCHO,-12.0216,-76.9753,MINORISTAS,FARMACIA,C,224,214,157,255
973,w0030118490,E000000162686,U,10406,LIMA,LURIGANCHO,-12.0049,-76.9497,MINORISTAS,LIBRERIA BAZAR,B,709,513,255,577
974,939504534,E000000012759,U,5148,LIMA,LURIGANCHO,-11.9570503,-76.7339325,MINORISTAS,BODEGA,C,554,398,417,301
975,968568473,E000000081900,U,2156,LIMA,PUENTE PIEDRA,-11.8507,-77.1011,MINORISTAS,FARMACIA,C,255,144,181,187
976,943400648,E000000019368,U,198,LIMA,CARABAYLLO,-11.8346458,-77.0213189,MINORISTAS,BODEGA,D,28,22,30,55
977,975199904,E000000103063,V,1628,LIMA,SAN MARTIN DE PORRES,-12.02616,-77.08358,MINORISTAS,BODEGA,C,81,97,108,55
978,1046797839,E000000156541,U,8595.4,LIMA,SAN JUAN DE MIRAFLORES,-12.1664,-76.97759,MINORISTAS,BODEGA,C,492,324,516,764
979,920399465,E000000001835,U,4358.2,LIMA,VILLA EL SALVADOR,-12.196939,-76.960645,MINORISTAS,BODEGA,C,444,436,527,680
980,1041994133,E000000156395,U,21298.2,LIMA,EL AGUSTINO,-12.04947,-77.00113,MINORISTAS,BODEGA,B,836,484,566,604
981,920089797,E000000000836,U,1012,LIMA,VILLA EL SALVADOR,-12.1851851,-76.9458454,MINORISTAS,BODEGA,C,90,87,89,43
982,996809376,E000000149294,U,2299,LIMA,VILLA EL SALVADOR,-12.19573,-76.94212,MINORISTAS,BODEGA,C,211,136,173,112
983,15011017433,E000000158059,V,3029.4,LIMA,CARABAYLLO,-11.8859,-77.03554,MINORISTAS,BODEGA,C,570,477,452,260
984,948873795,E000000031600,U,2420,LIMA,LURIGANCHO,-11.9821312,-76.9090765,MINORISTAS,BODEGA,C,138,265,231,201
985,988301020,E000000132497,V,14513.62,LIMA,ATE,-12.01843,-76.83901,MINORISTAS,BODEGA,B,674,462,608,259
986,995938892,E000000145762,V,66,LIMA,SAN JUAN DE LURIGANCHO,-11.935,-76.971,MINORISTAS,LIBRERIA,E,29,32,38,27
987,939409578,E000000012398,U,55,LIMA,LOS OLIVOS,-11.9762697,-77.0750732,MINORISTAS,BODEGA,E,21,15,43,34
988,15011017043,E000000157900,U,88,LIMA,LOS OLIVOS,-11.98365,-77.07141,MINORISTAS,BODEGA,E,31,29,27,37
989,985228105,E000000127268,U,484,LIMA,COMAS,-11.91427,-77.04653,MINORISTAS,BODEGA,D,33,79,37,56
990,975660205,E000000105080,U,4455,LIMA,SAN JUAN DE MIRAFLORES,-12.16197,-76.98753,MINORISTAS,FERRETERIA,C,272,409,617,529
991,970982013,E000000091216,V,22,LIMA,COMAS,-11.938,-77.0708,MINORISTAS,BODEGA,E,37,27,17,13
992,970973885,E000000090498,U,990,LIMA,ATE,-12.032449,-76.927358,MINORISTAS,BODEGA,D,92,58,113,68
993,1.00E+11,E000000159442,U,2717,LIMA,LOS OLIVOS,-11.97188,-77.07456,MINORISTAS,BODEGA,C,200,217,105,162
994,15011017327,E000000158013,U,4649.92,LIMA,CARABAYLLO,-11.86219,-77.04775,MINORISTAS,BODEGA,C,853,399,309,694
995,996265734,E000000147163,U,968,LIMA,VILLA EL SALVADOR,-12.1901,-76.95222,MINORISTAS,BAZAR,D,67,74,115,71
996,966988310,E000000078826,U,792,LIMA,VILLA MARIA DEL TRIUNFO,-12.2112001,-76.907126,MINORISTAS,BAZAR,D,88,74,125,30
997,951576033,E000000038287,U,8083.46,LIMA,CARABAYLLO,-11.8535,-77.0374,MINORISTAS,BODEGA,C,590,622,431,427
998,973868177,E000000099541,U,4136,LIMA,SAN JUAN DE LURIGANCHO,-11.94,-76.9874,PERSONAL,PERSONAL,C,447,416,581,552
999,981878324,E000000121817,V,5390,LIMA,SAN JUAN DE LURIGANCHO,-11.9936,-77.0045,MINORISTAS,BODEGA,C,348,831,470,623
1000,985315666,E000000127706,U,880,LIMA,COMAS,-11.92313,-77.02136,MINORISTAS,BODEGA,D,58,104,76,82
1001,971523980,E000000094950,U,198,LIMA,SAN MARTIN DE PORRES,-12.0274124,-77.0607548,MINORISTAS,BODEGA,D,79,103,35,56
1002,932978018,E000000005292,U,704,LIMA,CHORRILLOS,-12.1871997,-77.0151262,MINORISTAS,BODEGA,D,66,76,92,134
1003,976036553,E000000106495,U,4488,LIMA,LURIN,-12.28774,-76.85213,MINORISTAS,BODEGA,C,528,734,532,420
1004,945995597,E000000026542,U,1298,LIMA,SAN JUAN DE MIRAFLORES,-12.1328,-76.9552,MINORISTAS,BODEGA,C,57,90,32,73
1005,995543217,E000000143994,U,858,LIMA,LOS OLIVOS,-12.00714,-77.07269,MINORISTAS,BODEGA,D,66,117,45,90
