CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,INF_200,P200_N,P203,P204,P205_A,P205_B,P206,P207_1,P208,P209,P209_N,P209_1,P210,P210_N,P210_1,P211_N,P211_1,P200_APORTANTE,P211_N_PARENTESCO,P211_N_SEXO,P211_N_AÑOS,P211_N_MESES,P211_N_ECIVIL,P211_N_MIGRANTE,factorfinal
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22595,48837,10,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,4,3.Hijo/a o hijastro/a,2.Mujer, ,4, , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,03,ATE,Lima,23670,58233,8,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,40, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58233,8,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,48, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23670,58233,8,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,1.Hombre,10, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23699,57719,15,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,48, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23699,57719,15,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,2,1,2,3.Hijo/a o hijastro/a,2.Mujer,19, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,03,ATE,Lima,23812,57184,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,36, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57184,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,30, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,03,ATE,Lima,23812,57184,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,6, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24289,54585,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,22, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24531,52494,15,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,1,1.Jefe/a del hogar,1.Hombre,23, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24531,52494,15,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,2,11.Otro no pariente,1.Hombre,22, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24531,52494,15,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,3,11.Otro no pariente,1.Hombre,24, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,24531,52494,15,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,4,11.Otro no pariente,2.Mujer,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00058,00698,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,1,7,8.Otro pariente,1.Hombre,14, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,2.Venezuela,2.No, ,4.Falleció/No sabe,1,3.Tío/a, ,1,2,30, ,5,1,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00058,00698,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,1,8,8.Otro pariente,2.Mujer,16, ,6.Soltero/a,1.El Nº es,1.Sí,2.No, ,4.Falleció/No sabe,2.No, ,4.Falleció/No sabe,1,3.Tío/a, ,1,2,30, ,5,1,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00058,00698,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,1,9,7.Hermano/a,2.Mujer,13, ,6.Soltero/a, ,1.Sí,2.No, ,2.Venezuela,2.No, ,4.Falleció/No sabe,1,3.Tío/a, ,1,2,30, ,5,1,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00103,00253,28,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,21, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00103,00253,28,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,2,1,2,11.Otro no pariente,1.Hombre,67, ,2.Casado/a,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00103,00257,32,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,1,1.Jefe/a del hogar,1.Hombre,43, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00103,00257,32,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,2,2.Esposo/a o compañero/a,2.Mujer,31, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00103,00257,32,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,3,3.Hijo/a o hijastro/a,2.Mujer, ,10, , ,2.No, , , , , , , , , , , , , , , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00103,00257,32,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,4,11.Otro no pariente,1.Hombre,42, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00113,00471,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,23, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,7.36886321869257
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00113,00471,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,2,2.Esposo/a o compañero/a,2.Mujer,21, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , , , , , , , , ,7.36886321869257
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00113,00471,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,3,3.Hijo/a o hijastro/a,2.Mujer,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,7.36886321869257
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00134,00306,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,46, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00134,00306,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,2,2.Esposo/a o compañero/a,2.Mujer,36, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00134,00306,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,3,3.Hijo/a o hijastro/a,2.Mujer,15, ,6.Soltero/a,1.El Nº es,2.No, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00134,00306,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,4,3.Hijo/a o hijastro/a,2.Mujer,12, ,6.Soltero/a, ,2.No, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00134,00306,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,5,3.Hijo/a o hijastro/a,1.Hombre,10, , , ,2.No, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00138,00320,23,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,54, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00138,00320,23,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,48, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00138,00320,23,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,3,5.Nieto/a,2.Mujer,6, , , ,1.Sí,2.No, ,1.Perú,2.No, ,3.Otro país,2,2.Abuelo/a, ,2,2,48, ,1,1,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00146,00050,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,1,1.Jefe/a del hogar,1.Hombre,42, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00146,00050,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,2,2.Esposo/a o compañero/a,2.Mujer,33, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00146,00050,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,3,3.Hijo/a o hijastro/a,2.Mujer,14, ,6.Soltero/a,1.El Nº es,1.Sí,2.No, ,4.Falleció/No sabe,1.Sí,2, , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00146,00050,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,4,3.Hijo/a o hijastro/a,1.Hombre,11, , , ,1.Sí,2.No, ,4.Falleció/No sabe,1.Sí,2, , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00146,00050,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,5,6.Padres/suegros,2.Mujer,55, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00146,00050,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,6,11.Otro no pariente,1.Hombre,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00146,00050,25,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,7,11.Otro no pariente,2.Mujer,19, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,1,1.Jefe/a del hogar,2.Mujer,45, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,2,3.Hijo/a o hijastro/a,2.Mujer,9, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,1, , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,3,3.Hijo/a o hijastro/a,2.Mujer,26, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,4,5.Nieto/a,2.Mujer,6, , , ,1.Sí,2.No, ,1.Perú,1.Sí,3, , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,5,5.Nieto/a,2.Mujer,4, , , ,1.Sí,2.No, ,1.Perú,1.Sí,3, , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,6,11.Otro no pariente,1.Hombre,26, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00147,00046,13,1,1,3.Medio,1.Completa,1.Completa,1.Sí,7,1,7,8.Otro pariente,1.Hombre,35, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00168,00453,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,1.Hombre,35, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00168,00453,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,2.Mujer,27, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00168,00453,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,2.Mujer, ,7, , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00168,00453,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,4,11.Otro no pariente,2.Mujer,24, ,5.Separado o Ex conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00168,00453,3,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,5,11.Otro no pariente,2.Mujer,4, , , ,1.Sí,2.No, ,4.Falleció/No sabe,1.Sí,4, , , , , , , , , , ,12.2814386978209
20,PIURA,01,PIURA,01,PIURA,Piura,01248,01464,20,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,29, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01248,01464,20,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,1.Hombre,27, ,1.Conviviente,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01248,01464,20,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,4, , , ,1.Sí,1.Sí,2, ,2.No, ,3.Otro país, , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01254,01258,6,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,37, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01254,01258,6,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,32, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,23.5261681605066
20,PIURA,01,PIURA,01,PIURA,Piura,01254,01258,6,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,15, ,6.Soltero/a,3.No tiene,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,23.5261681605066
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,1,1.Jefe/a del hogar,2.Mujer,42, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,10,11.Otro no pariente,1.Hombre,30, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,11,11.Otro no pariente,1.Hombre,9, , , ,1.Sí,1.Sí,10, ,2.No, ,3.Otro país, , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,2,2.Esposo/a o compañero/a,1.Hombre,46, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,3,3.Hijo/a o hijastro/a,2.Mujer,27, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,4,3.Hijo/a o hijastro/a,1.Hombre,24, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,5,3.Hijo/a o hijastro/a,2.Mujer,22, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,6,4.Yerno/nuera,1.Hombre,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,7,4.Yerno/nuera,2.Mujer,22, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,8,5.Nieto/a,1.Hombre,5, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,5, , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02304,16,1,1,3.Medio,1.Completa,1.Completa,1.Sí,11,1,9,5.Nieto/a,1.Hombre,4, , , ,1.Sí,1.Sí,4, ,1.Sí,7, , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,01370,02306,4,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,2.Mujer,35, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01501,01648,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,2.Mujer,29, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01501,01648,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,2,2.Esposo/a o compañero/a,1.Hombre,32, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01501,01648,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,3,3.Hijo/a o hijastro/a,2.Mujer,7, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01501,01648,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,4,3.Hijo/a o hijastro/a,1.Hombre,4, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01517,01738,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,3,1,1.Jefe/a del hogar,1.Hombre,48, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,94.1046726420262
20,PIURA,01,PIURA,01,PIURA,Piura,01517,01738,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,3,10,5.Nieto/a,1.Hombre,2, , , ,1.Sí,1.Sí,7, ,1.Sí,6, , , , , , , , , , ,94.1046726420262
20,PIURA,01,PIURA,01,PIURA,Piura,01517,01738,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,3,2,2.Esposo/a o compañero/a,2.Mujer,44, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,94.1046726420262
20,PIURA,01,PIURA,01,PIURA,Piura,01517,01738,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,3,3,3.Hijo/a o hijastro/a,1.Hombre,24, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,94.1046726420262
20,PIURA,01,PIURA,01,PIURA,Piura,01517,01738,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,3,4,3.Hijo/a o hijastro/a,2.Mujer,10, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,94.1046726420262
20,PIURA,01,PIURA,01,PIURA,Piura,01517,01738,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,3,5,3.Hijo/a o hijastro/a,2.Mujer,4, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,94.1046726420262
20,PIURA,01,PIURA,01,PIURA,Piura,01517,01738,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,3,6,3.Hijo/a o hijastro/a,2.Mujer,27, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,94.1046726420262
20,PIURA,01,PIURA,01,PIURA,Piura,01517,01738,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,3,7,4.Yerno/nuera,1.Hombre,29, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,94.1046726420262
20,PIURA,01,PIURA,01,PIURA,Piura,01517,01738,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,3,8,5.Nieto/a,2.Mujer,6, , , ,1.Sí,1.Sí,7, ,1.Sí,6, , , , , , , , , , ,94.1046726420262
20,PIURA,01,PIURA,01,PIURA,Piura,01517,01738,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,3,9,5.Nieto/a,1.Hombre,4, , , ,1.Sí,1.Sí,7, ,1.Sí,6, , , , , , , , , , ,94.1046726420262
20,PIURA,01,PIURA,01,PIURA,Piura,01523,01745,23,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,1,1.Jefe/a del hogar,1.Hombre,25, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01523,01745,23,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,1.Hombre,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,01,PIURA,Piura,01523,01745,23,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,3,11.Otro no pariente,1.Hombre,30, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,0003302,00246,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,20, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,2,5,3.Hijo/a o hijastro/a,2.Mujer,13, ,6.Soltero/a, ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,2,6,3.Hijo/a o hijastro/a,2.Mujer,10, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,2,7,3.Hijo/a o hijastro/a,1.Hombre,8, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,2,8,3.Hijo/a o hijastro/a,1.Hombre,20, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00084,00971,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,10,2,9,4.Yerno/nuera,2.Mujer,20, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,36.8443160934628
