CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,P200_N,INF_500,P501A,P501,P501B,P502,P503,P504_1,P504_2,P504_3,P504_4,P505,P506,P506A,P507_1,P507_2,P507_3,P507_4,P508_1,P508_2,P508_3,P508_4,P509_1,P509_2,P509_3,P509_4,P509_5,P509_6,P509_7,P509_8,P510,P511,P512,P513,P514,P515,P516,factorfinal
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00188,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,3,3,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , ,5.Mestizo,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00188,9,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,4,2,3.Sin nivel educativo, , , ,1.Sí,1.Educación Inicial,3, ,2.No Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,"2.Pocos equipos (computadora, laptop, celular, etc.) en casa para todos",0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0,1.¿Aprobado?, , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00189,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,1,1,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00189,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,2,2,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00189,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,3,3,2.PERU, ,5.Secundaria incompleta, ,1.Sí,3.Secundaria,1, ,1.Estatal,1.Sí,1.Sí,2.Remota,3.Secundaria,2, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",5.El profesor no interactuaba continuamente con el niño/a,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0,1.¿Aprobado?, , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00189,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,4,1,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,6,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,"2.Pocos equipos (computadora, laptop, celular, etc.) en casa para todos",0,0,0,0,0,0,1.¿Aprobado?, , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00189,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,5,5,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00189,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,6,6,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00189,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,7,7,1.VENEZUELA,1.Sin nivel, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00189,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,8,5,2.PERU, ,4.Primaria completa, ,1.Sí,2.Primaria, ,5,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,"2.Pocos equipos (computadora, laptop, celular, etc.) en casa para todos",0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0,1.¿Aprobado?, , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00041,00189,20,1,1,3.Medio,1.Completa,1.Completa,1.Sí,9,9,5,2.PERU, ,2.Educación inicial, ,1.Sí,1.Educación Inicial,3, ,1.Estatal,1.Sí,1.Sí,2.Remota,2.Primaria, ,1,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,"2.Pocos equipos (computadora, laptop, celular, etc.) en casa para todos",0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0,1.¿Aprobado?, , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00042,00622,14,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00042,00622,14,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00042,00622,14,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,3,2,2.PERU, ,3.Primaria incompleta, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,2.Primaria, ,3,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0, , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00042,00622,14,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,4,2,2.PERU, ,2.Educación inicial, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,1.Educación Inicial,1, ,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,1.No hubo quien acompañe al niño/a mientras veía el programa (Falta de tiempo),0,0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0, , , , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00042,00623,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,4.Blanco,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00042,00623,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00042,00623,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,3,2,1.VENEZUELA,2.Preescolar, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,4.No tiene documentos, , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00042,00623,15,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,5,5,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00605,17,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,4.Blanco,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00605,17,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,10.Se dedica a los quehaceres del hogar, , , ,3.Moreno,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00605,17,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,3,2,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,3.Desconocimiento del sistema educativo (no sabe cómo acceder), , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00605,17,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,5,5,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00605,17,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,6,6,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,3.Moreno,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00606,4,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00606,4,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00606,4,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,3,2,2.PERU, ,5.Secundaria incompleta, ,1.Sí,3.Secundaria,1, ,1.Estatal,1.Sí,1.Sí,2.Remota,3.Secundaria,2, ,1.Estatal,1.¿Televisión?,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,"2.Pocos equipos (computadora, laptop, celular, etc.) en casa para todos",0,"4.Su paquete de internet o plan de datos era limitado, no pudo comprar más",0,0,0,0,1.¿Aprobado?, , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00606,4,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,10.Superior Universitaria Completa, ,526036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,2.No traje mis diplomas,4.Blanco,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00612,8,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,11.Maestría/ Doctorado, ,351016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,2.No traje mis diplomas,4.Blanco,1.Heterosexual,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00612,8,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,8.Técnico Superior Completa, ,331025,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00612,8,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,3,2,2.PERU, ,2.Educación inicial, ,1.Sí,1.Educación Inicial,1, ,1.Estatal,1.Sí,1.Sí,2.Remota,1.Educación Inicial,2, ,1.Estatal,1.¿Televisión?,0,0,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES,1.¿Aprobado?, , , , , , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00612,8,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,4,2,2.PERU, ,2.Educación inicial, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,1.Educación Inicial,1, ,1.Estatal,1.¿Televisión?,0,0,0,0,0,0,0,0,0,0,8.NO TUVO DIFICULTADES, , , , , , , ,36.8443160934628
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00607,5,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00607,5,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00607,5,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,3,3,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00607,5,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,1.Problemas económicos, , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00608,6,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00608,6,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00608,6,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,4,4,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00608,6,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,5,5,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00608,6,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,6,6,6,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00609,18,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,5.Mestizo,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00617,11,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,7,7,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,4.Bisexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00618,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,4,4,1.VENEZUELA,8.Técnico Superior Completa, ,332175,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00619,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00619,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00619,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,3,3,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00619,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,4,2,2.PERU, ,3.Primaria incompleta, ,2.No, , , , ,1.Sí,1.Sí,2.Remota,2.Primaria, ,4,1.Estatal,0,0,3.¿Plataforma virtual /página Web (Computadora o Tablet o celular)?,0,0,0,0,0,0,6.Era complicado para el niño/a o para los padres acceder al programa/plataforma virtual,0,0, , , , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00620,23,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,3.Lesbiana,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00620,23,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,3.Lesbiana,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00043,00621,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,5,5,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,3.Desconocimiento del sistema educativo (no sabe cómo acceder), , , ,4.Blanco,4.Bisexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00543,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00543,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00543,12,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,3,2,1.VENEZUELA,3.Educación Básica Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,"11.No consiguió vacante, no lo aceptaron, no sabía el procedimiento de la matricula", , , , , ,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00544,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,1.Negro/a,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00544,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,2,2,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00544,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,3,3,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , ,1.Negro/a,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00545,23,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,5.Educación Media Diversificada Incompleta, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00546,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,1,1,2.PERU, ,5.Secundaria incompleta, ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00546,13,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,1,1.VENEZUELA,2.Preescolar, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00547,14,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,10.Se dedica a los quehaceres del hogar, , , ,5.Mestizo,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00046,00547,14,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,3,2,3.Sin nivel educativo, , , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,12.Otra razón, , , , , ,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00047,00542,11,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,8.Técnico Superior Completa, ,99999,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,3.Lesbiana,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00047,00542,11,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,2,2,1.VENEZUELA,11.Maestría/ Doctorado, ,351026,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,2.No traje mis diplomas,3.Moreno,3.Lesbiana,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00047,00542,11,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,3,3,1.VENEZUELA,9.Superior Universitaria Incompleta, ,351016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,4.Blanco,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00047,00542,11,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,11.Maestría/ Doctorado, ,331126,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , ,1.Sí,2.No,2.No traje mis diplomas,4.Blanco,1.Heterosexual,9.21107902336571
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00048,00529,16,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,331036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00048,00529,16,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,2,2,2.PERU, ,5.Secundaria incompleta, ,1.Sí,3.Secundaria,1, ,1.Estatal,1.Sí,1.Sí,2.Remota,3.Secundaria,2, ,1.Estatal, , , , , , , , , , , , ,2.¿Desaprobado?, , , , ,4.Blanco,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00048,00529,16,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,4,4,4,1.VENEZUELA,4.Educación Básica Completa, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00048,00530,17,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,1,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,422036,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , ,2.Estoy trabajando/ayudando a la familia en el trabajo, , , ,3.Moreno,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00056,00969,22,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,2,2,1.VENEZUELA,6.Educación Media Diversificada, , ,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,3.Moreno,1.Heterosexual,18.4221580467314
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00056,00963,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,1,1,1.VENEZUELA,9.Superior Universitaria Incompleta, ,313016,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,5.Mestizo,1.Heterosexual,12.2814386978209
24,TUMBES,01,TUMBES,01,TUMBES,Tumbes,00056,00963,9,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,5,2,2,1.VENEZUELA,8.Técnico Superior Completa, ,99999,2.No, , , , ,2.No, , , , , , , , , , , , , , , , , , , , , , , ,4.Blanco,1.Heterosexual,12.2814386978209
