Código del producto,Descripción del producto,Valor importado en 2002; miles de Dólar Americano,Valor importado en 2003; miles de Dólar Americano,Valor importado en 2004; miles de Dólar Americano,Valor importado en 2005; miles de Dólar Americano,Valor importado en 2006; miles de Dólar Americano,Valor importado en 2007; miles de Dólar Americano,Valor importado en 2008; miles de Dólar Americano,Valor importado en 2009; miles de Dólar Americano,Valor importado en 2010; miles de Dólar Americano,Valor importado en 2011; miles de Dólar Americano,Valor importado en 2012; miles de Dólar Americano,Valor importado en 2013; miles de Dólar Americano,Valor importado en 2014; miles de Dólar Americano,Valor importado en 2015; miles de Dólar Americano,Valor importado en 2016; miles de Dólar Americano,Valor importado en 2017; miles de Dólar Americano,Valor importado en 2018; miles de Dólar Americano,Valor importado en 2019; miles de Dólar Americano,Valor importado en 2020; miles de Dólar Americano,Valor importado en 2021; miles de Dólar Americano
640399,Calzado con suela de caucho; plástico; cuero regenerado y parte superior de cuero natural (exc. ...,19773703,21396515,23081624,25589567,27988932,30037381,31444226,26291828,28166304,29842042,28850880,28943325,29922688,28440244,26453518,26996500,28861551,29975011,25759870,28339176
852852,Monitores capaces de conectar directamente con y diseñados para su uso con una máquina de procesamiento ...,,,,,,,,,,,,,,312,1875,18324828,20410599,20675599,22499638,28197090
854129,Transistores con una capacidad de disipación >= 1 W (distintos de los fototransistores),6598656,7339230,9075144,9321729,10831363,11782914,11427087,9166212,13123562,14830318,13777728,16368354,18075078,16639144,16364905,18092926,21133596,21782589,22253897,28068964
890190,Barcos para transporte de mercancías; así como los concebidos para transporte mixto de personas ...,6874988,9150498,10509154,15502995,24211596,22389756,32316897,29157035,42024500,42651042,35774183,27867411,25114034,23836139,23171943,18711964,18590182,15316317,16663608,27772001
382600,Biodiésel y sus mezclas; sin aceites de petróleo o de mineral bituminoso o con un contenido ...,,,,,,,,,,,9841221,9383081,9486827,7099316,9618817,11163700,14334039,16357120,16933830,27714968
842952,Palas mecánicas; autopropulsadas; cuya superestructura pueda girar 360°,5946137,8909121,11555015,13610462,17509138,20988442,22204229,10977608,16932376,23381001,24491794,19656339,18917854,15632544,16017973,19983174,24171167,23325214,18893192,27662059
711021,Paladio; en bruto o en polvo,3752579,2218725,2789647,2464055,4510716,4416397,4688470,3057830,5133718,8227644,5791037,6948458,7936631,7372221,6820351,10354501,13241943,18661555,24887046,27577135
190590,"""Productos de panadería; pastelería o galletería; incl. con adición de cacao; hostias; sellos ...",5706776,6747198,7873062,8723556,9590945,11621992,13531703,12959907,13771510,15721999,16772412,18225624,18810453,18120202,19012053,20349379,22508370,23544787,24149798,27536218
020230,Carne deshuesada; de bovinos; congelada,5128775,5692033,6636595,7455973,8509579,9573485,11846254,11000378,12441257,14354059,15704709,17149909,19191706,18781095,16489964,17742447,20666778,24054794,24999701,26952678
870850,Ejes con diferencial; incl. provistos con otros órganos de transmisión; para vehículos automóviles,4221426,4175806,4951682,5423169,6211583,15843368,17785748,11546995,16431119,20415588,21209207,21565512,22242229,20900703,21286966,23877936,26035249,25182879,21334972,26771826
401120,"""Neumáticos """"llantas neumáticas"""" nuevos de caucho; de los tipos utilizados en autobuses o ...",8492165,9929648,11853530,13791818,15805426,18746181,19532493,15961714,20273694,26884177,25867825,25630178,25638315,22179626,21063263,22195758,23565441,23556438,21241070,26310894
853224,Condensadores con dieléctrico de cerámica; multicapas (exc. condensadores de potencia),4735354,5040498,6096723,6384879,7404419,9177900,8650021,7649064,11046923,11408164,11480684,14573691,15424821,14570169,12924274,14698876,22700426,19161424,20634088,25806850
640419,Calzado con suela de caucho o plástico y parte superior de materia textil (exc. calzado de ...,2770254,3277419,3689641,4076487,4787369,5828732,6545335,6516479,8096874,10312220,12832108,14192335,15376480,16205879,17620867,20256394,22892238,24090542,20805450,25675280
841590,Partes de máquinas y aparatos para acondicionamiento de aire que comprenden un ventilador con ...,5382694,6205529,7276361,7793108,8552801,9978190,10890474,9332616,12712367,14789972,14824625,16170335,17578302,15832088,16424700,17708362,20062558,21370173,20425802,25461958
630790,Artículos de materia textil; confeccionados; incl. los patrones para prendas de vestir; n.c.o.p.,3719196,4474520,5028775,5437473,6363147,6890341,7500139,8007573,8319489,9312082,9408167,9837258,10695432,10773897,11144217,11700223,12739893,13553162,78138223,25153780
710691,Plata; incl. la plata dorada y la platinada; en bruto; (exc. en polvo),3160128,3143309,3936633,4592306,8961369,10371973,13349437,11376351,16383486,29149438,27942385,22773075,17405064,15175085,13240450,14255857,13326722,12139143,16095616,25014395
271113,Butanos; licuados (exc. de pureza >= 95% de n-butano o de isobutano),4906079,6710387,8503448,11020249,13748798,15650903,19452148,12363287,17641920,23448734,24574927,24369959,24203852,14861771,12605844,16091187,20010321,17705825,15330075,24740393
940161,Asientos con armazón de madera; con relleno (exc. los transformables en cama),6111445,7615134,9347723,10284198,11639359,13048657,13635423,11399189,13107215,13510684,14067400,14662234,15661821,15472035,15943568,17371691,18698809,18186478,18008334,24282703
310210,Urea; incl. en disolución acuosa (exc. en tabletas o formas simil. o en envases de un peso ...,3518981,4872468,6232281,7651260,7910680,11660549,18058497,10251463,12539531,17896974,19386052,17670292,17044342,15599699,11927103,12548545,13891951,15541513,14746729,23900646
401519,Guantes; manoplas y manoplas; de caucho vulcanizado (exc. ​​de los tipos utilizados para uso ...,1492739,1721237,1908697,2113236,2369167,2741455,3307414,3205923,4082515,4792292,5051631,4975218,4941728,5001211,4744663,5435852,6132798,6316772,12198151,23626447
720839,Productos planos de hierro o acero sin alear; de anchura >= 600 mm; enrollados; simplemente ...,4910106,7517075,10333315,11410767,11591315,14224344,17757421,11154274,15148178,17059165,14913105,16133187,14827083,12094048,10941671,14751909,16237328,15377412,15058401,23361206
611030,"""Suéteres """"jerseys""""; """"pullovers""""; cardiganes; chalecos y artículos simil.; de punto; de ...",11924992,12859504,13881910,14289941,14690865,15160201,16624082,15686157,16994832,20360269,20000166,21373022,22836950,22049935,21907515,22767425,24558044,24001949,19546792,23332382
853650,Interruptores; seccionadores y conmutadores; para una tensión <= 1.000 V (exc. relés y disyuntores),8793239,10200246,12074642,12864617,14138473,15852620,16614374,12724419,16220732,18372800,18367958,18923804,20241171,18819645,19076256,20917209,21926217,21209887,19584443,23298639
260112,"""Minerales de hierro y sus concentrados; aglomeradas (exc. piritas de hierro tostadas """"cenizas ...",3458630,4431398,7225626,9477479,10387189,12470002,17481915,9824972,18314083,28033661,22816314,20159789,18113977,11903824,9851098,14604606,16161576,16746065,15699162,23177407
851830,"""Auriculares electroacústicos; incl. los de casco; incl. combinados con micrófono y juegos ...",1890137,2290537,3109775,3968970,5146675,5795585,6091209,5248832,6301524,7583598,9866033,10311336,9814925,9458453,9787371,12299407,14760559,18018519,20955406,23148167
903289,Instrumentos y aparatos para regulación o control (exc. los hidráulicos o neumáticos; manostatos; ...,9605897,11172576,13275943,14049946,15810340,18129553,19364805,15924303,20543543,23799153,23770836,24125344,24456719,22722315,23479805,25020118,26044509,25020693,21545863,23087919
620342,"""Pantalones largos; pantalones con peto; pantalones cortos """"calzones"""" y """"shorts""""; de algodón; ...",13111775,14659054,15990452,17485264,18730584,20361430,22579858,20047196,21283015,24358900,23539087,24624541,25234013,23760092,23519299,23828640,24686314,24153238,19508635,22882257
853669,Clavijas y tomas de corriente; para una tensión de <= 1.000 V (exc. portalámparas),5448081,6718285,8264847,9431404,11457496,12411573,13102848,10709360,13942719,14773512,15160188,16575983,16779884,15860563,16253619,18008158,19498035,18693891,18161340,22803658
300214,Productos inmunológicos; mezclados; sin dosificar ni en formas o envases para la venta al por ...,,,,,,,,,,,,,,6,,14560074,21384176,19643677,23915354,22753244
940320,Muebles de metal (exc. de los tipos utilizados en oficinas; asientos y mobiliario para medicina; ...,5547774,6424538,7385925,8309609,9017392,10537499,11512496,9092294,10479762,11879413,12259826,12855988,13751952,13849485,14080592,15297682,17252053,17080045,17009781,22748695
640299,"""Calzado con suela y parte superior de caucho o plástico (exc. el que cubra el tobillo o con ...",8261148,8525779,9446383,10810223,12023342,13777762,15669537,14898867,17495310,19329262,19572348,19339318,19619648,19243765,18615302,19233599,20248568,21104633,17876234,22567564
850300,Partes identificables como destinadas; exclusiva o principalmente; a las máquinas de las p ...,7239214,8304857,9772006,11325496,13772194,16439266,19066843,16662110,16036169,18710442,19453511,17649440,17487372,16854619,17157751,18043959,18981553,19335684,17033498,22511436
851220,Aparatos de alumbrado o señalización visual; eléctricos; de los tipos utilizados en vehículos ...,3963194,4783474,5777096,6248573,6865869,8328705,9020115,7415953,9716040,12111630,12707903,14504782,16407011,16183474,18162884,19978552,21884469,21026034,19145583,22465730
841480,Bombas de aire; compresores de aire u otros gases; campanas aspirantes para extracción o reciclado; ...,6301062,7498690,9354862,10650667,13049467,14862077,18284236,16246405,18524310,20839684,20561977,21818288,22595252,19136801,18811273,19200290,21110183,20823984,20470615,22210329
040690,"""Queso (exc. queso fresco; incl. lactosuero; curado; requesón; queso fundido; queso de pasta ...",7748153,9123881,10605573,11197554,12130303,14499626,17693080,15261160,16565414,18600060,18204210,20288198,20659193,16756235,16703624,18603334,19876296,20039420,20178856,21759237
090111,Café sin tostar ni descafeinar,5497396,6235709,7267674,9854486,11380404,13389092,16048310,14445299,17443880,27090780,23953871,19302759,20636147,20864442,19634356,21250022,19879568,18893571,18872556,21719854
847990,Partes de máquinas y de aparatos mecánicos; n.c.o.p.,7931989,9053478,12290709,12579055,13831827,13956522,15522494,11986853,14349213,16245724,16150877,15891888,16476335,16085027,15733536,17022678,18773465,19330726,18990585,21508985
870880,Amortiguadores de suspensión para tractores; vehículos automóviles para transporte de >= 10 ...,2536261,3021569,3512252,3832261,4246365,8982990,10591138,8382909,11883570,14550737,15249145,16061289,16783553,15962848,16655819,18256114,19802947,19317991,17225700,21467012
330300,Perfumes y aguas de tocador,5913224,7118496,8281635,8984860,10127723,11820960,13612237,12278389,13655060,15704963,16326825,17294803,17505078,15968009,16555078,18304795,19853489,20115829,16905310,21184285
731815,Tornillos y pernos; roscados; de fundición; hierro o acero; incl. con sus tuercas y arandelas ...,5884935,6952999,8844274,10149191,11585720,14051869,15982800,11518150,14794801,17868483,17498164,17863864,18657462,17579083,16853810,18074891,20221187,19043122,16833168,20785984
100630,Arroz semiblanqueado o blanqueado; incl. pulido o glaseado,4904627,5484723,6788802,7431326,7877243,10573060,17421560,15126043,16126513,18996274,19199184,18094586,18790460,17025947,14327759,17013665,20283219,19716496,20057704,20525472
230910,Alimentos para perros o gatos; acondicionados para la venta al por menor,4152628,4939981,5426932,6006841,6589733,7457085,8759425,8568812,8633778,9685612,10099855,11041280,11472360,10862033,11187650,12749303,14080028,14924986,17551454,20513270
760200,Desperdicios y desechos; de aluminio,3506858,4085972,5593130,6504846,10002447,11890672,11902949,7583395,12571939,15202802,13849707,13323399,13961180,12637517,11006351,14048356,15977662,13554057,11693651,20355273
940540,Aparatos eléctricos de alumbrado; n.c.o.p.,3908118,4366232,5269435,5954832,6551512,8015143,8811633,7415191,9024581,11047744,12828968,14698269,17016130,16505084,17087557,18033531,18880415,17670793,16005918,20349006
841810,Frigoríficos-congeladores combinados; con puertas o cajones exteriores independientes; o combinaciones ...,3401104,4254347,5449372,6536254,8062880,10026607,10415140,8918508,10554832,11834028,12645437,12873294,13020851,12511981,12823105,13849284,14270388,14716374,15931113,20347444
270799,Aceites y demás productos de la destilación de los alquitranes de hulla de alta temperatura; ...,967636,960724,1300189,1632722,2018663,8367946,7131286,1918938,3136089,3821532,3082554,2424273,4263683,3594049,3838920,6938626,11728745,13140468,14065828,20345520
870894,Volantes; columnas y cajas; de dirección; para tractores; vehículos automóviles para transporte ...,4340344,5000600,6052376,6311214,7067750,11563789,12297691,9801969,13685104,16480515,17720592,19559388,21026512,20504360,21012400,21855465,23569261,22097038,18100100,20336168
020130,Carne deshuesada; de bovinos; fresca o refrigerada,5642176,6492677,7374692,8422955,9214054,10469712,11419874,10182659,11101737,13050487,12868450,13600158,15216391,14690616,14632704,15518375,16919104,17097949,16687881,20280298
390140,copolímeros de etileno-alfa-olefinas; que tienen una gravedad específica de <0;94; en formas ...,,,,,,,,,,,,,,,,9679574,14556856,14785770,14708008,20244667
870870,Ruedas; sus partes y accesorios; para tractores; vehículos automóviles para transporte de >= ...,6908074,8187072,9444147,10731000,12372711,14847804,15517364,9987231,13464703,16942501,17272360,17679958,18465980,17782683,17625944,19285958,20798627,18910229,15921112,20194151
030617,Camarones y langostinos congelados; incluso ahumado; incluso pelados o no; incl. camarones ...,,,,,,,,,,,10756734,12854341,15965057,13073243,13700521,15381403,15917788,17805666,16674575,20162173
293379,"""Lactamas (exc. 6-hexanolactama """"epsilón caprolactama""""; clobazam """"INN"""" y metiprilona """"INN""""; ...",926445,1301348,1465732,1485637,1857747,2153348,2564804,2474762,2774781,3457813,6169214,6267466,6162886,6122888,9868269,8405749,20579263,18233276,20274379,20103606
848190,Partes de artículos de grifería y de órganos de regulación simil.; para tuberías; etc.; n.c.o.p.,5579097,6873956,8022126,8914990,10985590,13040420,14646087,11384637,13701673,16212349,17214386,18278486,19138461,17592470,16369966,17597414,19016674,18635252,16776684,20040530
230990,Preparaciones de los tipos utilizados para la alimentación de los animales (exc. alimentos ...,4804626,5146947,5699202,6145686,6998313,8457134,10236407,9625239,10834523,13210102,14060040,14707217,15058843,14363082,14069929,15617367,17310638,16587464,17823713,19928313
